Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.3719033131828696,0.23527920060761792,0.0,0.3719033131828696,0.2352792006076179,0.0,0.01720081865457896,0.0,0.3047024945282907,0.0,0.05,0.0,0.0,0.22069586727428459,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004021034356725146,0.0,0.013179784297853816,0.0,0.01044133816257783,0.0,0.25461876221705715,0.1909640716627928,0.0,0.0,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,5048.133771202518,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,0.0,0.0,38.90097943481133,51.66666666666668,46.10666666666668,0.0,51.36033759753578,0.0,0.0,0.0,38.90097943481133,51.347033845681416,51.36033759753578,51.34038196975425,12.43753247303448,17.913392324352017,-0.07098988357135934,5.910727599032383,2.8,9.236100170605994,218.88533360739274,-2057.7260860471583,-411.2523300622826,0.0,0.0,634.0780709387868,0.0,5.0,0.020876645937928675,0.0,0.0,0.19538475094358745,329.99807111111113,-3.9404072691114203,0.2586587108476554,8.828061760066651,0.003222697057935933,203.94547210546529,1.230371577946608,0.5235755975639255,-2122.700591683748,64.97450563658977
2025-01-01 01:00:00,1.696374161253481,1.0908945188836787,0.0,1.696374161253481,1.0908945188836785,0.0,0.016899241077824576,0.0,0.3037114346745743,1.3257634855010823,0.05,0.0,0.0,0.2199525723839973,0.856358613166348,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0037194567799707597,0.0,0.013179784297853816,0.0,0.01044133816257783,0.0,0.25461876221705715,0.1909640716627928,0.0,0.0,1474.7771803569244,18.33333333333337,0.9453462274634891,1314.9821815792284,1.1539049785566378,0.17185850694444443,0.4166666666666667,2617.9008549917085,6275.104230337484,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,0.0,0.0,38.456273449936596,51.66666666666668,46.10666666666668,0.0,51.14998473301118,0.0,0.0,0.0,38.456273449936596,51.151178588160924,51.153628427482055,51.148131821264926,12.43753247303448,18.099213029066608,-0.01873095286464454,6.759106433095714,2.5,9.236100170605994,1668.67227498514,-887.1149444428379,-415.6985100366379,0.0,0.0,632.785433508316,0.0,5.0,0.020433807588316772,0.0,0.0,0.1912402221287363,329.99807111111113,-23.19182884346286,0.25896249932366583,8.962546555195578,0.0032646800308681356,203.3958659795757,1.2296150555027436,0.4114525948886513,-2245.00280997613,42.90568395406316
2025-01-01 02:00:00,1.87284730068554,1.2047817725407468,0.0,1.8728473006855402,1.2047817725407466,0.0,0.016899241077824576,0.0,0.3027203748208579,1.5032276847868578,0.05,0.0,0.0,0.21920927749371,0.9709891617137033,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0037194567799707597,0.0,0.013179784297853816,0.0,0.01044133816257783,0.0,0.25461876221705715,0.1909640716627928,0.0,0.0,1626.0538808586507,18.33333333333337,1.0662046112482118,1449.8677550051227,1.3038718167313021,0.19935586805555555,0.48333333333333334,2876.565767808218,6027.9253779765,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,0.0,0.0,38.33818243997147,51.66666666666668,46.10666666666668,0.0,50.9412010902952,0.0,0.0,0.0,38.33818243997147,50.9566588304888,50.9643877005856,50.9412010902952,12.43753247303448,18.00566285648855,-0.07692429074773065,7.209965002089181,1.6500000000000001,9.236100170605994,1806.9377101023624,-577.9390230228527,-431.8261680674794,0.0,0.0,631.7943736545997,0.0,5.0,0.020141387161642047,0.0,0.0,0.18850345625137582,329.99807111111113,-19.0843763434085,0.2638601453851185,8.967383959612294,0.0033070149249914364,205.66651853930247,1.2299794690198478,0.2844214766017481,-2055.922799683851,28.116021655875276
2025-01-01 03:00:00,1.5953415660114443,1.0261388460322634,0.0,1.5953415660114443,1.0261388460322634,0.0,0.016778390887155787,0.0,0.3117180683906243,1.2168451067336643,0.05,0.0,0.0,0.22555122201140615,0.7860042906875238,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.003518405062134503,0.0,0.013259985825021284,0.0,0.01098310570874932,0.0,0.26406574809436845,0.19804931107077628,0.0,0.0,1345.9421073891829,18.33333333333337,0.8646242235761304,1200.1066413474232,1.0587352803447754,0.1581098263888889,0.38333333333333336,2387.9389223477174,5983.169213537825,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,0.0,0.0,37.81005156033411,51.66666666666668,46.10666666666668,0.0,50.676478568499576,0.0916465925575356,243.88116285880403,0.0,37.81005156033411,50.38054592668566,50.69669824852143,50.21235992575687,12.43753247303448,17.884993782485292,-0.07533468782260938,6.886891923479643,1.6500000000000001,9.236100170605994,1532.3341064634617,-1090.8784869806072,-433.877785193662,0.0,0.0,632.3374728689521,0.0,4.88375,0.020417163462320254,0.0,0.0,0.19108444957685353,322.3256159577778,-12.067688601011273,0.2692049831517,8.959642736842433,0.003348931280821594,189.23657787196896,1.2304574934284318,0.3476175153161571,-2324.9383028437787,33.95317451574779
2025-01-01 04:00:00,4.68598875283644,2.249123766421486,0.0,4.685988752836441,2.2491237664214863,0.0,0.020039919658632794,1.1916808674814816,0.3109608589822558,3.1133071067140707,0.05,0.0,0.0,0.2235427057982647,2.010997727289888,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.003518405062134503,0.0,0.016521514596498293,0.0,0.01290391791790279,0.0,0.2623787863305629,0.1967840897479221,0.0,0.0,3245.8408905597657,20.000000000000057,2.1169768456680935,2894.1476666287676,2.700846690047404,0.41246041666666666,1.0,5727.528140521867,5727.528140521867,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,1191.6808674814815,0.21666666666666667,35.44681646505735,51.66666666666668,46.10666666666668,0.0,50.44161112101481,0.29225478354990986,773.2817358937688,1191.6808674814815,35.44681646505735,49.380274199790684,50.441611121014816,48.84960573917862,12.43753247303448,18.970794307559906,-0.5112773349887967,8.06785472779489,0.55,9.236100170605994,3228.9945517972233,-49.28205441148983,-534.195901762663,0.0,0.0,568.9602653333047,0.0,3.88375,0.021979471067444575,0.0,0.0,0.2057061030374752,256.3260017355555,-51.61070233318403,0.2538123837178682,9.490763467465436,0.003381728182410275,141.48509398601146,1.2252849208100682,0.3250746679181471,-2941.872032799247,-1.5576882410108555
2025-01-01 05:00:00,4.501042469483006,2.24268221667487,0.0,4.501042469483006,2.2426822166748694,0.0,0.026490554934851814,1.0083453494074075,0.31992334824487056,3.0962832168958765,0.05,0.0,0.0,0.2280975025605398,2.0000013807809967,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0039205084978070175,0.0,0.022570046437044796,0.0,0.01579334483081741,0.0,0.268451848680263,0.20133888651019718,0.0,0.0,3131.007685508058,20.000000000000057,2.0520119616020605,2791.756864473771,2.6838228002292097,0.41246041666666666,1.0,5510.304133315162,5510.304133315162,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,1008.3453494074075,0.18333333333333332,35.64571020986078,51.66666666666668,46.10666666666668,0.0,51.43823478713177,0.38740050643249996,1051.8614381837035,1008.3453494074075,35.64571020986078,50.057389054800716,51.43823478713177,49.366966188635196,12.43753247303448,19.469948551778216,-0.07925672222638293,8.367647830346417,-0.25000000000000006,9.236100170605994,3004.3123510186324,-413.21729505527634,-589.2706130660266,0.0,0.0,501.4487577298817,0.0,2.63375,0.02268948279503254,0.0,0.0,0.21235111033291265,173.82648395777778,-38.87347915328043,0.2477301974698409,9.741069224770609,0.003407059337387726,77.07044230632134,1.2225613140362352,0.28914202283456975,-3189.2545753276263,-15.719584201421265
2025-01-01 06:00:00,4.466356310696936,2.313636651750257,0.0,4.466356310696936,2.313636651750257,0.0,0.05541794214971238,0.8250098313333335,0.35991344680206383,3.176015090411826,0.05,0.0,0.0,0.24755023512564392,2.05150308329128,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00442313779239766,0.0,0.05099480435731472,0.0,0.029846466634538507,0.0,0.2924067057263024,0.21930502929472676,0.0,0.0,3222.896521643598,20.000000000000057,2.056721049321708,2873.6893650668744,2.7635546737451593,0.41246041666666666,1.0,5684.125470043806,5684.125470043806,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,825.0098313333333,0.15,34.10266788369054,51.66666666666668,46.10666666666668,0.0,51.163412000616496,0.3883726935328384,1045.3466103721444,825.0098313333333,34.10266788369054,49.21680266910557,51.163412000616496,48.243498003350105,12.43753247303448,19.969244211609926,0.0,8.023942993228355,0.3,9.236100170605994,3145.437634705384,-589.8768859143707,-589.2338672339943,0.0,0.0,551.0345067042684,0.0,2.36625,0.022794444303657804,0.0,0.0,0.2133334462063276,156.17158715333332,-39.25952640848842,0.2408501630302619,9.975977658330118,0.0034167713582804802,47.91979092680102,1.2204716361844175,0.3410005896728057,-3454.102958702612,-9.463292278633263
2025-01-01 07:00:00,2.6277579863857192,1.3365297637929863,0.0,2.6277579863857192,1.3365297637929863,0.0,0.08278589144573426,0.4583387951851853,0.4085252831243106,1.6281080166304893,0.05,0.0,0.0,0.2702925431301689,1.051653887329484,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004121560215643275,0.0,0.07866433123009098,0.0,0.048135225617418544,0.0,0.32074766335823635,0.24056074751867718,0.0,0.0,1613.296483435475,20.000000000000057,1.0725258321694813,1438.4926466034995,1.4081291277416004,0.2199788888888889,0.5333333333333333,2831.810241150086,5443.349829222229,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,458.33879518518523,0.08333333333333333,36.564234739979746,51.66666666666668,46.10666666666668,0.0,51.68732190545461,0.1492987256679573,409.01788521267474,458.33879518518523,36.564234739979746,50.998065890756635,51.688936253133804,50.65182353572846,12.43753247303448,19.599603351747575,-0.05782069729435501,6.835175963083165,-0.55,9.236100170605994,1663.7951996731056,-1844.1906388789916,-614.7541228043873,0.0,0.0,666.857680801635,5.496133407753948,3.0,0.023140173278732235,0.0,0.0,0.21656912735404368,197.99884266666666,-1.6048417596171978,0.24756703791100468,9.827077564412205,0.0034321004864563197,91.85173697867806,1.2220020720130733,0.33822263441968103,-3304.4400262807962,21.75674079830512
2025-01-01 08:00:00,3.751922216094622,1.700208667163108,0.0,3.751922216094622,1.7002086671631083,0.0,0.08545653618506188,1.0083453494074075,0.42179330056353526,2.1863270299386173,0.05,0.0,0.0,0.2733975844897841,1.4122277493399906,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0031163016264619883,0.0,0.08234023455859991,0.0,0.057263187910489725,0.0,0.32389665865067346,0.242922493988005,0.0,0.0,2128.6209018726427,20.000000000000057,1.4140561185515557,1897.9806540145923,1.890730397994173,0.2955966319444444,0.7166666666666667,3731.0049239427904,5158.721803431947,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,1008.3453494074075,0.18333333333333332,34.691156607487635,51.66666666666668,46.10666666666668,0.0,51.35682482558985,0.36721343556275826,995.6356416361162,1008.3453494074075,34.691156607487635,49.736545326305404,51.358115077901495,48.92511532435154,12.43753247303448,19.980632146337484,0.0,6.678783282750169,-1.4,9.236100170605994,2198.5091935396617,-1956.9465324339892,-681.2887731202111,0.0,0.0,682.5759133097167,352.54252672182196,3.0,0.02410251822417787,0.0,0.0,0.22557572391398764,197.99884266666666,68.60115147751365,0.24333045462222225,10.02486813938266,0.003452926417245873,110.07227021553689,1.2209708658529055,0.3633084796246491,-3880.551347412605,25.62416096402357
2025-01-01 09:00:00,4.028140177461039,1.5179734547301327,0.0,4.028140177461039,1.5179734547301327,0.0,0.08538805787933623,1.5583519036296296,0.4301989061283778,1.9042013098236956,0.05,0.0,0.0,0.2733975844897841,1.2299925369070153,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0025131464729532165,0.0,0.08287491140638302,0.0,0.06566879347533226,0.0,0.32389665865067346,0.242922493988005,0.0,0.0,1877.9628669585823,20.000000000000057,1.2686313527095041,1674.4819085960598,1.64297637926814,0.26122493055555557,0.6333333333333333,3291.219844999087,5149.0534418965335,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8288.930235555556,1558.3519036296298,0.2833333333333333,34.73240761971782,51.66666666666668,46.10666666666668,0.0,51.22003487576241,0.6734688830898582,1818.4867195743575,1558.3519036296298,34.73240761971782,49.444301249270175,51.22003487576241,48.556434436024055,12.43753247303448,19.647408995855844,-0.06293178906375912,5.827155360183025,-0.85,9.236100170605994,2160.5465178502827,-1388.8422105434504,-635.0867086880247,0.0,0.0,690.9130405688337,905.9706996919928,3.0,0.02347248396454574,0.0,0.0,0.21967922659012848,197.99884266666666,226.75731901089145,0.2503790483002223,9.907480289431284,0.0034782095649201557,134.10853613943306,1.2229564052354613,0.3536109077758636,-3116.5322763837976,53.20815724428735
