Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.248575087436758,0.7918052142421205,0.0,0.020809584790612633,0.013196753570702007,0.0,0.007379347855039133,0.0,0.08580293916288048,1.1053928004188385,0.05,0.0,0.0,0.06320866820293046,0.7140132127058566,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,HP On,1283.0691540509376,19.500000000000057,1.9779392571257426,778.2705658163329,0.9775115504188384,0.12788125,1,1933.4584698672704,1933.4584698672704,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.28624534611848,51.666666666666686,46.10666666666668,0.0,50.008143064597775,0.0,0.0,0.0,34.28624534611848,49.06382382882522,50.008143064597775,48.59166421093896,12.43753247303448,19.622834102821184,0.0,6.659121901384433,2.8,9.236100170605994,1171.9984333166924,267.1113822107014,-262.73297278117394,-0.0,-0.0,156.20479325765683,0.0,1.0,0.01198388866799214,0.0,0,0.5914384020245492,65.99961422222222,-4.542541210728122,0.22847977597027233,9.538409798318096,0.0031774215542804064,20.809510493970595,1.2197164317451827,0.09995795691363872,-502.71694010659155,-8.442243499039948
2025-01-01 00:01:00,1.2500190148307473,0.7927378991999975,0.0,0.02083365024717912,0.013212298319999958,0.0,0.007379347855039133,0.0,0.08580293916288048,1.1068367278128277,0.05,0.0,0.0,0.06320866820293046,0.7149458976637336,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,HP On,1282.6386225444787,19.500000000000057,1.974315313516561,778.0094185523092,0.9789554778128277,0.12788125,1,1932.7667910967878,1932.7667910967878,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.196100808214396,51.666666666666686,46.10666666666668,0.0,50.002836042396595,0.0,0.0,0.0,34.196100808214396,49.05901204153766,50.002836042396595,48.58710004110821,12.43753247303448,19.695486530664486,0.0,6.752916307510046,2.8,9.236100170605994,1168.4307633503545,253.41489725440283,-264.48861231555486,-0.0,-0.0,156.20479325765683,0.0,1.0,0.012012091277249585,0.0,0,0.5928302796207336,65.99961422222222,-5.924040136226233,0.2281427813247627,9.595374394582098,0.0031778027935914265,20.72126219048097,1.222975615306509,0.10004156937750606,-515.3660043638382,-9.228516934068113
2025-01-01 00:02:00,0.14318228701791963,0.0777920015362638,0.0,0.0023863714502986603,0.00129653335893773,0.0,0.007379347855039133,0.0,0.08580293916288048,0.0,0.05,0.0,0.0,0.06320866820293046,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1932.7667910967878,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.108860995065655,51.666666666666686,46.10666666666668,0.0,49.99754252917829,0.0,0.0,0.0,34.108860995065655,49.05421290528078,49.99754252917829,48.58254809333203,12.43753247303448,19.76565503648914,0.0,6.841152822807336,2.8,9.236100170605994,-117.2479066163477,-537.154470147697,-266.1886727634191,-0.0,-0.0,156.20479325765683,0.0,1.0,0.012039301390661906,0.0,0,0.5941731747728283,65.99961422222222,-7.264027110585444,0.22717817074254748,9.627396218200484,0.003178181404475313,20.635641801433806,1.2226823700842446,0.10012016355011383,-527.2838584127276,-9.870611734969472
2025-01-01 00:03:00,0.14318228701791963,0.0777920015362638,0.0,0.0023863714502986603,0.00129653335893773,0.0,0.007379347855039133,0.0,0.08580293916288048,0.0,0.05,0.0,0.0,0.06320866820293046,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1932.7667910967878,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.16663344947077,51.666666666666686,46.10666666666668,0.0,49.992262093017324,0.0,0.0,0.0,34.16663344947077,49.04942601240079,49.992262093017324,48.578007972092514,12.43753247303448,19.711198391221906,0.0,6.776139023628019,2.8,9.236100170605994,-116.05874116119546,-527.6633713783298,-264.86890400841963,-0.0,-0.0,156.20479325765683,0.0,1.0,0.012018186471300681,0.0,0,0.5931310944838788,65.99961422222222,-7.394630410432637,0.22797426674414467,9.60307821884422,0.0031785585413665086,20.67645459256902,1.2229094460985195,0.10006226033855242,-518.5009087219511,-9.162462656378716
2025-01-01 00:04:00,0.14318228701791963,0.0777920015362638,0.0,0.0023863714502986603,0.00129653335893773,0.0,0.007379347855039133,0.0,0.08580293916288048,0.0,0.05,0.0,0.0,0.06320866820293046,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1932.7667910967878,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.22180094594358,51.666666666666686,46.10666666666668,0.0,49.98697318032491,0.0,0.0,0.0,34.22180094594358,49.04463101164082,49.98697318032491,48.57345992729878,12.43753247303448,19.658972577343587,0.0,6.71572198236589,2.8,9.236100170605994,-114.63038443263326,-518.2760291805549,-263.60567021922185,-0.0,-0.0,156.20479325765683,0.0,1.0,0.01199792082392767,0.0,0,0.5921309281413543,65.99961422222222,-7.229507471068241,0.22874182824429865,9.579926853609082,0.0031789363539848924,20.715069107922087,1.2231272873358594,0.10000842108224199,-510.3475942149793,-7.928434965575638
2025-01-01 00:05:00,0.14318228701791963,0.0777920015362638,0.0,0.0023863714502986603,0.00129653335893773,0.0,0.007379347855039133,0.0,0.08580293916288048,0.0,0.05,0.0,0.0,0.06320866820293046,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1932.7667910967878,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.27452547454178,51.666666666666686,46.10666666666668,0.0,49.98167617836245,0.0,0.0,0.0,34.27452547454178,49.03982826858491,49.98167617836245,48.56890431369615,12.43753247303448,19.608838731296984,0.0,6.659556086846243,2.8,9.236100170605994,-112.95233694905286,-510.008100903625,-262.39531420876256,-0.0,-0.0,156.20479325765683,0.0,1.0,0.011978452439999301,0.0,0,0.5911701089782601,65.99961422222222,-6.761815997947128,0.22948248749614733,9.557869430684097,0.0031793148047761393,20.751620053100144,1.2233364641636735,0.09995834412680872,-502.775447847781,-7.232653055843941
2025-01-01 00:06:00,0.14318228701791963,0.0777920015362638,0.0,0.0023863714502986603,0.00129653335893773,0.0,0.007379347855039133,0.0,0.08580293916288048,0.0,0.05,0.0,0.0,0.06320866820293046,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1932.7667910967878,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.32493599584685,51.666666666666686,46.10666666666668,0.0,49.97637145030964,0.0,0.0,0.0,34.32493599584685,49.035018126083145,49.97637145030964,48.564341463969896,12.43753247303448,19.560686355397827,0.0,6.607163056271193,2.8,9.236100170605994,-111.2534310845904,-502.2973874597254,-261.23489813819697,-0.0,-0.0,156.20479325765683,0.0,1.0,0.011959740111580427,0.0,0,0.590246603267816,65.99961422222222,-6.223326204050272,0.2301975105565499,9.536194615117996,0.003179693858504272,20.78621397773302,1.2235374295537964,0.09991160839352359,-495.71844627575416,-6.578941183971294
2025-01-01 00:07:00,0.14318228701791963,0.0777920015362638,0.0,0.0023863714502986603,0.00129653335893773,0.0,0.007379347855039133,0.0,0.08580293916288048,0.0,0.05,0.0,0.0,0.06320866820293046,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1932.7667910967878,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.373165131308085,51.666666666666686,46.10666666666668,0.0,49.97105934017403,0.0,0.0,0.0,34.373165131308085,49.03020090888704,49.97105934017403,48.55977169324355,12.43753247303448,19.514401787477723,0.0,6.558224620109168,2.8,9.236100170605994,-109.61512862139068,-495.09489117893236,-260.1214374128607,-0.0,-0.0,156.20479325765683,0.0,1.0,0.011941741217372561,0.0,0,0.5893583075298104,65.99961422222222,-5.698484466186809,0.23088824080592527,9.515499494532515,0.003180073481769593,20.81896124781248,1.223730650656368,0.0998679344787201,-489.1324242622001,-5.962466916732215
2025-01-01 00:08:00,0.14318228701791963,0.0777920015362638,0.0,0.0023863714502986603,0.00129653335893773,0.0,0.007379347855039133,0.0,0.08580293916288048,0.0,0.05,0.0,0.0,0.06320866820293046,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1932.7667910967878,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.41933827118151,51.666666666666686,46.10666666666668,0.0,49.96574017224713,0.0,0.0,0.0,34.41933827118151,49.02537692313583,49.96574017224713,48.55519529858019,12.43753247303448,19.469877561824717,0.0,6.51246488810135,2.8,9.236100170605994,-108.05215181237674,-488.4091516552385,-259.0521241326168,-0.0,-0.0,156.20479325765683,0.0,1.0,0.011924415373257191,0.0,0,0.5885032286951172,65.99961422222222,-5.2048209374167484,0.23155596315886973,9.495727666491694,0.003180453643070521,20.849966480368764,1.2239165696074399,0.09982708003513002,-482.97914111686697,-5.430010538371533
2025-01-01 00:09:00,0.14318228701791963,0.0777920015362638,0.0,0.0023863714502986603,0.00129653335893773,0.0,0.007379347855039133,0.0,0.08580293916288048,0.0,0.05,0.0,0.0,0.06320866820293046,0.0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0,0,Off,0.002524835526315789,0.0,On,0.004854512328723344,0,On,0.0015247148923065062,0,On,0.04253011403550006,0.031897585526625034,On,Off,0.0,19.500000000000057,0.0,0.0,0.0,0.0,0,0.0,1932.7667910967878,0.0,Off,0.0,20.500000000000057,0,0.0,0.05,0.0,0.0,0,0,0,2569.9405733333333,Off,0.0,0.0,34.46357000081221,51.666666666666686,46.10666666666668,0.0,49.96041425217945,0.0,0.0,0.0,34.46357000081221,49.02054645737128,49.96041425217945,48.5506125599672,12.43753247303448,19.42701548183908,0.0,6.469631313375255,2.8,9.236100170605994,-106.56080374260634,-482.1341057558537,-258.024397768878,-0.0,-0.0,156.20479325765683,0.0,1.0,0.0119077256471688,0.0,0,0.5876795440630737,65.99961422222222,-4.7411992313851865,0.23220185658675532,9.476827601319517,0.003180834312703147,20.879325348227198,1.2240955905781574,0.0997888229186507,-477.2236793531326,-4.910426402721036
