Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.3994676761980604,0.24333600908611114,0.0,0.39946767619806034,0.24333600908611114,0.0,0.007379347855039133,0.0,0.08580293916288048,0.25628538918014077,0.05,0.0,0.0,0.06320866820293046,0.1655440075498473,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04174811023507392,0.031311082676305425,0.0,0.0,0.0025248355263157896,0.0,0.004854512328723344,0.0,0.0015247148923065062,0.0,0.04253011403550006,0.031897585526625034,299.87379773321936,19.500000000000057,0.46569806135101655,181.89428800348193,0.2264464308468074,0.029838958333333335,0.23333333333333334,451.92912740336794,1933.8108321247007,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,0.0,0.0,34.56516779522945,51.66666666666668,46.10666666666668,0.0,49.85024999564424,0.0,0.0,0.0,34.56516779522945,48.92055502272374,49.85024999564424,48.455707536263496,12.43753247303448,19.23940072720088,-0.04436691233334607,6.44094990708766,2.8,9.236100170605994,199.01136368511322,-295.85953372554815,-253.58783179289267,0.0,0.0,156.20479325765683,0.0,1.0,0.011834272985819542,0.0,0.0,0.5840544499173906,65.99961422222222,-3.479395512870313,0.23554520964398254,9.399522856154928,0.00318867546644552,20.777267566020143,1.2248172386050682,0.09976272036971046,-473.50884468092045,-4.24497704810962
2025-01-01 01:00:00,0.3613432249457133,0.21872375085278514,0.0,0.3613432249457133,0.21872375085278514,0.0,0.007189985190565448,0.0,0.08475923640700363,0.21939400334814427,0.05,0.0,0.0,0.062425891136022815,0.141714526383429,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040704407479197055,0.03052830560939778,0.0,0.0,0.0023354728618421045,0.0,0.004854512328723344,0.0,0.0015247148923065062,0.0,0.04253011403550006,0.031897585526625034,257.1182559356618,19.500000000000057,0.399880332328708,155.9600820399833,0.19381775334814427,0.025576250000000002,0.2,387.5020879756451,1934.1039326564112,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,0.0,0.0,34.407700150957815,51.66666666666668,46.10666666666668,0.0,49.53033567489,0.0,0.0,0.0,34.407700150957815,48.6300691737402,49.53033567489,48.17993592316531,12.43753247303448,19.08338847221004,-0.07328482251521855,6.598880064105885,2.5,9.236100170605994,161.35811347152895,-248.92903952820953,-248.14573802065897,0.0,0.0,154.97172783730628,0.0,1.0,0.011473904597333329,0.0,0.0,0.5662692626771492,65.99961422222222,-2.586132280780183,0.2395358205024326,9.354435184298927,0.0032114080427193036,21.443565094922583,1.2255134938362728,0.07791280648316304,-401.8860593322536,-3.003062235939238
2025-01-01 02:00:00,0.6241127332025318,0.38834747388073054,0.0,0.6241127332025318,0.38834747388073054,0.0,0.007189985190565448,0.0,0.08371553365112677,0.4832072143608396,0.05,0.0,0.0,0.061643114069115185,0.312121026478282,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03966070472332021,0.029745528542490147,0.0,0.0,0.0023354728618421045,0.0,0.004854512328723344,0.0,0.0015247148923065062,0.0,0.04253011403550006,0.031897585526625034,552.3386090873641,19.500000000000057,0.8771879182510129,335.03173266962,0.42566065186083957,0.0575465625,0.45,829.823779256984,1863.351151976104,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,0.0,0.0,33.935540338011734,51.66666666666668,46.10666666666668,0.0,49.21364756932643,0.0,0.0,0.0,33.935540338011734,48.34226049244406,49.21364756932643,47.90656695400288,12.43753247303448,19.200546163834492,-0.05510876425869663,7.2954359382405345,1.6500000000000001,9.236100170605994,440.1305471399117,-67.97657917303502,-262.2786849165024,0.0,0.0,153.92802508142944,0.0,1.0,0.011413585153724268,0.0,0.0,0.5632923295357025,65.99961422222222,-3.8574021123794098,0.239598365689519,9.435228329348071,0.00323577247260131,23.062622287219632,1.2250047130786093,0.05402960960701322,-397.55662518568136,-5.451686656973619
2025-01-01 03:00:00,0.3744402790436708,0.22704793282117255,0.0,0.3744402790436708,0.22704793282117255,0.0,0.00706374341424966,0.0,0.08267183089524993,0.23470470473417118,0.05,0.0,0.0,0.06086033700220755,0.15160426248563166,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03861700196744336,0.028962751475582513,0.0,0.0,0.0022092310855263155,0.0,0.004854512328723344,0.0,0.0015247148923065062,0.0,0.04253011403550006,0.031897585526625034,270.0487695831969,19.500000000000057,0.42505327510513563,163.80333673984916,0.2069971005675045,0.027707604166666667,0.21666666666666667,406.14450215637936,1857.4438996588478,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,0.0,0.0,33.64203760972997,51.66666666666668,46.10666666666668,0.0,48.90083094590495,0.0,0.0,0.0,33.64203760972997,48.05774540230763,48.90083094590495,47.63620263050897,12.43753247303448,19.167459520216095,-0.04541944189629028,7.198444725315448,1.6500000000000001,9.236100170605994,153.72766671089147,-309.918562570961,-265.70637259776856,0.0,0.0,152.7580805492368,0.0,1.0,0.011589275513608438,0.0,0.0,0.5719631398694588,65.99961422222222,-3.3728108237735763,0.24186961176051824,9.447513904758877,0.0032600210672673064,17.646690700230398,1.2251250881209474,0.06635579578542007,-471.4768149755774,-2.245084335232803
2025-01-01 04:00:00,0.612821213828722,0.38091819364881124,0.0,0.6128212138287219,0.38091819364881124,0.0,0.00706374341424966,0.0,0.08162812813937308,0.47412934227509923,0.05,0.0,0.0,0.06007755993529991,0.30625730038017795,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037573299211566505,0.02817997440867487,0.0,0.0,0.0022092310855263155,0.0,0.004854512328723344,0.0,0.0015247148923065062,0.0,0.04253011403550006,0.031897585526625034,531.1783931274542,19.500000000000057,0.8582530639431386,322.196591869983,0.4165827797750992,0.0575465625,0.45,795.8284224974373,1849.3893710417506,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,0.0,0.0,33.36088296331259,51.66666666666668,46.10666666666668,0.0,48.590929952693024,0.0,0.0,0.0,33.36088296331259,47.77562827181316,48.590929952693024,47.367977431373234,12.43753247303448,19.126173002444148,-0.0743676929996989,6.951056449698527,0.55,9.236100170605994,386.9493101793025,-134.6835595831505,-292.9733491496676,0.0,0.0,151.71437779335994,0.0,1.0,0.011971731040180355,0.0,0.0,0.5908383891101588,65.99961422222222,-2.970111591843981,0.24365122641303447,9.444002204850971,0.0032770861800969675,21.718823079360504,1.2247106525022142,0.059641381651216276,-454.5989923477503,-2.281159105383127
2025-01-01 05:00:00,0.47170825012315126,0.28960513540907606,0.0,0.47170825012315126,0.28960513540907606,0.0,0.007316226966881239,0.0,0.08162812813937308,0.33276389501689696,0.05,0.0,0.0,0.06007755993529991,0.2149442421404428,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.037573299211566505,0.02817997440867487,0.0,0.0,0.0024617146381578944,0.0,0.004854512328723344,0.0,0.0015247148923065062,0.0,0.04253011403550006,0.031897585526625034,368.3603551949161,19.500000000000057,0.5970524071371816,223.43614228175218,0.2922681658502303,0.04049572916666667,0.31666666666666665,551.3007683100017,1707.8049607164312,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,0.0,0.0,32.90168033198925,51.66666666666668,46.10666666666668,0.0,48.28479471151995,0.0,0.0,0.0,32.90168033198925,47.49671862332994,48.28479471151995,47.10268057923495,12.43753247303448,19.241141930900504,-0.038034019451056444,7.273424325882763,-0.25000000000000006,9.236100170605994,203.451072826983,-287.36433394561044,-313.31114268474795,0.0,0.0,151.96686134599153,0.0,1.0,0.01220211176460632,0.0,0.0,0.6022083217995102,65.99961422222222,-3.565001029176693,0.24393603550287513,9.524979589142507,0.00330634014955031,21.945374350817303,1.2235932412788353,0.05286448906302153,-506.83440144915323,-3.9660747782093533
2025-01-01 06:00:00,1.536088989338336,0.31290396725168024,0.0,1.536088989338336,0.31290396725168024,0.0,0.03305647812727249,0.9999586311111113,0.09995388659330309,0.3531199935066492,0.05,0.0,0.0,0.07022765109918998,0.22809298281915688,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03966070472332021,0.029745528542490147,0.0,0.0,0.002777319078947368,0.0,0.03027915904832512,0.0,0.006317018461049755,0.0,0.053976163408933124,0.04048212255669983,395.8876984133792,19.500000000000057,0.6370526992969534,240.13338803379457,0.31049291017331593,0.04262708333333333,0.3333333333333333,593.3940031138405,1786.8849429003214,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,999.9586311111112,0.4,36.30373397036325,51.66666666666668,46.10666666666668,0.0,50.47908662641352,0.18816256193716102,480.2047209394607,999.9586311111112,36.30373397036325,50.243402539008926,50.47973119769541,50.12491592402475,12.43753247303448,19.08270655075589,-0.08422934428042327,6.592248321052902,0.3,9.236100170605994,292.47740539914935,-277.70889685237705,-296.14283586648156,0.0,0.0,195.23164750417249,0.0,1.0,0.011997409730657334,0.0,0.0,0.5921057042599025,65.99961422222222,-2.4991046519208115,0.24761102423164477,9.471921172646972,0.003323242535112039,14.136651592784375,1.224244196909742,0.06264059757507738,-517.4339335724176,-0.4083513137540114
2025-01-01 07:00:00,0.6370596512791551,0.36901565680024295,0.0,0.637059651279155,0.369015656800243,0.0,0.045224951106911986,0.0,0.11094760863141896,0.43088709154082405,0.05,0.0,0.0,0.07610675772415028,0.27832556574275935,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04174811023507392,0.031311082676305425,0.0,0.0,0.002587956414473684,0.0,0.0426369946924383,0.0,0.009471931665885228,0.0,0.05972756673045983,0.04479567504784485,468.499488092137,19.500000000000057,0.7716301485782643,284.17748219645415,0.37760323737415735,0.05328385416666667,0.4166666666666667,699.3931161219245,1705.8260478345792,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,0.0,0.0,37.26750868452191,51.66666666666668,46.10666666666668,0.0,51.44725307342984,0.0,0.0,0.0,37.26750868452191,51.272500228037266,51.44725307342984,51.18512380534098,12.43753247303448,19.24639842535664,-0.0431043539605163,6.492453753564882,-0.55,9.236100170605994,359.1785045156805,-310.68857985193637,-323.6216422186866,0.0,0.0,217.99124428942096,1.2580840152737272,1.0,0.012398898619823606,0.0,0.0,0.6119203031449316,65.99961422222222,-3.690585647190884,0.246379743266029,9.56581362777877,0.003340710189971029,19.379539632299096,1.2235459997018303,0.0636674749098975,-592.6619736062365,-2.2040884421539295
2025-01-01 08:00:00,0.5001438083379725,0.27742524445090805,0.0,0.5001438083379725,0.27742524445090805,0.0,0.04831093979955832,0.0,0.11621506323042219,0.285617805307992,0.05,0.0,0.0,0.07835103448378139,0.18449087663379332,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042791812990950744,0.032093859743213056,0.0,0.0,0.0019567475328947366,0.0,0.046354192266663576,0.0,0.011747017252046982,0.0,0.06167623298742446,0.046257174740568334,304.77669342099756,19.500000000000057,0.5150762691461586,184.86823480051802,0.24938478447465864,0.03623302083333334,0.2833333333333333,453.4119073881822,1603.9094569768854,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,0.0,0.0,35.35108740511261,51.66666666666668,46.10666666666668,0.0,50.90063874865802,0.10144376713747688,272.62715081235257,0.0,35.35108740511261,49.54843733596358,50.90063874865802,48.872336629616356,12.43753247303448,19.1856165235577,-0.04467781381278311,5.774705901214689,-1.4,9.236100170605994,199.5899257981522,-457.2619593633621,-347.14429975064377,0.0,0.0,226.20828094308303,84.93819953107749,1.0,0.012752235303028752,0.0,0.0,0.6293584560751792,65.99961422222222,15.74925118471543,0.24934996479186555,9.57147902932075,0.003366948697599197,29.416481485387763,1.2243552735049748,0.06771442047971757,-642.6141242647965,0.4839301009162487
2025-01-01 09:00:00,0.4559316773480295,0.2671757576231987,0.0,0.4559316773480295,0.2671757576231987,0.0,0.023551337136089645,0.0,0.09938404529711758,0.28299629491482226,0.05,0.0,0.0,0.06979487608851676,0.18279754820134858,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042791812990950744,0.032093859743213056,0.0,0.0,0.0015780222039473682,0.0,0.021973314932142277,0.0,0.006324210512428559,0.0,0.05026802179373828,0.03770101634530369,300.18264929988493,19.500000000000057,0.5121432203284872,182.081627931952,0.24676327408148893,0.03623302083333334,0.2833333333333333,446.0312563985036,1599.3378157369257,0.0,0.0,20.500000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2569.9405733333333,0.0,0.0,34.10990813813313,51.66666666666668,46.10666666666668,0.0,50.43573679436065,0.0,0.0,0.0,34.10990813813313,48.378166545192954,50.43573679436065,47.349381420609106,12.43753247303448,19.12161767340834,-0.06632339159096515,5.450680896021352,-0.85,9.236100170605994,168.15531951531938,-372.0489901518273,-330.01941988127805,0.0,0.0,145.81646659653447,241.04462093684216,0.4,0.012511729681682515,0.0,0.0,0.6174888314226353,26.399845688888888,52.17562350017807,0.25256823686153207,9.578098700449459,0.003395175869869439,10.784246439770723,1.2252176475418952,0.06654988045177875,-554.2352957488024,0.10467766502322233
