Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.43915986639765,51.666666666666686,46.10666666666668,0.0,50.55883152910268,0.0,0.0,0.0,33.43915986639765,48.52119030156185,50.55883152910268,47.50236968779144,12.43753247303448,19.856429494600857,0.0,6.948015916753457,0.763216005140571,-2.075560955898395,2.8,9.236100170605994,-114.47286828503002,-2824.3589450230525,587.3952710671583,1983.7242651782863,-424.59668536622735,-0.0,-0.0,359.50265684430997,0.0,3.0,0.019101647405004026,0.0,0,0.1787725208319182,197.99884266666666,-49.378839763112595,0.20615995761307954,9.34110698191586,0.0029076409252736966,122.29109538673879,1.2189423290900423,0.5284643545389804,-2856.7600582124423,32.4011131893899,0.21747338182655995,577.2563693827506,10.1389016844077,0.351078610502352,2230.727972806049,-247.00370762776262
2025-01-01 00:01:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.481640601994705,51.666666666666686,46.10666666666668,0.0,50.555488390909545,0.0,0.0,0.0,33.481640601994705,48.518374557999486,50.555488390909545,47.49981764154446,12.43753247303448,19.817083493084006,0.0,6.899298263850814,0.8450845132165398,-2.0222648669764807,2.8,9.236100170605994,-113.20706707245137,-2788.4162003312745,563.881852845539,1951.3923067723774,-423.082747028059,-0.0,-0.0,359.50265684430997,0.0,3.0,0.019077547075917994,0.0,0,0.17854696559617136,197.99884266666666,-49.62697688870234,0.2072975264292746,9.347773411402654,0.0029080660580104167,122.30761376130855,1.222666888245014,0.5282357834636203,-2821.9868660302113,33.57066569893703,0.21747338182655995,554.0535565866996,9.828296258839353,0.35041595850416773,2202.1788587177384,-250.78655194536103
2025-01-01 00:02:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.52294843411649,51.666666666666686,46.10666666666668,0.0,50.55214149467331,0.0,0.0,0.0,33.52294843411649,48.51555523734791,50.55214149467331,47.49726210868522,12.43753247303448,19.778741980376964,0.0,6.853001437562536,0.9236167106817029,-1.9707647830419952,2.8,9.236100170605994,-112.131512774535,-2754.155690505536,541.3446857212664,1919.5780548824282,-421.609544192279,-0.0,-0.0,359.50265684430997,0.0,3.0,0.019054048800157677,0.0,0,0.17832704498389082,197.99884266666666,-50.024625426565954,0.20782136952508345,9.330652232656938,0.0029084899529325534,122.32321388310288,1.2228266106975252,0.5280184786108364,-2788.967998967536,34.81230846199995,0.21747338182655995,531.7963062828853,9.548379438381097,0.34977444431292076,2174.6718456735916,-255.09379079116331
2025-01-01 00:03:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.56313226380827,51.666666666666686,46.10666666666668,0.0,50.54879094646823,0.0,0.0,0.0,33.56313226380827,48.512732438371444,50.54879094646823,47.49470318432305,12.43753247303448,19.741363026701087,0.0,6.809023809485175,0.9989613049499705,-1.9209432771863255,2.8,9.236100170605994,-111.21486059695081,-2721.623090334829,519.7354715486396,1890.7432448191364,-420.1753087232574,-0.0,-0.0,359.50265684430997,0.0,3.0,0.019031127862482743,0.0,0,0.17811252768487998,197.99884266666666,-50.542208718003394,0.20833423158192266,9.314040704297042,0.002908913846546623,122.33786171263586,1.2229823557431223,0.5278119765948209,-2757.627034389403,36.00394405457368,0.21747338182655995,510.44247246953665,9.292999079102955,0.34915271775912904,2148.1364341235676,-257.39318930443125
2025-01-01 00:04:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.6022385934861,51.666666666666686,46.10666666666668,0.0,50.54543684794612,0.0,0.0,0.0,33.6022385934861,48.509906255716665,50.54543684794612,47.49214095960194,12.43753247303448,19.70490675954168,0.0,6.767258774379286,1.0712602469851227,-1.8726254808989622,2.8,9.236100170605994,-109.36608347258743,-2690.6736718715815,499.0034176860795,1862.7964340508915,-418.7783638482161,-0.0,-0.0,359.50265684430997,0.0,3.0,0.01900876073236516,0.0,0,0.17790319347667718,197.99884266666666,-50.0903764686813,0.2088365309296926,9.297917649323413,0.0029093377369319453,122.35159646031087,1.2231342868555677,0.5276157892388038,-2727.884416738251,37.21074486666949,0.21747338182655995,489.95182402828834,9.051593657791145,0.3485486968120467,2122.472579139463,-259.6761450885716
2025-01-01 00:05:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.640289326769235,51.666666666666686,46.10666666666668,0.0,50.54207929655327,0.0,0.0,0.0,33.640289326769235,48.507076780114446,50.54207929655327,47.489575521895034,12.43753247303448,19.66935444436493,0.0,6.727603738732286,1.1406487474980296,-1.8257021978357408,2.8,9.236100170605994,-107.02248255466287,-2661.3352070589535,479.1105153474349,1836.4167361455416,-417.41785281920505,-0.0,-0.0,359.50265684430997,0.0,3.0,0.018986936786147834,0.0,0,0.17769894293236288,197.99884266666666,-49.10728657976773,0.2093284184658762,9.282273285790225,0.0029097616222477337,122.36443471636503,1.2232824794408859,0.5274294458698434,-2699.663837116531,38.328630057577385,0.21747338182655995,470.28604013363525,8.824475213799667,0.3479611051249434,2097.616173356131,-261.1994372105896
2025-01-01 00:06:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.67731524521754,51.666666666666686,46.10666666666668,0.0,50.53871838775453,0.0,0.0,0.0,33.67731524521754,48.504244100451245,50.53871838775453,47.487006956799604,12.43753247303448,19.63467971474038,0.0,6.6899550650096655,1.2072561269873736,-1.7800532968687879,2.8,9.236100170605994,-103.64587328026624,-2633.415310535548,460.0193370857542,1810.667468150321,-416.0926344405855,-0.0,-0.0,359.50265684430997,0.0,3.0,0.01896564066864658,0.0,0,0.17749963234260535,197.99884266666666,-47.05589568399063,0.2098101488303151,9.26640571582624,0.0029101855006851804,122.37640146914242,1.2234270409404067,0.5272524696717558,-2672.888602823432,39.473292287883844,0.21747338182655995,451.40846933812657,8.610867747627646,0.3473885179880445,2073.49810892018,-262.83064076985914
2025-01-01 00:07:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.7133336578505,51.666666666666686,46.10666666666668,0.0,50.535354214230665,0.0,0.0,0.0,33.7133336578505,48.50140830302157,50.535354214230665,47.484435347417026,12.43753247303448,19.600867780474335,0.0,6.654216885349694,1.2712060771557796,-1.735591072888211,2.8,9.236100170605994,-100.92259276966291,-2606.953451600508,441.6942729119886,1786.3675078542938,-414.802017390241,-0.0,-0.0,359.50265684430997,0.0,3.0,0.018944864088645253,0.0,0,0.17730518410982463,197.99884266666666,-45.62323222373186,0.21028183057675087,9.251684321348469,0.0029106093704853986,122.3875093207059,1.2235680305815253,0.5270844192120763,-2647.487877226339,40.53442562583145,0.21747338182655995,433.284055482955,8.410217429033565,0.34682990692657273,2050.067133464331,-263.6996256100375
2025-01-01 00:08:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.7483963184893,51.666666666666686,46.10666666666668,0.0,50.531986867096485,0.0,0.0,0.0,33.7483963184893,48.498569472662425,50.531986867096485,47.4818607754454,12.43753247303448,19.567874246042134,0.0,6.6202929393810255,1.3326168325756966,-1.6922119413498373,2.8,9.236100170605994,-98.20916041408606,-2581.8307582231555,424.10071129943424,1762.79740871078,-413.54418820181724,-0.0,-0.0,359.50265684430997,0.0,3.0,0.018924580514318546,0.0,0,0.17711534992238606,197.99884266666666,-44.16762905657876,0.2107439635577505,9.236710490658686,0.0029110332299131757,122.39780312934136,1.2237056314762929,0.5269248501797512,-2623.3908439245342,41.5600857013789,0.21747338182655995,415.87928904516696,8.221422254267363,0.34628403507091715,2027.2642385311926,-264.4668298204123
2025-01-01 00:09:00,0.21861236178439986,0.12205742608203063,0.0,0.003643539363073331,0.0020342904347005106,0.0,0.021764230822530428,0.0,0.14684813096186944,0.0,0.05,0.0,0.0,0.0,0.10747409274869729,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.04174811023507391,0.031311082676305425,On,0.0,0,Off,0.0060315515350877185,0.0,On,0.0006074981837283002,0.0,On,0.01512518110371441,0,On,0.0035493406302729846,0,On,0.10155068009652253,0.07616301007239187,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11187.110453333333,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,6557.17304,Off,0.0,0.0,33.78253979651856,51.666666666666686,46.10666666666668,0.0,50.52861643278658,0.0,0.0,0.0,33.78253979651856,48.49572768985288,50.52861643278658,47.47928331838603,12.43753247303448,19.53566776183825,0.0,6.588092727771733,1.3916013225436226,-1.649837894644966,2.8,9.236100170605994,-95.6213607036031,-2557.9843835656216,407.20619432972404,1740.126255683446,-412.31784089628246,-0.0,-0.0,359.50265684430997,0.0,3.0,0.018904771370885986,0.0,0,0.17692995593872202,197.99884266666666,-42.80617665163059,0.21119688351250318,9.222840294742042,0.0029114570773257228,122.4073138273796,1.2238399724113145,0.5267733444112788,-2600.531053863855,42.54667029823335,0.21747338182655995,399.1621640998051,8.044030229918944,0.34574997884160824,2005.0444467282384,-264.9181910447926
