Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.3229889242843999,0.12205742608203063,0.10316756756756755,0.32298892428439985,0.12205742608203064,0.10316756756756755,0.021764230822530428,0.0,0.14684813096186947,0.1043765625,0.05,0.10316756756756755,0.0,0.0,0.10747409274869729,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.04174811023507392,0.031311082676305425,0.0,0.0,0.0060315515350877185,0.0,0.0006074981837283002,0.0,0.01512518110371441,0.0,0.0035493406302729846,0.0,0.10155068009652253,0.07616301007239187,0.0,0.0,1523.208261625075,20.000000000000057,0.23125000000000007,1377.9459142082583,3.023543365765765,0.1043765625,0.25,2796.777613333333,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,0.0,0.0,33.5668399496361,51.66666666666668,46.10666666666668,0.0,50.459703293916284,0.0,0.0,0.0,33.5668399496361,48.43761092614351,50.459703293916284,47.426564742257135,12.43753247303448,19.662540041045677,-0.04816643236498083,7.055993803678766,2.06019981437619,-0.9708745879854728,2.8,9.236100170605994,1412.9105691213385,-1527.6050653706686,216.35316479368677,1421.8875568350966,-417.2134656941001,0.0,0.0,359.50265684430997,0.0,3.0,0.018982394984380337,0.0,0.0,0.17765643616140858,197.99884266666666,-52.586883653946195,0.2101826850312091,9.28994999687927,0.00292011233235455,121.74685756607197,1.223245107907364,0.5289641853694359,-2935.7892390965044,30.238259517577568,0.21747338182655998,209.6709176327552,6.68224716093161,0.3369979951750866,1661.5028735782348,-239.61531674313804
2025-01-01 01:00:00,0.39803566766339143,0.121274649015123,0.17882378378378375,0.39803566766339143,0.12127464901512301,0.17882378378378375,0.021311864457398848,0.0,0.14580442820599257,0.18091937500000002,0.05,0.17882378378378375,0.0,0.0,0.10669131568178966,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.040704407479197055,0.03052830560939778,0.0,0.0,0.005579185169956139,0.0,0.0006074981837283002,0.0,0.01512518110371441,0.0,0.0035493406302729846,0.0,0.10155068009652253,0.07616301007239187,0.0,0.0,2640.227653483463,20.000000000000057,0.4008333333333335,2388.4395846276475,5.240808500660659,0.18091937500000002,0.43333333333333335,4847.747863111111,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,0.0,0.0,33.42144213477045,51.66666666666668,46.10666666666668,0.0,50.25923110361263,0.0,0.0,0.0,33.42144213477045,48.268502571557526,50.25923110361263,47.27313830552998,12.43753247303448,19.617240225995197,-0.0727725376953161,7.4158557287637,2.933522786336348,0.4156896040618109,2.5,9.236100170605994,2530.3968495081926,-209.67932131549307,-119.4957160744981,546.1660604456057,-412.7869709201459,0.0,0.0,358.00658772330155,0.0,3.0,0.018488491168175473,0.0,0.0,0.17303398510264192,197.99884266666666,-55.050420778426734,0.21260339575185533,9.2981629775721,0.0029453494819642535,122.03597019924125,1.223475197414367,0.4158091401003062,-2619.109094033484,20.99018809034311,0.21747338182655998,-125.62731426958122,6.131598195083129,0.2529729531436725,730.44724368492,-184.28118323931443
2025-01-01 02:00:00,0.34132446490751456,0.12049187194821535,0.12380108108108105,0.34132446490751456,0.12049187194821535,0.12380108108108107,0.021311864457398848,0.0,0.14476072545011573,0.125251875,0.05,0.12380108108108105,0.0,0.0,0.10590853861488202,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03966070472332021,0.029745528542490147,0.0,0.0,0.005579185169956139,0.0,0.0006074981837283002,0.0,0.01512518110371441,0.0,0.0035493406302729846,0.0,0.10155068009652253,0.07616301007239187,0.0,0.0,1827.84991395009,20.000000000000057,0.2775000000000001,1653.5350970499098,3.6282520389189177,0.125251875,0.3,3356.1331359999995,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,0.0,0.0,33.064425679408146,51.66666666666668,46.10666666666668,0.0,50.06029462334727,0.0,0.0,0.0,33.064425679408146,48.10055104355356,50.06029462334727,47.12067925365671,12.43753247303448,19.754990572229378,-0.04231803150068743,8.316068318835255,2.963616649513291,0.7422834814501802,1.6500000000000001,9.236100170605994,1686.762829655431,-906.7367190804739,-367.2947069189993,31.79035558218493,-436.63703965444336,0.0,0.0,356.96288496742466,0.0,3.0,0.018416093820825343,0.0,0.0,0.1723564175602772,197.99884266666666,-61.41292960764043,0.2126193902271414,9.389928717322807,0.0029709357273558796,124.50900837606036,1.222881058582561,0.29373077246172274,-2553.740187249291,-6.531628881092856,0.21747338182655998,-374.07688059947,6.782173680470645,0.15444952318914776,203.05128539149374,-171.2609298093088
2025-01-01 03:00:00,0.3399791845748833,0.11970909488130772,0.12380108108108105,0.33997918457488335,0.11970909488130772,0.12380108108108107,0.021010286880644467,0.0,0.14371702269423886,0.125251875,0.05,0.12380108108108105,0.0,0.0,0.10512576154797439,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03861700196744336,0.028962751475582513,0.0,0.0,0.005277607593201754,0.0,0.0006074981837283002,0.0,0.01512518110371441,0.0,0.0035493406302729846,0.0,0.10155068009652253,0.07616301007239187,0.0,0.0,1827.84991395009,20.000000000000057,0.2775000000000001,1653.5350970499098,3.6282520389189177,0.125251875,0.3,3356.1331359999995,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,0.0,0.0,33.04113592081325,51.66666666666668,46.10666666666668,0.0,49.86268094049329,0.0,0.0,0.0,33.04113592081325,47.93356128704324,49.86268094049329,46.96900146031822,12.43753247303448,19.606888711069775,-0.07187366526364372,7.927624926705306,2.810659549839436,0.6653862870234762,1.6500000000000001,9.236100170605994,1691.8162752271455,-1195.8421421388514,-323.64123791721215,101.70428828815646,-437.59201497809755,0.0,0.0,355.61760463479345,0.0,3.0,0.018616167133315185,0.0,0.0,0.1742289058156949,197.99884266666666,-54.059228379640324,0.2164229355397164,9.351191772087683,0.00299656737368346,116.13742878470988,1.2234806934909948,0.3556243971253639,-2850.9354896364243,1.5582504476630987,0.21747338182655998,-330.58407281603684,6.942834898824727,0.1913244625273983,288.30897549259004,-186.60468720443356
2025-01-01 04:00:00,0.4015614193190065,0.11892631781440008,0.1857016216216216,0.4015614193190065,0.11892631781440009,0.1857016216216216,0.021010286880644467,0.0,0.14267331993836202,0.18787781250000002,0.05,0.1857016216216216,0.0,0.0,0.10434298448106674,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.037573299211566505,0.02817997440867487,0.0,0.0,0.005277607593201754,0.0,0.0006074981837283002,0.0,0.01512518110371441,0.0,0.0035493406302729846,0.0,0.10155068009652253,0.07616301007239187,0.0,0.0,2741.774870925135,20.000000000000057,0.4162500000000001,2480.3026455748645,5.442378058378377,0.18787781250000002,0.45,5034.199704,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,0.0,0.0,32.68629903513271,51.66666666666668,46.10666666666668,0.0,49.66637443298752,0.0,0.0,0.0,32.68629903513271,47.76752193291504,49.66637443298752,46.8180956828788,12.43753247303448,19.744704422036964,-0.04085533743933763,7.870319042972012,2.8104810920456513,0.7680742452025904,0.55,9.236100170605994,2547.021099725741,-387.2781160641994,-640.691881057881,-114.59831943291628,-488.6597235287921,0.0,0.0,354.57390187891656,0.0,3.0,0.019328811378756902,0.0,0.0,0.18089855087367043,197.99884266666666,-60.6679495495183,0.21614696557782256,9.436635408227481,0.0030199762386155207,122.63186993614764,1.2223137749248538,0.3225051885999296,-2867.976236093949,0.3954744548844176,0.21747338182655998,-647.5535782848582,6.861697226977098,0.18710763512875403,72.73587198799052,-187.3341914209068
2025-01-01 05:00:00,1.2385205718698373,0.1198410870634902,0.10316756756756755,1.238520571869837,0.1198410870634902,0.10316756756756755,0.023232982549037044,0.9166775903703706,0.14423343645042974,0.1043765625,0.05,0.10316756756756755,0.0,0.0,0.10525775373015686,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.037573299211566505,0.02817997440867487,0.0,0.0,0.005880762746710526,0.0,0.000670034761465037,0.0,0.016682185040861483,0.0,0.0038897648102205504,0.0,0.10277037242864268,0.07707777932148199,0.0,0.0,1523.208261625075,20.000000000000057,0.23125000000000007,1377.9459142082583,3.023543365765765,0.1043765625,0.25,2796.777613333333,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,916.6775903703705,0.16666666666666666,32.877469283463306,51.66666666666668,46.10666666666668,0.0,49.505126129314924,0.0877511492066729,226.918430086368,916.6775903703705,32.877469283463306,47.81608336932739,49.505126129314924,46.971561989333615,12.43753247303448,19.649144595028964,-0.05183538449451935,7.910864412906216,2.033856401302601,0.11036530063217144,-0.25000000000000006,9.236100170605994,1314.6348047737083,-1605.324764362255,-645.7971878818269,-237.48362664806737,-512.6621918126554,0.0,0.0,358.2713355961285,0.0,3.0,0.019560208527864182,0.0,0.0,0.18306419924850073,197.99884266666666,-54.182600634839744,0.21927143124708032,9.419768920215965,0.0030472870575589564,123.7087258580712,1.222078882180312,0.28453479516966035,-2980.4087703725295,-2.8619081979838668,0.21747338182655998,-654.3504532231842,8.553265341357298,0.14719860793317913,-20.167905079036693,-217.31572156903067
2025-01-01 06:00:00,0.6245218370437039,0.1222875301038367,0.2063351351351351,0.624521837043704,0.1222875301038367,0.2063351351351351,0.02828708578906278,0.18333551807407408,0.1541461081805671,0.208753125,0.05,0.2063351351351351,0.0,0.0,0.10770419677050334,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.03966070472332021,0.029745528542490147,0.00611499814724421,0.0,0.00663470668859649,0.0,0.0008360801575246485,0.0,0.02081629894294164,0.0,0.004425514339318359,0.0,0.10394489097068431,0.0779586682280132,0.0,0.0,3046.41652325015,20.000000000000057,0.46250000000000013,2755.8918284165165,6.04708673153153,0.208753125,0.5,5593.555226666666,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,183.3355180740741,0.03333333333333333,37.417084190514046,51.66666666666668,46.10666666666668,0.0,51.80605979622598,0.0,0.0,183.3355180740741,37.417084190514046,51.81244725810932,51.815640989051,51.80605979622598,12.43753247303448,19.660874210398596,-0.06658568580999079,7.507909109749295,2.1724102557385625,-0.21978496217573,0.3,9.236100170605994,2808.0871497211688,-429.3540913425829,-527.6410576952543,-84.09825567423465,-492.2006790460083,0.0,0.0,311.5930458784426,0.0,2.10075,0.019344658179221867,0.0,0.0,0.18104686124743957,138.64868957733336,-57.72174036141574,0.2204930206576802,9.446560706624792,0.0030664402400448856,65.07788994936196,1.2220161406160868,0.3371362698333113,-3192.1021205802012,6.85620082110178,0.21747338182655998,-535.1029333674763,7.46187567222207,0.16913628116333923,121.7679945828664,-205.86625025710106
2025-01-01 07:00:00,0.39371247817633565,0.1317472040538741,0.11004540540540539,0.39371247817633565,0.13174720405387408,0.11004540540540539,0.06075207983974693,0.0,0.1716253983365887,0.111335,0.05,0.11004540540540539,0.0,0.0,0.11716387072054076,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.04174811023507392,0.031311082676305425,0.00611499814724421,0.0,0.006182340323464912,0.0,0.002107143801572806,0.0,0.052462595714709216,0.0,0.009291905895290125,0.0,0.11447038405898047,0.08585278804423532,0.0,0.0,1624.7554790667466,20.000000000000057,0.24666666666666673,1469.8089751554755,3.2251129234834823,0.111335,0.26666666666666666,2983.229454222222,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,0.0,0.0,37.164223549662786,51.66666666666668,46.10666666666668,0.0,51.627027323647894,0.0,0.0,0.0,37.164223549662786,51.64717162438401,51.65724377475207,51.627027323647894,12.43753247303448,19.704982533768145,-0.04178565562523371,7.357708251463081,1.902605096689702,-0.47663949810484907,-0.55,9.236100170605994,1346.3555876178862,-2103.6709725846895,-695.1205925957961,-227.39518196834518,-531.6001151715368,0.0,0.0,311.2513351916342,1.307428440504253,1.3500000000000003,0.01989819954793058,0.0,0.0,0.1862274607931564,89.0994792,-58.05111146895807,0.22068250784988,9.479262021302285,0.0030776419611045283,36.31187932761353,1.221823607978307,0.34192222288166174,-3585.464092387974,11.984144647809059,0.21747338182655998,-703.0190452660643,7.898452670268105,0.16797772045366738,-25.281181731975828,-202.11400023636935
2025-01-01 08:00:00,0.479911215391227,0.13402071619337302,0.19257945945945945,0.479911215391227,0.13402071619337302,0.19257945945945942,0.0646692537792311,0.0,0.17040571161199586,0.19483625,0.05,0.19257945945945945,0.0,0.0,0.11943738286003969,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.042791812990950744,0.032093859743213056,0.0,0.0,0.0046744524396929825,0.0,0.0023166259338929097,0.0,0.05767817540564522,0.0,0.011155867798609585,0.0,0.11645803082243553,0.08734352311682662,0.0,0.0,2843.3220883668064,20.000000000000057,0.43166666666666675,2572.165706522082,5.643947616096095,0.19483625,0.4666666666666667,5220.651544888889,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,0.0,0.0,36.986876112678324,51.66666666666668,46.10666666666668,0.0,51.41973699677627,0.026305217984971287,71.31722088428707,0.0,36.986876112678324,51.41774034220023,51.45711991560802,51.37935909608048,12.43753247303448,19.625883224104093,-0.07313703562536376,6.633905518863371,1.4276486432541151,-0.9341166340295632,-1.4,9.236100170605994,2534.0161438045925,-1252.682042035586,-804.2804237340721,-315.48281370443294,-568.2750072077714,0.0,0.0,292.8565178416565,90.8737739628331,0.9990000000000001,0.020443784783562503,0.0,0.0,0.19133359880495132,65.933614608,-33.887455196098834,0.22231616203278357,9.453894928427168,0.0030837322533606923,35.16080634096372,1.2227236388742875,0.36299356244401465,-3856.802201603881,31.954453046212777,0.21747338182655998,-812.882398844253,8.601975110180865,0.18092557365085826,-112.64444157717654,-202.83837212725635
2025-01-01 09:00:00,0.4205512348817886,0.13435951961896195,0.1306789189189189,0.4205512348817886,0.13435951961896195,0.1306789189189189,0.06575902907222388,0.0,0.17258189330956467,0.1322103125,0.05,0.1306789189189189,0.0,0.0,0.11977618628562861,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.042791812990950744,0.032093859743213056,0.0,0.0,0.0037697197094298243,0.0,0.0023936414237164774,0.0,0.05959566793907758,0.0,0.012880311595393157,0.0,0.11690976872322077,0.08768232654241555,0.0,0.0,1929.3971313917616,20.000000000000057,0.29291666666666677,1745.398157997127,3.8298215966366356,0.1322103125,0.31666666666666665,3542.584976888889,11187.110453333333,0.0,21.111111111111143,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6557.17304,0.0,0.0,35.692885420171635,51.66666666666668,46.10666666666668,0.0,51.098807252864894,0.07940933561768819,213.95166265286122,0.0,35.692885420171635,50.42905718846752,51.098807252864894,50.09418215626884,12.43753247303448,19.768141545027746,-0.037041538176741245,6.705515025315487,1.2688356546040123,-1.015562688383524,-0.85,9.236100170605994,1674.899624611265,-1811.3325395363388,-602.4083701701219,-97.00734183278806,-549.8656129110446,0.0,0.0,296.0908531791631,262.3671646982388,0.9990000000000001,0.020191565674700738,0.0,0.0,0.18897307748774883,65.933614608,-0.7227470486153365,0.22113824762016257,9.533289619215541,0.0030931342109928243,55.88279744061129,1.2227359766286854,0.35967816657093715,-3592.575229878533,35.84453234506673,0.21747338182655998,-608.5236194184085,6.115249248286646,0.18704363311689765,44.238353816870834,-141.2456956496589
