Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.9324587483209301,0.4882302312667328,0.0,0.015540979138682168,0.008137170521112213,0.0,0.04112293879028974,0.8413358095306404,0.0,0.05,0.0,0.0,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,Off,0.0,21.166666666666714,0.0,0.0,0.0,0.0,0,0.0,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,81.81723455815471,51.666666666666686,46.10666666666668,0.0,51.28308701907881,0.0,0.0,0.0,127.83942899711673,51.08203215364905,51.28308701907881,50.981504720934176,12.43753247303448,20.598135857928234,-0.06853080873847972,2.8,9.236100170605994,-433.88731227075823,-1535.421967095916,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06619658423139997,0.0,0,0.8566528009810886,329.99807111111113,-71.60720280931906,0.2182929042754954,10.029221253761301,0.0032248905171320123,84.98556542293446,1.215631946745658
2025-01-01 00:01:00,0.9324587483209301,0.4882302312667328,0.0,0.015540979138682168,0.008137170521112213,0.0,0.04112293879028974,0.8413358095306404,0.0,0.05,0.0,0.0,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,Off,0.0,21.166666666666714,0.0,0.0,0.0,0.0,0,0.0,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,82.0117006521261,51.666666666666686,46.10666666666668,0.0,51.26936744662907,0.0,0.0,0.0,128.14328226894702,51.06928446400408,51.26936744662907,50.96924297269158,12.43753247303448,20.512883269978346,-0.15378339668836816,2.8,9.236100170605994,-425.0505505156939,-1525.2051861150173,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06607259450775801,0.0,0,0.8550482447145681,329.99807111111113,-72.98722203515331,0.22011261441410349,10.01583809714881,0.0032253001504323597,85.24220419430878,1.2195366021331284
2025-01-01 00:02:00,0.9324587483209301,0.4882302312667328,0.0,0.015540979138682168,0.008137170521112213,0.0,0.04112293879028974,0.8413358095306404,0.0,0.05,0.0,0.0,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,Off,0.0,21.166666666666714,0.0,0.0,0.0,0.0,0,0.0,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,82.20016420313537,51.666666666666686,46.10666666666668,0.0,51.255615971106565,0.0,0.0,0.0,128.43775656739902,51.056506475199924,51.255615971106565,50.95695172724662,12.43753247303448,20.42983729261501,-0.23682937405170534,2.8,9.236100170605994,-416.69792690621716,-1515.2781524884056,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06595176239382058,0.0,0,0.853484551209007,329.99807111111113,-74.56163205228846,0.22127165432566726,9.979523870366208,0.0032257097052348868,85.49044717558928,1.2198812756557935
2025-01-01 00:03:00,1.2776681233209302,0.4882302312667328,0.3412108108108108,0.021294468722015503,0.008137170521112213,0.005686846846846847,0.04112293879028974,0.8413358095306404,0.34520937500000004,0.05,0.0,0.3412108108108108,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,On,9595.11978388889,21.166666666666714,0.9250000000000002,0.0,9.999903144744744,0.34520937500000004,1,9249.910408888889,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,82.38286579133265,51.666666666666686,46.10666666666668,0.0,51.24183359264845,0.0,0.0,0.0,128.72322779895725,51.04369912247423,51.24183359264845,50.944631887387125,12.43753247303448,20.34890920638425,-0.3177574602824649,2.8,9.236100170605994,9186.29454041994,-1505.6283318040528,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06583396305554953,0.0,0,0.8519601049818292,329.99807111111113,-76.33876929937284,0.22240849668336538,9.943605206386131,0.0032261203366905715,85.73038568558408,1.220217338275847
2025-01-01 00:04:00,1.2776681233209302,0.4882302312667328,0.3412108108108108,0.021294468722015503,0.008137170521112213,0.005686846846846847,0.04112293879028974,0.8413358095306404,0.34520937500000004,0.05,0.0,0.3412108108108108,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,On,9595.11978388889,21.166666666666714,0.9250000000000002,0.0,9.999903144744744,0.34520937500000004,1,9249.910408888889,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,81.91393186324734,51.666666666666686,46.10666666666668,0.0,51.22802127130635,0.0,0.0,0.0,127.99051853632396,51.03086330358053,51.22802127130635,50.932284319717624,12.43753247303448,20.51079728858291,-0.1558693780838034,2.8,9.236100170605994,9156.61374112795,-1524.9555291400222,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06606956002219025,0.0,0,0.8550089753082785,329.99807111111113,-86.69237125539368,0.22022459154016344,10.01621530624057,0.003226532007219124,84.9918594019527,1.2195443593987454
2025-01-01 00:05:00,1.2776681233209302,0.4882302312667328,0.3412108108108108,0.021294468722015503,0.008137170521112213,0.005686846846846847,0.04112293879028974,0.8413358095306404,0.34520937500000004,0.05,0.0,0.3412108108108108,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,On,9595.11978388889,21.166666666666714,0.9250000000000002,0.0,9.999903144744744,0.34520937500000004,1,9249.910408888889,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,81.45938311164068,51.666666666666686,46.10666666666668,0.0,51.21428749779232,0.0,0.0,0.0,127.28028611193855,51.018100547828254,51.21428749779232,50.920007072846225,12.43753247303448,20.667397705340594,0.0,2.8,9.236100170605994,9130.460242254301,-1543.7417556839325,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06629727758312148,0.0,0,0.8579558779116275,329.99807111111113,-94.05964358513273,0.21813569208024303,10.086521650962808,0.0032269403566173023,84.275244831892,1.2188940598990663
2025-01-01 00:06:00,1.2776681233209302,0.4882302312667328,0.3412108108108108,0.021294468722015503,0.008137170521112213,0.005686846846846847,0.04112293879028974,0.8413358095306404,0.34520937500000004,0.05,0.0,0.3412108108108108,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,On,9595.11978388889,21.166666666666714,0.9250000000000002,0.0,9.999903144744744,0.34520937500000004,1,9249.910408888889,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,81.01817500696123,51.666666666666686,46.10666666666668,0.0,51.2006298744648,0.0,0.0,0.0,126.59089844837692,51.00540861390765,51.2006298744648,50.90779798362908,12.43753247303448,20.81909747427782,0.0,2.8,9.236100170605994,9105.620415438458,-1562.0246189100008,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06651769446300673,0.0,0,0.8608083020922643,329.99807111111113,-100.61660717490687,0.21613409236707629,10.154751360286486,0.0032273454790141417,83.57895598296591,1.218264764493917
2025-01-01 00:07:00,1.2776681233209302,0.4882302312667328,0.3412108108108108,0.021294468722015503,0.008137170521112213,0.005686846846846847,0.04112293879028974,0.8413358095306404,0.34520937500000004,0.05,0.0,0.3412108108108108,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,On,9595.11978388889,21.166666666666714,0.9250000000000002,0.0,9.999903144744744,0.34520937500000004,1,9249.910408888889,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,80.58954659258013,51.666666666666686,46.10666666666668,0.0,51.18704617766083,0.0,0.0,0.0,125.92116655090646,50.992785423253885,51.18704617766083,50.89565504605042,12.43753247303448,20.966178097215284,0.0,2.8,9.236100170605994,9081.619924320992,-1579.830076646072,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06673123433238873,0.0,0,0.8635717305886316,329.99807111111113,-106.81164055630165,0.21421381431880798,10.220383255294248,0.003227747461794411,82.90183452671297,1.2176552437296932
2025-01-01 00:08:00,1.2776681233209302,0.4882302312667328,0.3412108108108108,0.021294468722015503,0.008137170521112213,0.005686846846846847,0.04112293879028974,0.8413358095306404,0.34520937500000004,0.05,0.0,0.3412108108108108,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,On,9595.11978388889,21.166666666666714,0.9250000000000002,0.0,9.999903144744744,0.34520937500000004,1,9249.910408888889,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,80.17286162980909,51.666666666666686,46.10666666666668,0.0,51.173534310478836,0.0,0.0,0.0,125.27009629657671,50.980229015864424,51.173534310478836,50.88357636855722,12.43753247303448,21.108874716210515,0.0,2.8,9.236100170605994,9058.331678188559,-1597.1793017306024,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06693825222051916,0.0,0,0.8662507578493162,329.99807111111113,-112.75066160420425,0.2123697412898729,10.284243885571017,0.0032281463874697246,82.24291076457104,1.2170644666335968
2025-01-01 00:09:00,1.2776681233209302,0.4882302312667328,0.3412108108108108,0.021294468722015503,0.008137170521112213,0.005686846846846847,0.04112293879028974,0.8413358095306404,0.34520937500000004,0.05,0.0,0.3412108108108108,0.0,0.4736468979333995,0,0.01458333333333334,1,0.06988688585075366,0.052415164388065226,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0376129607201143,0,On,0.20980661228610753,0,On,0.5616423113937792,0.4212317335453343,On,0,0,Off,On,9595.11978388889,21.166666666666714,0.9250000000000002,0.0,9.999903144744744,0.34520937500000004,1,9249.910408888889,9249.910408888889,Off,0.0,22.166666666666714,0,0.0,0.05,0.0,0.0,0,0,0,5892.48776,Off,0.0,0,79.76755982674368,51.666666666666686,46.10666666666668,0.0,51.16009228201051,0.0,0.0,0.0,124.63681222928699,50.96773753086708,51.16009228201051,50.871560155295384,12.43753247303448,21.247394269629616,0.0,2.8,9.236100170605994,9035.747051475462,-1614.0907379369287,-0.0,-0.0,1173.1418576344768,0.0,5.0,0.06713906110271303,0.0,0,0.8688494341011289,329.99807111111113,-118.42385211097454,0.2105973355337029,10.346461656362033,0.003228542334491611,81.60133017175946,1.2164915244007894
