Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.947990996817762,0.47311877894223653,0.16951188174255458,0.947990996817762,0.47311877894223653,0.16951188174255458,0.029131166201152178,0.7365295701999431,0.13233026041666668,0.05,0.03871440426507711,0.13079747747747747,0.0,0.4585354456089032,0.0,0.01458333333333334,1.0,0.06988688585075366,0.052415164388065226,0.0,0.0,0.0035099780701754383,0.0,0.02562118813097674,0.0,0.12514897605473868,0.0,0.5414937082944509,0.406120281220838,0.0,0.0,3678.129250490741,21.16666666666671,0.35458333333333336,0.0,3.833296205485485,0.13233026041666668,0.38333333333333336,3545.798990074074,9249.910408888889,0.0,22.16666666666671,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,879.2133333333333,0.0,79.22100406289458,51.66666666666668,46.10666666666668,0.0,51.075467289403264,0.23254920359618822,618.4764479661982,879.2133333333333,123.78281884827278,50.350997604506645,51.07718945160429,49.98704059985731,12.43753247303448,20.864975984018816,-0.05744590755999059,2.8,9.236100170605994,3066.225310994124,-1567.7662085095174,0.0,0.0,1057.754247931595,0.0,5.0,0.06658391037908949,0.0,0.0,0.861665205067553,329.99807111111113,-101.89197891869429,0.21617404785073738,10.184545650530687,0.00323654081053997,81.02491304446863,1.2180102613536012
2025-01-01 01:00:00,0.8278618597443704,0.44473371441781234,0.18088557543624828,0.8278618597443704,0.44473371441781234,0.18088557543624828,0.01719310840888725,0.6168315117521498,0.14383723958333333,0.05,0.03871440426507711,0.14217117117117117,0.0,0.430150381084479,0.0,0.01458333333333334,1.0,0.06813971370448481,0.05110478527836359,0.0,0.0,0.0032467297149122803,0.0,0.013946378693974967,0.0,0.04329767030617761,0.0,0.5053941277414874,0.3790455958061154,0.0,0.0,3997.9665766203702,21.16666666666671,0.38541666666666674,0.0,4.16662631031031,0.14383723958333333,0.4166666666666667,3854.129337037037,9249.910408888889,0.0,22.16666666666671,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,879.2133333333333,0.0,80.45016886356659,51.66666666666668,46.10666666666668,0.0,51.60863230147149,0.2789864383016519,755.4679739000792,879.2133333333333,125.7033888493228,50.80193397917856,51.61589003906655,50.39132708043703,12.43753247303448,20.854027264635288,-0.06688825580670953,2.5,9.236100170605994,3366.062354568601,-1460.5371762328948,0.0,0.0,928.6451023302441,0.0,5.0,0.061068262658992324,0.0,0.0,0.7902869742493391,329.99807111111113,-100.01214814911887,0.21792203852210387,10.20630118757386,0.0032604103568637153,93.84659410660517,1.218097362933189
2025-01-01 02:00:00,0.7718132610519302,0.42453401990249034,0.1364843243243243,0.7718132610519302,0.42453401990249034,0.13648432432432434,0.014277047409237936,0.5694524636426921,0.13808375,0.05,0.0,0.1364843243243243,0.0,0.409950686569157,0.0,0.01458333333333334,1.0,0.06639254155821597,0.049794406168661966,0.0,0.0,0.0032467297149122803,0.0,0.011030317694325656,0.0,0.02285154821714929,0.0,0.48020837386732684,0.360156280400495,0.0,0.0,3838.0479135555556,21.16666666666671,0.37000000000000005,0.0,3.999961257897898,0.13808375,0.4,3699.9641635555554,9249.910408888889,0.0,22.16666666666671,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,0.0,0.0,79.53469024819033,51.66666666666668,46.10666666666668,0.0,51.49036865084979,0.0719612753285394,197.83188009863403,0.0,124.27295351279737,50.49565497308526,51.49036865084979,49.998298134203,12.43753247303448,20.880022518649852,-0.058703450728242915,1.6500000000000001,9.236100170605994,3212.4363935191095,-1410.8364153241735,0.0,0.0,880.1129959923284,0.0,5.0,0.05604726986145991,0.0,0.0,0.7253100937402729,329.99807111111113,-94.88810070460057,0.21960988259088363,10.251408942906854,0.0032910588126103106,113.58014998945569,1.2179671875982538
2025-01-01 03:00:00,0.7296161629188191,0.4232236407927887,0.09667639639639639,0.7296161629188191,0.4232236407927887,0.0966763963963964,0.014101548505729165,0.5677052914964232,0.09780932291666668,0.05,0.0,0.09667639639639639,0.0,0.40864030745945534,0.0,0.01458333333333334,1.0,0.06464536941194712,0.04848402705896033,0.0,0.0,0.003071230811403509,0.0,0.011030317694325656,0.0,0.02285154821714929,0.0,0.48020837386732684,0.360156280400495,0.0,0.0,2718.617272101852,20.33333333333337,0.2620833333333334,0.0,2.8333058910110105,0.09780932291666668,0.2833333333333333,2620.807949185185,9249.910408888889,0.0,21.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,0.0,0.0,79.39566979865624,51.66666666666668,46.10666666666668,0.0,50.6432025749369,0.0,0.0,0.0,124.0557340604004,49.59662773181481,50.6432025749369,49.07334031025378,12.43753247303448,20.044158509389163,-0.060971093639090174,1.6500000000000001,9.236100170605994,2143.112148262009,-1381.085959101255,0.0,0.0,878.1903249425507,0.0,5.0,0.05744043995111412,0.0,0.0,0.7433391668926493,329.99807111111113,-72.60948968113848,0.23343945109338915,9.913308500685696,0.003322571370137863,82.80211843030071,1.2214162559338022
2025-01-01 04:00:00,0.7736370444029564,0.4329320290030323,0.21028232001380026,0.7736370444029564,0.4329320290030323,0.21028232001380026,0.014238899204988009,0.582821374364635,0.12657677083333335,0.05,0.08517168938316963,0.1251106306306306,0.0,0.41834869566969896,0.0,0.01458333333333334,1.0,0.06289819726567827,0.04717364794925869,0.0,0.0,0.003071230811403509,0.0,0.011167668393584499,0.0,0.025023113471702954,0.0,0.49490006362725386,0.37117504772044024,0.0,0.0,3518.2105874259264,20.33333333333337,0.3391666666666667,0.0,3.6666311530730726,0.12657677083333335,0.36666666666666664,3391.6338165925927,9249.910408888889,0.0,21.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,1934.2693333333332,0.0,79.74223760308978,51.66666666666668,46.10666666666668,0.0,50.914965154376304,0.5703580147577305,1543.1692480198951,1934.2693333333332,124.59724625482778,49.687122985794524,50.914965154376304,49.073201901503644,12.43753247303448,20.030148914927793,-0.05628241169190063,0.55,9.236100170605994,2790.1605944163625,-1497.1612079892545,0.0,0.0,852.815571693493,0.0,4.4,0.05861820974279559,0.0,0.0,0.7585807356634479,290.39830257777777,-83.70435671380191,0.23471788869613344,9.921977738865536,0.0033395981618864704,72.18713352272503,1.22088855825923
2025-01-01 05:00:00,0.7739271279479313,0.4291541659219082,0.16176900088953916,0.7739271279479313,0.42915416592190825,0.16176900088953916,0.014547635258387447,0.5770492322728771,0.13233026041666668,0.05,0.030971523412061684,0.13079747747747747,0.0,0.4145708325885749,0.0,0.01458333333333334,1.0,0.06289819726567827,0.04717364794925869,0.0,0.0,0.0034222286184210525,0.0,0.011125406639966393,0.0,0.0242881221547771,0.0,0.48986291285242173,0.36739718463931614,0.0,0.0,3678.129250490741,20.33333333333337,0.35458333333333336,0.0,3.833296205485485,0.13233026041666668,0.38333333333333336,3545.798990074074,9249.910408888889,0.0,21.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,703.3706666666666,0.0,81.76574286251268,51.66666666666668,46.10666666666668,0.0,51.462276500631525,0.21734748884033991,593.6970984222755,703.3706666666666,127.75897322267606,50.476362059242355,51.462276500631525,49.983404838547784,12.43753247303448,20.04368830493225,-0.05775911466150241,-0.25000000000000006,9.236100170605994,2824.575195819976,-1546.932169799939,0.0,0.0,781.7051519871507,0.0,3.4,0.05791715533392794,0.0,0.0,0.7495083608578648,224.39868835555552,-88.32703685797608,0.23597394417261267,9.948608981336767,0.0033620475523443005,29.879827589240417,1.2202033366310965
2025-01-01 06:00:00,0.7839344863808775,0.42453401990249034,0.147858018018018,0.7839344863808775,0.42453401990249034,0.147858018018018,0.014891293571518638,0.5694524636426921,0.14959072916666666,0.05,0.0,0.147858018018018,0.0,0.409950686569157,0.0,0.01458333333333334,1.0,0.06639254155821597,0.049794406168661966,0.0,0.0,0.0038609758771929823,0.0,0.011030317694325656,0.0,0.02285154821714929,0.0,0.48020837386732684,0.360156280400495,0.0,0.0,4157.885239685185,20.33333333333337,0.40083333333333343,0.0,4.333291362722722,0.14959072916666666,0.43333333333333335,4008.2945105185186,9249.910408888889,0.0,21.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,0.0,0.0,81.29457768961439,51.66666666666668,46.10666666666668,0.0,50.713205460954136,0.0,0.0,0.0,127.02277764002247,50.331886093988636,50.713205460954136,50.141226410505894,12.43753247303448,20.048947394373126,-0.04734085749744329,0.3,9.236100170605994,3301.232801239632,-1510.5991225659038,0.0,0.0,748.7280137101645,0.0,3.0,0.058211293623393924,0.0,0.0,0.7533148169231205,197.99884266666666,-94.78132958981409,0.2355147465489535,9.945201332489697,0.0033567154145500515,-28.01844269508272,1.2201851304098708
2025-01-01 07:00:00,0.8176407635975533,0.4425810523698169,0.1364843243243243,0.8176407635975533,0.4425810523698169,0.13648432432432434,0.023513578914462256,0.606043434683091,0.13808375,0.05,0.0,0.1364843243243243,0.0,0.42799771903648354,0.0,0.01458333333333334,1.0,0.06988688585075366,0.052415164388065226,0.0,0.0,0.0035977275219298247,0.0,0.019915851392532432,0.0,0.03537980930111272,0.0,0.5007767395312246,0.37558255464841833,0.0,0.0,3838.0479135555556,20.33333333333337,0.37000000000000005,0.0,3.999961257897898,0.13808375,0.4,3699.9641635555554,9249.910408888889,0.0,21.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,0.0,0.0,79.20412002996582,51.66666666666668,46.10666666666668,0.0,49.90065582436857,0.0,0.0,0.0,123.7564375468216,49.58106056758644,49.90065582436857,49.42126293919539,12.43753247303448,20.075055836909844,-0.04871199614851385,-0.55,9.236100170605994,2904.9394808826173,-1623.4309668486046,0.0,0.0,785.901523074812,2.453647150706782,2.9,0.05967848228333415,0.0,0.0,0.772301767529392,191.39888124444445,-95.57898889914561,0.23481592468949847,9.951586714305451,0.00335201462268185,-2.1664317196501517,1.2200801835347341
2025-01-01 08:00:00,0.7765282807802103,0.42846515723159523,0.1364843243243243,0.7765282807802102,0.4284651572315952,0.13648432432432434,0.01375055069871162,0.5746939800814986,0.13808375,0.05,0.0,0.1364843243243243,0.0,0.4138818238982619,0.0,0.01458333333333334,1.0,0.0716340579970225,0.053725543497766856,0.0,0.0,0.002720233004385965,0.0,0.011030317694325656,0.0,0.02285154821714929,0.0,0.48020837386732684,0.360156280400495,0.0,0.0,3838.0479135555556,20.33333333333337,0.37000000000000005,0.0,3.999961257897898,0.13808375,0.4,3699.9641635555554,9249.910408888889,0.0,21.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,0.0,0.0,77.32397308069493,51.66666666666668,46.10666666666668,0.0,49.110014306343736,0.0,0.0,0.0,120.8187079385858,48.84909085847986,49.110014306343736,48.71862913454793,12.43753247303448,20.04174833883133,-0.055984520695701076,-1.4,9.236100170605994,2711.7795184158745,-1750.455004722134,0.0,0.0,686.8291730539418,137.82008286445264,2.0,0.06174462488784964,0.0,0.0,0.7990398065073152,131.99922844444444,-62.64256347148915,0.23533424973695613,9.939513855640586,0.003350986380904355,3.6809801910675484,1.2207924498862923
2025-01-01 09:00:00,0.7702482944863506,0.42846515723159523,0.13079747747747747,0.7702482944863506,0.4284651572315952,0.13079747747747747,0.013224053988185304,0.5746939800814986,0.13233026041666668,0.05,0.0,0.13079747747747747,0.0,0.4138818238982619,0.0,0.01458333333333334,1.0,0.0716340579970225,0.053725543497766856,0.0,0.0,0.0021937362938596492,0.0,0.011030317694325656,0.0,0.02285154821714929,0.0,0.48020837386732684,0.360156280400495,0.0,0.0,3678.129250490741,20.33333333333337,0.35458333333333336,0.0,3.833296205485485,0.13233026041666668,0.38333333333333336,3545.798990074074,9249.910408888889,0.0,21.33333333333337,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,5892.48776,0.0,0.0,75.4417070223422,51.66666666666668,46.10666666666668,0.0,48.33981201470247,0.0,0.0,0.0,117.87766722240967,48.13468327095158,48.33981201470247,48.032118899076146,12.43753247303448,20.026891314461615,-0.052818458531478756,-0.85,9.236100170605994,2692.093034249008,-1676.2724398770008,0.0,0.0,686.3026763434154,415.4417562229467,2.0,0.0608050922441662,0.0,0.0,0.7868812747617633,131.99922844444444,3.933547291852049,0.2363570583910827,9.947922402167446,0.0033608595548644373,67.06087722894604,1.2214598085784307
