occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.669,0.157,0.168,0.178,0.0,0.0,0,0,0,0
1.0,0.653,0.115,0.202,0.14,0.0,0.108,0,0,0,0
1.0,0.629,0.0513,0.253,0.0835,0.0,0.199,0,0,0,0
1.0,0.629,0.0513,0.253,0.0835,0.0,0.0,0,0,0,0
1.0,0.629,0.0513,0.253,0.0835,0.0,0.0,0,0,0,0
1.0,0.618,0.0402,0.286,0.073,0.0,0.245,0,0,0,0
1.0,0.589,0.021,0.371,0.0553,0.0,0.13,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0982,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
1.0,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.92,0.584,0.0182,0.387,0.0526,0.0,0.217,0,0,0,0
0.8,0.601,0.0198,0.337,0.0533,0.0,0.383,0,0,0,0
0.8,0.601,0.0198,0.337,0.0533,0.0,0.166,0,0,0,0
0.8,0.601,0.0198,0.337,0.0533,0.0,0.228,0,0,0,0
0.72,0.589,0.0187,0.371,0.0529,0.0,0.0667,0,0,0,0
0.6,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.6,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.6,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.6,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.6,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.6,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.6,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.6,0.592,0.0246,0.387,0.0858,0.0,0.0,0,0,0,0
0.6,0.621,0.0359,0.337,0.136,0.0,0.0,0,0,0,0
0.52,0.601,0.0283,0.371,0.103,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.572,0.0171,0.421,0.0522,0.0,0.0,0,0,0,0
0.4,0.593,0.0301,0.387,0.0882,0.4,0.133,0,0,0,0
0.4,0.625,0.0497,0.337,0.142,1.0,0.0,0,0,0,0
0.4,0.645,0.0659,0.303,0.175,1.0,0.0,0,0,0,0
0.4,0.677,0.0901,0.253,0.224,1.0,0.133,0,0,0,0
0.4,0.677,0.0901,0.253,0.224,0.733,0.267,0,0,0,0
0.4,0.677,0.0901,0.253,0.224,0.0,0.133,0,0,0,0
0.4,0.677,0.0919,0.253,0.222,0.0,0.0,0,0,0,0
0.4,0.677,0.0946,0.253,0.219,0.0,0.0667,0,0,0,0
0.4,0.677,0.0946,0.253,0.219,0.0,0.0,0,0,0,0
0.4,0.677,0.0946,0.253,0.219,0.0,0.0667,0,0,0,0
0.4,0.677,0.099,0.253,0.218,0.0,0.0,0,0,0,0
0.4,0.677,0.106,0.253,0.217,0.0,0.0667,0,0,0,0
0.4,0.677,0.106,0.253,0.217,0.0,0.0667,0,0,0,0
0.4,0.677,0.106,0.253,0.217,0.0,0.0,0,0,0,0
0.32,0.656,0.0891,0.286,0.185,0.0,0.0667,0,0,0,0
0.2,0.625,0.0642,0.337,0.136,0.0,0.267,0,0,0,0
0.2,0.625,0.0642,0.337,0.136,0.0,0.133,0,0,0,0
0.2,0.625,0.0642,0.337,0.136,0.0,0.0667,0,0,0,0
0.28,0.652,0.0879,0.303,0.178,0.0,0.267,0,0,0,0
0.48,0.717,0.145,0.219,0.279,0.0,0.2,0,0,0,0
0.6,0.753,0.177,0.168,0.335,0.0,0.0667,0,0,0,0
0.6,0.753,0.177,0.168,0.335,0.0,0.2,0,0,0,0
0.6,0.767,0.193,0.168,0.366,0.0,0.133,0,0,0,0
0.6,0.788,0.218,0.168,0.412,0.0,0.133,0,0,0,0
0.6,0.788,0.218,0.168,0.412,0.0,0.267,0,0,0,0
0.6,0.788,0.218,0.168,0.412,0.4,0.0667,0,0,0,0
0.6,0.803,0.238,0.168,0.463,1.0,0.133,0,0,0,0
0.6,0.824,0.267,0.168,0.539,1.0,0.0,0,0,0,0
0.68,0.858,0.3,0.135,0.604,1.0,0.0,0,0,0,0
0.8,0.908,0.35,0.0842,0.701,0.733,0.2,0,0,0,0
0.72,0.879,0.352,0.118,0.679,0.0,0.267,0,0,0,0
0.6,0.836,0.356,0.168,0.646,0.0,0.133,0,0,0,0
0.6,0.836,0.356,0.168,0.646,0.0,0.0667,0,0,0,0
0.6,0.836,0.356,0.168,0.646,0.0,0.0667,0,0,0,0
0.6,0.831,0.412,0.168,0.644,0.0,0.0667,0,0,0,0
0.6,0.824,0.496,0.168,0.641,0.0,0.133,0,0,0,0
0.52,0.791,0.432,0.202,0.562,0.0,0.0989,0,0,0,0
0.4,0.74,0.337,0.253,0.444,0.0,0.0165,0,0,0,0
0.4,0.734,0.367,0.253,0.414,0.0,0.0,0,0,0,0
0.4,0.724,0.413,0.253,0.369,0.0,0.204,0,0,0,0
0.4,0.724,0.413,0.253,0.369,0.0,0.0,0,0,0,0
0.4,0.724,0.413,0.253,0.369,0.0,0.0,0,0,0,0
0.48,0.712,0.405,0.253,0.336,0.0,0.223,0,0,0,0
0.6,0.693,0.392,0.253,0.286,0.0,0.148,0,0,0,0
0.6,0.693,0.392,0.253,0.286,0.0,0.0,0,0,0,0
