Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.2452270655596231,0.23973927621096341,0.7213625,0.02075378442599372,0.003995654603516057,0.012022708333333333,0.029099642927779983,0.32453783929850977,0.8415895833333334,0.05,0.0,0.7213625,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,On,12646.599235787555,21.111111111111143,0.8,5107.83109865689,21.14105093888889,0.8415895833333334,1,16912.84075111111,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,75.07313837223157,51.666666666666686,46.10666666666668,0.0,49.23396821174882,0.0,0.0,0.0,117.30177870661183,49.26002193093976,49.273048790535235,49.23396821174882,12.43753247303448,21.281659525016835,0.0,3.978823981749544,2.8,9.236100170605994,12101.119603454415,4664.878373606546,-928.2558346282723,-0.0,-0.0,535.0028864926301,0.0,3.0,0.03853976573951773,0.0,0,0.2810732180710835,197.99884266666666,-152.2266841974969,0.18772966638326813,9.966587136645355,0.002890889824886083,93.0823435019179,1.2130541584698515,0.28996450910207994,-445.46281691366363,2.510091863319605
2025-01-01 00:01:00,0.40363748222628976,0.23973927621096341,0.0,0.006727291370438163,0.003995654603516057,0.0,0.029099642927779983,0.32453783929850977,0.0,0.05,0.0,0.0,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,74.81117820624164,51.666666666666686,46.10666666666668,0.0,49.22148206684264,0.0,0.0,0.0,116.89246594725255,49.24832501801167,49.26174649359619,49.22148206684264,12.43753247303448,21.367560123223384,0.0,4.205911196888017,2.8,9.236100170605994,-568.6620225320135,-528.7794363341719,-934.5558592979539,-0.0,-0.0,535.0028864926301,0.0,3.0,0.038621823418683796,0.0,0,0.28167167048790764,197.99884266666666,-169.10904972668956,0.18730533884082648,10.029104981943535,0.002891143209619923,92.91157186929634,1.2162426213312667,0.28996450910207994,-531.2762310508016,2.4967947166296742
2025-01-01 00:02:00,0.40363748222628976,0.23973927621096341,0.0,0.006727291370438163,0.003995654603516057,0.0,0.029099642927779983,0.32453783929850977,0.0,0.05,0.0,0.0,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,75.03558003839353,51.666666666666686,46.10666666666668,0.0,49.209039919749856,0.0,0.0,0.0,117.2430938099899,49.23666892028485,49.25048342055235,49.209039919749856,12.43753247303448,21.272249360679364,0.0,4.150416497010437,2.8,9.236100170605994,-565.7516654715516,-505.8946577422613,-927.5667132002949,-0.0,-0.0,535.0028864926301,0.0,3.0,0.038530772886505374,0.0,0,0.28100763256252315,197.99884266666666,-173.1878387638867,0.18841955142892114,9.986790664312286,0.002891395466439948,93.0357129989216,1.2166361598559314,0.28996450910207994,-510.3054790861563,4.410821343894993
2025-01-01 00:03:00,0.40363748222628976,0.23973927621096341,0.0,0.006727291370438163,0.003995654603516057,0.0,0.029099642927779983,0.32453783929850977,0.0,0.05,0.0,0.0,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,75.25274897587883,51.666666666666686,46.10666666666668,0.0,49.19656079511162,0.0,0.0,0.0,117.58242027481067,49.2249778592043,49.239186391250655,49.19656079511162,12.43753247303448,21.17959904502334,0.0,4.0982735477058,2.8,9.236100170605994,-564.2118562012549,-484.6236513855199,-920.7926318403645,-0.0,-0.0,535.0028864926301,0.0,3.0,0.03844219262904353,0.0,0,0.28036161052412667,197.99884266666666,-178.42211085352068,0.1895102688611775,9.945835743770271,0.0028916479786005506,93.15575862904399,1.217018952328869,0.28996450910207994,-490.60131167945246,5.977660293932535
2025-01-01 00:04:00,0.40363748222628976,0.23973927621096341,0.0,0.006727291370438163,0.003995654603516057,0.0,0.029099642927779983,0.32453783929850977,0.0,0.05,0.0,0.0,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,75.46320001275697,51.666666666666686,46.10666666666668,0.0,49.18404589810465,0.0,0.0,0.0,117.91125001993277,49.21325296170494,49.227856493505094,49.18404589810465,12.43753247303448,21.089418383270655,0.0,4.04923696708206,2.8,9.236100170605994,-557.371715385586,-464.6343948345631,-914.2180530046095,-0.0,-0.0,535.0028864926301,0.0,3.0,0.03835590605882897,0.0,0,0.2797323165079035,197.99884266666666,-178.1565488736066,0.19057917455355222,9.905406067501449,0.0028919007370562136,93.27200524642468,1.2173917676122048,0.28996450910207994,-472.07100208730685,7.4366072527436575
2025-01-01 00:05:00,0.40363748222628976,0.23973927621096341,0.0,0.006727291370438163,0.003995654603516057,0.0,0.029099642927779983,0.32453783929850977,0.0,0.05,0.0,0.0,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,75.66711292306407,51.666666666666686,46.10666666666668,0.0,49.1714963481268,0.0,0.0,0.0,118.2298639422876,49.20149527448201,49.21649473765963,49.1714963481268,12.43753247303448,21.00164142832823,0.0,4.003114348268747,2.8,9.236100170605994,-546.2695843164497,-445.84088648792346,-907.8366766501669,-0.0,-0.0,535.0028864926301,0.0,3.0,0.03827185546349705,0.0,0,0.27911932961352515,197.99884266666666,-173.43579415891307,0.19162654554351657,9.866208847513478,0.0028921537334208993,93.38454700252149,1.2177548601589325,0.28996450910207994,-454.64184216343034,8.800955675506922
2025-01-01 00:06:00,0.40363748222628976,0.23973927621096341,0.0,0.006727291370438163,0.003995654603516057,0.0,0.029099642927779983,0.32453783929850977,0.0,0.05,0.0,0.0,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,75.86465727650187,51.666666666666686,46.10666666666668,0.0,49.15891323461018,0.0,0.0,0.0,118.53852699453417,49.189705816220766,49.20510210702606,49.15891323461018,12.43753247303448,20.91620600783438,0.0,3.959734849182548,2.8,9.236100170605994,-534.1510816463071,-428.1698326651093,-901.6425663345835,-0.0,-0.0,535.0028864926301,0.0,3.0,0.03818998641956782,0.0,0,0.2785222529267306,197.99884266666666,-167.51140180435374,0.19265264052204803,9.82821294205203,0.0028924069595245134,93.4934725754229,1.2181084699008404,0.28996450910207994,-438.2492728244842,10.07944015937487
2025-01-01 00:07:00,0.40363748222628976,0.23973927621096341,0.0,0.006727291370438163,0.003995654603516057,0.0,0.029099642927779983,0.32453783929850977,0.0,0.05,0.0,0.0,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,76.05608857845681,51.666666666666686,46.10666666666668,0.0,49.14629761872099,0.0,0.0,0.0,118.83763840383875,49.17788557918628,49.193679559418925,49.14629761872099,12.43753247303448,20.83301789734242,0.0,3.918939531560826,2.8,9.236100170605994,-522.2934642431269,-411.5577671249993,-895.6275553127027,-0.0,-0.0,535.0028864926301,0.0,3.0,0.03811021344903914,0.0,0,0.27794046305044723,197.99884266666666,-161.66879542305415,0.19365812498332696,9.791369943367483,0.002892660407400241,93.5989238047641,1.2184529706529665,0.28996450910207994,-422.8332332918571,11.275466166857779
2025-01-01 00:08:00,0.40363748222628976,0.23973927621096341,0.0,0.006727291370438163,0.003995654603516057,0.0,0.029099642927779983,0.32453783929850977,0.0,0.05,0.0,0.0,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,76.241679382983,51.666666666666686,46.10666666666668,0.0,49.133650519053084,0.0,0.0,0.0,119.12762403591093,49.16603551583416,49.182228014224705,49.133650519053084,12.43753247303448,20.75197647901024,0.0,3.880578623773752,2.8,9.236100170605994,-510.9437516517225,-395.94465680834907,-889.7831215656021,-0.0,-0.0,535.0028864926301,0.0,3.0,0.03803244455520833,0.0,0,0.27737328904626163,197.99884266666666,-156.1635165787506,0.19464377404592884,9.754903668253803,0.0028929140693999583,93.70105388664601,1.2187887640377508,0.28996450910207994,-408.33712674265564,12.392469934306558
2025-01-01 00:09:00,0.40363748222628976,0.23973927621096341,0.0,0.006727291370438163,0.003995654603516057,0.0,0.029099642927779983,0.32453783929850977,0.0,0.05,0.0,0.0,0.0,0.22515594287763008,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0.0,0,Off,0.004544051535087718,0.0,On,0.00069020794243974,0.0,On,0.023865383450252523,0,On,0.024329915461669613,0,On,0.23762054857609188,0.17821541143206887,On,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,16912.84075111111,Off,0.0,24.444444444444457,0,0.0,0.05,0.0,0.0,0,0,0,11635.216182222222,Off,0.0,0,76.42168632848453,51.666666666666686,46.10666666666668,0.0,49.12097290879092,0.0,0.0,0.0,119.40888488825706,49.15415653615421,49.17074834983586,49.12097290879092,12.43753247303448,20.672987023678402,0.0,3.844511029368812,2.8,9.236100170605994,-500.0766792281409,-381.2733573440918,-884.1012715923653,-0.0,-0.0,535.0028864926301,0.0,3.0,0.03795659301648749,0.0,0,0.27682009844754324,197.99884266666666,-150.9782941284056,0.19561032557778849,9.71949431801912,0.0028931679382182334,93.80000724020681,1.2191162285412076,0.28996450910207994,-394.7076345948299,13.434277250738136
