Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.6943575720557469,0.2300822834732651,0.2765222916666667,0.6943575720557469,0.2300822834732651,0.27652229166666664,0.022074180948620757,0.2996740508293483,0.3226093402777778,0.05,0.0,0.2765222916666667,0.0,0.21549895013993176,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625873752607483,0.04694053144556121,0.0,0.0,0.004544051535087718,0.0,0.0004927364346361372,0.0,0.0170373929788969,0.0,0.012342117309439198,0.0,0.22474455825916081,0.16855841869437058,4847.863040385229,21.111111111111143,0.3066666666666667,1958.001921151808,8.104069526574074,0.3226093402777778,0.38333333333333336,6483.255621259259,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,0.0,0.0,75.30201166493765,51.66666666666668,46.10666666666668,0.0,48.87217963209715,0.0,0.0,0.0,117.65939322646506,48.91257332425597,48.93277017033539,48.87217963209715,12.43753247303448,20.848425259123808,-0.040562661481005395,5.136019642600161,2.8,9.236100170605994,4288.735931771016,1086.8664471676534,-896.8492698724235,0.0,0.0,504.01495536649446,0.0,3.0,0.03812460628518321,0.0,0.0,0.2780454310152118,197.99884266666666,-166.2927941082839,0.1938818910211034,9.803715668864646,0.0028983253308918415,92.61761513876687,1.2183272239565615,0.28996450910207994,-882.7525622730402,11.617088288885588
2025-01-01 01:00:00,0.8055589335430015,0.22481186417719343,0.38472666666666666,0.8055589335430015,0.22481186417719345,0.38472666666666666,0.01889488184058391,0.28781627392463977,0.44884777777777785,0.05,0.0,0.38472666666666666,0.0,0.21022853084386012,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06102269087922958,0.045767018159422176,0.0,0.0,0.004203247669956139,0.0,0.0004129520820664949,0.0,0.014278682088561277,0.0,0.007511566132826153,0.0,0.219282016912584,0.16446151268443795,6744.852925753363,21.111111111111143,0.4266666666666667,2724.1765859503416,11.275227167407406,0.44884777777777785,0.5333333333333333,9020.181733925925,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,0.0,0.0,73.62833072263565,51.66666666666668,46.10666666666668,0.0,48.18673523528937,0.0,0.0,0.0,115.04426675411823,48.21610520156682,48.23079018470555,48.18673523528937,12.43753247303448,20.77606486880973,-0.06375452645492945,6.311058936870124,2.5,9.236100170605994,6216.334059899432,1287.1170777023056,-852.9396291296111,0.0,0.0,489.3602572480095,0.0,3.0,0.03581186927861849,0.0,0.0,0.2611784776097144,197.99884266666666,-164.93949397232868,0.19576887603646126,9.788363748222347,0.002913456752802049,96.44114915086996,1.2186751349425955,0.28996450910207994,-1441.8597448626485,4.800236614612261
2025-01-01 02:00:00,0.6777558116614828,0.22363835089105447,0.2765222916666667,0.6777558116614828,0.22363835089105444,0.27652229166666664,0.01889488184058391,0.286251589543121,0.3226093402777778,0.05,0.0,0.2765222916666667,0.0,0.2090550175577211,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05945800649771089,0.044593504873283146,0.0,0.0,0.004203247669956139,0.0,0.0004129520820664949,0.0,0.014278682088561277,0.0,0.007511566132826153,0.0,0.219282016912584,0.16446151268443795,4847.863040385229,21.111111111111143,0.3066666666666667,1958.001921151808,8.104069526574074,0.3226093402777778,0.38333333333333336,6483.255621259259,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,0.0,0.0,71.61177883861839,51.66666666666668,46.10666666666668,0.0,47.508105742221986,0.0,0.0,0.0,111.89340443534122,47.53726274565219,47.5518412473673,47.508105742221986,12.43753247303448,20.848737105237614,-0.04070964853573991,6.304244106549195,1.6500000000000001,9.236100170605994,4320.24257903039,189.24218953301224,-854.9690269425957,0.0,0.0,487.7955728664907,0.0,3.0,0.03401695959702474,0.0,0.0,0.24808807525069862,197.99884266666666,-160.44700727873425,0.19598598241114756,9.83931393260413,0.002929848088052538,104.8867380148582,1.2183618210175724,0.28996450910207994,-1766.1792768459215,-2.5804547728740146
2025-01-01 03:00:00,0.3624822977962652,0.2291954689069475,0.0,0.3624822977962652,0.22919546890694753,0.0,0.018667679263829527,0.2938146185324356,0.0,0.05,0.0,0.0,0.0,0.2146121355736142,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057893322116192164,0.04341999158714411,0.0,0.0,0.003976045093201754,0.0,0.0004129520820664949,0.0,0.014278682088561277,0.0,0.0076651044342832915,0.0,0.22825619198196018,0.17119214398647006,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0.0,0.0,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,0.0,0.0,74.85847572745405,51.66666666666668,46.10666666666668,0.0,46.818985652730376,0.0,0.0,0.0,116.96636832414696,46.85804695297224,46.87757760309317,46.818985652730376,12.43753247303448,18.959236879356272,-0.0028763816673352,3.829683148063699,1.6500000000000001,9.236100170605994,-333.551371211748,-820.9088234072328,-751.7443089212721,0.0,0.0,494.50320702419464,0.0,3.0,0.033184647665391545,0.0,0.0,0.24201796588251365,197.99884266666666,-76.31026931467048,0.22183931746622487,8.995730714780706,0.0029467836964632605,92.92411993823997,1.2262366419955766,0.28996450910207994,-827.8244718568144,6.915648449581612
2025-01-01 04:00:00,0.46400184448835763,0.22129132431877638,0.14263895178475922,0.46400184448835763,0.22129132431877638,0.1426389517847592,0.018667679263829527,0.2831222207800836,0.11221194444444446,0.05,0.04645728511809253,0.09618166666666667,0.0,0.20670799098544304,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056328637734673455,0.04224647830100508,0.0,0.0,0.003976045093201754,0.0,0.0004129520820664949,0.0,0.014278682088561277,0.0,0.007511566132826153,0.0,0.219282016912584,0.16446151268443795,1686.2132314383407,17.77777777777783,0.10666666666666667,681.0441464875854,2.8188067918518516,0.11221194444444446,0.13333333333333333,2255.0454334814813,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,1055.056,0.0,83.01037455200382,51.66666666666668,46.10666666666668,0.0,48.37772235814164,0.0,0.0,1055.056,129.703710237506,48.39544681901815,48.40430904945641,48.37772235814164,12.43753247303448,17.510207465189477,-0.03977389833550617,3.320982446722929,0.55,9.236100170605994,1348.2690927854885,-369.89834601822434,-724.3546026414643,0.0,0.0,484.4390015266989,0.0,3.0,0.03250113667882911,0.0,0.0,0.23703307225657616,197.99884266666666,-98.02853753808681,0.24376632727546252,8.333385453425445,0.002960984847142114,107.75559674706946,1.2317545149246436,0.28996450910207994,-1058.3687275463615,7.426235040551701
2025-01-01 05:00:00,1.1755203113901915,0.24016635557882307,0.20703232093174379,1.1755203113901915,0.24016635557882304,0.20703232093174376,0.03321770908814345,0.8959316995242704,0.1963709027777778,0.05,0.03871440426507711,0.16831791666666668,0.0,0.22558302224548973,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056328637734673455,0.04224647830100508,0.5809343276876382,0.0,0.004430450246710526,0.0,0.0008091515441708603,0.0,0.027978107297262064,0.0,0.014220008842645735,0.0,0.2444487252593129,0.18333654394448465,2950.8731550170965,17.77777777777783,0.18666666666666668,1191.8272563532744,4.93291188574074,0.1963709027777778,0.23333333333333334,3946.3295085925924,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,879.2133333333333,0.0,90.86425318132108,51.66666666666668,46.10666666666668,0.0,51.68409801122357,0.24686148776458738,666.5737094061627,879.2133333333333,141.97539559581415,51.20458496428434,51.7110745681504,50.937851883887895,12.43753247303448,17.36875421889266,-0.06888266236424172,2.6970268397115977,-0.25000000000000006,9.236100170605994,3003.134300261631,72.96634476800418,-748.66875950164,0.0,0.0,947.3752287583899,0.0,3.0,0.03227293662576146,0.0,0.0,0.23536879324374482,197.99884266666666,-146.44532401221497,0.24785468975310598,8.29132305587472,0.002985546082100811,158.3720931947415,1.2317173126990326,0.28996450910207994,-1125.4916746012982,6.630763016027984
2025-01-01 06:00:00,0.8852348472251376,0.2500487628479415,0.17096419593174378,0.8852348472251377,0.2500487628479415,0.17096419593174378,0.06452490548338144,0.6164185181306451,0.15429142361111114,0.05,0.03871440426507711,0.13224979166666667,0.0,0.23546542951460817,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05945800649771089,0.044593504873283146,0.28105192437718346,0.0,0.00499845668859649,0.0,0.001673167918717695,0.0,0.05785328087606725,0.0,0.021412687733983984,0.0,0.2544958995217667,0.190871924641325,2318.5431932277183,17.77777777777783,0.14666666666666667,936.43570142043,3.875859338796296,0.15429142361111114,0.18333333333333332,3100.687471037037,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,879.2133333333333,0.0,88.69699811314202,51.66666666666668,46.10666666666668,0.0,51.8692231811312,0.5481764027696935,1503.2570294527782,879.2133333333333,138.5890595517844,50.50020035248819,51.86947531506889,49.815436804229,12.43753247303448,17.46202836483178,-0.05892777323029765,3.4061618021609044,0.3,9.236100170605994,2162.7940010381312,-238.81767818446588,-728.872435410782,0.0,0.0,752.7331880885581,0.0,2.55,0.03231494474295838,0.0,0.0,0.2356751613925667,168.29901626666665,-179.6099448673634,0.24796043252369573,8.357181413568304,0.003004338443052273,88.52651456217836,1.2313084375648908,0.28996450910207994,-1183.5558712397724,8.302491634876617
2025-01-01 07:00:00,0.7079611085826135,0.24859151955385353,0.3058602668634876,0.7079611085826135,0.24859151955385356,0.30586026686348755,0.058447510182457064,0.33301023034460076,0.2665033680555556,0.05,0.07742880853015421,0.22843145833333336,0.0,0.2340081862205202,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625873752607483,0.04694053144556121,0.0,0.0,0.004657652823464912,0.0,0.0015119239515821972,0.0,0.05227793340740995,0.0,0.020999315383907077,0.0,0.2494235396999454,0.187067654774959,4004.756424666059,17.77777777777783,0.25333333333333335,1617.4798479080152,6.694666130648148,0.2665033680555556,0.31666666666666665,5355.732904518519,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,1758.4266666666665,0.0,88.76419596457923,51.66666666666668,46.10666666666668,0.0,51.708772452170365,0.576306720678908,1573.113954198544,1758.4266666666665,138.69405619465505,50.472702711429264,51.71101578079302,49.85242451243606,12.43753247303448,17.443885099270283,-0.05556074031522561,3.3655962757759155,-0.55,9.236100170605994,3538.890977062482,127.69109215808818,-788.6093187153726,0.0,0.0,506.06332080672837,6.15544341083326,2.0010000000000003,0.033224988511295246,0.0,0.0,0.24231217450470663,132.0652280586667,-183.31944969493298,0.24907311259382245,8.360552123880579,0.003014525627202372,54.01610821852659,1.2313775211382472,0.28996450910207994,-1496.339741757913,6.550986007985955
2025-01-01 08:00:00,0.7922391191982382,0.2755901725097463,0.29383755853015425,0.7922391191982382,0.2755901725097463,0.2938375585301542,0.10052218603582565,0.3892400581624126,0.25247687500000005,0.05,0.07742880853015421,0.21640874999999998,0.0,0.26100683917641304,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064152059642267,0.04811404473170024,0.0,0.0,0.0035216399396929823,0.0,0.0027264888988365946,0.0,0.09427405719729606,0.0,0.041230939260528454,0.0,0.28385705925961713,0.2128927944447128,3793.9797707362663,17.77777777777783,0.24000000000000002,1532.349329597067,6.342315281666667,0.25247687500000005,0.3,5073.852225333333,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,1758.4266666666665,0.0,88.40793976999002,51.66666666666668,46.10666666666668,0.0,51.8039599607146,0.5809791669483181,1592.577906513204,1758.4266666666665,138.13740589060941,50.36371150182401,51.80395996071461,49.6435872723787,12.43753247303448,17.47371656342852,-0.05124243914215925,2.9439593922272893,-1.4,9.236100170605994,3449.6683597425235,-124.0740941059178,-860.9249266655869,0.0,0.0,601.9574781087317,425.3105101945139,2.0010000000000003,0.034499490916316496,0.0,0.0,0.25160721004902853,132.0652280586667,-85.34396243688752,0.24961832062682315,8.390929691846429,0.0030253923719640577,83.85212774651937,1.2318215273139566,0.28996450910207994,-1664.9741705327237,8.55074682973885
2025-01-01 09:00:00,0.7219418695861146,0.2769070351557961,0.1829869042650771,0.7219418695861146,0.2769070351557961,0.1829869042650771,0.10460865430414353,0.3990152986153043,0.16831791666666668,0.05,0.03871440426507711,0.1442725,0.0,0.2623237018224628,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064152059642267,0.04811404473170024,0.0,0.0,0.0028400322094298243,0.0,0.002860509858533631,0.0,0.09890811223618007,0.0,0.04925036285202052,0.0,0.2856128761210168,0.21420965709076256,2529.319847157511,17.77777777777783,0.16000000000000003,1021.566219731378,4.228210187777778,0.16831791666666668,0.2,3382.568150222222,16912.84075111111,0.0,24.444444444444457,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,11635.216182222222,879.2133333333333,0.0,89.81111774529349,51.66666666666668,46.10666666666668,0.0,51.95339637847624,0.15420261358811335,423.9408791823195,879.2133333333333,140.32987147702107,50.860162068243326,51.95339637847624,50.31354491312687,12.43753247303448,17.44958619638168,-0.05984392749188251,2.796128677428287,-0.85,9.236100170605994,2441.0520750979317,-358.15063800833144,-819.0536753095881,0.0,0.0,615.6962796496433,1224.798419071351,2.0010000000000003,0.03387447242610239,0.0,0.0,0.247048906306713,132.0652280586667,115.08962360036547,0.2514568989084423,8.40225303978761,0.0030415571975227133,117.86466974841056,1.2325300515082251,0.28996450910207994,-1395.4630535694475,15.746195829737927
