Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.3662953228185905,0.16978659193312853,0.0,0.006104922046976508,0.002829776532218809,0.0,0.014724055639939167,0.3515712671786513,0.0,0.0,0.0,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15034.25492888889,Off,0.0,0,81.1389528110649,51.666666666666686,46.10666666666668,0.0,49.89711272653308,0.0,0.0,0.0,126.77961376728891,49.194593788071224,49.89711272653308,48.8433343188403,12.43753247303448,18.98066219351487,0.0,-2.7999999999631435,-0.6091268051409434,-1.8307686967424985,2.8,9.236100170605994,-1945.2380740240042,76.61039741009576,2041.0879730196614,545.4236663072652,-2274.5639600193726,-0.0,-0.0,434.2420031439498,0.0,3.0,0.10786590970047652,0.0,0,1.395897307212647,197.99884266666666,-104.91611714858139,0.21424255935135803,8.885947394159134,0.002861170639439346,-15.691250380191518,1.2226308268011292,0,0,76.61039741009576,0.4530695454719999,2012.9161209410427,28.17185207861873,0.11111782276558962,670.5859718362764,-125.16230552901118
2025-01-01 00:01:00,0.3662953228185905,0.16978659193312853,0.0,0.006104922046976508,0.002829776532218809,0.0,0.014724055639939167,0.3515712671786513,0.0,0.0,0.0,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15034.25492888889,Off,0.0,0,81.50708012762192,51.666666666666686,46.10666666666668,0.0,49.88326184658665,0.0,0.0,0.0,127.35481269940924,49.18195177940227,49.88326184658665,48.831296745810086,12.43753247303448,18.830788920955722,-0.11365552348873464,-2.5480611988850486,-0.25372452727945455,-1.7249632794849556,2.8,9.236100170605994,-1916.0701588473294,74.78140113576083,1830.6286549280621,527.9946241381293,-2244.653524755716,-0.0,-0.0,434.2420031439498,0.0,3.0,0.10744266375609485,0.0,0,1.3904200635154342,197.99884266666666,-105.65863723556333,0.21688391701029486,8.840190257707711,0.0028610954400347826,-14.985193428661658,1.226831753120857,0,0,74.78140113576083,0.4530695454719999,1803.0691379987397,27.55951692932229,0.1108610843614402,653.75019792714,-125.75557378901068
2025-01-01 00:02:00,0.3662953228185905,0.16978659193312853,0.0,0.006104922046976508,0.002829776532218809,0.0,0.014724055639939167,0.3515712671786513,0.0,0.0,0.0,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,15034.25492888889,Off,0.0,0,81.86365523294006,51.666666666666686,46.10666666666668,0.0,49.869350266348064,0.0,0.0,0.0,127.91196130146885,49.16925241395749,49.869350266348064,48.81920348776221,12.43753247303448,18.685163333829106,-0.2592811106153512,-2.303597629569001,0.06915282146586235,-1.6236855445383611,2.8,9.236100170605994,-1888.2281655725337,73.10440442899075,1639.4835232875175,512.7945368936506,-2215.739632326408,-0.0,-0.0,434.2420031439498,0.0,3.0,0.10703095223393722,0.0,0,1.3850920872648829,197.99884266666666,-106.73053639007577,0.21886282502149731,8.772046534816972,0.0028610238702788202,-14.299110014911774,1.2274439944985303,0,0,73.10440442899075,0.4530695454719999,1612.4264727285397,27.057050558977764,0.11061477425728226,637.6979737985288,-124.9034369048782
2025-01-01 00:03:00,1.1144057394852573,0.16978659193312853,0.6412375000000001,0.018573428991420955,0.002829776532218809,0.010687291666666668,0.014724055639939167,0.3515712671786513,0.7481104166666668,0.0,0.6412375000000001,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,On,12298.135611717282,19.444444444444457,0.8,3484.229733838274,18.792818661111113,0.7481104166666668,1,15034.25492888889,15034.25492888889,Off,0.0,0,82.20920845897102,51.666666666666686,46.10666666666668,0.0,49.855379910759154,0.0,0.0,0.0,128.45188821714223,49.1564974916511,49.855379910759154,48.80705628209708,12.43753247303448,18.543589597813053,-0.4008548466314039,-2.066230490080418,0.3625374214152669,-1.5255597746784015,2.8,9.236100170605994,10436.456160416154,3555.6551698897183,1465.7987957262933,498.70151708179037,-2187.771141347109,-0.0,-0.0,434.2420031439498,0.0,3.0,0.10663026224054399,0.0,0,1.379906741085003,197.99884266666666,-108.1503130979682,0.22080626038852963,8.705969320035038,0.00286095561134298,-13.632045806686902,1.228039786078451,0,0,71.42543605144427,0.4530695454719999,1439.1977767517765,26.60101897451686,0.11037560555295046,622.2043872684582,-123.50287018666782
2025-01-01 00:04:00,1.1144057394852573,0.16978659193312853,0.6412375000000001,0.018573428991420955,0.002829776532218809,0.010687291666666668,0.014724055639939167,0.3515712671786513,0.7481104166666668,0.0,0.6412375000000001,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,On,12298.135611717282,19.444444444444457,0.8,3484.229733838274,18.792818661111113,0.7481104166666668,1,15034.25492888889,15034.25492888889,Off,0.0,0,81.71573049821299,51.666666666666686,46.10666666666668,0.0,49.84135261640653,0.0,0.0,0.0,127.6808289034578,49.143688729767945,49.84135261640653,48.79485678644865,12.43753247303448,18.714643252916936,-0.2298011915275211,-1.607475589375259,0.6291713554230871,-1.42995161682315,2.8,9.236100170605994,10389.918655554675,3552.3648691513467,1307.9545115825038,485.2335079464328,-2221.581000121239,-0.0,-0.0,434.2420031439498,0.0,3.0,0.10711433422829214,0.0,0,1.3861711371863388,197.99884266666666,-120.87795918531714,0.2184493551204869,8.785869912172158,0.0028608905683090713,-14.387716502343208,1.2273201146781372,0,0,68.13513531307265,0.4530695454719999,1281.763989500181,26.190522082322722,0.11014207367095659,607.1644013945285,-121.93089344809567
2025-01-01 00:05:00,1.1144057394852573,0.16978659193312853,0.6412375000000001,0.018573428991420955,0.002829776532218809,0.010687291666666668,0.014724055639939167,0.3515712671786513,0.7481104166666668,0.0,0.6412375000000001,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,On,12298.135611717282,19.444444444444457,0.8,3484.229733838274,18.792818661111113,0.7481104166666668,1,15034.25492888889,15034.25492888889,Off,0.0,0,81.2384163682805,51.666666666666686,46.10666666666668,0.0,49.82740807406633,0.0,0.0,0.0,126.93502557543827,49.13095685515583,49.82740807406633,48.78273124570059,12.43753247303448,18.8797502295304,-0.06469421491405569,-1.1618787961944497,0.8715405019612953,-1.3365781007953608,2.8,9.236100170605994,10348.70120275546,3549.240551307511,1164.4779646936584,472.1809212524894,-2254.4077349342333,-0.0,-0.0,434.2420031439498,0.0,3.0,0.10758098478607997,0.0,0,1.392210081824493,197.99884266666666,-129.26867717153803,0.21620071843677638,8.862316667556296,0.0028608218794645146,-15.113954144185241,1.226626266644354,0,0,65.01081746923695,0.4530695454719999,1138.657326072532,25.82063862112644,0.10991352119005462,592.5295331238553,-120.34861187136593
2025-01-01 00:06:00,1.1144057394852573,0.16978659193312853,0.6412375000000001,0.018573428991420955,0.002829776532218809,0.010687291666666668,0.014724055639939167,0.3515712671786513,0.7481104166666668,0.0,0.6412375000000001,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,On,12298.135611717282,19.444444444444457,0.8,3484.229733838274,18.792818661111113,0.7481104166666668,1,15034.25492888889,15034.25492888889,Off,0.0,0,80.7760941629952,51.666666666666686,46.10666666666668,0.0,49.81354358978593,0.0,0.0,0.0,126.21264712968,49.11829934937841,49.81354358978593,48.77067722917466,12.43753247303448,19.03934473684492,0.0,-0.7288702055190563,1.0918981554741445,-1.2453076556138742,2.8,9.236100170605994,10309.548150569019,3546.15605363016,1034.0345664241115,459.45671049903075,-2286.3175808959863,-0.0,-0.0,434.2420031439498,0.0,3.0,0.1080314991108581,0.0,0,1.3980402067876512,197.99884266666666,-136.51188339622564,0.21405141449733497,8.936232856296451,0.002860749682650813,-15.812865503851524,1.2259563338950128,0,0,61.926319791885774,0.4530695454719999,1008.5473306156698,25.487235808441735,0.10968965619422735,578.2756208463138,-118.81891034728307
2025-01-01 00:07:00,1.1144057394852573,0.16978659193312853,0.6412375000000001,0.018573428991420955,0.002829776532218809,0.010687291666666668,0.014724055639939167,0.3515712671786513,0.7481104166666668,0.0,0.6412375000000001,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,On,12298.135611717282,19.444444444444457,0.8,3484.229733838274,18.792818661111113,0.7481104166666668,1,15034.25492888889,15034.25492888889,Off,0.0,0,80.32793409854402,51.666666666666686,46.10666666666668,0.0,49.79975666480741,0.0,0.0,0.0,125.51239702897503,49.105713876590386,49.79975666480741,48.75869248248188,12.43753247303448,19.193733668583132,0.0,-0.30795550289710893,1.2922869499155971,-1.1560698654950783,2.8,9.236100170605994,10271.755870400768,3543.138481045324,915.4145084288476,447.02492526271163,-2317.3537788473113,-0.0,-0.0,434.2420031439498,0.0,3.0,0.10846679637164999,0.0,0,1.403673407081087,197.99884266666666,-143.2679656131509,0.2119946117170893,9.007809672609028,0.0028606741059783803,-16.485966915548943,1.2253089529771608,0,0,58.90874720705013,0.4530695454719999,890.227931589835,25.186576839012726,0.10947033420502641,564.3883605330466,-117.36343527033495
2025-01-01 00:08:00,1.1144057394852573,0.16978659193312853,0.6412375000000001,0.018573428991420955,0.002829776532218809,0.010687291666666668,0.014724055639939167,0.3515712671786513,0.7481104166666668,0.0,0.6412375000000001,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,On,12298.135611717282,19.444444444444457,0.8,3484.229733838274,18.792818661111113,0.7481104166666668,1,15034.25492888889,15034.25492888889,Off,0.0,0,79.8932352396878,51.666666666666686,46.10666666666668,0.0,49.78604493860189,0.0,0.0,0.0,124.83318006201218,49.093198230232495,49.78604493860189,48.7467748760478,12.43753247303448,19.343176030081217,0.0,0.10131229977346817,1.4745586652307014,-1.068818626927866,2.8,9.236100170605994,10235.111262562188,3540.195460602865,807.5210482105144,434.86937161514345,-2347.5518347096977,-0.0,-0.0,434.2420031439498,0.0,3.0,0.10888765564766258,0.0,0,1.409119764801823,197.99884266666666,-149.7145175893461,0.2100244204854732,9.07652537126323,0.0028605952706268855,-17.13454821465328,1.2246829690565277,0,0,55.96572676459058,0.4530695454719999,782.6057470480131,24.915301162501333,0.10925546893535765,550.8574247731773,-115.98805315803381
2025-01-01 00:09:00,1.1144057394852573,0.16978659193312853,0.6412375000000001,0.018573428991420955,0.002829776532218809,0.010687291666666668,0.014724055639939167,0.3515712671786513,0.7481104166666668,0.0,0.6412375000000001,0.0,0.16978659193312853,0,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0004749732591500249,0.0,On,0.010739104310613704,0,On,0.008529198306487448,0,On,0.1913173720949756,0.14348802907123165,On,0.06078566145231338,0,On,0.055874284842345696,0,On,On,12298.135611717282,19.444444444444457,0.8,3484.229733838274,18.792818661111113,0.7481104166666668,1,15034.25492888889,15034.25492888889,Off,0.0,0,79.47137008377376,51.666666666666686,46.10666666666668,0.0,49.77240616741331,0.0,0.0,0.0,124.1740157558965,49.08075031295603,49.77240616741331,48.7349223857274,12.43753247303448,19.487903570071285,0.0,0.49934376402840597,1.6403921596574766,-0.9835177095828805,2.8,9.236100170605994,10199.578824515078,3537.3317999584237,709.3598811107782,422.98164864405584,-2376.9433616925803,-0.0,-0.0,434.2420031439498,0.0,3.0,0.10929477489231007,0.0,0,1.4143883121945624,197.99884266666666,-155.8554286535736,0.20813556944905073,9.14320368099174,0.0028605132918997894,-17.75976774673103,1.2240773481392166,0,0,53.102066120149665,0.4530695454719999,684.6894965230223,24.67038458775598,0.10904499724909564,537.6741644871661,-114.69251584311024
