occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,hot_water_dishwasher,dishwasher,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.586,0.016,0.421,0.053,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.598,0.017,0.388,0.0534,0.0,0.0,0.0,0.086,0,0,0,0
1.0,0.611,0.0181,0.351,0.0539,0.0,0.0,0.0,0.086,0,0,0,0
1.0,0.611,0.0181,0.351,0.0539,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.611,0.0181,0.351,0.0539,0.0,0.0,0.0,0.258,0,0,0,0
1.0,0.611,0.0195,0.351,0.0619,0.0,0.0,0.0,0.344,0,0,0,0
1.0,0.611,0.0211,0.351,0.0711,0.0,0.0,0.0,0.086,0,0,0,0
1.0,0.622,0.0235,0.318,0.0795,0.0,0.0,0.0,0.148,0,0,0,0
1.0,0.635,0.0262,0.281,0.0892,0.0,0.0,0.0,0.279,0,0,0,0
1.0,0.641,0.0307,0.281,0.123,0.0,0.0,0.0,0.258,0,0,0,0
1.0,0.648,0.0357,0.281,0.162,0.0,0.0,0.0,0.11,0,0,0,0
1.0,0.648,0.0357,0.281,0.162,0.0,0.0,0.0,0.172,0,0,0,0
1.0,0.648,0.0357,0.281,0.162,0.0,0.0,0.0,0.086,0,0,0,0
1.0,0.677,0.047,0.248,0.211,0.0,0.0,0.0,0.373,0,0,0,0
1.0,0.71,0.0599,0.211,0.266,0.0,0.0,0.0,0.0217,0,0,0,0
0.922,0.691,0.0531,0.243,0.233,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.669,0.0453,0.281,0.195,0.0,0.0,0.0,0.34,0,0,0,0
0.833,0.672,0.0489,0.281,0.2,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.676,0.053,0.281,0.205,0.0,0.0,0.0,0.258,0,0,0,0
0.833,0.676,0.053,0.281,0.205,0.0,0.0,0.0,0.344,0,0,0,0
0.833,0.676,0.053,0.281,0.205,0.0,0.0,0.0,0.258,0,0,0,0
0.833,0.696,0.0671,0.248,0.244,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.72,0.0833,0.211,0.289,0.0,0.0,0.0,0.258,0,0,0,0
0.833,0.72,0.0833,0.211,0.289,0.0,0.0,0.0,0.086,0,0,0,0
0.833,0.72,0.0833,0.211,0.289,0.214,0.467,0.0,0.258,0,0,0,0
0.833,0.741,0.0994,0.178,0.321,0.397,1.0,0.0,0.086,0,0,0,0
0.833,0.765,0.118,0.14,0.358,0.65,0.667,0.0,0.086,0,0,0,0
0.833,0.765,0.118,0.14,0.358,0.335,0.0,0.0,0.0,0,0,0,0
0.833,0.765,0.118,0.14,0.358,0.179,0.0,0.0,0.086,0,0,0,0
0.833,0.765,0.123,0.14,0.352,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.744,0.117,0.173,0.311,0.0,0.0,0.0,0.0,0,0,0,0
0.833,0.72,0.101,0.211,0.272,0.245,0.467,0.0,0.0,0,0,0,0
0.833,0.72,0.101,0.211,0.272,0.167,1.0,0.0,0.086,0,0,0,0
