Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:10:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.7364520248199064e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.7364520248199064e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.302236940782304,0.0,2.8,-77.49525673391793,-678.8040747569368,-0.0,-0.0,607.853161706226,0.0,6.0,0.045283968447071526,0.0,0,1.1551119006270167,395.9976853333333,-6.544343683207273,0.3983924847323073,7.968871262325404,0.003946769754814798,81.67272135113615,1.2453445182280052
2025-01-01 00:11:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.736699708175214e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.736699708175214e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.299892467332864,0.0,2.8,-77.55824686836883,-678.6150608874008,-0.0,-0.0,607.853161706226,0.0,6.0,0.04528058850176161,0.0,0,1.155025684352586,395.9976853333333,-6.796347687194135,0.3985289604979033,7.968051659397728,0.0039475271979335985,81.58078675104917,1.245354107869794
2025-01-01 00:12:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.736947391530521e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.736947391530521e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.297291852020276,0.0,2.8,-77.60327698323852,-678.4054199595555,-0.0,-0.0,607.853161706226,0.0,6.0,0.045276839232376694,0.0,0,1.1549300472908686,395.9976853333333,-7.051018729909114,0.39867199623326266,7.967916519179889,0.0039482837826133235,81.49086205161561,1.2453648080457025
2025-01-01 00:13:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.737244611556889e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.737244611556889e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.294447635521864,0.0,2.8,-77.60683059368398,-678.1761699759237,-0.0,-0.0,607.853161706226,0.0,6.0,0.04527273870252132,0.0,0,1.1548254502116537,395.9976853333333,-7.283822323986399,0.39882127733384554,7.967650797746174,0.003949039526833055,81.4028557914952,1.2453765644674897
2025-01-01 00:14:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.7375418315832576e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.7375418315832576e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.291372878365173,0.0,2.8,-77.6227994595717,-677.9283709833933,-0.0,-0.0,607.853161706226,0.0,6.0,0.04526830572496288,0.0,0,1.1547123729945157,395.9976853333333,-7.5475901824045195,0.39897647551054083,7.967261439732051,0.003949794447758367,81.31667265103093,1.2453893205965425
2025-01-01 00:15:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.737888588280688e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.737888588280688e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.288077356005235,0.0,2.8,-77.49394651698896,-677.6628183567839,-0.0,-0.0,607.853161706226,0.0,6.0,0.04526355437611806,0.0,0,1.1545911747033124,395.9976853333333,-7.684289866431179,0.3991373470584931,7.965933602995701,0.003950548561706702,81.23224126409636,1.245403034128607
2025-01-01 00:16:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.738235344978117e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.738235344978117e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.28457803047152,0.0,2.8,-77.4147660555949,-677.3808865091495,-0.0,-0.0,607.853161706226,0.0,6.0,0.04525850909385772,0.0,0,1.1544624787038056,395.9976853333333,-7.887041252671523,0.39930346220479873,7.965316761244436,0.003951301884360705,81.14943765255526,1.2454176316221275
2025-01-01 00:17:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.738582101675547e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.738582101675547e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.280881481672893,0.0,2.8,-77.32518372836483,-677.083113214492,-0.0,-0.0,607.853161706226,0.0,6.0,0.04525317934767368,0.0,0,1.1543265265455553,395.9976853333333,-8.095232220098975,0.3994746591507967,7.9645940153285615,0.003952054430298987,81.06821373079507,1.245433084618878
2025-01-01 00:18:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.738978395044038e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.738978395044038e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.276996905819095,0.0,2.8,-77.20448694888836,-676.7702470277825,-0.0,-0.0,607.853161706226,0.0,6.0,0.04524757837924914,0.0,0,1.1541836559998835,395.9976853333333,-8.28740162733196,0.3996507082447504,7.963770258108308,0.003952806213672556,80.98850222617847,1.24544935332499
2025-01-01 00:19:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.73937468841253e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.73937468841253e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.27293408891813,0.0,2.8,-77.05633539178086,-676.4430838737454,-0.0,-0.0,607.853161706226,0.0,6.0,0.04524172028099565,0.0,0,1.154034226538648,395.9976853333333,-8.46641322426153,0.3998313642590235,7.962850693713309,0.003953557248033619,80.91023150067579,1.2454663953903913
2025-01-01 00:20:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.7398205184520826e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.7398205184520826e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.268702170007396,0.0,2.8,-76.88728812202544,-676.1023673760924,-0.0,-0.0,607.853161706226,0.0,6.0,0.04523561821295888,0.0,0,1.1538785738507449,395.9976853333333,-8.638082452159132,0.40001639836242714,7.961022118987568,0.003954307546296522,80.83333460950686,1.245484171267307
2025-01-01 00:21:00,0.23010628710398112,0.15029762487315262,0.0,0.003835104785066352,0.002504960414552544,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0,0.15029762487315262,0,1,0.0,0.0,Off,0.03964239414865571,0.029731795611491772,On,0.0,0,Off,0.004278193530701754,0.0,On,0.009370658637632714,0,On,0.009062601771443071,0,On,0.16075443901554787,0.12056582926166086,On,0,0,Off,Off,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0,0.0,2276.8694622222224,Off,0.0,0.0,3.740266348491635e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.740266348491635e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.264309528130854,0.0,2.8,-76.70032237554238,-675.7487797505917,-0.0,-0.0,607.853161706226,0.0,6.0,0.04522928423986663,0.0,0,1.1537170056854977,395.9976853333333,-8.804704331176815,0.4002056010654088,7.959925545939645,0.003955057120779467,80.75775013523926,1.2455026446999158
