Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.23010628710398112,0.15029762487315262,0.0,0.23010628710398112,0.15029762487315262,0.0,0.013648852168334467,0.006998,0.20945943493564664,0.0,0.0,0.0,0.0,0.0,0.15029762487315262,0.0,1.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004278193530701754,0.0,0.009370658637632716,0.0,0.009062601771443071,0.0,0.16075443901554787,0.12056582926166086,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2276.8694622222224,0.0,0.0,3.746221481964401e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.746221481964401e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.204602280837175,0.0,2.8,-72.03992174329935,-670.9638963560905,0.0,0.0,607.853161706226,0.0,6.0,0.04514314164647158,0.0,0.0,1.151519664370374,395.9976853333333,-8.929187093434969,0.4023828124540846,7.938580937308938,0.003961303863851653,80.30445428837676,1.2456964194416646
2025-01-01 01:00:00,0.2287943627354621,0.14955432998286533,0.0,0.2287943627354621,0.14955432998286533,0.0,0.013327987653531836,0.006998,0.20846837508193025,0.0,0.0,0.0,0.0,0.0,0.14955432998286533,0.0,1.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.003957329015899122,0.0,0.009370658637632716,0.0,0.009062601771443071,0.0,0.16075443901554787,0.12056582926166086,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2276.8694622222224,0.0,0.0,3.7832947265867586e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.7832947265867586e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,13.833810600590798,0.0,2.5,-4.921771089749011,-596.9301264854305,0.0,0.0,606.5412373377071,0.0,6.0,0.0404555679151991,0.0,0.0,1.031948160640789,395.9976853333333,-14.532881942025636,0.4170452063733945,7.816679250311003,0.004008090873669731,100.03341358024599,1.247331346802533
2025-01-01 02:00:00,0.22780330288174572,0.14881103509257804,0.0,0.22780330288174572,0.14881103509257804,0.0,0.013327987653531836,0.006998,0.20747731522821386,0.0,0.0,0.0,0.0,0.0,0.14881103509257804,0.0,1.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.003957329015899122,0.0,0.009370658637632716,0.0,0.009062601771443071,0.0,0.16075443901554787,0.12056582926166086,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2276.8694622222224,0.0,0.0,3.816187076171534e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.816187076171534e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,13.504895443485323,0.0,1.6500000000000001,25.76612528526845,-563.4259377103303,0.0,0.0,605.5501774839906,0.0,6.0,0.036303016622676126,0.0,0.0,0.9260241089189577,395.9976853333333,-16.35811448839187,0.43286281410713945,7.734617711606576,0.00407234403144835,121.35480541999661,1.2487143578765556
2025-01-01 03:00:00,0.2296322707873946,0.14997086975974872,0.012553888622805242,0.2296322707873946,0.14997086975974872,0.012553888622805242,0.013171539562982233,0.006998,0.20946273122441236,0.0,0.012553888622805242,0.0,0.0,0.0,0.14997086975974872,0.0,1.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.003743419339364035,0.0,0.009428120223618199,0.0,0.009501571544747345,0.0,0.16329194509215847,0.12246895881911882,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2276.8694622222224,277.55749667727844,39.6624030690595,3.8568674159478175e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.10148634797730637,277.55749667727844,277.55749667727844,3.8568674159478175e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,13.098088609106666,0.0,1.6500000000000001,24.10337869812212,-565.3631432591956,0.0,0.0,607.2015199642768,0.0,6.0,0.03781883819401844,0.0,0.0,0.964689967860432,395.9976853333333,-17.734998006959163,0.45138542601400894,7.61389345072015,0.0041358171841847265,91.82238579361373,1.250441226583779
2025-01-01 04:00:00,0.34132014428835566,0.1524680387105385,0.14726486718380027,0.34132014428835566,0.1524680387105385,0.1472648671838003,0.014387073112675154,0.006998,0.21416584040644973,0.10576923076923077,0.050215554491220976,0.09704931269257931,0.0,0.0,0.1524680387105385,0.0,1.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.003743419339364035,0.0,0.01064365377331112,0.0,0.010875122125731685,0.0,0.1676125635469279,0.12570942266019589,0.0,0.0,2382.6386929914534,20.000000000000057,0.8005208676345467,0.0,2.8442349903383874,0.10576923076923077,1.0,2276.8694622222224,2276.8694622222224,1110.2299867091137,158.64961227623806,3.670417991775328e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.4059453919092256,1110.2299867091137,1110.2299867091137,3.670417991775328e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.962620389073797,-4.427741449741962,0.55,2150.1251785332993,-807.3927616776716,0.0,0.0,612.8177194041732,0.0,6.0,0.04239408955712096,0.0,0.0,1.081396331704334,395.9976853333333,-37.93847218465573,0.40434847425624043,8.540318113598437,0.004175761378891862,81.02966669819475,1.241750855694489
2025-01-01 05:00:00,0.3637186942993329,0.1577145039770442,0.155074553710778,0.3637186942993329,0.1577145039770442,0.155074553710778,0.024225332201367997,0.006998,0.22672613132873412,0.10576923076923077,0.05802524101819866,0.09704931269257931,0.0,0.0,0.1577145039770442,0.0,1.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0041712386924342105,0.0,0.020054093508933786,0.0,0.016440126026008445,0.0,0.17460785056893555,0.13095588792670163,0.0,0.0,2382.6386929914534,20.000000000000057,0.8005208676345467,0.0,2.8442349903383874,0.10576923076923077,1.0,2276.8694622222224,2276.8694622222224,1282.8965689443978,183.32331651105997,3.46401436938019e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.4690793409416196,1282.8965689443978,1282.8965689443978,3.46401436938019e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.02660926181995,-2.4733907381801097,-0.25000000000000006,1949.8698835502769,-1036.1240262229044,0.0,0.0,634.72659932361,0.0,6.0,0.04557452513636798,0.0,0.0,1.1625234747695392,395.9976853333333,-31.371382541882046,0.35788066574761274,9.547319910392893,0.004225989514421503,62.76625261688775,1.2322505984130525
2025-01-01 06:00:00,0.39979001860483715,0.16624781671361177,0.14468840050714318,0.39979001860483715,0.16624781671361177,0.14468840050714316,0.0401111900948276,0.006998,0.24691159774077878,0.10576923076923077,0.04763908781456385,0.09704931269257931,0.0,0.0,0.16624781671361177,0.0,1.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.00470601288377193,0.0,0.035405177211055676,0.0,0.02524784212262968,0.0,0.18400348117692616,0.13800261088269458,0.0,0.0,2382.6386929914534,20.000000000000057,0.8005208676345467,0.0,2.8442349903383874,0.10576923076923077,1.0,2276.8694622222224,2276.8694622222224,1053.2661516352305,150.50959583241362,3.3287412789206884e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.38511708909760395,1053.2661516352305,1053.2661516352305,3.3287412789206884e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.379376770359027,-1.120623229641032,0.3,1898.9025353827576,-1132.3341795935382,0.0,0.0,670.1402294865549,0.0,6.0,0.047648198088120215,0.0,0.0,1.215419110614199,395.9976853333333,-21.54220750171227,0.329891114706703,10.17399562312175,0.0042431081927485305,18.980314934250135,1.2265187225824465
2025-01-01 07:00:00,0.40769551332888854,0.16902030484382013,0.1406959719741929,0.4076955133288886,0.16902030484382013,0.1406959719741929,0.04120476461966765,0.006998,0.2537235179399901,0.10576923076923077,0.043646659281613584,0.09704931269257931,0.0,0.0,0.16902030484382013,0.0,1.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.004385148368969297,0.0,0.03681961625069836,0.0,0.028363111481563234,0.0,0.18571801230977117,0.13928850923232836,0.0,0.0,2382.6386929914534,20.000000000000057,0.8005208676345467,0.0,2.8442349903383874,0.10576923076923077,1.0,2276.8694622222224,2276.8694622222224,964.996412866352,137.89602927498598,3.238180812725015e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.35284207029319314,964.996412866352,964.996412866352,3.238180812725015e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.285004778063758,-0.2176442380287714,-0.55,1676.7744246114232,-1317.3726567528493,0.0,0.0,620.6050420793072,1.0621187166172699,5.1315,0.050346677935264005,0.0,0.0,1.2842524371076844,338.6770203813333,-9.096653706488029,0.3118051663006117,10.575853595083041,0.004244702779197582,-13.653730152538014,1.2227180895707241
2025-01-01 08:00:00,0.4245379705828098,0.17284975577322842,0.15981875580660557,0.42453797058280973,0.17284975577322842,0.15981875580660554,0.0449973504357639,0.006998,0.2667733893778151,0.10576923076923077,0.06276944311402623,0.09704931269257931,0.0,0.0,0.17284975577322842,0.0,1.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0033155999862938598,0.0,0.04168175044947005,0.0,0.036307048346843805,0.0,0.18983288702859918,0.14237466527144935,0.0,0.0,2382.6386929914534,20.000000000000057,0.8005208676345467,0.0,2.8442349903383874,0.10576923076923077,1.0,2276.8694622222224,2276.8694622222224,1387.7874833863925,198.31201534529757,3.184896693674154e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.5074317398865319,1387.7874833863925,1387.7874833863925,3.184896693674154e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.817793735655606,0.0,-1.4,1543.7297813311059,-1482.82758208341,0.0,0.0,628.3485096042436,87.26618061113226,4.997999999999999,0.05285696376495862,0.0,0.0,1.3482852755556831,329.86607188266663,15.570160818819055,0.30159174990122767,10.809781197887592,0.004242031844027461,15.052360752321826,1.2210693425442543
2025-01-01 09:00:00,1.0027108676605307,0.2654746543166687,0.10752174517352918,1.0027108676605307,0.26547465431666867,0.10752174517352919,0.05823480448265238,0.006998,0.8828306272804424,0.0546474358974359,0.057379600282363205,0.05014214489116598,0.0,0.0,0.2654746543166687,0.0,1.0,0.5857812139549562,0.0834693022940479,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0026738709566885965,0.0,0.05556093352596378,0.0,0.054375610628658415,0.0,0.20204034869445567,0.1515302615208417,0.0,0.0,1231.0299913789174,20.000000000000057,0.41360244827784914,0.0,1.4695214116748334,0.0546474358974359,0.5166666666666667,1176.3825554814816,2276.8694622222224,1268.6219141521105,181.28349730667483,3.1888802673544585e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.46385994459726365,1268.6219141521105,1268.6219141521105,3.1888802673544585e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,19.77286018150041,-0.036622521156900886,-0.85,724.5197204351847,-1415.397395543337,0.0,0.0,846.7418294686801,287.8823140448558,4.997999999999999,0.051964119752802664,0.0,0.0,1.3255104442144252,329.86607188266663,62.14529513092442,0.3067876561135152,10.856747301855185,0.004300447685154889,240.13061444490526,1.2218279935384608
