Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,1.7967450570290258,0.23746431840955448,1.1693500000000001,0.02994575095048376,0.003957738640159241,0.01948916666666667,0.046929968993356524,0.0,0.33557342136900253,1.3642416666666668,0.05,1.1693500000000001,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,On,22960.137099732743,19.444444444444457,0.8,5820.320869156149,34.27027037777778,1.3642416666666668,1,27416.216302222223,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,20.971727834016466,51.666666666666686,46.10666666666668,0.0,51.04333269176556,0.0,0.0,0.0,20.971727834016466,49.18825013908173,51.04333269176556,48.26070886273981,12.43753247303448,19.477570163783923,0.0,10.815588620894742,2.8,9.236100170605994,19416.717579469732,2184.476005534707,-3993.780164462413,-0.0,-0.0,628.1541545112443,0.0,4.0,0.18375269921384477,0.0,0,1.3401213397704868,263.9984568888889,-177.7935103118404,0.2020607080927391,9.026672990883348,0.002783000801220779,-39.30117690340684,1.2206122625287366,0.350529604185744,-3661.657964748344,25.813101126902918
2025-01-01 00:01:00,0.432503390362359,0.23746431840955448,0.0,0.00720838983937265,0.003957738640159241,0.0,0.046929968993356524,0.0,0.33557342136900253,0.0,0.05,0.0,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,20.829724632823925,51.666666666666686,46.10666666666668,0.0,51.04121960845966,0.0,0.0,0.0,20.829724632823925,49.186484215300254,51.04121960845966,48.25911651872056,12.43753247303448,19.677430653885622,0.0,10.96912916321521,2.8,9.236100170605994,-3638.8696488983437,-3712.784402853973,-4069.76933625827,-0.0,-0.0,628.1541545112443,0.0,4.0,0.18503156031260015,0.0,0,1.3494481635743099,263.9984568888889,-197.25446715131832,0.20014184092589235,9.141863965305758,0.0027828944797061352,-40.97661483461626,1.2233423820285065,0.3509763469084738,-3736.5540095020137,23.76960664804015
2025-01-01 00:02:00,0.432503390362359,0.23746431840955448,0.0,0.00720838983937265,0.003957738640159241,0.0,0.046929968993356524,0.0,0.33557342136900253,0.0,0.05,0.0,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,20.92084534988371,51.666666666666686,46.10666666666668,0.0,51.03911940472506,0.0,0.0,0.0,20.92084534988371,49.18473024889455,51.03911940472506,48.2575356709793,12.43753247303448,19.54627592840029,0.0,10.785806102304045,2.8,9.236100170605994,-3589.320820283445,-3620.5480699723767,-4019.838303610599,-0.0,-0.0,628.1541545112443,0.0,4.0,0.18419281677049013,0.0,0,1.3433311480192445,263.9984568888889,-197.63667118409023,0.20177141358916123,9.081498114574163,0.002782783873019325,-39.772275621910254,1.2238906330944608,0.35044288279672753,-3647.150268854027,26.602198881650438
2025-01-01 00:03:00,0.432503390362359,0.23746431840955448,0.0,0.00720838983937265,0.003957738640159241,0.0,0.046929968993356524,0.0,0.33557342136900253,0.0,0.05,0.0,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,21.009307030074805,51.666666666666686,46.10666666666668,0.0,51.03701100296564,0.0,0.0,0.0,21.009307030074805,49.1829686096713,51.03701100296564,48.25594741302413,12.43753247303448,19.418889243159104,0.0,10.615253629707082,2.8,9.236100170605994,-3543.159538761729,-3535.316332688934,-3971.5778040974956,-0.0,-0.0,628.1541545112443,0.0,4.0,0.18337639450400264,0.0,0,1.337376923094851,263.9984568888889,-199.73588917547795,0.2033684888088495,9.022367709392,0.0027826765652524386,-38.600760862996694,1.2244236035312244,0.3499458504597347,-3564.195987112237,28.879654423303307
2025-01-01 00:04:00,0.432503390362359,0.23746431840955448,0.0,0.00720838983937265,0.003957738640159241,0.0,0.046929968993356524,0.0,0.33557342136900253,0.0,0.05,0.0,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,21.095284590979894,51.666666666666686,46.10666666666668,0.0,51.03489464365497,0.0,0.0,0.0,21.095284590979894,49.18119952153463,51.03489464365497,48.254351960474466,12.43753247303448,19.2950224464286,0.0,10.456265655971505,2.8,9.236100170605994,-3493.6060738626625,-3455.9928356937694,-3924.8744120287565,-0.0,-0.0,628.1541545112443,0.0,4.0,0.18258084049174336,0.0,0,1.3315748918140589,263.9984568888889,-196.88581634515032,0.20493510865870276,8.965047737999278,0.00278257246362958,-37.4599954930779,1.2249422922511746,0.34948188334288255,-3487.0591437715357,31.06630807776635
2025-01-01 00:05:00,0.432503390362359,0.23746431840955448,0.0,0.00720838983937265,0.003957738640159241,0.0,0.046929968993356524,0.0,0.33557342136900253,0.0,0.05,0.0,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,21.17886015619334,51.666666666666686,46.10666666666668,0.0,51.03277055144981,0.0,0.0,0.0,21.17886015619334,49.179423193659744,51.03277055144981,48.25274951476472,12.43753247303448,19.174559135383383,0.0,10.307851364286119,2.8,9.236100170605994,-3442.7197973121397,-3382.1074732107018,-3879.66626785797,-0.0,-0.0,628.1541545112443,0.0,4.0,0.18180553496016758,0.0,0,1.325920534124882,263.9984568888889,-191.20768396541342,0.20647174103756505,8.909479285590448,0.0027824714812921237,-36.34904303403097,1.2254471503965754,0.3490482163432964,-3415.220440792834,33.112967582132235
2025-01-01 00:06:00,0.432503390362359,0.23746431840955448,0.0,0.00720838983937265,0.003957738640159241,0.0,0.046929968993356524,0.0,0.33557342136900253,0.0,0.05,0.0,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,21.260121204589517,51.666666666666686,46.10666666666668,0.0,51.03063894358003,0.0,0.0,0.0,21.260121204589517,49.17763982830663,51.03063894358003,48.251140270669936,12.43753247303448,19.05737529619163,0.0,10.16915582856153,2.8,9.236100170605994,-3392.697233441521,-3313.210321011049,-3835.889912801946,-0.0,-0.0,628.1541545112443,0.0,4.0,0.18104980084655492,0.0,0,1.3204089121613525,263.9984568888889,-184.961475150819,0.20797901449432968,8.854912521497798,0.0027823735341603144,-35.266893745856564,1.2259386635759921,0.34864245998012194,-3348.232976344561,35.02265533351183
2025-01-01 00:07:00,0.432503390362359,0.23746431840955448,0.0,0.00720838983937265,0.003957738640159241,0.0,0.046929968993356524,0.0,0.33557342136900253,0.0,0.05,0.0,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,21.33916594042602,51.666666666666686,46.10666666666668,0.0,51.02850002936453,0.0,0.0,0.0,21.33916594042602,49.17584962036911,51.02850002936453,48.2495244158714,12.43753247303448,18.943331677924967,-0.001112766519490549,10.039429880054795,2.8,9.236100170605994,-3344.2684721928863,-3248.9083949959786,-3793.477475231761,-0.0,-0.0,628.1541545112443,0.0,4.0,0.18031285420319168,0.0,0,1.31503430853774,263.9984568888889,-178.9451514723696,0.20945782071461108,8.801969094157618,0.002782278541118411,-34.21239738403183,1.2264173839076893,0.34826251643978484,-3285.706384608296,36.79798961231751
2025-01-01 00:08:00,0.432503390362359,0.23746431840955448,0.0,0.00720838983937265,0.003957738640159241,0.0,0.046929968993356524,0.0,0.33557342136900253,0.0,0.05,0.0,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,21.416091071942848,51.666666666666686,46.10666666666668,0.0,51.02635400924154,0.0,0.0,0.0,21.416091071942848,49.17405275647172,51.02635400924154,48.24790213008681,12.43753247303448,18.83229114570856,-0.11215329873589752,9.91800702670301,2.8,9.236100170605994,-3297.4941893602704,-3188.8506101641988,-3752.363156243578,-0.0,-0.0,628.1541545112443,0.0,4.0,0.17959391594632415,0.0,0,1.3097910413415161,263.9984568888889,-173.28518762793686,0.21090909212080894,8.749898099135034,0.0027821864243831305,-33.184414994738134,1.2268838572419394,0.3479065152002051,-3227.294710060364,38.44409989616522
2025-01-01 00:09:00,0.432503390362359,0.23746431840955448,0.0,0.00720838983937265,0.003957738640159241,0.0,0.046929968993356524,0.0,0.33557342136900253,0.0,0.05,0.0,0.0,0.0,0.22288098507622114,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.006816077302631578,0.0,On,0.04011389169072495,0,On,0.03839877460070759,0,On,0.26210989628576575,0.19658242221432426,On,0,0,Off,Off,0.0,19.444444444444457,0.0,0.0,0.0,0.0,0,0.0,27416.216302222223,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,13997.076266666667,Off,0.0,0.0,21.490987000152717,51.666666666666686,46.10666666666668,0.0,51.02420107490397,0.0,0.0,0.0,21.490987000152717,49.17224941509568,51.02420107490397,48.24627358519154,12.43753247303448,18.724125512208776,-0.22031893223568133,9.804287415122621,2.8,9.236100170605994,-3252.2831800491435,-3132.720639308424,-3712.4856733076563,-0.0,-0.0,628.1541545112443,0.0,4.0,0.1788922566139639,0.0,0,1.304673790555171,263.9984568888889,-167.9516612527315,0.212333708333403,8.699319293020942,0.0027820971094574174,-32.18187942193744,1.2273385942885648,0.34757276852678903,-3172.687911176856,39.96727186843175
