occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_dishwasher,dishwasher,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.617,0.0209,0.0515,0.0,0.0,0.0,0.0,0.0,0.8,0.0769,0,0,0,0
1.0,0.631,0.0221,0.0521,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.631,0.0221,0.0521,0.0,0.0,0.0,0.0,0.0,1.0,0.0769,0,0,0,0
1.0,0.631,0.0221,0.0521,0.0,0.0,0.0,0.0,0.0,0.267,0.0769,0,0,0,0
1.0,0.631,0.0293,0.0904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.631,0.0311,0.0999,0.0,0.0,0.0,0.0,0.0,0.0,0.0769,0,0,0,0
1.0,0.659,0.0372,0.12,0.0,0.0,0.0,0.0,0.0,0.8,0.0,0,0,0,0
1.0,0.666,0.0388,0.125,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0,0,0
1.0,0.689,0.0558,0.247,0.0,0.0,0.0,0.0,0.0,0.267,0.0,0,0,0,0
1.0,0.695,0.06,0.277,0.0,0.0,0.0,0.0,0.0,0.0,0.143,0,0,0,0
1.0,0.66,0.0482,0.217,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0,0,0,0
1.0,0.651,0.0453,0.201,0.0,0.0,0.0,0.0,0.0,0.0,0.347,0,0,0,0
1.0,0.721,0.0741,0.318,0.0,0.0,0.0,0.0,0.0,0.0,0.0696,0,0,0,0
1.0,0.739,0.0813,0.348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.786,0.0987,0.427,0.0,0.0,0.0,0.0,0.0,0.0,0.416,0,0,0,0
1.0,0.798,0.103,0.447,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.8,0.763,0.0996,0.384,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.754,0.0987,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0,0,0,0
0.75,0.754,0.0987,0.369,0.0,0.0,0.0,0.0,0.0,0.0,0.154,0,0,0,0
0.55,0.702,0.0766,0.284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.69,0.0804,0.268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0
