Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.759022717806676,51.666666666666686,46.10666666666668,0.0,51.08446658009699,0.0,0.0,0.0,24.759022717806676,51.13083899282629,51.15402519919095,51.08446658009699,12.43753247303448,15.971891971493537,-1.8614413618398338,2.8,-55.78087390416874,-934.3773795697549,-0.0,-0.0,380.19560443036806,0.0,2.0,0.054432277234213504,0.0,0,0.7601194887856454,131.99922844444444,4.576079012995912,0.25713844339949105,7.435863871589915,0.002839524197848054,21.206506004216177,1.2353703675389827
2025-01-01 00:01:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.7512064455383,51.666666666666686,46.10666666666668,0.0,51.080793890676645,0.0,0.0,0.0,24.7512064455383,51.12736427141649,51.150649461786415,51.080793890676645,12.43753247303448,15.97951043536144,-1.8538228979719307,2.8,-57.974285093006074,-935.1308468126504,-0.0,-0.0,380.19560443036806,0.0,2.0,0.05444468041939932,0.0,0,0.7602926930545426,131.99922844444444,3.136135067053969,0.2577738464396863,7.461520727323682,0.002839632735453476,21.16863548494076,1.2389463165543568
2025-01-01 00:02:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.74366290697313,51.666666666666686,46.10666666666668,0.0,51.07712239412523,0.0,0.0,0.0,24.74366290697313,51.12389064695501,51.14727477336991,51.07712239412523,12.43753247303448,15.98674271973189,-1.8465906136014816,2.8,-60.08462896310266,-935.8463379983234,-0.0,-0.0,380.19560443036806,0.0,2.0,0.054456454263675444,0.0,0,0.7604571088928457,131.99922844444444,1.7412823826305557,0.25766448702219963,7.465154841632142,0.0028397407665219955,21.131812894839666,1.238915245574107
2025-01-01 00:03:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.736377668127695,51.666666666666686,46.10666666666668,0.0,51.07345204989076,0.0,0.0,0.0,24.736377668127695,51.12041808116598,51.14390109680359,51.07345204989076,12.43753247303448,15.993609282526744,-1.8397240508066268,2.8,-62.142081672972836,-936.5258439961599,-0.0,-0.0,380.19560443036806,0.0,2.0,0.05446763216621902,0.0,0,0.7606132027033353,131.99922844444444,0.36333567059672855,0.2575611829910743,7.4685849244285505,0.002839848612376372,21.095931875322687,1.2388857432819644
2025-01-01 00:04:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.72933771299916,51.666666666666686,46.10666666666668,0.0,51.06978281956695,0.0,0.0,0.0,24.72933771299916,51.11694653779918,51.14052839691529,51.06978281956695,12.43753247303448,16.000128569703524,-1.8332047636298476,2.8,-63.76004837030018,-937.1711604564177,-0.0,-0.0,380.19560443036806,0.0,2.0,0.05447824423993696,0.0,0,0.7607613949976744,131.99922844444444,-0.6093145664726984,0.25746362307908943,7.471821269490275,0.0028399562776763986,21.060945876143048,1.2388577304194157
2025-01-01 00:05:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.722523466768152,51.666666666666686,46.10666666666668,0.0,51.06611466668244,0.0,0.0,0.0,24.722523466768152,51.1134759824311,51.137156640305435,51.06611466668244,12.43753247303448,16.006328343126565,-1.827004990206806,2.8,-64.77950726793836,-937.7850089935823,-0.0,-0.0,380.19560443036806,0.0,2.0,0.05448833575123963,0.0,0,0.7609023178986115,131.99922844444444,-1.0149249269463798,0.2573713437647011,7.475465396939566,0.002840063766852184,21.02678500038169,1.2388310878414426
2025-01-01 00:06:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.715913363424203,51.666666666666686,46.10666666666668,0.0,51.06244755767563,0.0,0.0,0.0,24.715913363424203,51.11000638338539,51.133785796240275,51.06244755767563,12.43753247303448,16.012239194521925,-1.8210941388114463,2.8,-65.71375091338575,-938.3703956146187,-0.0,-0.0,380.19560443036806,0.0,2.0,0.054497956560746616,0.0,0,0.7610366676847262,131.99922844444444,-1.3637819513573612,0.2572838361055409,7.478362406844161,0.002840171083988353,20.99337226818768,1.238805684309902
2025-01-01 00:07:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.7094966093299,51.666666666666686,46.10666666666668,0.0,51.05878146219064,0.0,0.0,0.0,24.7094966093299,51.10653771201231,51.13041583692315,51.05878146219064,12.43753247303448,16.01787642191763,-1.8154569114157404,2.8,-66.56143380450851,-938.9288151843542,-0.0,-0.0,380.19560443036806,0.0,2.0,0.054507131626292116,0.0,0,0.7611647928796728,131.99922844444444,-1.6530452727446256,0.2572008435420874,7.48110670995354,0.0028402782327888155,20.96066907299213,1.2387814541338689
2025-01-01 00:08:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.70326295928352,51.666666666666686,46.10666666666668,0.0,51.05511635147609,0.0,0.0,0.0,24.70326295928352,51.1030699411769,51.12704673602732,51.05511635147609,12.43753247303448,16.02325454647851,-1.810078786854863,2.8,-67.35098224665649,-939.4616879265164,-0.0,-0.0,380.19560443036806,0.0,2.0,0.05451588463468716,0.0,0,0.7612870242579035,131.99922844444444,-1.9097209727303088,0.2571221229052913,7.483706406884627,0.0028403852167668384,20.92863876455443,1.2387583349676474
2025-01-01 00:09:00,0.7703661213328368,0.12497501956651376,0.00172224588624609,0.012839435355547279,0.0020829169927752294,2.87040981041015e-05,0.0814323477177879,0.0,0.17510895139282667,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11914168623318042,0.0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03964239414865571,0.029731795611491772,On,0,0,Off,0.020472697368421052,0.0,On,0.060959650349366845,0,On,0.016253369748586072,0,On,0.11921318749558489,0.08940989062168864,On,0.00172224588624609,On,0,0,Off,On,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1,493.8248222222222,493.8248222222222,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,652.6693644444445,Off,0.0,0.0,24.697203257444745,51.666666666666686,46.10666666666668,0.0,51.05145219830366,0.0,0.0,0.0,24.697203257444745,51.099603045182064,51.123678468621264,51.05145219830366,12.43753247303448,16.028386543408757,-1.8049467899246139,2.8,-68.10346780415102,-939.970282950387,-0.0,-0.0,380.19560443036806,0.0,2.0,0.054524236750764725,0.0,0,0.7614036573757105,131.99922844444444,-2.153611506354369,0.25704745697766973,7.486168737137178,0.002840492039254672,20.89724857834629,1.238736271103502
