Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Lighting Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.7390425179160933,0.11895295878771539,0.00172224588624609,0.7390425179160933,0.1189529587877154,0.00172224588624609,0.06529285695688782,0.0,0.1599248387369832,0.49382482222222224,0.020000000000000004,0.00172224588624609,0.0,0.0,0.11311962545438205,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.020472697368421052,0.0,0.04482015958846677,0.0,0.00909867146447377,0.0,0.11118377312385373,0.08338782984289028,0.00172224588624609,0.0,0.0,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.62009580164727,51.66666666666668,46.10666666666668,0.0,50.976589140839415,0.0,0.0,0.0,24.62009580164727,51.02875890236238,51.054843783123864,50.976589140839415,12.43753247303448,16.066915554029382,-1.766417779303989,2.8,-104.50392615243055,-943.7942535463363,0.0,0.0,349.4340600196457,0.0,2.0,0.05458692483853032,0.0,0.0,0.7622790651235859,131.99922844444444,-3.96855484796222,0.2565945673432507,7.507285845992588,0.0028426187815792383,20.262655961681318,1.2385095312430283
2025-01-01 01:00:00,0.7170222840895994,0.11445473188241266,0.0009002648950831835,0.7170222840895994,0.11445473188241265,0.0009002648950831835,0.053720934443379574,0.0,0.1494765274239976,0.49382482222222224,0.020000000000000004,0.0009002648950831835,0.0,0.0,0.10862139854907932,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.01893724506578947,0.0,0.034783689377590105,0.0,0.004647996025225155,0.0,0.10617719710383315,0.07963289782787485,0.0009002648950831835,0.0,0.0,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.466333474191753,51.66666666666668,46.10666666666668,0.0,50.77498433778376,0.0,0.0,0.0,24.466333474191753,50.82212718178792,50.84569860379,50.77498433778376,12.43753247303448,16.078773354243964,-1.7545599790894082,2.5,-73.78451289978983,-889.2317606921787,0.0,0.0,327.7642865145533,0.0,2.0,0.05029605355296628,0.0,0.0,0.7023591967338453,131.99922844444444,-6.141860944386774,0.257011943425934,7.521327527081593,0.0028492951585277486,28.020976592485724,1.23851389241597
2025-01-01 02:00:00,0.7160312242358831,0.11371143699212537,0.0007436970872426299,0.7160312242358831,0.11371143699212537,0.0007436970872426299,0.053720934443379574,0.0,0.14848546757028122,0.49382482222222224,0.020000000000000004,0.0007436970872426299,0.0,0.0,0.10787810365879201,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.01893724506578947,0.0,0.034783689377590105,0.0,0.004647996025225155,0.0,0.10617719710383315,0.07963289782787485,0.0007436970872426299,0.0,0.0,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.32099860208651,51.66666666666668,46.10666666666668,0.0,50.607794181651464,0.0,0.0,0.0,24.32099860208651,50.61674580315642,50.62122161390891,50.607794181651464,12.43753247303448,16.08089412742122,-1.752439205912151,1.6500000000000001,-66.46182631797872,-880.8995506377034,0.0,0.0,326.77322666083694,0.0,2.0,0.04662378332060647,0.0,0.0,0.6510777822213992,131.99922844444444,-6.160324563334327,0.2579541494215737,7.535438257381758,0.002860170461410111,41.88608824718627,1.2384966892962666
2025-01-01 03:00:00,0.7140165295137456,0.11296814210183807,0.0005871292794020762,0.7140165295137456,0.11296814210183807,0.0005871292794020762,0.05269729957495853,0.0,0.14749440771656483,0.49382482222222224,0.020000000000000004,0.0005871292794020762,0.0,0.0,0.10713480876850473,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.01791361019736842,0.0,0.034783689377590105,0.0,0.004647996025225155,0.0,0.10617719710383315,0.07963289782787485,0.0005871292794020762,0.0,0.0,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.239394553933653,51.66666666666668,46.10666666666668,0.0,50.39140814122374,0.0,0.0,0.0,24.239394553933653,50.412297007513715,50.422741440658704,50.39140814122374,12.43753247303448,15.991969728682133,-1.8413636046512385,1.6500000000000001,-100.16649236129128,-913.3133694418783,0.0,0.0,324.7585319386995,0.0,2.0,0.04872145397825724,0.0,0.0,0.6803707023223416,131.99922844444444,-5.436477080334553,0.26050759230730697,7.506719373658741,0.0028721770034176373,19.366208635993647,1.2388686109094935
2025-01-01 04:00:00,0.7130254696600292,0.11222484721155078,0.0006262712313622146,0.7130254696600292,0.11222484721155078,0.0006262712313622146,0.05269729957495853,0.0,0.14650334786284844,0.49382482222222224,0.020000000000000004,0.0006262712313622146,0.0,0.0,0.10639151387821744,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.01791361019736842,0.0,0.034783689377590105,0.0,0.004647996025225155,0.0,0.10617719710383315,0.07963289782787485,0.0006262712313622146,0.0,0.0,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.1702381077713,51.66666666666668,46.10666666666668,0.0,50.17586573408518,0.0,0.0,0.0,24.1702381077713,50.20853914381051,50.22487584867317,50.17586573408518,12.43753247303448,15.886065295320348,-1.9472680380130225,0.55,-195.47561555856703,-1008.5581561682,0.0,0.0,323.76747208498307,0.0,2.0,0.05007677648748712,0.0,0.0,0.6992971023408944,131.99922844444444,-4.509753697572314,0.2624559344179239,7.455784665288167,0.0028754677135750233,40.33033014636518,1.238738460509808
2025-01-01 05:00:00,0.7150727393968713,0.11222484721155078,0.0007045551352824914,0.7150727393968713,0.11222484721155078,0.0007045551352824914,0.054744569311800634,0.0,0.14650334786284844,0.49382482222222224,0.020000000000000004,0.0007045551352824914,0.0,0.0,0.10639151387821744,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.019960879934210526,0.0,0.034783689377590105,0.0,0.004647996025225155,0.0,0.10617719710383315,0.07963289782787485,0.0007045551352824914,0.0,0.0,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.181654992161395,51.66666666666668,46.10666666666668,0.0,49.960590441867346,0.0,0.0,0.0,24.181654992161395,50.004929098825976,50.0270984273053,49.960590441867346,12.43753247303448,15.665898839216158,-2.167434494117214,-0.25000000000000006,-221.3507526743611,-1037.2045442656154,0.0,0.0,325.8147418218252,0.0,2.0,0.0494986857914128,0.0,0.0,0.6912243553110209,131.99922844444444,-3.7857724527931222,0.2678953894120269,7.369206079115595,0.0028955471098097447,47.0410739966136,1.2390456866645365
2025-01-01 06:00:00,0.7400464126771097,0.11565975077350131,0.0010176907509635987,0.7400464126771096,0.1156597507735013,0.0010176907509635987,0.0736548126963553,0.0,0.152566777758532,0.49382482222222224,0.020000000000000004,0.0010176907509635987,0.0,0.0,0.10982641744016797,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.022519967105263158,0.0,0.051134845591092146,0.0,0.006131554504974693,0.0,0.1087749488123344,0.08158121160925078,0.0010176907509635987,0.0,0.0,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.101636565623323,51.66666666666668,46.10666666666668,0.0,49.74574330824164,0.0,0.0,0.0,24.101636565623323,49.80161995635452,49.829558280410964,49.74574330824164,12.43753247303448,15.575874318306285,-2.257459015027087,0.3,-150.13455918992577,-988.5569777263402,0.0,0.0,350.6065724824683,0.0,2.0,0.04925249636235651,0.0,0.0,0.6877864432399626,131.99922844444444,-6.008976168276218,0.2699930555615135,7.3325346792503945,0.002901473907962467,14.369491838029955,1.2394275758596578
2025-01-01 07:00:00,0.743375914204741,0.11742973164954876,0.0012916844146845677,0.743375914204741,0.11742973164954876,0.0012916844146845677,0.07441240279691172,0.0,0.15513868918560714,0.49382482222222224,0.020000000000000004,0.0012916844146845677,0.0,0.0,0.11159639831621541,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.02098451480263158,0.0,0.05342788799428014,0.0,0.006343491430653199,0.0,0.10915280360629823,0.08186460270472365,0.0012916844146845677,0.0,0.0,493.8248222222222,18.33333333333337,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.056484085837816,51.66666666666668,46.10666666666668,0.0,49.56833273475807,0.0,0.0,0.0,24.056484085837816,49.59895377400694,49.614264293631365,49.56833273475807,12.43753247303448,15.438070176095568,-2.3952631572378045,-0.55,-281.0672233374502,-1066.262442721315,0.0,0.0,296.7209584509668,0.16982723302194394,1.1335000000000002,0.050565627067107176,0.0,0.0,0.7061236558410262,74.81056272088888,-5.35056128932423,0.2725364983611565,7.267218586593006,0.002903001744673997,-3.2541297292619826,1.2400183648608063
2025-01-01 08:00:00,0.7159334991917691,0.11594132166298725,0.0012916844146845677,0.7159334991917691,0.11594132166298725,0.0012916844146845677,0.05065002983811642,0.0,0.1514586471314304,0.49382482222222224,0.020000000000000004,0.0012916844146845677,0.0,0.0,0.1101079883296539,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.015866340460526315,0.0,0.034783689377590105,0.0,0.004647996025225155,0.0,0.10617719710383315,0.07963289782787485,0.0012916844146845677,0.0,0.0,493.8248222222222,20.000000000000057,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.122135511455102,51.66666666666668,46.10666666666668,0.0,49.383696970805744,0.0,0.0,0.0,24.122135511455102,49.39611405085838,49.40232259088471,49.383696970805744,12.43753247303448,15.14254372176357,-4.329678500458709,-1.4,-389.1092019590089,-1140.31259884625,0.0,0.0,260.6758873945007,6.907210567259791,1.0,0.052143723066549665,0.0,0.0,0.7281609760727237,65.99961422222222,-3.297312729481587,0.2782435784812231,7.130697016643718,0.002906668107380703,36.19014851102739,1.2418699452811102
2025-01-01 09:00:00,0.7358222371729172,0.11803133099209963,0.0012525424627244292,0.7358222371729173,0.11803133099209961,0.0012525424627244292,0.06516499658653346,0.0,0.15683241836416154,0.49382482222222224,0.020000000000000004,0.0012525424627244292,0.0,0.0,0.11219799765876629,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.012795435855263158,0.0,0.0523695607312703,0.0,0.007235088152473118,0.0,0.10896387620931632,0.08172290715698721,0.0012525424627244292,0.0,0.0,493.8248222222222,20.000000000000057,1.0,0.0,0.49382482222222224,0.0,1.0,493.8248222222222,493.8248222222222,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,652.6693644444445,0.0,0.0,24.133152226881034,51.66666666666668,46.10666666666668,0.0,49.16682825091072,0.004608699380702192,11.773650930639786,0.0,24.133152226881034,49.18125471153901,49.19451931226786,49.160776880496016,12.43753247303448,14.911175964148374,-4.588824035851684,-0.85,-283.30989084093744,-1056.2439892691957,0.0,0.0,280.36955783826505,33.19203923789256,1.0,0.05070096945218042,0.0,0.0,0.7080136444613855,65.99961422222222,-1.2602816322290944,0.28436193602042054,7.043613875294856,0.0029253261749659937,86.37231423884512,1.2434769347579682
