Metric,Value
Total Electric Energy (kWh),3360.8400533074955
Total Gas Energy (therms),0.0
Average Electric Power (kW),4.667833407371521
Peak Electric Power (kW),40.83415580057798
Other Electric Energy (kWh),637.4106531848282
HVAC Heating Electric Energy (kWh),2427.9822657502355
Lighting Electric Energy (kWh),77.59621321369113
Water Heating Electric Energy (kWh),217.16092115874076
HVAC Cooling Electric Energy (kWh),0.6900000000000001
Average Temperature - Indoor (C),19.39192878804738
Unmet Heating Load (C-hours),0.7209683554119024
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
