Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6591221161825703,0.3715634743928639,0.0,0.010985368603042838,0.006192724573214399,0.0,0.11403126354134914,0.5450908526412213,0.0,0.0,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,Off,0.0,0,69.54324548313001,51.666666666666686,46.10666666666668,0.0,47.391143899011354,0.4976554052238152,1212.711214206289,0.0,108.66132106739065,47.32574964631216,47.391143899011354,47.29305251996257,12.43753247303448,21.330720641747227,-0.3915015804750581,8.759400394596367,-0.6074406437985889,-2.161903271015602,2.8,9.236100170605994,-425.1458126402217,-4079.7024747020605,2430.0375974012222,2008.0629601864434,-1207.1790060820151,-0.0,-0.0,825.6716866100553,0.0,3.0,0.04998753407714296,0.0,0,0.467833862057427,197.99884266666666,-43.63849316826193,0.1871768504505121,9.988677221860168,0.0028910626718668866,78.01567382334949,1.2128519345825723,0.5368938516307498,-4169.736851230125,90.03437652806404,0.5436834545663999,2414.3046340342885,15.732963366933841,0.35214949333330053,2277.157205452243,-269.0942452657996
2025-01-01 00:01:00,0.6591221161825703,0.3715634743928639,0.0,0.010985368603042838,0.006192724573214399,0.0,0.11403126354134914,0.5450908526412213,0.0,0.0,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,Off,0.0,0,69.31730537198848,51.666666666666686,46.10666666666668,0.0,47.35155338173908,0.4982197181961787,1212.711214206289,0.0,108.308289643732,47.15006626894616,47.35155338173908,47.04932271254971,12.43753247303448,21.243359597215143,0.0,8.706876711983382,-0.3940793208198905,-2.1062838190979627,2.8,9.236100170605994,-417.0666937208048,-4040.0598168173374,2278.078694304277,1975.4960950718953,-1198.337776174285,-0.0,-0.0,825.6716866100553,0.0,3.0,0.04985647441856949,0.0,0,0.46660727332160873,197.99884266666666,-44.400604156575255,0.18874986711578115,9.974184288758176,0.0028913352474504964,78.19560577864385,1.2167555964647163,0.5366512903170151,-4131.11929368803,91.0594768706925,0.5436834545663999,2263.129812624367,14.948881679910087,0.3514600326915085,2247.22348409839,-271.7273890264948
2025-01-01 00:02:00,0.6591221161825703,0.3715634743928639,0.0,0.010985368603042838,0.006192724573214399,0.0,0.11403126354134914,0.5450908526412213,0.0,0.0,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,Off,0.0,0,69.08609894429435,51.666666666666686,46.10666666666668,0.0,47.31192705952341,0.4987858245134792,1212.711214206289,0.0,107.94702960045993,46.974429828951095,47.31192705952341,46.80568121366494,12.43753247303448,21.158005720317295,0.0,8.657504556311427,-0.19398670917506644,-2.0523857125053624,2.8,9.236100170605994,-409.4503075254315,-4002.8145899975334,2135.6378395008064,1944.2340483021808,-1189.7248359329346,-0.0,-0.0,825.6716866100553,0.0,3.0,0.04972827276748721,0.0,0,0.4654074327082389,197.99884266666666,-45.39715820255235,0.1897590072469036,9.935677703116141,0.002891607575181779,78.3709332343024,1.217108274454951,0.5364231831637944,-4094.8483817789197,92.03379178138593,0.5436834545663999,2121.3563908600536,14.281448640752945,0.35079061706784187,2218.3033527062416,-274.0693044040609
2025-01-01 00:03:00,0.6591221161825703,0.3715634743928639,0.0,0.010985368603042838,0.006192724573214399,0.0,0.11403126354134914,0.5450908526412213,0.0,0.0,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,Off,0.0,0,68.84982411863938,51.666666666666686,46.10666666666668,0.0,47.27226614460208,0.4993537146640545,1212.711214206289,0.0,107.57785018537402,46.798841420364894,47.27226614460208,46.562129058246306,12.43753247303448,21.074586345278004,0.0,8.611086215528838,-0.006305470523646509,-1.9999886335398906,2.8,9.236100170605994,-402.29374020514433,-3967.867673273381,2002.0389761843524,1915.8325725831064,-1181.3311650332248,-0.0,-0.0,825.6716866100553,0.0,3.0,0.04960282989645177,0.0,0,0.4642334115466126,197.99884266666666,-46.63426178197474,0.19075156192505258,9.898894610316606,0.002891880434428225,78.54169476301024,1.2174531519739613,0.536208634597877,-4060.7735716026036,92.90589832922238,0.5436834545663999,1988.3769110789226,13.662065105429804,0.3501386173802742,2190.2711027913656,-274.43853020825907
2025-01-01 00:04:00,0.6591221161825703,0.3715634743928639,0.0,0.010985368603042838,0.006192724573214399,0.0,0.11403126354134914,0.5450908526412213,0.0,0.0,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,Off,0.0,0,68.60867672830209,51.666666666666686,46.10666666666668,0.0,47.23257180553564,0.49992337965205885,1212.711214206289,0.0,107.20105738797201,46.62330209610939,47.23257180553564,46.31866724139627,12.43753247303448,20.993029542354616,0.0,8.567433460724859,0.16976254935545265,-1.948858995214372,2.8,9.236100170605994,-393.51948721687893,-3935.0040838518694,1876.716467574603,1888.4669346017324,-1173.147934459255,-0.0,-0.0,825.6716866100553,0.0,3.0,0.049480047016982553,0.0,0,0.4630842852742911,197.99884266666666,-46.04323936767912,0.19172801853922986,9.862327108941614,0.0028921538107411584,78.7080546279502,1.2177905133896298,0.5360067903934087,-4028.7520196698792,93.7479358180104,0.5436834545663999,1863.625849876145,13.090617698458203,0.3495012164724261,2162.9955111846375,-274.5285765829051
2025-01-01 00:05:00,0.6591221161825703,0.3715634743928639,0.4645728511809253,0.010985368603042838,0.006192724573214399,0.007742880853015421,0.11403126354134914,0.5450908526412213,0.0,0.4645728511809253,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,On,10550.56,0,70.18790441586621,51.666666666666686,46.10666666666668,0.0,47.19284516766855,0.5004948109966485,1212.711214206289,10550.56,109.66860064979096,46.44781286842351,47.19284516766855,46.075296718801,12.43753247303448,20.913302145725996,0.0,8.526371864126437,0.3349638400906155,-1.898837321774494,2.8,9.236100170605994,-383.06947383589204,-3904.1640329250135,1759.1380980013796,1862.3876682477671,-1165.1703012227938,-0.0,-0.0,825.6716866100553,0.0,3.0,0.04935988315300199,0.0,0,0.46195967039572927,197.99884266666666,-43.57085922315352,0.1926884284253257,9.827424925911808,0.0028924276902017446,78.87007862461343,1.2181204834333388,0.5358168579409991,-3998.6516594518794,94.48762652686563,0.5436834545663999,1746.5742902264606,12.563807774919127,0.3488765009063106,2136.386275865542,-273.9986076177747
2025-01-01 00:06:00,0.6591221161825703,0.3715634743928639,0.4645728511809253,0.010985368603042838,0.006192724573214399,0.007742880853015421,0.11403126354134914,0.5450908526412213,0.0,0.4645728511809253,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,On,10550.56,0,73.62860785118639,51.666666666666686,46.10666666666668,0.0,47.67474760377601,0.4936500683635109,1212.711214206289,10550.56,115.04469976747873,47.67474760377601,47.67474760377602,47.67474760377601,12.43753247303448,20.835372332084866,0.0,8.487735058464201,0.48999653003409166,-1.8497779240371999,2.8,9.236100170605994,-372.3166483966128,-3875.177517698257,1648.8060926883722,1837.3906346760493,-1157.3936231387897,-0.0,-0.0,825.6716866100553,0.0,3.0,0.04924229898579091,0.0,0,0.4608591989266172,197.99884266666666,-40.59471186787836,0.19363283960467204,9.791984831664,0.002892702059112819,79.02782977937653,1.2184431818355892,0.5356380799792427,-3970.3469079308725,95.1693902326155,0.5436834545663999,1636.727580955518,12.078511732854194,0.34826271461551106,2110.361445424326,-272.9708107482768
2025-01-01 00:07:00,0.6591221161825703,0.3715634743928639,0.4645728511809253,0.010985368603042838,0.006192724573214399,0.007742880853015421,0.11403126354134914,0.5450908526412213,0.0,0.4645728511809253,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,On,10550.56,0,77.12317065501455,51.666666666666686,46.10666666666668,0.0,48.900967558682545,0.47704923075327255,1212.711214206289,10550.56,120.50495414846023,48.90096755868255,48.90096755868255,48.900967558682545,12.43753247303448,20.759184512057576,0.0,8.451368429782194,0.6355134448436541,-1.80155865321099,2.8,9.236100170605994,-361.81931752389573,-3847.928223039768,1545.2550048360238,1813.3187577431468,-1149.8109596653421,-0.0,-0.0,825.6716866100553,0.0,3.0,0.04912721892590314,0.0,0,0.45978216342452555,197.99884266666666,-37.680044468608884,0.19456159703909298,9.758166094407375,0.002892976903989439,79.18143315069311,1.2187588274145775,0.5354697519161373,-3943.721300875332,95.79307783556335,0.5436834545663999,1533.6231696154437,11.631835220580117,0.34765838327022475,2084.8524302427013,-271.5336724995546
2025-01-01 00:08:00,0.6591221161825703,0.3715634743928639,0.4645728511809253,0.010985368603042838,0.006192724573214399,0.007742880853015421,0.11403126354134914,0.5450908526412213,0.0,0.4645728511809253,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,On,10550.56,0,80.61128140109693,51.666666666666686,46.10666666666668,0.0,50.12646154426149,0.46153748824638563,1212.711214206289,10550.56,125.95512718921395,50.12646154426149,50.1264615442615,50.12646154426149,12.43753247303448,20.684675375489075,0.0,8.417126929357643,0.7721250632276994,-1.7540771963882948,2.8,9.236100170605994,-351.68374344342794,-3822.304034628651,1448.0495868530459,1790.039410027792,-1142.4146914447213,-0.0,-0.0,825.6716866100553,0.0,3.0,0.04901455520625572,0.0,0,0.4587277424763935,197.99884266666666,-34.940738608762004,0.19547515673886895,9.725206920848702,0.0028932522117512834,79.33103477286814,1.2190676717423785,0.5353112119271328,-3918.665823507329,96.36178887867761,0.5436834545663999,1436.828508224118,11.22107862892788,0.3470622706587942,2059.801849872376,-269.76243984458387
2025-01-01 00:09:00,0.6591221161825703,0.3715634743928639,0.4645728511809253,0.010985368603042838,0.006192724573214399,0.007742880853015421,0.11403126354134914,0.5450908526412213,0.0,0.4645728511809253,0.0,0.0,0.3715634743928639,0,1,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0,0,Off,0.024126206140350874,0.0,On,0.004394768275102509,0.0,On,0.08551028912589576,0,On,0.0496728867840692,0,On,0.44927531770259665,0.3369564882769474,On,0,0,Off,Off,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0,0.0,18073.40235111111,On,10550.56,0,84.09311145943924,51.666666666666686,46.10666666666668,0.0,51.35123090087967,0.44701106193964824,1212.711214206289,10550.56,131.39548665537382,51.35123090087967,51.35123090087967,51.35123090087967,12.43753247303448,20.61178239392209,0.0,8.384874614531025,0.9004022735637659,-1.7072482900660908,2.8,9.236100170605994,-341.89149888763563,-3798.1990813251987,1356.7828243800743,1767.4395614327163,-1135.1973678803913,-0.0,-0.0,825.6716866100553,0.0,3.0,0.048904220712651984,0.0,0,0.4576951207795294,197.99884266666666,-32.3658176172996,0.19637398482832774,9.69235520784056,0.0028935279697869395,79.47677975734528,1.219369963906571,0.5351618390209059,-3895.0785173936138,96.87943606841532,0.5436834545663999,1345.9391000934147,10.843724286659631,0.34647334601112034,2035.1619051727723,-267.7223437400561
