occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,lighting_garage,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.62,0.0424,0.281,0.0757,0.0757,0.0,0.0,0.0,0.0,0.169,0,0,0,0
1.0,0.62,0.0424,0.281,0.0757,0.0757,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.62,0.0424,0.281,0.0757,0.0757,0.0,0.0,0.0,0.0,0.195,0,0,0,0
1.0,0.62,0.0413,0.281,0.0746,0.0746,0.0,0.0,0.0,0.0,0.0244,0,0,0,0
1.0,0.617,0.0254,0.29,0.0584,0.0584,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.573,0.0159,0.421,0.0505,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
