Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.6008710668483572,0.14601374115597845,0.30270916666666664,0.6008710668483572,0.14601374115597845,0.3027091666666667,0.023622826813286864,0.1840875455906258,0.3531606944444445,0.04000000000000001,0.0,0.30270916666666664,0.0,0.13434707448931177,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625873752607483,0.04694053144556121,0.0,0.0,0.0042203463084795325,0.0,0.0003958605158155621,0.0,0.012204735763079354,0.0,0.006801884225912414,0.0,0.004958112938210038,0.0,0.11654205739166744,0.08740654304375056,0.0,0.0,6136.185178907031,16.666666666666686,0.37333333333333335,1314.200461018896,8.871531181851852,0.3531606944444445,0.4666666666666667,7097.224945481482,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,0.0,0.0,91.4217048465287,51.66666666666668,46.10666666666668,0.0,50.78957677724865,0.0,0.0,0.0,142.8464138227011,50.47116290040564,50.78957677724865,50.31195596198414,12.43753247303448,16.411996388776085,-0.05208246494452654,1.4559369495194157,3.01047453106164,2.8,9.236100170605994,3893.1529853735346,757.739615395143,10.558862448324906,-1148.2699757370272,0.0,0.0,337.1121243291626,0.0,2.0842500000000004,0.06471436332161425,0.0,0.0,0.5466511336619676,137.55969594266668,-204.6373063442241,0.26018562292541414,7.796752524784015,0.002946291904527196,-12.319620906493714,1.2369578585386585,0.0,0.0,61.66169218817757,0.12685947273215997,-35.6172215226807,46.17608397100561
2025-01-01 01:00:00,0.5191162281594962,0.14418419642094593,0.23784291666666668,0.5191162281594962,0.14418419642094593,0.23784291666666668,0.021343059877494915,0.18028976550422346,0.27748340277777783,0.04000000000000001,0.0,0.23784291666666668,0.0,0.13251752975427925,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06102269087922958,0.045767018159422176,0.0,0.0,0.003903820335343567,0.0,0.00035580534967561,0.0,0.01096979896298655,0.0,0.006113635229489189,0.0,0.003599725831851124,0.0,0.11566734879314279,0.08675051159485707,0.0,0.0,4821.288354855524,16.666666666666686,0.29333333333333333,1032.586076514847,6.970488785740741,0.27748340277777783,0.36666666666666664,5576.391028592593,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,0.0,0.0,89.37147120140521,51.66666666666668,46.10666666666668,0.0,49.87781451067539,0.0,0.0,0.0,139.64292375219566,49.62570757072171,49.87781451067539,49.49965410074488,12.43753247303448,16.328327668902105,-0.05900493365744988,2.5860427934974077,3.947696722435003,2.5,9.236100170605994,2923.602421470909,-1515.448160164692,-205.7740611719881,-1072.6192264569584,0.0,0.0,325.60133902486507,0.0,2.0010000000000003,0.05954783260649226,0.0,0.0,0.5030087376380001,132.0652280586667,-186.41037498141677,0.2613686840252594,7.7542084101034146,0.002943941385246489,-3.800113699912933,1.2373768578011257,0.0,0.0,58.06936344092727,0.12685947273215997,-239.6560214446417,33.88196027265361
2025-01-01 02:00:00,0.6058417173890887,0.1430106831348069,0.31352020833333333,0.6058417173890887,0.1430106831348069,0.31352020833333333,0.021343059877494915,0.17872508112270477,0.3657735763888889,0.04000000000000001,0.0,0.31352020833333333,0.0,0.1313440164681402,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05945800649771089,0.044593504873283146,0.0,0.0,0.003903820335343567,0.0,0.00035580534967561,0.0,0.01096979896298655,0.0,0.006113635229489189,0.0,0.003599725831851124,0.0,0.11566734879314279,0.08675051159485707,0.0,0.0,6355.334649582282,16.666666666666686,0.3866666666666667,1361.136191769571,9.188371581203704,0.3657735763888889,0.48333333333333334,7350.697264962963,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,0.0,0.0,87.17311471280841,51.66666666666668,46.10666666666668,0.0,48.989931748058375,0.0,0.0,0.0,136.20799173876313,48.800830922688206,48.989931748058375,48.706280510003126,12.43753247303448,16.320551646905255,-0.06906801545903844,1.7652815318772133,3.903480835949315,1.6500000000000001,9.236100170605994,4175.0119932470225,-1928.6028566489565,-340.75094539011644,-1062.129420252995,0.0,0.0,324.0366546433464,0.0,2.0010000000000003,0.05527616730037586,0.0,0.0,0.46692539288487145,132.0652280586667,-171.16296080915419,0.26161728487680497,7.751965921184432,0.002945205483988087,15.499213902811869,1.2374093302704698,0.0,0.0,65.7237982094411,0.12685947273215997,-374.2184034589779,33.467458068861404
2025-01-01 03:00:00,0.5662273698588127,0.14183716984866787,0.2810870833333334,0.5662273698588126,0.14183716984866787,0.2810870833333333,0.02113204256207094,0.17716039674118608,0.32793493055555556,0.04000000000000001,0.0,0.2810870833333334,0.0,0.13017050318200118,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.057893322116192164,0.04341999158714411,0.0,0.0,0.003692803019919591,0.0,0.00035580534967561,0.0,0.01096979896298655,0.0,0.006113635229489189,0.0,0.003599725831851124,0.0,0.11566734879314279,0.08675051159485707,0.0,0.0,5697.886237556528,16.666666666666686,0.3466666666666667,1220.3289995175464,8.237850383148148,0.32793493055555556,0.43333333333333335,6590.280306518519,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,0.0,0.0,84.79883013289891,51.66666666666668,46.10666666666668,0.0,48.12600688941704,0.0,0.0,0.0,132.49817208265455,47.99669569241962,48.12600688941704,47.93204009392091,12.43753247303448,16.399190335870788,-0.053356206370255954,1.626959079993077,3.7063261954157514,1.6500000000000001,9.236100170605994,3587.896956856135,-1162.036261344327,-305.9325030718502,-1119.951303011806,0.0,0.0,322.26095294640373,0.0,2.0010000000000003,0.05807363069356835,0.0,0.0,0.4905559511840641,132.0652280586667,-172.72168312368498,0.2605196116075164,7.79254322173651,0.0029475569330407745,-10.715967553135537,1.2370715801176861,0.0,0.0,64.43767332849094,0.12685947273215997,-341.54134406026975,35.608840988419594
2025-01-01 04:00:00,0.5142111576995162,0.14066365656252883,0.23784291666666668,0.5142111576995162,0.14066365656252883,0.23784291666666668,0.02113204256207094,0.17559571235966737,0.27748340277777783,0.04000000000000001,0.0,0.23784291666666668,0.0,0.12899698989586214,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056328637734673455,0.04224647830100508,0.0,0.0,0.003692803019919591,0.0,0.00035580534967561,0.0,0.01096979896298655,0.0,0.006113635229489189,0.0,0.003599725831851124,0.0,0.11566734879314279,0.08675051159485707,0.0,0.0,4821.288354855524,16.666666666666686,0.29333333333333333,1032.586076514847,6.970488785740741,0.27748340277777783,0.36666666666666664,5576.391028592593,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,0.0,0.0,82.8391352863032,51.66666666666668,46.10666666666668,0.0,47.28526910391293,0.0,0.0,0.0,129.43614888484876,47.21266630248121,47.28526910391293,47.176364901765346,12.43753247303448,16.343535536674434,-0.05471298106309597,0.6806033734282732,3.6952641137036792,0.55,9.236100170605994,2835.8011240916794,-3347.340003523263,-489.5341387886275,-1240.1276101094775,0.0,0.0,381.135415288885,0.0,2.91675,0.05977023758497515,0.0,0.0,0.504887423101002,192.50437478266667,-162.237364972147,0.26132211783051434,7.762360229853153,0.002947674201211201,61.29021985040399,1.236728405437365,0.0,0.0,76.78882613299957,0.12685947273215997,-525.0918070487938,35.557668260166324
2025-01-01 05:00:00,1.0790241773177565,0.1471853809662347,0.3491664517847592,1.0790241773177565,0.1471853809662347,0.3491664517847592,0.03251108418720161,0.6533523986861103,0.3531606944444445,0.04000000000000001,0.04645728511809253,0.30270916666666664,0.0,0.13551871429956802,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056328637734673455,0.04224647830100508,0.46696121371958854,0.0,0.004114837650767544,0.0,0.000579356479618856,0.0,0.01786208137431532,0.0,0.009954808682499892,0.0,0.005699565900430945,0.0,0.1243629813314173,0.09327223599856294,0.0,0.0,6136.185178907031,16.666666666666686,0.37333333333333335,1314.200461018896,8.871531181851852,0.3531606944444445,0.4666666666666667,7097.224945481482,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,1055.056,0.0,91.41180680968849,51.66666666666668,46.10666666666668,0.0,50.57665909568867,0.06596495419367089,168.92655012005312,1055.056,142.83094814013828,50.34392181907936,50.57665909568867,50.22755318077472,12.43753247303448,16.328132968128635,-0.06383216339662594,-0.2519709640421147,2.8393014369821734,-0.25000000000000006,9.236100170605994,4191.484711446915,-1325.006948017364,-471.54545823541537,-1300.2517811714208,0.0,0.0,744.4077770052944,0.0,3.0,0.05956599639057059,0.0,0.0,0.5031621696220044,197.99884266666666,-161.61942751258292,0.26330796355693725,7.77603251294059,0.0029686846969690975,110.23937279337507,1.2361580278731386,0.0,0.0,80.19143055095255,0.12685947273215997,-516.1770822443618,44.63162400894645
2025-01-01 06:00:00,0.6188761871989501,0.1519635829079416,0.2810870833333334,0.6188761871989501,0.1519635829079416,0.2810870833333333,0.0560226962232521,0.19491856042014233,0.32793493055555556,0.04000000000000001,0.0,0.2810870833333334,0.0,0.1402969162412749,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05945800649771089,0.044593504873283146,0.0,0.0,0.004642380939327486,0.0,0.0010482906093383846,0.0,0.032319742380807225,0.0,0.018012282293779002,0.0,0.007856005431775722,0.0,0.12760454849065572,0.09570341136799176,0.0,0.0,5697.886237556528,16.666666666666686,0.3466666666666667,1220.3289995175464,8.237850383148148,0.32793493055555556,0.43333333333333335,6590.280306518519,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,0.0,0.0,92.35990851115263,51.66666666666668,46.10666666666668,0.0,51.104175376082814,0.0,0.0,0.0,144.31235704867598,50.84181683758588,51.104175376082814,50.71063756833743,12.43753247303448,16.43108889964174,-0.0406655891790213,0.40311992032582283,3.044956471771273,0.3,9.236100170605994,3556.688410269998,-2270.3374482454005,-415.48638533126575,-1265.3387838389676,0.0,0.0,440.0077809157152,0.0,3.0,0.05968662661862153,0.0,0.0,0.5041811497607755,197.99884266666666,-176.28957685197244,0.26252596128023054,7.838119270511681,0.0029794082212438937,31.942934649918605,1.2357105258131533,0.0,0.0,75.74888106506911,0.12685947273215997,-457.58202318325374,42.09563785198795
2025-01-01 07:00:00,0.6397458808418262,0.1571662757871678,0.2810870833333334,0.6397458808418262,0.1571662757871678,0.2810870833333333,0.06782166628092107,0.2039892840053494,0.32793493055555556,0.04000000000000001,0.0,0.2810870833333334,0.0,0.1454996091205011,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0625873752607483,0.04694053144556121,0.0,0.0,0.0043258549661915205,0.0,0.0012954778958777283,0.0,0.039940748759758324,0.0,0.0222595846590935,0.0,0.009989805178014517,0.0,0.13141210356658659,0.0985590776749399,0.0,0.0,5697.886237556528,16.666666666666686,0.3466666666666667,1220.3289995175464,8.237850383148148,0.32793493055555556,0.43333333333333335,6590.280306518519,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,0.0,0.0,89.74534611681052,51.66666666666668,46.10666666666668,0.0,50.14777723629706,0.06470783876581564,168.92655012005312,0.0,140.22710330751644,49.744035487188874,50.14777723629706,49.542164612634785,12.43753247303448,16.30434420197366,-0.06476975327994892,-0.44568552595746724,2.769669171542751,-0.55,9.236100170605994,3492.533048790364,-2588.471156087937,-510.8861414495569,-1361.3826702364386,0.0,0.0,460.6109457032761,6.359667375225844,3.0,0.06122790150300007,0.0,0.0,0.5172005108358902,197.99884266666666,-165.00421672169603,0.26536311147189806,7.786925114195049,0.0029874724917859437,62.783536848351176,1.2362454898572492,0.0,0.0,83.7751285278371,0.12685947273215997,-555.025742278655,44.1396008290981
2025-01-01 08:00:00,0.7105632755778775,0.15957467180063575,0.3351422916666667,0.7105632755778775,0.15957467180063575,0.33514229166666665,0.07056925364047721,0.2089946816596224,0.3909993402777779,0.04000000000000001,0.0,0.3351422916666667,0.0,0.14790800513396907,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064152059642267,0.04811404473170024,0.0,0.0,0.0032707683890716376,0.0,0.001373062226689347,0.0,0.0423327434626408,0.0,0.023592679562075423,0.0,0.011784008147663583,0.0,0.13305861386969184,0.09979396040226884,0.0,0.0,6793.6335909327845,16.666666666666686,0.41333333333333333,1455.0076532709206,9.822052379907408,0.3909993402777779,0.5166666666666667,7857.641903925926,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,0.0,0.0,85.34994937611786,51.66666666666668,46.10666666666668,0.0,49.1382893028524,0.0,0.0,0.0,133.35929590018415,48.161310345663296,49.1382893028524,47.67282086706874,12.43753247303448,16.38747701123155,-0.051617171156928314,-1.27983124520064,2.2750909536608135,-1.4,9.236100170605994,4320.619489323121,-2814.060222840394,-567.76921505574,-1501.5206823024123,0.0,0.0,468.2486749958879,424.1099457535064,3.0,0.06383791848890917,0.0,0.0,0.5392476835343764,197.99884266666666,-81.0153761165812,0.2655069069044932,7.849346429561016,0.0030035407109882386,115.47954144502025,1.2364591992905742,0.0,0.0,89.86237320046024,0.12685947273215997,-616.279960142448,48.51074508670789
2025-01-01 09:00:00,0.6272116957636409,0.16621216646002873,0.27348916011809254,0.6272116957636409,0.16621216646002873,0.27348916011809254,0.09770456485969982,0.22463661007060762,0.26487052083333334,0.04000000000000001,0.04645728511809253,0.22703187500000002,0.0,0.15454549979336205,0.0,0.011666666666666674,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.064152059642267,0.04811404473170024,0.0,0.0,0.0026377164427997075,0.0,0.0019396082702904706,0.0,0.05979986757206157,0.0,0.03332737257454807,0.0,0.018575943679458157,0.0,0.14190860674888248,0.10643145506166182,0.0,0.0,4602.138884180273,16.666666666666686,0.28,985.6503457641721,6.653648386388889,0.26487052083333334,0.35,5322.918709111112,15208.33916888889,0.0,20.000000000000057,0.0,0.0,0.04000000000000001,0.0,0.0,0.0,0.0,0.0,7544.822684444444,1055.056,0.0,88.16774751926972,51.66666666666668,46.10666666666668,0.0,50.19024165208775,0.3202394363951337,843.7284328801369,1055.056,137.76210549885894,49.198097298861654,50.19024165208775,48.702025122248614,12.43753247303448,16.384635963673013,-0.04625218041570722,-1.0077063615130093,2.159739480292681,-0.85,9.236100170605994,2849.310830488362,-1613.7875621736755,-456.5088459032497,-1427.2775227899454,0.0,0.0,510.4064151245523,1133.0196263605446,3.0,0.0626645246484027,0.0,0.0,0.5293358642685814,197.99884266666666,84.4708308095373,0.2680503946983126,7.883736773012122,0.003030495428808353,176.1658770775317,1.2370716579404128,0.0,0.0,83.13791888938312,0.12685947273215997,-504.0354504862366,47.526604582986884
