Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Water Heating Heat Pump Max Capacity (W),Water Heating Heat Pump On Fraction (-),Water Heating Heat Pump COP (-),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,2.561968295203283,0.1259885016691399,0.0,2.561968295203283,0.1259885016691399,0.0,0.014655319932675041,0.001,0.17316095521505254,2.3731520200555556,0.0,0.0002506236243534685,0.12573787804478645,0.0,1.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0028309256213450294,0.0,0.005912197155665006,0.0,0.005912197155665006,0.0,0.005510451155337223,0.0,0.13258575357718613,0.09943931518288956,1530.09772552301,22.222222222222285,0.7666666666666668,843.0542945325456,2.2877717075555557,0.08538031250000001,0.7666666666666667,2287.7717075555556,2984.0500533333334,0.0,0.0,30.36858649637468,51.66666666666668,43.496666666666684,1921.3532647053228,0.0,4.364545141672961,0.0,50.17892775154667,0.0,0.0,0.0,39.491448661832905,44.47627404454624,50.27532154441497,18.32757070020389,12.43753247303448,22.172598084369376,-0.0035815272492436987,1.1478960652196997,-1.0209012429017348,2.8,9.236100170605994,381.16584358467816,810.948262006867,366.7609029924061,-1152.1237814301605,0.0,0.0,310.909500841769,0.0,2.0,0.04563221698902679,0.0,0.0,1.2016055354242898,131.99922844444444,-1.6980562453383725,0.18024483995814097,10.420435525167335,0.0029224902004813653,22.992513102548706,1.212845879300495,0.0,0.0,21.571916088370056,0.0894529476055982,447.24097120542035,-80.4800682130142
2025-01-01 01:00:00,3.12837223138073,0.12533103759759248,0.0,3.12837223138073,0.12533103759759248,0.0,0.014443000511074163,0.001,0.17228433645298932,2.9406448944166663,0.0,0.0002506236243534685,0.12508041397323902,0.0,1.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0026186061997441517,0.0,0.005912197155665006,0.0,0.005912197155665006,0.0,0.005510451155337223,0.0,0.13258575357718613,0.09943931518288956,1895.9906598872078,22.222222222222285,0.9500000000000003,1044.6542345294588,2.8348475506666664,0.10579734375000001,0.95,2834.847550666667,2984.0500533333334,0.0,0.0,30.45452267962407,51.66666666666668,43.496666666666684,1918.6930788670506,0.0,4.370071204326221,0.0,49.91261239587083,0.0,0.0,0.0,39.606030239498764,44.27560881692024,50.00604393668005,18.915576591369742,12.43753247303448,21.96487667159455,-0.044134282432385596,2.5810948786429737,0.5036564615328972,2.5,9.236100170605994,729.8244628783556,-792.6536997385249,118.79087973382539,-1096.0859185853838,0.0,0.0,309.8205626581049,0.0,2.0,0.04321636725342916,0.0,0.0,1.1379904273583048,131.99922844444444,-0.702709104132114,0.18344030311475987,10.344368484055282,0.002936568807732254,27.451430080663506,1.2137489234781913,0.0,0.0,12.86405794400834,0.066583790855326,184.95484371642078,-66.1639639825954
2025-01-01 02:00:00,0.18685071820200025,0.12467357352604506,0.0,0.18685071820200022,0.12467357352604505,0.0,0.014443000511074163,0.001,0.17140771769092608,0.0,0.0,0.0002506236243534685,0.1244229499016916,0.0,1.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0026186061997441517,0.0,0.005912197155665006,0.0,0.005912197155665006,0.0,0.005510451155337223,0.0,0.13258575357718613,0.09943931518288956,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,2984.0500533333334,0.0,0.0,31.605931261849676,51.66666666666668,43.496666666666684,1889.8380145085225,0.0,4.3290462862607,0.0,49.64036572053418,0.0,0.0,0.0,41.14124168246623,44.07437664703809,49.748056077680225,19.46032324247311,12.43753247303448,21.00492722382902,0.0,1.669089962647099,0.8159599752172878,1.6500000000000001,9.236100170605994,-699.5627935479538,-1270.1409340505597,-17.281469645965366,-1019.4859536353641,0.0,0.0,308.9439438960417,0.0,2.0,0.040246061446022406,0.0,0.0,1.0597751633280443,131.99922844444444,10.979216191368677,0.19598978381121784,9.936973379113926,0.0029557332320113913,38.64500809248087,1.2177010817494138,0.0,0.0,20.12800215821721,0.04036096067323877,49.17699553416193,-66.45846518012729
2025-01-01 03:00:00,0.18583255315886976,0.12401610945449765,0.0,0.18583255315886976,0.12401610945449765,0.0,0.014301454230006913,0.001,0.17053109892886284,0.0,0.0,0.0002506236243534685,0.12376548583014418,0.0,1.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.002477059918676901,0.0,0.005912197155665006,0.0,0.005912197155665006,0.0,0.005510451155337223,0.0,0.13258575357718613,0.09943931518288956,0.0,18.888888888888914,0.0,0.0,0.0,0.0,0.0,0.0,2984.0500533333334,0.0,0.0,33.618469528888355,51.66666666666668,43.496666666666684,1838.77842318251,0.0,4.248664854211357,0.0,49.35551126269664,0.0,0.0,0.0,43.8246260385178,43.85881035917522,49.444220380238555,19.94160455150301,12.43753247303448,19.422509625859764,0.0,1.427650624848148,0.6898222623833701,1.6500000000000001,9.236100170605994,-593.8197195808985,-566.3569764687217,3.1502126189086743,-917.258120060448,0.0,0.0,307.9257788529112,0.0,2.0,0.03945204029614678,0.0,0.0,1.03886668524196,131.99922844444444,15.51262162663851,0.21757268678386488,9.245845585067503,0.0029779528080021416,23.263182834350275,1.2242655374808435,0.0,0.0,20.722722625337916,0.05052108031285736,74.81029440748436,-71.6600817885757
2025-01-01 04:00:00,0.5460877635356953,0.12335864538295022,0.0,0.5460877635356954,0.12335864538295023,0.0,0.014301454230006913,0.001,0.16965448016679963,0.36113182913888886,0.0,0.0002506236243534685,0.12310802175859675,0.0,1.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.002477059918676901,0.0,0.005912197155665006,0.0,0.005912197155665006,0.0,0.005510451155337223,0.0,0.13258575357718613,0.09943931518288956,232.84095823176236,18.888888888888914,0.1166666666666667,128.2908709071265,0.34813917288888885,0.012992656250000002,0.11666666666666667,348.13917288888894,2984.0500533333334,0.0,0.0,34.655132674995336,51.66666666666668,43.496666666666684,1809.6315729053467,0.0,4.206367027458487,0.0,49.064046482993895,0.0,0.0,0.0,45.20684356666045,43.63377866091353,49.180887586645696,20.37150231412174,12.43753247303448,18.51295789910773,-0.05796564700262727,0.6118965866925005,0.7971309233327208,0.55,9.236100170605994,-425.52786854242976,-2224.788257442595,-54.17272935074535,-929.7394014412635,0.0,0.0,307.049160090848,0.0,2.0,0.039397502247141794,0.0,0.0,1.0374305678253684,131.99922844444444,10.889606222575804,0.2309365377558553,8.834072988794553,0.0029879872133137786,40.581976296360175,1.2274988348603315,0.0,0.0,28.14587629927339,0.049602046397972326,17.014267634837548,-71.1869969855829
2025-01-01 05:00:00,1.6297663435144965,0.12335864538295022,0.0,1.6297663435144965,0.12335864538295023,0.0,0.014584546792141415,0.001,0.16965448016679963,1.4445273165555554,0.0,0.0002506236243534685,0.12310802175859675,0.0,1.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.002760152480811404,0.0,0.005912197155665006,0.0,0.005912197155665006,0.0,0.005510451155337223,0.0,0.13258575357718613,0.09943931518288956,931.3638329270494,18.888888888888914,0.4666666666666668,513.163483628506,1.3925566915555554,0.051970625000000006,0.4666666666666667,1392.5566915555557,2984.0500533333334,0.0,0.0,34.31184672345758,51.66666666666668,43.496666666666684,1817.5226144011904,0.0,4.229993015189376,0.0,48.770924083029506,0.0,0.0,0.0,44.749128964610094,43.406356748363436,48.91731135797308,20.76520046311207,12.43753247303448,18.567508321237845,-0.04893358228129827,-0.5421857278497046,0.05432304628691667,-0.25000000000000006,9.236100170605994,70.8840147374388,-882.2520074400692,-84.00912999864025,-980.7895974774686,0.0,0.0,307.33225265298245,0.0,2.0,0.0395609705981538,0.0,0.0,1.0417350809172905,131.99922844444444,-0.7497067797147565,0.23268408731614615,8.894722266214506,0.0030224566731158553,43.396008024962875,1.226628592417191,0.0,0.0,34.306495441632556,0.03896805435475299,-1.6530871363692703,-82.35604286227098
2025-01-01 06:00:00,1.8125080378860012,0.13068947515632665,0.0,1.8125080378860012,0.13068947515632665,0.0,0.028873449198425646,0.001,0.18333648821535353,1.599298100472222,0.0,0.0002506236243534685,0.13043885153197318,0.0,1.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.003114018183479532,0.0,0.012879715507473057,0.0,0.012879715507473057,0.0,0.009418019506055914,0.0,0.14060695575089488,0.10545521681317113,1031.1528150263762,18.888888888888914,0.5166666666666668,568.145285445846,1.5417591942222222,0.05753890625000001,0.5166666666666667,1541.759194222222,2984.0500533333334,0.0,0.0,33.850327321004464,51.66666666666668,43.496666666666684,1825.7668783629952,0.0,4.261887543218608,0.0,48.487253176727066,0.0548181633900847,137.23240727853877,0.0,44.13376976133929,43.100366761168125,48.562636048629685,20.91053525774746,12.43753247303448,18.61443153112496,-0.0442173871248172,0.34870561186666066,-0.24122329179670096,0.3,9.236100170605994,203.5465053183253,-1358.4662271635193,-40.52050692882968,-949.3787044316749,0.0,0.0,334.741678955661,0.0,2.0,0.03944936367039364,0.0,0.0,1.038796203276948,131.99922844444444,-6.738721226761858,0.23292403836615555,8.93027295434593,0.0030345708805770704,16.18287966621981,1.2264224483605546,0.0,0.0,27.2899861406167,0.04497039215246532,33.72782648796298,-74.24833341679265
2025-01-01 07:00:00,2.0105523021330174,0.1919616632254886,0.0,2.0105523021330174,0.19196166322548858,0.0,0.08492893718936069,0.14174638615806973,0.23616913961892055,1.5477078391666665,0.0,0.03552499303794176,0.15643667018754684,0.0,1.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0029016987618786555,0.0,0.04101361921374102,0.0,0.04101361921374102,0.0,0.027586912702191376,0.0,0.17351747643419999,0.13013810732564995,997.8898209932673,18.888888888888914,0.5000000000000001,549.8180181733993,1.4920250266666666,0.055682812500000005,0.5,1492.0250266666667,2984.0500533333334,596.7078790931963,1.3395698028426004,-269.0889243053696,51.66666666666668,43.496666666666684,1877.254490448305,0.31666666666666665,4.549046093269931,0.0,48.197956732115,0.3558074898299949,886.372843003468,596.7078790931963,40.168881375752015,40.92885675169017,48.26264825588927,16.859880178025467,12.43753247303448,18.523949450515364,-0.044589466965896205,-0.49447589877137516,-0.5082841826916916,-0.55,9.236100170605994,39.367381225979784,-1743.2042294370399,-79.2441990158357,-1016.5963225550689,0.0,0.0,266.0324371795177,0.5444633591054867,1.6164999999999998,0.04042233455446744,0.0,0.0,1.0644168563429801,106.68837639022222,-8.380590193082991,0.23484100074831452,8.897435470988347,0.003042421651979964,-24.633845657718513,1.2267967782013067,0.0,0.0,33.34098874598495,0.04447849761824559,-4.670389515648262,-74.57380950018745
2025-01-01 08:00:00,3.8564360193665648,0.26755362353361156,0.0,3.8564360193665648,0.26755362353361156,0.0,0.06467377908273853,0.4737436637206276,0.22260289822986554,3.095415678333333,0.0,0.11873135401615449,0.14882226951745708,0.0,1.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.002193967356542398,0.0,0.03123990586309806,0.0,0.03123990586309806,0.0,0.024173205539922717,0.0,0.1624883234453504,0.12186624258401277,1995.7796419865347,18.888888888888914,1.0000000000000002,1099.6360363467986,2.984050053333333,0.11136562500000001,1.0,2984.0500533333334,2984.0500533333334,1770.0435726234743,3.747373739108781,-818.5240940060282,51.66666666666668,43.496666666666684,1770.0435726234743,1.0,4.047739810870314,0.0,48.74573155693942,0.11083144764493218,275.0148442455687,1770.0435726234743,45.178461159800705,43.9076683125822,48.84579714412925,16.974460592751083,12.43753247303448,18.543665305185485,0.0,-1.315117534585526,-0.9985811140454527,-1.4,9.236100170605994,398.7115539247963,-1776.6025786916043,-97.68637758074748,-1103.1395716624727,0.0,0.0,-84.30186104428763,48.1603448834754,1.0,0.041841358695406214,0.0,0.0,1.101783159695341,65.99961422222222,-10.470726957671136,0.23097095733000686,8.856068458458406,0.0029948403030009303,-90.90189278121342,1.2273244012171551,0.0,0.0,38.3573522157046,0.047548058981925476,-25.572953972135625,-72.11342360861185
2025-01-01 09:00:00,2.5796256763602567,0.16614060930628125,0.0,2.5796256763602567,0.16614060930628122,0.0,0.0661079446191069,0.06821849687504558,0.22691799872721566,2.218381236138889,0.0,0.01709716693476969,0.14904344237151154,0.0,1.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0017693285133406433,0.0,0.03216930805288313,0.0,0.03216930805288313,0.0,0.02819340889853352,0.0,0.1627832205840897,0.12208741543806724,1430.3087434236832,18.888888888888914,0.7166666666666668,788.0724927152057,2.138569204888889,0.07981203125,0.7166666666666667,2138.569204888889,2984.0500533333334,215.43829936836664,0.4265066503783757,-56.679703050613696,51.66666666666668,43.496666666666684,1628.948472555338,0.13333333333333333,3.46577691303672,0.0,51.443632963624104,0.050396629956621294,137.23240727853877,215.43829936836664,53.316488793304295,48.65304927754682,51.52840684206871,20.473527187558734,12.43753247303448,18.707232350992033,-0.002146969922487981,-0.9666780507538231,-0.8897085471924921,-0.85,9.236100170605994,385.96452076703764,-905.0642597146674,-37.404576279622006,-1067.936761458563,0.0,0.0,299.2971973048625,159.02134152176075,1.0,0.041349312759404344,0.0,0.0,1.0888264120421411,65.99961422222222,10.357090181791419,0.22790301261179055,8.92292037153929,0.0029836394832586524,60.13662941983102,1.2272610253363287,0.0,0.0,33.59912327788784,0.0491415172257846,2.813052586938301,-40.217628866560304
