Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,75.67811897553784,51.666666666666686,46.10666666666668,0.0,51.34902109429322,0.0,0.0,0.0,118.24706089927788,48.719957891880625,51.34902109429322,47.405426290674335,12.43753247303448,20.47703313164327,-0.1340779794678717,9.036201381679685,-0.5492942907010769,-2.203721736130342,2.8,9.236100170605994,10005.730470037113,3368.14887701983,3632.9036670750916,1876.286215846535,-3326.3129992896434,-0.0,-0.0,764.7198599097007,0.0,2.0,0.14438965715892715,0.0,0,0.6932273955495108,131.99922844444444,-37.30191012495651,0.1843065727821499,9.390729744518737,0.002700269823954687,-22.492241162006138,1.2165182195810103,0.3876221064708148,-3150.2594309300603,-28.45533917476274,0.8155251818495999,3559.6585115139715,73.24515556112017,0.33521547640489535,2185.923016951618,-309.636801105083
2025-01-01 00:01:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,75.44321735117066,51.666666666666686,46.10666666666668,0.0,51.335146282923255,0.0,0.0,0.0,117.88002711120416,48.708166718800456,51.335146282923255,47.39467693673907,12.43753247303448,20.553115091559345,-0.05799601955179767,9.234179764212904,-0.33380157428979085,-2.145555025978226,2.8,9.236100170605994,9971.652495647453,3257.44813893064,3397.939818882358,1843.0705386935385,-3349.053021487244,-0.0,-0.0,764.7198599097007,0.0,2.0,0.14475374311937858,0.0,0,0.6949754041471216,131.99922844444444,-48.639862317016124,0.1839765753721006,9.449218635020909,0.002700229632226756,-22.872784398392923,1.2197558044383932,0.3882783665343036,-3255.7723929958674,-33.64311519814517,0.8155251818495999,3330.6310162973195,67.30880258503848,0.33463316651915365,2156.7592695788862,-313.68873088534775
2025-01-01 00:02:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,75.21384939644597,51.666666666666686,46.10666666666668,0.0,51.32131159072732,0.0,0.0,0.0,117.52163968194682,48.69641214501408,51.32131159072732,47.38396242215747,12.43753247303448,20.62716202699456,0.0,9.421112676638462,-0.1305166978460306,-2.089298985006093,2.8,9.236100170605994,9938.544853682048,3152.84313640446,3176.7568188048963,1810.2274694544694,-3371.244158193321,-0.0,-0.0,764.7198599097007,0.0,2.0,0.1451076615118786,0.0,0,0.6966745973601078,131.99922844444444,-59.55636757634479,0.18313571236168286,9.482704772596158,0.002700188868985715,-23.24182989165945,1.219448393324021,0.3888969965224759,-3355.700708989738,-38.31980173045476,0.8155251818495999,3114.5781174212316,62.178701383664894,0.33406901889108565,2128.631325802653,-318.4038563481836
2025-01-01 00:03:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,74.98977234693119,51.666666666666686,46.10666666666668,0.0,51.30751609470416,0.0,0.0,0.0,117.17151929207999,48.684693308337586,51.30751609470416,47.373281915154294,12.43753247303448,20.69926396197826,0.0,9.597732339702821,0.061278091229130256,-2.034840629275204,2.8,9.236100170605994,9906.23992928689,3053.883350962587,2968.0228556527854,1780.9338673040743,-3392.9085885056697,-0.0,-0.0,764.7198599097007,0.0,2.0,0.14545187849532099,0.0,0,0.6983272132581637,131.99922844444444,-70.19686165915164,0.18232096927377134,9.515839421907007,0.0027001474376002286,-23.59984571292668,1.2191492071747525,0.38948059338605984,-3450.3848257429704,-42.59547041909525,0.8155251818495999,2910.736981307595,57.28587434519024,0.33352198984218284,2101.475291790233,-320.5414244861585
2025-01-01 00:04:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,74.77076822343845,51.666666666666686,46.10666666666668,0.0,51.293758912299594,0.0,0.0,0.0,116.82932534912258,48.67300938441142,51.293758912299594,47.36263462046734,12.43753247303448,20.76950167916213,0.0,9.764686739133005,0.24223966641862932,-1.981980233759102,2.8,9.236100170605994,9876.328211226979,2960.1998018897325,2771.066253437356,1752.236646879607,-3414.066118786651,-0.0,-0.0,764.7198599097007,0.0,2.0,0.14578681300108653,0.0,0,0.6999352631675554,131.99922844444444,-78.95104943808276,0.1815310928915909,9.54717538188163,0.002700105357683927,-23.9473015223638,1.2188578989850258,0.3900314508759825,-3540.127207041388,-46.53663819353232,0.8155251818495999,2718.4094772215212,52.65677621583477,0.33299015267292664,2075.184997880422,-322.94835100081514
2025-01-01 00:05:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,74.55659547610811,51.666666666666686,46.10666666666668,0.0,51.280039197278754,0.0,0.0,0.0,116.49468043141893,48.66135958283873,51.280039197278754,47.35201977561872,12.43753247303448,20.83796481979639,0.0,9.922559727657728,0.41298871760826217,-1.9306163851710592,2.8,9.236100170605994,9849.052058760586,2871.4692193152546,2585.211488554331,1724.903044029194,-3434.73960115609,-0.0,-0.0,764.7198599097007,0.0,2.0,0.1461129233143945,0.0,0,0.7015009473557758,131.99922844444444,-85.55371953503752,0.18076476094772548,9.57825978231348,0.002700062648028223,-24.28470968127371,1.2185740859916312,0.3905516299982691,-3625.201962448918,-50.192465360480604,0.8155251818495999,2536.9359306634838,48.27555789084732,0.33247255754901717,2049.7041850632254,-324.80114103403133
2025-01-01 00:06:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,74.34702065536509,51.666666666666686,46.10666666666668,0.0,51.26635614364918,0.0,0.0,0.0,116.16721977400793,48.64974315085776,51.26635614364918,47.34143665446206,12.43753247303448,20.90474003021956,0.0,10.071884216898034,0.574110275126446,-1.8806315888839238,2.8,9.236100170605994,9823.145802515151,2787.403160195584,2409.8243717383502,1698.7660808515823,-3454.951355585323,-0.0,-0.0,764.7198599097007,0.0,2.0,0.14643065062731597,0.0,0,0.7030263840246161,131.99922844444444,-91.24822135123901,0.18002071404284037,9.608393542133193,0.0027000193265226103,-24.61256334858578,1.2182973988235888,0.39104300571344797,-3705.861034474296,-53.59945245477219,0.8155251818495999,2365.6945664153936,44.12980532295682,0.3319680843703628,2024.9693008258566,-326.2032199742743
2025-01-01 00:07:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,74.14185358061536,51.666666666666686,46.10666666666668,0.0,51.252708984311,0.0,0.0,0.0,115.8466462197115,48.63815937207984,51.252708984311,47.33088456596426,12.43753247303448,20.96989779381668,0.0,10.21315135932115,0.726155844020877,-1.8319203680972618,2.8,9.236100170605994,9798.055153088815,2707.739605564917,2244.3067662186454,1673.7253552137604,-3474.719142050833,-0.0,-0.0,764.7198599097007,0.0,2.0,0.14674035670693603,0.0,0,0.7045133100495498,131.99922844444444,-96.57108431206584,0.1792978984063742,9.638371870008102,0.0026999754101871168,-24.93126823190721,1.2180275359610861,0.3915072997611464,-3782.3384132387205,-56.785628321015395,0.8155251818495999,2204.099240213182,40.20752600546335,0.3314757261301073,2000.9234175860984,-327.198062372338
2025-01-01 00:08:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,73.94092697187627,51.666666666666686,46.10666666666668,0.0,51.23909698385183,0.0,0.0,0.0,115.53269839355666,48.62660755974771,51.23909698385183,47.32036284769566,12.43753247303448,21.03350004994869,0.0,10.346817031056114,0.8696453124995058,-1.7843866634237324,2.8,9.236100170605994,9773.635909166478,2632.237464819558,2088.094719116807,1649.6896096162714,-3494.058408817251,-0.0,-0.0,764.7198599097007,0.0,2.0,0.1470423605796435,0.0,0,0.7059632571042231,131.99922844444444,-101.65106146798456,0.1785953768582776,9.666720082889185,0.002699930915328728,-25.241182866028737,1.2177642320101876,0.3919461041215652,-3854.8530296853983,-59.77315261969608,0.8155251818495999,2051.5974104394686,36.49730867733841,0.3309945638201346,1977.514849807344,-327.8252401910727
2025-01-01 00:09:00,1.5841320832811967,0.37908878431875204,0.7861298734282355,0.026402201388019946,0.006318146405312534,0.013102164557137258,0.02770751141912616,0.6486120718620706,0.9078125,0.0,0.008004873428235531,0.778125,0.0,0.37908878431875204,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.005773848684210526,0.0,On,0.0004403523061402117,0.0,On,0.021493310428775423,0,On,0.01506591083457182,0,On,0.4686337244183472,0.3514752933137603,On,0.008004873428235531,On,0.06674360853043307,0,On,0.06135084007206281,0,On,0,0,Off,On,12604.625519542013,21.111111111111143,0.8000000000000002,6546.863647124653,22.80459583333333,0.9078125,1,18243.676666666666,18243.676666666666,Off,0.0,0,73.74408481646923,51.666666666666686,46.10666666666668,0.0,51.22551943473317,0.0,0.0,0.0,115.22513252573317,48.615087053167535,51.22551943473317,47.30987086238472,12.43753247303448,21.095604545681077,0.0,10.473306547846455,1.0050687590141811,-1.7379430387664065,2.8,9.236100170605994,9749.862030166121,2560.6728209544876,1940.65650578478,1626.5751387864982,-3512.983578960297,-0.0,-0.0,764.7198599097007,0.0,2.0,0.147336959472249,0.0,0,0.7073776522005969,131.99922844444444,-106.49977032529526,0.17791227805212376,9.694983921669298,0.002699885857625161,-25.542641594369485,1.2175072395888693,0.3923608983091222,-3923.6107944130986,-62.58003175706672,0.8155251818495999,1907.6682175396663,32.98828824511363,0.3305237593559473,1954.6966825669404,-328.1215437804419
