Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.5465382000494934,0.1892629382972082,0.22994234234234234,0.5465382000494933,0.18926293829720817,0.22994234234234234,0.01692527179183253,0.0,0.24697594909099416,0.23263697916666667,0.05,0.22994234234234234,0.0,0.0,0.17467960496387483,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0035099780701754383,0.0,0.0005682059662767774,0.0,0.012847087755380314,0.0,0.014069809139160958,0.0,0.19326374580317748,0.14494780935238305,0.0,0.0,4728.598408716215,20.611111111111168,0.3083333333333334,1737.5634134134161,6.738945776176176,0.23263697916666667,0.3333333333333333,6233.524842962963,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,0.0,0.0,32.64244816069484,51.66666666666668,46.10666666666668,0.0,50.663924247190465,0.05543271738348167,148.1913932329656,0.0,32.64244816069484,48.32167536631667,50.663924247190465,47.15055092587978,12.43753247303448,20.346847478159418,-0.04782901035521222,9.711463909899686,2.0527924461044043,2.8,9.236100170605994,2919.849576033766,-1740.2636805354584,712.4581791247878,-2139.344701067627,0.0,0.0,448.3716013432709,0.0,3.0,0.0935364385592663,0.0,0.0,1.2104590141009512,197.99884266666666,-117.77573295809289,0.19903669030618745,9.56170509139605,0.002884630171645814,0.4085668083630209,1.2204196060958545,0.39144888404294603,-3526.1173956685107,48.290301719635956,0.7249112727551998,705.9009379913916,6.55724113339612
2025-01-01 01:00:00,0.5896457107926721,0.1856750505500272,0.287427927927928,0.5896457107926721,0.1856750505500272,0.28742792792792793,0.013625293551360999,0.0,0.2352241932829779,0.2907962239583333,0.05,0.287427927927928,0.0,0.0,0.17109171721669386,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0032467297149122803,0.0,0.0004395850001952942,0.0,0.009938978836253424,0.0,0.007101903660719342,0.0,0.18947095532731922,0.14210321649548938,0.0,0.0,5910.748010895268,20.611111111111168,0.38541666666666674,2171.95426676677,8.42368222022022,0.2907962239583333,0.4166666666666667,7791.906053703704,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,0.0,0.0,32.36403600400324,51.66666666666668,46.10666666666668,0.0,50.45012788540904,0.0,0.0,0.0,32.36403600400324,48.05774973257144,50.45012788540904,46.86156065615264,12.43753247303448,20.33009982627841,-0.05698412291396373,9.951543782450653,2.6337432872670297,2.5,9.236100170605994,4103.369505882106,-758.9862565115307,-120.21647690048518,-2123.6501071486605,0.0,0.0,433.5853626280932,0.0,3.0,0.09131661590141378,0.0,0.0,1.1817321950420814,197.99884266666666,-117.31376049259539,0.19930034246151623,9.555306080687261,0.0028853078605505945,8.240610719797905,1.2205479466490436,0.3125833836414091,-2975.744023060273,44.803499781972086,0.7249112727551998,-126.77185669935747,6.55537979887229
2025-01-01 02:00:00,0.5653909530222891,0.1849317556597399,0.2644336936936937,0.5653909530222891,0.1849317556597399,0.2644336936936937,0.013625293551360999,0.0,0.2342331334292615,0.26753252604166666,0.05,0.2644336936936937,0.0,0.0,0.17034842232640657,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0032467297149122803,0.0,0.0004395850001952942,0.0,0.009938978836253424,0.0,0.007101903660719342,0.0,0.18947095532731922,0.14210321649548938,0.0,0.0,5437.888170023647,20.611111111111168,0.35458333333333336,1998.1979254254286,7.749787642602602,0.26753252604166666,0.38333333333333336,7168.553569407408,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,0.0,0.0,32.210411170703495,51.66666666666668,46.10666666666668,0.0,50.25269295313121,0.0,0.0,0.0,32.210411170703495,47.894704475459584,50.25269295313121,46.715710236623785,12.43753247303448,20.297822422272347,-0.05931838491179041,10.740573533715663,2.0614031827995567,1.6500000000000001,9.236100170605994,3550.1517079784517,-655.216421509455,-385.87931351903075,-2209.181642552305,0.0,0.0,432.59430277437684,0.0,3.0,0.09047532573577378,0.0,0.0,1.1708450233669685,197.99884266666666,-111.14912226726685,0.20002534136852582,9.545985779633096,0.002890086322526451,27.188230010961412,1.2206785969498493,0.22677145257471948,-2690.6881694090102,37.273822474126426,0.7249112727551998,-390.6529417974829,4.7736282784522395
2025-01-01 03:00:00,0.5650777692931378,0.18456773981703842,0.2529365765765766,0.5650777692931377,0.18456773981703842,0.2529365765765766,0.013449794647852226,0.0,0.24572729756195213,0.2559006770833333,0.05,0.2529365765765766,0.0,0.0,0.1699844064837051,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03666921458750652,0.027501910940629884,0.01196835207443617,0.0,0.003071230811403509,0.0,0.0004395850001952942,0.0,0.009938978836253424,0.0,0.007113070175909152,0.0,0.18997666072410033,0.1424824955430752,0.0,0.0,5201.458249587836,20.611111111111168,0.3391666666666667,1911.3197547547577,7.4128403537937935,0.2559006770833333,0.36666666666666664,6856.87732725926,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,0.0,0.0,32.00920041778156,51.66666666666668,46.10666666666668,0.0,50.05639398944056,0.0,0.0,0.0,32.00920041778156,47.73241723828519,50.05639398944056,46.570428862707516,12.43753247303448,20.307215527383622,-0.06088256923529857,10.643867628077402,1.8222400039767415,1.6500000000000001,9.236100170605994,3284.419386758946,-1185.2804091232456,-163.21788239740837,-2244.4558360704623,0.0,0.0,439.5468532677361,0.0,3.0,0.09189646857342008,0.0,0.0,1.189236093036186,197.99884266666666,-112.12988002616368,0.20038649709433098,9.558060130733612,0.002897013374898538,-7.034288861452416,1.220634428927629,0.27118818563158037,-3138.6296430569996,42.0294791789966,0.7249112727551998,-166.8638583323686,3.6459759349602168
2025-01-01 04:00:00,1.6352944811366248,0.1950763900051306,0.298925045045045,1.6352944811366248,0.1950763900051306,0.2989250450450451,0.013665576147494416,1.0083453494074075,0.2608554826650561,0.3024280729166666,0.05,0.298925045045045,0.0,0.0,0.18049305667179727,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.01196835207443617,0.0,0.003071230811403509,0.0,0.0004487244449255209,0.0,0.010145620891165386,0.0,0.008229721694890179,0.0,0.20497925416193963,0.15373444062145467,0.0,0.0,6147.177931331079,20.611111111111168,0.40083333333333343,2258.832437437441,8.760629509029028,0.3024280729166666,0.43333333333333335,8103.582295851853,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,1008.3453494074075,0.18333333333333332,34.343977771290035,51.66666666666668,46.10666666666668,0.0,51.01690852133029,0.2375930148960555,641.0555269336388,1008.3453494074075,34.343977771290035,49.74396159910782,51.01818171806745,49.106214941259424,12.43753247303448,20.28809472877873,-0.06904347495091846,10.285375550645279,1.41133573695766,0.55,9.236100170605994,4026.647185234596,-683.9349800622331,-819.0983670708312,-2466.48314816104,0.0,0.0,453.84063832983344,0.0,3.0,0.09482211207555205,0.0,0.0,1.2270969695432343,197.99884266666666,-107.88823626527594,0.20018793594571596,9.539864560180371,0.0028920004765805936,36.39700923502826,1.2201450611256326,0.24839430192289969,-2989.171777019162,46.40435951948796,0.7249112727551998,-823.1025581179722,4.004191047141031
2025-01-01 05:00:00,0.5718768016277164,0.18888149889456213,0.2644336936936937,0.5718768016277164,0.18888149889456213,0.2644336936936937,0.013984996174076518,0.0,0.2403592794119732,0.26753252604166666,0.05,0.2644336936936937,0.0,0.0,0.17429816556122882,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.0034222286184210525,0.0,0.00044738696520890236,0.0,0.010115380590446562,0.0,0.007961725330334733,0.0,0.19671939934784832,0.14753954951088621,0.0,0.0,5437.888170023647,20.611111111111168,0.35458333333333336,1998.1979254254286,7.749787642602602,0.26753252604166666,0.38333333333333336,7168.553569407408,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,0.0,0.0,33.684472192359216,51.66666666666668,46.10666666666668,0.0,51.14422845383591,0.0,0.0,0.0,33.684472192359216,49.24869002613419,51.14422845383591,48.30092081228334,12.43753247303448,20.36785284685813,-0.05128767955172672,10.742046686719146,0.1600656839952177,-0.25000000000000006,9.236100170605994,3111.4211181888927,-1138.4565913534793,-395.3036409681263,-2620.471578820563,0.0,0.0,403.4279657250337,0.0,2.4675000000000002,0.09646063915678349,0.0,0.0,1.2483012179182507,162.85404809333335,-109.42343873922461,0.20051508719247949,9.594890501373808,0.0029125413483414545,14.085858795616955,1.2191862427783826,0.22424442042969625,-3177.8963939565792,41.24187717767131,0.7249112727551998,-398.5721418342712,3.2685008661449495
2025-01-01 06:00:00,2.029169997476364,0.20079826248374696,0.298925045045045,2.029169997476364,0.20079826248374694,0.2989250450450451,0.037001856444189726,1.3750163855555557,0.26472368255995227,0.3024280729166666,0.05,0.298925045045045,0.0,0.0,0.1862149291504136,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0038609758771929823,0.0,0.0014036849625911599,0.0,0.031737195604405584,0.0,0.01643711035940074,0.0,0.21062629775932862,0.1579697233194964,0.0,0.0,6147.177931331079,20.611111111111168,0.40083333333333343,2258.832437437441,8.760629509029028,0.3024280729166666,0.43333333333333335,8103.582295851853,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,1375.0163855555556,0.25,33.892047708041126,51.66666666666668,46.10666666666668,0.0,51.0436497379484,0.4898927226237986,1322.2249310010288,1375.0163855555556,33.892047708041126,49.3732440114628,51.0436497379484,48.53804114822001,12.43753247303448,20.307536189223402,-0.06407447950014843,10.169578653105997,0.8142691049134944,0.3,9.236100170605994,3951.849601171833,-1029.2941206613004,-485.5646793325901,-2503.7810463398982,0.0,0.0,419.0469262196557,0.0,2.0010000000000003,0.09521426845749052,0.0,0.0,1.232171881895749,132.0652280586667,-110.59421003900258,0.20019192451914453,9.550151061196999,0.0028969848372395464,-66.29904642983414,1.2194482419703054,0.257675944761891,-3337.0292113799474,48.90265328120594,0.7249112727551998,-489.94902660703275,4.384347274442657
2025-01-01 07:00:00,1.981300259146766,0.221564870516601,0.27593081081081083,1.981300259146766,0.221564870516601,0.27593081081081083,0.06370076961738844,1.2833486265185186,0.3050864880108591,0.27916437499999996,0.05,0.27593081081081083,0.0,0.0,0.20698153718326767,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0035977275219298247,0.0,0.0025456697272972922,0.0,0.05755737236816131,0.0,0.02911110509983541,0.0,0.2363329887623679,0.1772497415717759,0.0,0.0,5674.318090459457,20.611111111111168,0.37000000000000005,2085.0760960960993,8.08673493141141,0.27916437499999996,0.4,7480.229811555557,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,1283.3486265185188,0.23333333333333334,35.117264013937785,51.66666666666668,46.10666666666668,0.0,51.39890965573326,0.386250083871176,1044.6215710913443,1283.3486265185188,35.117264013937785,50.50001249137391,51.39890965573326,50.050563909194246,12.43753247303448,20.360435130171986,-0.05561846572675358,10.040496610298115,0.16219438311890585,-0.55,9.236100170605994,3347.786904136579,-1518.0865675249586,-676.0124817195469,-2699.1672212676017,0.0,0.0,484.3091764735484,2.4627639401738723,2.0010000000000003,0.09788546938505689,0.0,0.0,1.2667400062657916,132.0652280586667,-111.6731415288245,0.19865044882133281,9.559588841830115,0.0028840096691387803,-10.039654111896317,1.2192380611079594,0.26110705400723727,-3652.4708701603017,49.308206539243926,0.7249112727551998,-680.6308635788955,4.618381859348469
2025-01-01 08:00:00,1.6410619345680286,0.22256101810527884,0.298925045045045,1.6410619345680284,0.22256101810527884,0.2989250450450451,0.06256012692954921,0.9166775903703706,0.3093961443514422,0.3024280729166666,0.05,0.298925045045045,0.0,0.0,0.2079776847719455,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.002720233004385965,0.0,0.0025345240629921374,0.0,0.057305369862171114,0.0,0.03209256465551476,0.0,0.2366701256935553,0.17750259427016643,0.0,0.0,6147.177931331079,20.611111111111168,0.40083333333333343,2258.832437437441,8.760629509029028,0.3024280729166666,0.43333333333333335,8103.582295851853,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,916.6775903703705,0.16666666666666666,34.420761213891765,51.66666666666668,46.10666666666668,0.0,51.289930953892416,0.3098375730342284,838.8143861790102,916.6775903703705,34.420761213891765,49.82760634635594,51.289930953892416,49.096444042587706,12.43753247303448,20.30094507172432,-0.07111596460442744,9.4260579759185,-0.623100227276555,-1.4,9.236100170605994,3665.0445204012713,-1635.5788199664469,-738.8721142906659,-2884.665917647827,0.0,0.0,468.69420019844256,179.30098359707506,1.7167500000000002,0.10053765569534097,0.0,0.0,1.3010620616680222,113.30483771600001,-66.16169348042277,0.2000573273601165,9.545888619732226,0.002892414885149524,64.23400809523359,1.2200519464799828,0.27597015201639175,-3949.796726929211,55.38546952532296,0.7249112727551998,-744.5458804650593,5.673766174393435
2025-01-01 09:00:00,1.5962187369685459,0.20865411969379857,0.298925045045045,1.5962187369685459,0.20865411969379857,0.2989250450450451,0.04298170268963935,0.9166775903703706,0.28413137099186936,0.3024280729166666,0.05,0.298925045045045,0.0,0.0,0.19407078636046524,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040633454002372095,0.030475090501779063,0.0,0.0,0.0021937362938596492,0.0,0.0017275779672989505,0.0,0.039060388428480745,0.0,0.025370322511248967,0.0,0.21812759447824828,0.16359569585868616,0.0,0.0,6147.177931331079,20.611111111111168,0.40083333333333343,2258.832437437441,8.760629509029028,0.3024280729166666,0.43333333333333335,8103.582295851853,18700.57452888889,0.0,21.611111111111168,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,9565.254924444445,916.6775903703705,0.16666666666666666,34.45429464956988,51.66666666666668,46.10666666666668,0.0,51.38959428508449,0.22316044712459437,603.7521762232717,916.6775903703705,34.45429464956988,49.878938380336464,51.389973252413405,49.12323146063355,12.43753247303448,20.334824604515017,-0.06187361673500564,9.365294614675255,-0.37105801548331535,-0.85,9.236100170605994,3772.5198175234855,-1371.7399808613914,-455.11915732226606,-2770.7499242668123,0.0,0.0,377.77775667603134,532.2891948424079,0.9990000000000001,0.09901720303843943,0.0,0.0,1.2813858194205257,65.933614608,18.314053783188236,0.2014850744243061,9.593777024033477,0.002917833602018046,122.69528138779148,1.2205045368399494,0.27306520695633413,-3684.2551744590533,53.68275616022101,0.7249112727551998,-464.14109236947587,9.021935047209809
