Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.8767986352961874,0.14708106025314105,0.5412625000000001,0.01461331058826979,0.0024513510042190175,0.009021041666666669,0.01346133163118838,0.0,0.1818643869983322,0.6314729166666667,0.05,0.5412625000000001,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,On,11072.51668621989,15.5555555555556,0.7999999999999999,2249.2284126690015,15.862840227777781,0.6314729166666667,1,12690.272182222223,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,39.74247775394165,51.666666666666686,46.10666666666668,0.0,51.18947194604407,0.0,0.0,0.0,39.74247775394165,49.596500006509935,51.18947194604407,48.80001403674287,12.43753247303448,15.497849658894406,0.0,6.729073052949777,2.8,9.236100170605994,10599.413286262077,338.7857486679245,-651.9408779251957,-0.0,-0.0,251.4134108730045,0.0,1.0,0.03939674852333039,0.0,0,0.5098349916981025,65.99961422222222,-72.5759329056216,0.2566036908513721,7.09518602849451,0.0027484981925423903,4.983256957890093,1.237467171106113,0.3814439573959205,-1953.1630291968752,42.72036519579839
2025-01-01 00:01:00,0.8767986352961874,0.14708106025314105,0.5412625000000001,0.01461331058826979,0.0024513510042190175,0.009021041666666669,0.01346133163118838,0.0,0.1818643869983322,0.6314729166666667,0.05,0.5412625000000001,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,On,11072.51668621989,15.5555555555556,0.7999999999999999,2249.2284126690015,15.862840227777781,0.6314729166666667,1,12690.272182222223,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,39.52124478003818,51.666666666666686,46.10666666666668,0.0,51.1856286943196,0.0,0.0,0.0,39.52124478003818,49.5931534922334,51.1856286943196,48.79691589119031,12.43753247303448,15.684627409254835,0.0,6.825693905415826,2.8,9.236100170605994,10572.24421058447,287.58612338448415,-666.4757947582668,-0.0,-0.0,251.4134108730045,0.0,1.0,0.039691258090486854,0.0,0,0.51364625248368,65.99961422222222,-85.21009175015743,0.2542924205344823,7.208598430141025,0.0027485217881837564,4.612342947368036,1.240279397452207,0.38177222750080597,-2002.9159912066777,41.2737019221604
2025-01-01 00:02:00,0.24532571862952057,0.14708106025314105,0.0,0.004088761977158676,0.0024513510042190175,0.0,0.01346133163118838,0.0,0.1818643869983322,0.0,0.05,0.0,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,39.30612805705607,51.666666666666686,46.10666666666668,0.0,51.18180552291807,0.0,0.0,0.0,39.30612805705607,49.58982560687352,51.18180552291807,48.79383564885125,12.43753247303448,15.866167122474849,0.0,6.916284340037916,2.8,9.236100170605994,-526.8111950626239,-2009.6790080901098,-680.7258071521491,-0.0,-0.0,251.4134108730045,0.0,1.0,0.03997664604297386,0.0,0,0.5173394700673795,65.99961422222222,-97.49879878347934,0.2513564170110601,7.29726238861892,0.002748543578034379,4.25301143107435,1.2395003245047584,0.3820797530302238,-2049.6374285214765,39.95842043136662
2025-01-01 00:03:00,0.24532571862952057,0.14708106025314105,0.0,0.004088761977158676,0.0024513510042190175,0.0,0.01346133163118838,0.0,0.1818643869983322,0.0,0.05,0.0,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,39.42019314402621,51.666666666666686,46.10666666666668,0.0,51.17800187862241,0.0,0.0,0.0,39.42019314402621,49.58651583541154,51.17800187862241,48.790772813806115,12.43753247303448,15.764803897240169,0.0,6.889104144579152,2.8,9.236100170605994,-517.8936058124133,-1995.2729946988206,-672.7543858953537,-0.0,-0.0,251.4134108730045,0.0,1.0,0.039817403272457454,0.0,0,0.5152787026277483,65.99961422222222,-96.552630790064,0.2529939806557696,7.247679942909535,0.0027485636829426667,4.449434709661512,1.2399351772783578,0.3819875109638936,-2035.6119302761538,40.33893557733321
2025-01-01 00:04:00,0.24532571862952057,0.14708106025314105,0.0,0.004088761977158676,0.0024513510042190175,0.0,0.01346133163118838,0.0,0.1818643869983322,0.0,0.05,0.0,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,39.53045893073712,51.666666666666686,46.10666666666668,0.0,51.17418799885845,0.0,0.0,0.0,39.53045893073712,49.58319645910197,51.17418799885845,48.78770068922373,12.43753247303448,15.666696419424525,0.0,6.863967151279304,2.8,9.236100170605994,-508.6222559224466,-1981.827745381456,-665.0748525185205,-0.0,-0.0,251.4134108730045,0.0,1.0,0.03966302381240479,0.0,0,0.5132808714948645,65.99961422222222,-94.96081427693059,0.25459049818897184,7.19984868561618,0.002748584709009876,4.639685040303542,1.2403563522605698,0.3819021831303521,-2022.6464745796834,40.81872919822747
2025-01-01 00:05:00,0.24532571862952057,0.14708106025314105,0.0,0.004088761977158676,0.0024513510042190175,0.0,0.01346133163118838,0.0,0.1818643869983322,0.0,0.05,0.0,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,39.63721105748447,51.666666666666686,46.10666666666668,0.0,51.17036422723174,0.0,0.0,0.0,39.63721105748447,49.57986779786477,51.17036422723174,48.784619583181296,12.43753247303448,15.571599511188879,0.0,6.840654420285221,2.8,9.236100170605994,-497.72182984488984,-1969.3718447286183,-657.6647083830027,-0.0,-0.0,251.4134108730045,0.0,1.0,0.03951314460666358,0.0,0,0.51134127834368,65.99961422222222,-91.47053233489163,0.25614896213510074,7.153050143068734,0.0027486066266714077,4.824220216265859,1.240764874919503,0.38182303073464746,-2010.6268653809427,41.25502065232439
2025-01-01 00:06:00,0.24532571862952057,0.14708106025314105,0.0,0.004088761977158676,0.0024513510042190175,0.0,0.01346133163118838,0.0,0.1818643869983322,0.0,0.05,0.0,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,39.740630407244666,51.666666666666686,46.10666666666668,0.0,51.16653088151845,0.0,0.0,0.0,39.740630407244666,49.5765301475676,51.16653088151845,48.78152978059218,12.43753247303448,15.479358006269548,0.0,6.8189844233174295,2.8,9.236100170605994,-486.3371767405189,-1957.8184519828908,-650.5088568720433,-0.0,-0.0,251.4134108730045,0.0,1.0,0.03936754182716466,0.0,0,0.5094570266056695,65.99961422222222,-87.2417307414801,0.2576710051026766,7.108372473816936,0.0027486294085653103,5.003323721966369,1.2411613872305425,0.38174944110314385,-1999.4584552518859,41.64000326899523
2025-01-01 00:07:00,0.24532571862952057,0.14708106025314105,0.0,0.004088761977158676,0.0024513510042190175,0.0,0.01346133163118838,0.0,0.1818643869983322,0.0,0.05,0.0,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,39.840888308671396,51.666666666666686,46.10666666666668,0.0,51.162688263137156,0.0,0.0,0.0,39.840888308671396,49.57318378884685,51.162688263137156,48.77843155170169,12.43753247303448,15.389824934557714,0.0,6.798808144521239,2.8,9.236100170605994,-475.2669686003401,-1947.0668348355496,-643.5931250545138,-0.0,-0.0,251.4134108730045,0.0,1.0,0.039226002636763395,0.0,0,0.507625361946327,65.99961422222222,-83.0872544188307,0.25915820751001034,7.0639907974206055,0.002748653028709163,5.177265074875949,1.2415464983144098,0.38168091126779796,-1989.0635564553652,41.99672161981571
2025-01-01 00:08:00,0.24532571862952057,0.14708106025314105,0.0,0.004088761977158676,0.0024513510042190175,0.0,0.01346133163118838,0.0,0.1818643869983322,0.0,0.05,0.0,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,39.93814988054037,51.666666666666686,46.10666666666668,0.0,51.1588366580128,0.0,0.0,0.0,39.93814988054037,49.56982898791218,51.1588366580128,48.775325152861875,12.43753247303448,15.302858648802218,0.0,6.780001287863914,2.8,9.236100170605994,-464.6250488616744,-1937.0413407320339,-636.9040159503468,-0.0,-0.0,251.4134108730045,0.0,1.0,0.039088320815885105,0.0,0,0.5058436156694003,65.99961422222222,-79.13444378433212,0.2606121383777013,7.021573483291263,0.0027486774624297466,5.346305308895682,1.2419207965806478,0.3816170216678513,-1979.3773771505712,42.336036418537304
2025-01-01 00:09:00,0.24532571862952057,0.14708106025314105,0.0,0.004088761977158676,0.0024513510042190175,0.0,0.01346133163118838,0.0,0.1818643869983322,0.0,0.05,0.0,0.0,0.0,0.1324977269198077,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.0035099780701754383,0.0,On,0.00995135356101294,0,On,0.005200751105255235,0,On,0.1415988854105478,0.10619916405791081,On,0,0,Off,Off,0.0,15.5555555555556,0.0,0.0,0.0,0.0,0,0.0,12690.272182222223,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,7419.388248888889,Off,0.0,0.0,40.03256275079164,51.666666666666686,46.10666666666668,0.0,51.154976337138336,0.0,0.0,0.0,40.03256275079164,49.56646599706946,51.154976337138336,48.772210827035025,12.43753247303448,15.218332520491465,0.0,6.762457034438222,2.8,9.236100170605994,-454.40387356862004,-1927.6864753327777,-630.4294287328355,-0.0,-0.0,251.4134108730045,0.0,1.0,0.0389543122819646,0.0,0,0.5041094055546144,65.99961422222222,-75.38785570878906,0.26203418649223953,6.9798964136508825,0.0027487026863188104,5.510677589986651,1.2422848077818138,0.38155741166813534,-1970.3442556937005,42.65778036092288
