Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.467866131924607,2.230270770332967,0.0,0.05779776886541012,0.037171179505549455,0.0,0.01632797907170768,0.0,0.3195412305613577,3.081996922291542,0.05,0.0,0.0,0.22491409090842185,1.9907733460912118,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,HP On,4253.800690244117,20.000000000000057,1.959182789786239,1444.7080462707472,2.727855255624875,0.35414166666666663,1,5344.367069848197,5344.367069848197,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.734830331820948,51.666666666666686,46.10666666666668,0.0,50.72669177673735,0.0,0.0,0.0,19.734830331820948,47.94075400655625,50.72669177673735,46.54778512146571,12.43753247303448,19.999767345338647,0.0,0.722436258230508,2.8,9.236100170605994,3445.418813908169,1695.213846218773,-1447.5807009772252,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.06458067205489382,0.0,0,0.850281863811721,329.86607188266663,-10.626959576536606,0.24402674585636216,10.038452732548185,0.0034755749851119286,30.86105057037448,1.2179292662939345,0.17797253617346306,481.86457373076803,-231.35877378274225
2025-01-01 00:01:00,3.4698380340755572,2.2315444932931747,0.0,0.05783063390125929,0.03719240822155291,0.0,0.01632797907170768,0.0,0.3195412305613577,3.083968824442492,0.05,0.0,0.0,0.22491409090842185,1.9920470690514194,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,HP On,4253.098468193084,20.000000000000057,1.9574229593982841,1444.4695522929446,2.7298271577758255,0.35414166666666663,1,5343.426353819363,5343.426353819363,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.707879273862847,51.666666666666686,46.10666666666668,0.0,50.723320584278326,0.0,0.0,0.0,19.707879273862847,47.93798438845563,50.723320584278326,46.54531629054429,12.43753247303448,20.03525020578438,0.0,0.7647457616347004,2.8,9.236100170605994,3435.9725035746637,1682.8702387903925,-1451.899677458179,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.06464000246988459,0.0,0,0.8510630197556572,329.86607188266663,-15.0520713780557,0.24421286997422104,10.078503895646126,0.003475726039006686,30.618751342318625,1.2213390533287267,0.1775621555960798,470.9629340736855,-232.56224757623772
2025-01-01 00:02:00,3.471746776015231,2.2327774187872222,0.0,0.05786244626692052,0.037212956979787035,0.0,0.01632797907170768,0.0,0.3195412305613577,3.085877566382166,0.05,0.0,0.0,0.22491409090842185,1.993279994545467,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,HP On,4252.419003977185,20.000000000000057,1.9557220466922156,1444.2387875036789,2.7317358997154995,0.35414166666666663,1,5342.516124814198,5342.516124814198,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.681753761043986,51.666666666666686,46.10666666666668,0.0,50.71995349217654,0.0,0.0,0.0,19.681753761043986,47.93521855271021,50.71995349217654,46.542851082977045,12.43753247303448,20.069564591707838,0.0,0.806121780157483,2.8,9.236100170605994,3426.7575287204654,1671.0048054800802,-1456.0812650885885,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.06469736216167697,0.0,0,0.8518182287693299,329.86607188266663,-19.40599438594551,0.24370495758953883,10.094114687028569,0.003475875488524938,30.383744192560037,1.221196014660184,0.17715990995447098,460.3431998381305,-233.57718186172906
2025-01-01 00:03:00,3.473595703054869,2.2339717076727026,0.0,0.05789326171758115,0.03723286179454504,0.0,0.01632797907170768,0.0,0.3195412305613577,3.087726493421804,0.05,0.0,0.0,0.22491409090842185,1.9944742834309475,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,HP On,4251.761080098339,20.000000000000057,1.9540768223312843,1444.01533840702,2.7335848267551373,0.35414166666666663,1,5341.634751838693,5341.634751838693,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.65640913555569,51.666666666666686,46.10666666666668,0.0,50.71659037767971,0.0,0.0,0.0,19.65640913555569,47.93245638346163,50.71659037767971,46.540389386352594,12.43753247303448,20.102773800793067,0.0,0.8467005085759771,2.8,9.236100170605994,3417.7038211187246,1660.3484072379106,-1460.132702110217,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.06475285859081759,0.0,0,0.8525489056994873,329.86607188266663,-23.750341087211893,0.2432147959074665,10.109138765585254,0.0034760238083486154,30.155552304113193,1.2210576120593928,0.1767645262746472,449.96797210672395,-233.63490327583335
2025-01-01 00:04:00,3.4753876490779754,2.2351291904575272,0.0,0.05792312748463292,0.03725215317429212,0.0,0.01632797907170768,0.0,0.3195412305613577,3.0895184394449102,0.05,0.0,0.0,0.22491409090842185,1.9956317662157719,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,HP On,4251.123663778257,20.000000000000057,1.952484536866958,1443.7988542429734,2.735376772778243,0.35414166666666663,1,5340.780851354563,5340.780851354563,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.63180743802519,51.666666666666686,46.10666666666668,0.0,50.71323112467418,0.0,0.0,0.0,19.63180743802519,47.9296977711189,50.71323112467418,46.53793109434127,12.43753247303448,20.13493162513994,0.0,0.8866251024067112,2.8,9.236100170605994,3410.701631355917,1650.166137315672,-1464.060115003028,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.0648065831674723,0.0,0,0.8532562540703998,329.86607188266663,-26.18770163712591,0.24274146343881597,10.123604645928353,0.0034761710309270223,29.933846566362,1.2209236184304177,0.17637465121011878,439.7986498848846,-233.43136681218616
2025-01-01 00:05:00,3.477127807230271,2.23625322158245,0.0,0.057952130120504514,0.03727088702637417,0.0,0.01632797907170768,0.0,0.3195412305613577,3.091258597597206,0.05,0.0,0.0,0.22491409090842185,1.996755797340695,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,HP On,4250.504885856465,20.000000000000057,1.950940370518792,1443.5887001930864,2.737116930930539,0.35414166666666663,1,5339.951919382885,5339.951919382885,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.607881131607694,51.666666666666686,46.10666666666668,0.0,50.709875622689324,0.0,0.0,0.0,19.607881131607694,47.92694261141831,50.709875622689324,46.53547610578281,12.43753247303448,20.166133861910414,0.0,0.9259965385542724,2.8,9.236100170605994,3404.9821789513817,1640.508407581163,-1467.8748104718807,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.06485869730384469,0.0,0,0.8539423990669708,329.86607188266663,-27.473680651017318,0.24228342017397,10.137562718220092,0.003476317187153254,29.71804853554945,1.2207936321477104,0.1759893320542254,429.80789004575377,-232.88818265767716
2025-01-01 00:06:00,3.4788199459241484,2.2373462352014117,0.0,0.05798033243206914,0.03728910392002353,0.0,0.01632797907170768,0.0,0.3195412305613577,3.0929507362910833,0.05,0.0,0.0,0.22491409090842185,1.9978488109596564,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,HP On,4249.903386897821,20.000000000000057,1.9494407967325083,1443.3844145556873,2.7388090696244167,0.35414166666666663,1,5339.146134786843,5339.146134786843,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.584580936138547,51.666666666666686,46.10666666666668,0.0,50.70652377129358,0.0,0.0,0.0,19.584580936138547,47.924190809574384,50.70652377129358,46.53302432871478,12.43753247303448,20.19645039349833,0.0,0.9649040912744807,2.8,9.236100170605994,3399.7829651081597,1631.2875913268056,-1471.584982551115,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.06490931893591127,0.0,0,0.8546088934575243,329.86607188266663,-28.361223456360868,0.24183952927459723,10.151049810747622,0.003476462305165241,29.50773491095716,1.220667359848248,0.17560772223507434,419.9717023863488,-232.06852561523058
2025-01-01 00:07:00,0.38586920963306537,0.23949742424175519,0.0,0.006431153493884422,0.0039916237373625865,0.0,0.01632797907170768,0.0,0.3195412305613577,0.0,0.05,0.0,0.0,0.22491409090842185,0.0,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5339.146134786843,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.561874155266764,51.666666666666686,46.10666666666668,0.0,50.70317547738091,0.0,0.0,0.0,19.561874155266764,47.921442277717674,50.70317547738091,46.530575677886056,12.43753247303448,20.225927560573815,0.0,1.0034221663818172,2.8,9.236100170605994,-854.5195388868798,179.24737959464431,-1475.1959844462517,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.06495852655068345,0.0,0,0.8552567706175305,329.86607188266663,-29.14933865844234,0.24140901679820387,10.164731794976,0.003476606411087503,29.30262313722786,1.2205446064246628,0.1752291138360492,410.270181559577,-231.02280196493268
2025-01-01 00:08:00,0.38586920963306537,0.23949742424175519,0.0,0.006431153493884422,0.0039916237373625865,0.0,0.01632797907170768,0.0,0.3195412305613577,0.0,0.05,0.0,0.0,0.22491409090842185,0.0,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5339.146134786843,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.616121370554087,51.666666666666686,46.10666666666668,0.0,50.69983065270579,0.0,0.0,0.0,19.616121370554087,47.91869693256743,50.69983065270579,46.52813007249824,12.43753247303448,20.146133978177616,0.0,0.9906876995828235,2.8,9.236100170605994,-841.7001347414545,185.6947178126068,-1465.429230535351,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.06482529498011624,0.0,0,0.8535026174857057,329.86607188266663,-26.096688423917684,0.2426134053032256,10.129125668173316,0.0034767495297047387,29.74796582214403,1.2208765601892129,0.17535437607202514,413.47361016774306,-227.77889235513626
2025-01-01 00:09:00,0.38586920963306537,0.23949742424175519,0.0,0.006431153493884422,0.0039916237373625865,0.0,0.01632797907170768,0.0,0.3195412305613577,0.0,0.05,0.0,0.0,0.22491409090842185,0.0,0.01458333333333334,1,0.07260692171716603,0.0544551912878745,On,0.0,0,Off,0.0034871436403508763,0.0,On,0.012840835431356803,0,On,0.01965577601679511,0,On,0.22727853282739655,0.17045889962054736,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,5339.146134786843,0.0,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,7116.938862222222,Off,0.0,0.0,19.668557940227654,51.666666666666686,46.10666666666668,0.0,50.69647785940863,0.0,0.0,0.0,19.668557940227654,47.91594397427499,50.69647785940863,46.52567703170817,12.43753247303448,20.068903871774612,0.0,0.9789007288652769,2.8,9.236100170605994,-829.6842924764329,191.87230159032384,-1456.0007041525682,-0.0,-0.0,649.8257842178143,0.0,4.997999999999999,0.06469625786399931,0.0,0,0.8518036893683344,329.86607188266663,-23.50937254167883,0.24378599849448657,10.094816589562175,0.003476894783940585,30.17803767171528,1.2211980165958234,0.17547023860051209,416.4422066906541,-224.56990510033023
