Metric,Value
Total Electric Energy (kWh),1839.044566922766
Total Gas Energy (therms),0.0
Average Electric Power (kW),2.5542285651705083
Peak Electric Power (kW),8.4720577054492
Other Electric Energy (kWh),376.2480599297529
HVAC Heating Electric Energy (kWh),847.0939859251167
Lighting Electric Energy (kWh),38.941611051303674
Water Heating Electric Energy (kWh),542.0109100165926
HVAC Cooling Electric Energy (kWh),34.75
Average Temperature - Indoor (C),19.683870283041045
Unmet Heating Load (C-hours),39.19447380188057
Unmet Cooling Load (C-hours),0.0
Total Hot Water Unmet Demand (kWh),0.0
