occupants,plug_loads_other,plug_loads_tv,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.833,0.626,0.0291,0.0717,0.0,0.0,0,0,0,0
0.833,0.626,0.0291,0.0717,0.0,0.0,0,0,0,0
0.833,0.613,0.0221,0.0641,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.922,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.614,0.017,0.058,0.0,0.132,0,0,0,0
1.0,0.626,0.0196,0.0683,0.0,0.108,0,0,0,0
1.0,0.626,0.021,0.077,0.0,0.0747,0,0,0,0
1.0,0.626,0.021,0.077,0.0,0.172,0,0,0,0
1.0,0.626,0.021,0.077,0.0,0.0747,0,0,0,0
1.0,0.646,0.0287,0.129,0.0,0.109,0,0,0,0
1.0,0.665,0.0355,0.175,0.0,0.16,0,0,0,0
1.0,0.665,0.0355,0.175,0.0,0.0,0,0,0,0
1.0,0.665,0.0355,0.175,0.0,0.104,0,0,0,0
0.911,0.676,0.0405,0.195,0.0,0.299,0,0,0,0
0.833,0.685,0.0449,0.212,0.0,0.224,0,0,0,0
0.833,0.685,0.0449,0.212,0.0,0.138,0,0,0,0
0.833,0.685,0.0449,0.212,0.0,0.247,0,0,0,0
0.833,0.762,0.0785,0.35,0.0,0.0,0,0,0,0
0.833,0.829,0.108,0.47,0.0,0.0,0,0,0,0
0.833,0.829,0.108,0.47,0.0,0.289,0,0,0,0
0.833,0.829,0.108,0.47,0.0,0.127,0,0,0,0
0.833,0.829,0.118,0.477,0.0,0.0,0,0,0,0
0.744,0.805,0.115,0.438,0.0,0.0,0,0,0,0
0.667,0.784,0.105,0.398,0.0,0.0747,0,0,0,0
0.667,0.784,0.105,0.398,0.0,0.0,0,0,0,0
0.667,0.784,0.111,0.392,0.0,0.0,0,0,0,0
0.667,0.784,0.117,0.388,0.0,0.361,0,0,0,0
0.667,0.784,0.117,0.388,0.0,0.326,0,0,0,0
0.667,0.784,0.117,0.388,0.0,0.149,0,0,0,0
0.578,0.759,0.108,0.338,0.0,0.207,0,0,0,0
0.5,0.738,0.101,0.294,0.0,0.0498,0,0,0,0
0.5,0.738,0.101,0.294,0.0,0.0747,0,0,0,0
0.411,0.714,0.0856,0.252,0.0,0.0747,0,0,0,0
0.511,0.741,0.106,0.294,0.0,0.0,0,0,0,0
0.667,0.784,0.136,0.363,0.0,0.0747,0,0,0,0
0.667,0.784,0.136,0.363,0.533,0.224,0,0,0,0
0.667,0.784,0.136,0.363,1.0,0.0,0,0,0,0
0.667,0.784,0.145,0.361,0.533,0.0747,0,0,0,0
0.667,0.784,0.153,0.36,0.0,0.149,0,0,0,0
0.578,0.759,0.135,0.32,0.0,0.0,0,0,0,0
0.5,0.738,0.119,0.284,0.0,0.0,0,0,0,0
0.5,0.714,0.103,0.246,0.0,0.0747,0,0,0,0
0.5,0.692,0.0888,0.212,0.0,0.0,0,0,0,0
0.5,0.692,0.0888,0.212,0.0,0.0747,0,0,0,0
0.5,0.692,0.0888,0.212,0.0,0.0,0,0,0,0
0.5,0.7,0.0938,0.222,0.0,0.0747,0,0,0,0
0.589,0.734,0.12,0.277,0.0,0.239,0,0,0,0
0.667,0.759,0.139,0.317,0.0,0.0,0,0,0,0
0.667,0.759,0.139,0.317,0.0,0.224,0,0,0,0
0.667,0.775,0.157,0.354,0.0,0.197,0,0,0,0
0.667,0.79,0.172,0.387,0.0,0.0747,0,0,0,0
0.667,0.79,0.172,0.387,0.0,0.224,0,0,0,0
0.667,0.79,0.172,0.387,0.0,0.203,0,0,0,0
0.667,0.846,0.226,0.529,0.0,0.0907,0,0,0,0
0.578,0.856,0.239,0.573,0.0,0.224,0,0,0,0
0.5,0.821,0.209,0.504,0.0,0.352,0,0,0,0
0.5,0.821,0.209,0.504,0.0,0.0,0,0,0,0
0.678,0.909,0.339,0.75,0.0,0.0,0,0,0,0
0.833,0.986,0.454,0.966,0.0,0.218,0,0,0,0
0.744,0.945,0.407,0.869,0.533,0.0,0,0,0,0
0.667,0.909,0.366,0.784,1.0,0.224,0,0,0,0
0.578,0.862,0.377,0.684,1.0,0.0,0,0,0,0
0.5,0.821,0.387,0.597,0.533,0.0,0,0,0,0
0.5,0.821,0.387,0.597,0.0,0.0,0,0,0,0
0.5,0.821,0.387,0.597,0.0,0.0,0,0,0,0
0.589,0.846,0.516,0.619,0.533,0.123,0,0,0,0
0.667,0.867,0.629,0.638,1.0,0.0,0,0,0,0
0.667,0.867,0.629,0.638,1.0,0.0,0,0,0,0
0.667,0.867,0.629,0.638,1.0,0.216,0,0,0,0
0.667,0.837,0.612,0.557,1.0,0.159,0,0,0,0
0.667,0.811,0.596,0.486,0.6,0.0,0,0,0,0
0.667,0.811,0.596,0.486,0.0,0.0,0,0,0,0
0.667,0.783,0.519,0.429,0.0,0.0,0,0,0,0
0.667,0.737,0.358,0.354,0.0,0.0,0,0,0,0
0.667,0.717,0.276,0.333,0.0,0.0,0,0,0,0
0.756,0.717,0.276,0.333,0.0,0.103,0,0,0,0
0.833,0.696,0.23,0.284,0.0,0.0,0,0,0,0
0.833,0.667,0.135,0.184,0.0,0.0,0,0,0,0
0.833,0.658,0.0879,0.135,0.0,0.0,0,0,0,0
0.833,0.642,0.0687,0.114,0.0,0.0,0,0,0,0
0.833,0.614,0.0327,0.0754,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.833,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
0.922,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.601,0.0159,0.0574,0.0,0.0,0,0,0,0
1.0,0.614,0.0186,0.0678,0.0,0.0747,0,0,0,0
1.0,0.626,0.021,0.077,0.0,0.0,0,0,0,0
1.0,0.626,0.021,0.077,0.0,0.0,0,0,0,0
1.0,0.626,0.021,0.077,0.0,0.0,0,0,0,0
1.0,0.63,0.0235,0.098,0.0,0.224,0,0,0,0
1.0,0.633,0.0257,0.116,0.0,0.0747,0,0,0,0
1.0,0.633,0.0257,0.116,0.0,0.149,0,0,0,0
1.0,0.633,0.0257,0.116,0.0,0.0,0,0,0,0
1.0,0.638,0.0282,0.126,0.0,0.0,0,0,0,0
