Metric,Value
Total Electric Energy (kWh),532.4479623738961
Total Gas Energy (therms),0.0
Average Electric Power (kW),0.7395110588526335
Peak Electric Power (kW),11.131753370416078
Other Electric Energy (kWh),203.83964595253235
HVAC Heating Electric Energy (kWh),56.10339767505413
Lighting Electric Energy (kWh),108.6363966855691
Water Heating Electric Energy (kWh),128.9529984703704
HVAC Cooling Electric Energy (kWh),34.91552359037021
Average Temperature - Indoor (C),16.516850605685825
Unmet Heating Load (C-hours),16.48232342138258
Unmet Cooling Load (C-hours),0.28376389031724647
Total Hot Water Unmet Demand (kWh),0.0
