Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.2530305841935415,0.16765159528467596,0.0,0.004217176403225692,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,0.0,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7258.78528,Off,0.0,0.0,19.96791567118094,51.666666666666686,46.10666666666668,0.0,50.82846932982397,0.0,0.0,0.0,19.96791567118094,48.401067417089514,50.82846932982397,47.18736646072229,12.43753247303448,20.136860987347912,0.0,6.845177051392864,-2.5289288705250295,2.8,9.236100170605994,-553.7029293771305,-1395.6688956526973,751.7990567450468,-941.3799072793386,-0.0,-0.0,437.83647716741547,0.0,3.0,0.04166551994104359,0.0,0,0.7515684196628505,197.99884266666666,-50.159499265207344,0.2361851693428465,10.007567672134915,0.0033921109492080475,20.340550549944858,1.2174211730721582,0.27394105809783265,-1444.1500366384503,48.481140985752965,0.12607399176646858,875.5542874639381,-123.75523071889126
2025-01-01 00:01:00,0.2530305841935415,0.16765159528467596,0.0,0.004217176403225692,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,0.0,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7258.78528,Off,0.0,0.0,20.059135256926236,51.666666666666686,46.10666666666668,0.0,50.82638006871891,0.0,0.0,0.0,20.059135256926236,48.39938601928438,50.82638006871891,47.18588899456711,12.43753247303448,20.005636168895414,0.0,6.872103366931787,-2.4462337457321857,2.8,9.236100170605994,-544.9044766016582,-1405.869932255009,734.132737351206,-930.3713303346043,-0.0,-0.0,437.83647716741547,0.0,3.0,0.041492340388926,0.0,0,0.7484445829151726,197.99884266666666,-52.36962343446932,0.2388168979096604,9.97322285907366,0.003392247406422785,20.89324398799227,1.2215238618412694,0.27400664255763557,-1454.110923186945,48.24099093193604,0.12578764198906572,860.0095313934169,-125.87679404221089
2025-01-01 00:02:00,0.2530305841935415,0.16765159528467596,0.0,0.004217176403225692,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,0.0,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7258.78528,Off,0.0,0.0,20.14754790783877,51.666666666666686,46.10666666666668,0.0,50.824282607857484,0.0,0.0,0.0,20.14754790783877,48.39769694033646,50.824282607857484,47.18440410657595,12.43753247303448,19.87838939223355,0.0,6.897247240979324,-2.366972841817696,2.8,9.236100170605994,-536.5878847952768,-1415.4767033801272,718.3942792459125,-919.7460796078306,-0.0,-0.0,437.83647716741547,0.0,3.0,0.04132409792782819,0.0,0,0.7454098020991312,197.99884266666666,-54.678282354861494,0.24071744834255163,9.916336963089236,0.003392387100685647,21.429388537883717,1.222054202379414,0.27406787135213856,-1463.4165090772644,47.93980569713718,0.1255125707880666,845.1641282830429,-126.76984903713046
2025-01-01 00:03:00,0.2530305841935415,0.16765159528467596,0.0,0.004217176403225692,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,0.0,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7258.78528,Off,0.0,0.0,20.233322427931814,51.666666666666686,46.10666666666668,0.0,50.8221772010844,0.0,0.0,0.0,20.233322427931814,48.396000416603634,50.8221772010844,47.182912024363254,12.43753247303448,19.75488119899387,0.0,6.92075310628287,-2.29064978479688,2.8,9.236100170605994,-528.8248470281823,-1424.5363961066364,703.4212695661383,-909.4798226457718,-0.0,-0.0,437.83647716741547,0.0,3.0,0.04116050224494904,0.0,0,0.7424588405122093,197.99884266666666,-57.18150154982594,0.24257896515957153,9.861303604286839,0.0033925303174837103,21.94990253844839,1.222569396273217,0.27412509900114224,-1472.1194411466124,47.5830450399759,0.1252471243004324,830.9188962175084,-127.49762665137007
2025-01-01 00:04:00,0.2530305841935415,0.16765159528467596,0.0,0.004217176403225692,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,0.0,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7258.78528,Off,0.0,0.0,20.316604524936896,51.666666666666686,46.10666666666668,0.0,50.82006408698023,0.0,0.0,0.0,20.316604524936896,48.394296670229636,50.82006408698023,47.18141296185435,12.43753247303448,19.634904912335493,0.0,6.942745880852597,-2.2169337405934595,2.8,9.236100170605994,-518.417843176381,-1432.895327804688,689.4032816217427,-899.5514052572421,-0.0,-0.0,437.83647716741547,0.0,3.0,0.04100130376439155,0.0,0,0.739587196269809,197.99884266666666,-56.7029150865543,0.24440328249211396,9.807386817089146,0.0033926769511608617,22.45562180760266,1.2230702680612109,0.2741786320459219,-1480.2652752189986,47.3699474143106,0.12499020964638774,817.206878928365,-127.80359730662218
2025-01-01 00:05:00,0.2530305841935415,0.16765159528467596,0.0,0.004217176403225692,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,0.0,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7258.78528,Off,0.0,0.0,20.39744508482916,51.666666666666686,46.10666666666668,0.0,50.817943490949695,0.0,0.0,0.0,20.39744508482916,48.392585911088894,50.817943490949695,47.1799071211585,12.43753247303448,19.518388486580008,0.0,6.963349434822559,-2.1455122184770006,2.8,9.236100170605994,-506.1841671879696,-1440.7543339659032,676.1789176502296,-889.9511440130943,-0.0,-0.0,437.83647716741547,0.0,3.0,0.040846429627930524,0.0,0,0.7367935551451723,197.99884266666666,-54.06950034229078,0.24619029509632062,9.75519276435956,0.0033928269018016597,22.946798619637583,1.2235570832708884,0.27422877408051743,-1487.8992928642965,47.144958898393185,0.12474078715669194,803.9654977582427,-127.78658010801314
2025-01-01 00:06:00,0.2530305841935415,0.16765159528467596,0.0,0.004217176403225692,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,0.0,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7258.78528,Off,0.0,0.0,20.475906238228852,51.666666666666686,46.10666666666668,0.0,50.81581563379494,0.0,0.0,0.0,20.475906238228852,48.390868344770965,50.81581563379494,47.178394700258984,12.43753247303448,19.40524390483262,-0.09475609516743688,6.982664282182408,-2.076122177683799,2.8,9.236100170605994,-493.7456459928793,-1448.1219234778266,663.6434191607091,-880.6682449142037,-0.0,-0.0,437.83647716741547,0.0,3.0,0.04069578459231841,0.0,0,0.7340761991274086,197.99884266666666,-50.913878246091095,0.2479401956763683,9.704054142222866,0.003392980071380531,23.423758497634203,1.2240301761640802,0.27427577151738286,-1495.0582196128487,46.93629613502209,0.1244979805460858,791.1421764307728,-127.49875727006375
2025-01-01 00:07:00,0.2530305841935415,0.16765159528467596,0.0,0.004217176403225692,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,0.0,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,7258.78528,Off,0.0,0.0,20.552082263103305,51.666666666666686,46.10666666666668,0.0,50.813680730698906,0.0,0.0,0.0,20.552082263103305,48.38914417163372,50.813680730698906,47.17687589210112,12.43753247303448,19.295337496657336,-0.20466250334272118,7.0007827598293755,-2.008539711687404,2.8,9.236100170605994,-481.6996395153593,-1455.0322074214457,651.7053443618539,-871.6884039843094,-0.0,-0.0,437.83647716741547,0.0,3.0,0.04054921126347981,0.0,0,0.7314322891203854,197.99884266666666,-47.84771269846537,0.24965394554486012,9.654536621780226,0.0033931363642291023,23.887031407586797,1.2244900742078721,0.27431985059426256,-1501.7758300836979,46.74362266225215,0.12426104285581849,778.6922512513729,-126.98690688951903
2025-01-01 00:08:00,7.511815864193541,0.16765159528467596,0.0,0.12519693106989235,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,7.25878528,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,On,7258.78528,20.000000000000057,1.0,0.0,7.25878528,0.0,1,7258.78528,7258.78528,Off,0.0,0.0,20.626074493457565,51.666666666666686,46.10666666666668,0.0,50.811538988318816,0.0,0.0,0.0,20.626074493457565,48.38741358409632,50.811538988318816,47.17535088198508,12.43753247303448,19.188525564713125,-0.3114744352869323,7.017788575009842,-1.942574842758685,2.8,9.236100170605994,6788.645885862649,-1461.51827184097,640.286362610289,-862.9967676580808,-0.0,-0.0,437.83647716741547,0.0,3.0,0.040406537274207954,0.0,0,0.728858715940553,197.99884266666666,-44.97910364668553,0.2513327424343074,9.606568122825536,0.00339329568836108,24.337196127337116,1.2249373494162368,0.27436121631581045,-1508.082767974484,46.56449613351391,0.12402933979806947,766.5778690994497,-126.29150648916078
2025-01-01 00:09:00,7.511815864193541,0.16765159528467596,0.0,0.12519693106989235,0.0027941932547445995,0.0,0.012887315317709497,0.0,0.24014326887583198,7.25878528,0.0,0.0,0.16765159528467596,0.0,1,0.0,0.0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.009754649016539907,0,On,0.016607808496263986,0,On,0.18847070989703882,0.14135303242277908,On,0,0,Off,On,7258.78528,20.000000000000057,1.0,0.0,7.25878528,0.0,1,7258.78528,7258.78528,Off,0.0,0.0,20.51928125796822,51.666666666666686,46.10666666666668,0.0,50.8093906041483,0.0,0.0,0.0,20.51928125796822,48.38567676604515,50.8093906041483,47.17381984699359,12.43753247303448,19.338415957467728,-0.16158404253232916,7.033757861285774,-1.8780668101877558,2.8,9.236100170605994,6771.372061350168,-1467.6089232303761,629.3195837757112,-875.2037102726399,-0.0,-0.0,437.83647716741547,0.0,3.0,0.040606689768367156,0.0,0,0.7324690943527188,197.99884266666666,-50.045985544607525,0.24900859239573586,9.674655018072615,0.003393457955774945,23.65591620134675,1.2243094908722998,0.2744000550597849,-1514.0069268937032,46.39800366332709,0.12380233452538641,754.7670041865993,-125.44742041088801
