Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,1.0788444654846154,0.4828276652032038,0.0,0.017980741091410256,0.00804712775338673,0.0,0.14544496772372856,0.933399497760887,0.0,0.0,0.0,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19650.418,Off,0.0,0,86.95668041886022,51.666666666666686,46.10666666666668,0.0,52.055351517652824,0.0,0.0,0.0,135.86981315446909,52.07838347493295,52.089899453573025,52.055351517652824,12.43753247303448,19.521978867990182,0.0,-2.8037693144534193,0.5207355177508354,-2.0510672363407445,2.8,9.236100170605994,-3084.788973620114,122.6080969167055,834.987718081459,1090.0786956936754,-4073.262649574804,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.18691196046756578,0.0,0,1.2899336064521918,131.99922844444444,-179.88336171587054,0.19816925910232422,8.994265842741946,0.002736748606385832,-111.32762928135138,1.2204611193121535,0,0,122.6080969167055,0.27184172728319994,807.4739044536075,27.513813627851487,0.2003981838663339,1266.9186441361978,-176.83994844252246
2025-01-01 00:01:00,1.0788444654846154,0.4828276652032038,0.0,0.017980741091410256,0.00804712775338673,0.0,0.14544496772372856,0.933399497760887,0.0,0.0,0.0,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19650.418,Off,0.0,0,87.19700937265148,51.666666666666686,46.10666666666668,0.0,52.04088537822306,0.0,0.0,0.0,136.24532714476794,52.064835024163095,52.07680984713312,52.04088537822306,12.43753247303448,19.41842246925064,-0.0815775307494171,-2.685710458395452,0.7340832789808255,-1.9721676870390257,2.8,9.236100170605994,-3049.905501821473,120.50409522276449,759.0427779725377,1065.1694728606794,-4036.98940086712,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.18640182580580272,0.0,0,1.2864130193138505,131.99922844444444,-181.27313862491326,0.20001167350158075,8.969698352161267,0.00273646357531175,-110.54045976940024,1.2244597065809832,0,0,120.50409522276449,0.27184172728319994,731.8912982626758,27.151479709861807,0.19997341917255074,1243.671321931613,-178.50184907093353
2025-01-01 00:02:00,1.0788444654846154,0.4828276652032038,0.0,0.017980741091410256,0.00804712775338673,0.0,0.14544496772372856,0.933399497760887,0.0,0.0,0.0,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19650.418,Off,0.0,0,87.43097065208808,51.666666666666686,46.10666666666668,0.0,52.026379671854116,0.0,0.0,0.0,136.6108916438876,52.05124912848407,52.06368385679907,52.026379671854116,12.43753247303448,19.317212539374808,-0.1827874606252493,-2.5697430654041815,0.9332262892390627,-1.8964506108399772,2.8,9.236100170605994,-3016.1900575349855,118.62507842262382,688.1859583955534,1042.410361713833,-4001.66189053919,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.18590282191035742,0.0,0,1.2829692488195747,131.99922844444444,-182.8852046663554,0.20125508553185256,8.922216074624323,0.0027361814838344207,-109.76942197728336,1.2248836463165564,0,0,118.62507842262382,0.27184172728319994,661.3410021955935,26.84495619995983,0.19956493755981689,1221.4386324044206,-179.02827069058753
2025-01-01 00:03:00,1.0788444654846154,0.4828276652032038,0.0,0.017980741091410256,0.00804712775338673,0.0,0.14544496772372856,0.933399497760887,0.0,0.0,0.0,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,19650.418,Off,0.0,0,87.65880232239293,51.666666666666686,46.10666666666668,0.0,52.01183545972161,0.0,0.0,0.0,136.96687862873895,52.0376267800235,52.050522440174454,52.01183545972161,12.43753247303448,19.218260943928907,-0.28173905607114946,-2.4557398988713763,1.1191430812256709,-1.8234920398387333,2.8,9.236100170605994,-2983.68912157209,116.79255416983464,622.0356567490784,1020.777430516604,-3967.2411712106327,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.18541454363844131,0.0,0,1.2795994989615698,131.99922844444444,-184.80498803201715,0.20247887849397603,8.875900963217003,0.0027359014569438766,-109.01346627584509,1.225298413418912,0,0,116.79255416983464,0.27184172728319994,595.4763519551022,26.559304793976175,0.19917054511162208,1200.087405951619,-179.30997543501508
2025-01-01 00:04:00,2.056656965484615,0.4828276652032038,0.8822368421052633,0.03427761609141025,0.00804712775338673,0.014703947368421054,0.14544496772372856,0.933399497760887,0.9778125,0.0,0.8822368421052633,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,On,17089.69039574896,20.000000000000057,0.76,3538.540104251042,25.85581315789474,0.9778125,1,19650.418,19650.418,Off,0.0,0,87.8807342281249,51.666666666666686,46.10666666666668,0.0,51.9972537633325,0.0,0.0,0.0,137.31364723144515,52.02396893381676,52.037326519058894,51.9972537633325,12.43753247303448,19.12148258894255,-0.37851741105750847,-2.3436038019983694,1.2927406693033117,-1.7529768607293728,2.8,9.236100170605994,10722.387869181,7071.505935796046,560.2710054444718,1000.3530391617013,-3933.689930457619,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.18493659875295573,0.0,0,1.2763010627979472,131.99922844444444,-184.0315546311092,0.2036836145823477,8.83070878871471,0.002735623452668543,-108.27205575487311,1.2257043458481707,0,0,115.02775239521182,0.27184172728319994,533.9760200100982,26.29498543437359,0.19878861732064407,1179.518095648931,-179.1650564872297
2025-01-01 00:05:00,2.056656965484615,0.4828276652032038,0.8822368421052633,0.03427761609141025,0.00804712775338673,0.014703947368421054,0.14544496772372856,0.933399497760887,0.9778125,0.0,0.8822368421052633,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,On,17089.69039574896,20.000000000000057,0.76,3538.540104251042,25.85581315789474,0.9778125,1,19650.418,19650.418,Off,0.0,0,87.6064609374391,51.666666666666686,46.10666666666668,0.0,51.982635565894945,0.0,0.0,0.0,136.8850952147486,52.01027650908787,52.02409698068435,51.982635565894945,12.43753247303448,19.210443302403462,-0.28955669759659486,-2.019388725286777,1.454863298768637,-1.6846201797613085,2.8,9.236100170605994,10683.053641930252,7066.051954877424,502.59097134159174,980.9507500693477,-3964.5267719637263,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.18537595014389038,0.0,0,1.279333154071242,131.99922844444444,-192.52894037575103,0.2025367093299633,8.871937085670933,0.0027353474305697348,-108.6402999918357,1.2253315873030184,0,0,109.57377147658931,0.27184172728319994,476.54091599554755,26.05005534604419,0.19841767874542957,1159.6413245853926,-178.6905745160449
2025-01-01 00:06:00,2.056656965484615,0.4828276652032038,0.8822368421052633,0.03427761609141025,0.00804712775338673,0.014703947368421054,0.14544496772372856,0.933399497760887,0.9778125,0.0,0.8822368421052633,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,On,17089.69039574896,20.000000000000057,0.76,3538.540104251042,25.85581315789474,0.9778125,1,19650.418,19650.418,Off,0.0,0,87.33905273296251,51.666666666666686,46.10666666666668,0.0,51.96806348093744,0.0,0.0,0.0,136.46726989525393,51.99662681803004,52.01090848657635,51.96806348093744,12.43753247303448,19.296876653347315,-0.2031233466527418,-1.700562117895894,1.6062965624887242,-1.6181798906759073,2.8,9.236100170605994,10646.86266835403,7061.087240760631,448.7156292544845,962.4373596248415,-3994.5783971022556,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.18580250713052876,0.0,0,1.2822769474526576,131.99922844444444,-198.66828881344196,0.20142865816668634,8.91172520261753,0.0027350703854374246,-108.991730718022,1.2249696425440937,0,0,104.60905735979676,0.27184172728319994,422.89272831372654,25.822900940757975,0.1980564737151919,1140.3813048443058,-177.9439452194643
2025-01-01 00:07:00,2.056656965484615,0.4828276652032038,0.8822368421052633,0.03427761609141025,0.00804712775338673,0.014703947368421054,0.14544496772372856,0.933399497760887,0.9778125,0.0,0.8822368421052633,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,On,17089.69039574896,20.000000000000057,0.76,3538.540104251042,25.85581315789474,0.9778125,1,19650.418,19650.418,Off,0.0,0,87.07814312121573,51.666666666666686,46.10666666666668,0.0,51.95353636386125,0.0,0.0,0.0,136.05959862689957,51.98301879101545,51.997760004592564,51.95353636386125,12.43753247303448,19.38091878067224,-0.11908121932781768,-1.3868589725845417,1.7477715515632062,-1.5534491424583021,2.8,9.236100170605994,10611.782295460962,7056.267382687402,398.3844924056255,944.6974813623351,-4023.8843848294528,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.18621696754131445,0.0,0,1.2851372588585146,131.99922844444444,-204.44267397931287,0.20035713451959142,8.950149997254567,0.002734792361992759,-109.32724545721298,1.2246179226552023,0,0,99.78919928656728,0.27184172728319994,372.7724536811948,25.612038724430704,0.19770392799681027,1121.6734112839708,-176.97592992163575
2025-01-01 00:08:00,2.056656965484615,0.4828276652032038,0.8822368421052633,0.03427761609141025,0.00804712775338673,0.014703947368421054,0.14544496772372856,0.933399497760887,0.9778125,0.0,0.8822368421052633,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,On,17089.69039574896,20.000000000000057,0.76,3538.540104251042,25.85581315789474,0.9778125,1,19650.418,19650.418,Off,0.0,0,86.82345946280414,51.666666666666686,46.10666666666668,0.0,51.939053131121064,0.0,0.0,0.0,135.66165541063145,51.969451415518535,51.98465055771727,51.939053131121064,12.43753247303448,19.46267074256277,-0.037329257437285435,-1.0780699146348516,1.8799686935108455,-1.490251659719586,2.8,9.236100170605994,10577.68830451783,7051.627892567877,351.35515055486894,927.6323431193355,-4052.4728089324167,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.1866198538330176,0.0,0,1.287917693914392,131.99922844444444,-209.9482408194816,0.1993203106134286,8.987974133115351,0.0027345134025981823,-109.64752703747932,1.224275987349894,0,0,95.149709167043,0.27184172728319994,325.9390373763296,25.416113178539327,0.1973591254065777,1103.4626349703312,-175.8302918509957
2025-01-01 00:09:00,2.056656965484615,0.4828276652032038,0.8822368421052633,0.03427761609141025,0.00804712775338673,0.014703947368421054,0.14544496772372856,0.933399497760887,0.9778125,0.0,0.8822368421052633,0.0,0.4828276652032038,0,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0.0,0,Off,0.004678557200292397,0.0,On,0.002471043702101732,0.0,On,0.08928796651132563,0,On,0.0490074003100088,0.0,On,0.2896292774899484,0,On,0.606952232264283,0.4552141741982121,On,0,0,Off,On,17089.69039574896,20.000000000000057,0.76,3538.540104251042,25.85581315789474,0.9778125,1,19650.418,19650.418,Off,0.0,0,86.57474941340207,51.666666666666686,46.10666666666668,0.0,51.924612744597425,0.0,0.0,0.0,135.27304595844075,51.95592372149279,51.97157920994048,51.924612744597425,12.43753247303448,19.54222604155558,0.0,-0.7740165527104831,2.0035213117348545,-1.428437570944727,2.8,9.236100170605994,10544.533816516092,7047.165122480408,307.401995488475,911.1576378759802,-4080.369695634814,-0.0,-0.0,1168.3570376705602,0.0,2.0,0.1870116492950888,0.0,0,1.290621587940846,131.99922844444444,-215.20584211882266,0.1983165019136187,9.024550642172034,0.002734233547832666,-109.95320864694078,1.2239434293757432,0,0,90.6869390795737,0.27184172728319994,282.16811222930215,25.233883259172856,0.19702128678946432,1085.7022207260627,-174.5445828500825
