Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.514297502780054,0.2117396844457041,0.0,0.008571625046334234,0.003528994740761735,0.0,0.0433527504474979,0.46094475233255616,0.0,0.010000000000000002,0.0,0.0,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,46.7667580212509,51.666666666666686,46.10666666666668,0.0,48.91267671031979,0.0,0.0,0.0,73.07305940820453,48.28036934820091,48.91267671031979,47.964215667141474,12.43753247303448,17.273150200387573,-0.004627577390255766,8.324803687677267,2.8,9.236100170605994,-2235.165575578823,-2429.7890630776933,-2661.826407509799,-0.0,-0.0,554.1172834999753,0.0,3.0,0.14112339255824655,0.0,0.0,1.0292228126021692,197.99884266666666,-127.45645156899914,0.2283161758352881,7.941222576176729,0.0027383049845636533,-12.938084922058161,1.2299103399541005,0.34320117249372223,-2471.05985786286,41.270794785166885
2025-01-01 00:01:00,0.514297502780054,0.2117396844457041,0.0,0.008571625046334234,0.003528994740761735,0.0,0.0433527504474979,0.46094475233255616,0.0,0.010000000000000002,0.0,0.0,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,46.87988970614949,51.666666666666686,46.10666666666668,0.0,48.904702127066564,0.0,0.0,0.0,73.24982766585858,48.27308276463235,48.904702127066564,47.957273083415245,12.43753247303448,17.190779208403203,-0.08699856937462513,8.269098374634748,2.8,9.236100170605994,-2214.8154145296635,-2402.9636072165226,-2638.0902216016866,-0.0,-0.0,554.1172834999753,0.0,3.0,0.1406655284819435,0.0,0.0,1.0258835777392628,197.99884266666666,-130.84247642795216,0.23017705244954684,7.924211279181817,0.002738270247758514,-12.365369389071995,1.2338530436006252,0.3430354854758168,-2444.9638111717286,42.000203955205826
2025-01-01 00:02:00,0.514297502780054,0.2117396844457041,0.0,0.008571625046334234,0.003528994740761735,0.0,0.0433527504474979,0.46094475233255616,0.0,0.010000000000000002,0.0,0.0,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,46.99027541110075,51.666666666666686,46.10666666666668,0.0,48.89670891353416,0.0,0.0,0.0,73.42230532984492,48.26577855436672,48.89670891353416,47.95031337478301,12.43753247303448,17.110212463223768,-0.16756531455406076,8.216848651855056,2.8,9.236100170605994,-2195.296374850576,-2377.805931843664,-2614.9563129213184,-0.0,-0.0,554.1172834999753,0.0,3.0,0.14021701066095799,0.0,0.0,1.0226125057727469,197.99884266666666,-134.457345429233,0.23135168135149506,7.8857713534081935,0.002738237154694035,-11.804859222552702,1.2341955455164044,0.34288000382018863,-2420.5079417723837,42.70200992871972
2025-01-01 00:03:00,0.514297502780054,0.2117396844457041,0.0,0.008571625046334234,0.003528994740761735,0.0,0.0433527504474979,0.46094475233255616,0.0,0.010000000000000002,0.0,0.0,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,47.09801598709908,51.666666666666686,46.10666666666668,0.0,48.88869752719919,0.0,0.0,0.0,73.59064997984231,48.25845714524665,48.88869752719919,47.94333695427039,12.43753247303448,17.03138348091694,-0.24639429686088832,8.167824605575497,2.8,9.236100170605994,-2176.6729076204606,-2354.2503448274124,-2592.4003613140903,-0.0,-0.0,554.1172834999753,0.0,3.0,0.1397775101105146,0.0,0.0,1.0194071973935506,197.99884266666666,-138.38982980634586,0.23250756430111577,7.847620071445859,0.0027382055704733574,-11.256084256357846,1.2345308434135889,0.34273405680611996,-2397.5806793714887,43.33033454407645
2025-01-01 00:04:00,1.6564204194467207,0.2117396844457041,0.9789625000000001,0.027607006990778678,0.003528994740761735,0.016316041666666666,0.0433527504474979,0.46094475233255616,1.1421229166666667,0.010000000000000002,0.0,0.9789625000000001,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,On,20384.775103600867,17.77777777777783,0.8,3709.79802195469,28.69056276111111,1.1421229166666667,1,22952.450208888888,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,47.203211213519445,51.666666666666686,46.10666666666668,0.0,48.88066840873877,0.0,0.0,0.0,73.75501752112413,48.25111894940149,48.88066840873877,47.93634421973285,12.43753247303448,16.95422647276973,-0.3235513050080989,8.121810528120259,2.8,9.236100170605994,18229.348654248137,1377.6605320233111,-2570.398607102175,-0.0,-0.0,554.1172834999753,0.0,3.0,0.1393466989886655,0.0,0.0,1.0162652616273253,197.99884266666666,-139.14512575053294,0.23364528643737006,7.810985684839186,0.0027381754626944472,-10.718622275188247,1.2348592054548497,0.34259701405342463,-2376.0776747479044,43.94018481652556
2025-01-01 00:05:00,1.6564204194467207,0.2117396844457041,0.9789625000000001,0.027607006990778678,0.003528994740761735,0.016316041666666666,0.0433527504474979,0.46094475233255616,1.1421229166666667,0.010000000000000002,0.0,0.9789625000000001,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,On,20384.775103600867,17.77777777777783,0.8,3709.79802195469,28.69056276111111,1.1421229166666667,1,22952.450208888888,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,46.870182801188875,51.666666666666686,46.10666666666668,0.0,48.87262198220926,0.0,0.0,0.0,73.23466062685762,48.24376436341424,48.87262198220926,47.929335554016745,12.43753247303448,17.167806483390756,-0.10997129438707276,8.28711307774387,2.8,9.236100170605994,18149.012800766242,1297.8790272636356,-2631.4855332110046,-0.0,-0.0,554.1172834999753,0.0,3.0,0.1405377075076402,0.0,0.0,1.024951370397183,197.99884266666666,-158.3940531235983,0.230501745016629,7.913131803093899,0.002738146800142772,-12.154683080565471,1.2339507698055001,0.3430890762361682,-2453.40051826394,41.48152357288554
2025-01-01 00:06:00,1.6564204194467207,0.2117396844457041,0.9789625000000001,0.027607006990778678,0.003528994740761735,0.016316041666666666,0.0433527504474979,0.46094475233255616,1.1421229166666667,0.010000000000000002,0.0,0.9789625000000001,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,On,20384.775103600867,17.77777777777783,0.8,3709.79802195469,28.69056276111111,1.1421229166666667,1,22952.450208888888,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,46.54611353286194,51.666666666666686,46.10666666666668,0.0,48.86463120763968,0.0,0.0,0.0,72.72830239509678,48.23646166555139,48.86463120763968,47.922376894507245,12.43753247303448,17.375494281515866,0.0,8.441372616572208,2.8,9.236100170605994,18073.55364860047,1223.4834689376717,-2691.436451838703,-0.0,-0.0,554.1172834999753,0.0,3.0,0.1416913005905376,0.0,0.0,1.0333646057641548,197.99884266666666,-173.90228666166863,0.22749001744057287,8.012307003348026,0.002738114273507937,-13.543277095351991,1.2330686803132007,0.3435476305550788,-2525.744381676382,39.42982865936381
2025-01-01 00:07:00,1.6564204194467207,0.2117396844457041,0.9789625000000001,0.027607006990778678,0.003528994740761735,0.016316041666666666,0.0433527504474979,0.46094475233255616,1.1421229166666667,0.010000000000000002,0.0,0.9789625000000001,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,On,20384.775103600867,17.77777777777783,0.8,3709.79802195469,28.69056276111111,1.1421229166666667,1,22952.450208888888,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,46.230492750270095,51.666666666666686,46.10666666666668,0.0,48.85669459230272,0.0,0.0,0.0,72.23514492229702,48.22920945991646,48.85669459230272,47.915466893723334,12.43753247303448,17.577627280456817,0.0,8.58554112187403,2.8,9.236100170605994,17999.8363474116,1153.7568343676999,-2750.301558723286,-0.0,-0.0,554.1172834999753,0.0,3.0,0.14280978140831044,0.0,0.0,1.0415217649157433,197.99884266666666,-188.7544809659554,0.2246008351312523,8.108730747468114,0.002738078004988671,-14.887229993511179,1.232211396707512,0.343975635486109,-2593.5183096559504,37.47712206896049
2025-01-01 00:08:00,1.6564204194467207,0.2117396844457041,0.9789625000000001,0.027607006990778678,0.003528994740761735,0.016316041666666666,0.0433527504474979,0.46094475233255616,1.1421229166666667,0.010000000000000002,0.0,0.9789625000000001,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,On,20384.775103600867,17.77777777777783,0.8,3709.79802195469,28.69056276111111,1.1421229166666667,1,22952.450208888888,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,45.92293817560827,51.666666666666686,46.10666666666668,0.0,48.84881072851929,0.0,0.0,0.0,71.75459089938792,48.2220064301771,48.84881072851929,47.908604281006006,12.43753247303448,17.774457795137092,0.0,8.720419609791591,2.8,9.236100170605994,17927.797568489026,1088.3839399070735,-2808.11099515371,-0.0,-0.0,554.1172834999753,0.0,3.0,0.14389493652224233,0.0,0.0,1.0494358773688552,197.99884266666666,-202.9838234581067,0.2218266188521575,8.201920250894776,0.0027380381096639497,-16.188739225744406,1.2313777501333247,0.34437557874571795,-2657.0668825155817,35.652800467965356
2025-01-01 00:09:00,1.6564204194467207,0.2117396844457041,0.9789625000000001,0.027607006990778678,0.003528994740761735,0.016316041666666666,0.0433527504474979,0.46094475233255616,1.1421229166666667,0.010000000000000002,0.0,0.9789625000000001,0.0,0.20882301777903742,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.004544051535087718,0.0,On,0.038808698912410185,0,On,0.05137061580602719,0,On,0.2433659398895208,0.18252445491714053,On,0.06833228861173242,0,On,0.06281115754274656,0,On,0,0,Off,On,20384.775103600867,17.77777777777783,0.8,3709.79802195469,28.69056276111111,1.1421229166666667,1,22952.450208888888,22952.450208888888,Off,0.0,21.111111111111143,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1863.3461244444445,Off,0.0,0,45.623109889476204,51.666666666666686,46.10666666666668,0.0,48.840978272282875,0.0,0.0,0.0,71.28610920230656,48.214851319562456,48.840978272282875,47.90178784320224,12.43753247303448,17.96621009612904,0.0,8.846711118966864,2.8,9.236100170605994,17857.40006910514,1027.057256427714,-2864.890500675989,-0.0,-0.0,554.1172834999753,0.0,3.0,0.14494836053238982,0.0,0.0,1.0571185726536867,197.99884266666666,-216.60181731971565,0.21916057227703956,8.292670170145986,0.00273799469713829,-17.449769362811033,1.2305666990049113,0.3447496391908809,-2716.693808473155,33.95304294617926
