Metric,Value
Total Electric Energy (kWh),82.9607783245081
Total Gas Energy (therms),0.0
Average Electric Power (kW),3.4566990968545044
Peak Electric Power (kW),10.818986307659586
Lighting Electric Energy (kWh),1.2904889335739154
Water Heating Electric Energy (kWh),6.1830775357037036
Other Electric Energy (kWh),6.065092861897142
HVAC Heating Electric Energy (kWh),68.22211899333334
HVAC Cooling Electric Energy (kWh),1.2
Average Temperature - Indoor (C),17.77456776082499
Unmet Heating Load (C-hours),1.3630547093651864
Unmet Cooling Load (C-hours),0.0
Total HVAC Heating Delivered (kWh),68.22211899333334
Average HVAC Heating COP (-),1.0
Average HVAC Heating Duct Efficiency (-),1.0
Total HVAC Cooling Delivered (kWh),0.0
Average HVAC Cooling COP (-),0.0
Total Hot Water Unmet Demand (kWh),0.0
