Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,3.93592852415361,2.4009618143616156,0.0,0.0655988087358935,0.04001603023936026,0.0,0.0850434960802,0.27030925032964115,3.5305757777437687,0.05,0.0,0.0,0.10585181863900787,2.280526662389274,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5385.45892884057,19.444444444444457,2.0434431108548696,1392.8799936064577,3.1125445277437684,0.41803125000000013,1,6360.3076724470275,6360.3076724470275,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.14085394313483,51.666666666666686,46.10666666666668,0.0,50.282520708312425,0.0,0.0,0.0,72.09508428614816,48.888792330180095,50.282520708312425,48.19192814111394,12.43753247303448,18.32295255073387,-0.6214918937105871,-2.6938629862710872,2.8,9.236100170605994,257.10868784424565,2545.4452085644953,-4348.262588348243,-0.0,-0.0,378.33462958686084,0.0,2.334,0.21494323505005433,0.0,0,3.0174840277597745,154.04309959466667,-81.33049646682805,0.2139179255385617,8.441217133799416,0.0027410839127904366,-141.72557507120843,1.2254784987253273,0,0,75.47342918992354
2025-01-01 00:01:00,3.933987474336506,2.3997080200403507,0.0,0.06556645790560843,0.03999513366733918,0.0,0.0850434960802,0.27030925032964115,3.528634727926665,0.05,0.0,0.0,0.10585181863900787,2.279272868068009,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5386.210489310225,19.444444444444457,2.045022343589993,1393.074375098546,3.1106034779266647,0.41803125000000013,1,6361.253614408771,6361.253614408771,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.17676817003541,51.666666666666686,46.10666666666668,0.0,50.274423466056106,0.0,0.0,0.0,72.15120026568033,48.881603266785355,50.274423466056106,48.18519316714998,12.43753247303448,18.291903914261844,-0.6525405301826126,-2.425967107283909,2.8,9.236100170605994,267.56873748514863,2542.882830530265,-4335.203829098889,-0.0,-0.0,378.33462958686084,0.0,2.334,0.21472720690329236,0.0,0,3.0144513131816724,154.04309959466667,-84.5304544510027,0.21490389142629696,8.448915875070028,0.002740348812383614,-140.95898169811932,1.2291897626556079,0,0,72.56635756967415
2025-01-01 00:02:00,3.932087087704806,2.3984804915420925,0.0,0.0655347847950801,0.03997467485903487,0.0,0.0850434960802,0.27030925032964115,3.526734341294965,0.05,0.0,0.0,0.10585181863900787,2.278045339569751,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5386.946616784408,19.444444444444457,2.046570529570304,1393.264765043968,3.1087030912949642,0.41803125000000013,1,6362.180131828377,6362.180131828377,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.211735419001144,51.666666666666686,46.10666666666668,0.0,50.26632051504037,0.0,0.0,0.0,72.20583659218929,48.874408607706265,50.26632051504037,48.17845265403922,12.43753247303448,18.261477980922933,-0.6829664635215238,-2.163352461685373,2.8,9.236100170605994,277.88563271636394,2540.6290614880218,-4322.422222177957,-0.0,-0.0,378.33462958686084,0.0,2.334,0.2145154264641333,0.0,0,3.0114782301143888,154.04309959466667,-87.58406812006714,0.21525773662067166,8.433423071831477,0.0027396198955998963,-140.2028016973403,1.22931864174138,0,0,69.9749730871718
2025-01-01 00:03:00,3.930226128977208,2.397278430953945,0.0,0.06550376881628679,0.03995464051589908,0.0,0.0850434960802,0.27030925032964115,3.5248733825673666,0.05,0.0,0.0,0.10585181863900787,2.2768432789816035,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5387.66777169869,19.444444444444457,2.0480885518856358,1393.451282528488,3.1068421325673663,0.41803125000000013,1,6363.087804227178,6363.087804227178,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.24578325324812,51.666666666666686,46.10666666666668,0.0,50.25821201296105,0.0,0.0,0.0,72.25903633320019,48.86720850048853,50.25821201296105,48.171706744252276,12.43753247303448,18.231656610893328,-0.7127878335511291,-1.9057104688581747,2.8,9.236100170605994,287.89715708670064,2538.425289285665,-4309.909241953307,-0.0,-0.0,378.33462958686084,0.0,2.334,0.21430777248065644,0.0,0,3.0085630763609053,154.04309959466667,-90.66244790580605,0.21560437318172,8.418931083779583,0.0027388949651270295,-139.455348261481,1.2294449939081518,0,0,67.44045241743883
2025-01-01 00:04:00,3.928403129598715,2.396100889683091,0.0,0.06547338549331191,0.039935014828051514,0.0,0.0850434960802,0.27030925032964115,3.523050383188874,0.05,0.0,0.0,0.10585181863900787,2.2756657377107494,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5388.374505965884,19.444444444444457,2.04957749156519,1393.6340702972889,3.105019133188874,0.41803125000000013,1,6363.9773262631725,6363.9773262631725,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.27894501381418,51.666666666666686,46.10666666666668,0.0,50.25009811292197,0.0,0.0,0.0,72.31085158408466,48.86000308838331,50.25009811292197,48.16495557611398,12.43753247303448,18.20241782662589,-0.742026617818567,-1.652801327550802,2.8,9.236100170605994,298.9751152736653,2536.3054791246773,-4297.654807839782,-0.0,-0.0,378.33462958686084,0.0,2.334,0.21410409667337055,0.0,0,3.005703770297222,154.04309959466667,-92.40431124612155,0.21594405338502104,8.404093108878278,0.0027381739735306797,-138.7163722991085,1.2295689103785215,0,0,64.99650763421144
2025-01-01 00:05:00,3.926618999780139,2.3949484556676324,0.0,0.06544364999633565,0.03991580759446054,0.0,0.0850434960802,0.27030925032964115,3.5212662533702983,0.05,0.0,0.0,0.10585181863900787,2.274513303695291,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5389.066449895483,19.444444444444457,2.051036491183405,1393.8130327346541,3.103235003370298,0.41803125000000013,1,6364.848232630137,6364.848232630137,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.31119661404798,51.666666666666686,46.10666666666668,0.0,50.241978962473056,0.0,0.0,0.0,72.36124470944996,48.852792509446985,50.241978962473056,48.15819928293396,12.43753247303448,18.173777747552105,-0.7706666968923521,-1.404422149745534,2.8,9.236100170605994,311.28386115685225,2534.2718278414827,-4285.664837464943,-0.0,-0.0,378.33462958686084,0.0,2.334,0.21390451597414784,0.0,0,3.0029019534732897,154.04309959466667,-92.639090881452,0.21627651483421048,8.389585983002373,0.0027374568747563104,-137.98594946801092,1.2296903216690265,0,0,62.64550512773154
2025-01-01 00:06:00,3.924874910977956,2.393821885593701,0.0,0.0654145818496326,0.03989703142656168,0.0,0.0850434960802,0.27030925032964115,3.5195221645681154,0.05,0.0,0.0,0.10585181863900787,2.2733867336213596,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5389.743132082998,19.444444444444457,2.0524644776808176,1393.9880479178491,3.1014909145681155,0.41803125000000013,1,6365.699930000847,6365.699930000847,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.34250760431561,51.666666666666686,46.10666666666668,0.0,50.23385471317161,0.0,0.0,0.0,72.41016813174313,48.84557690548883,50.23385471317161,48.15143800164744,12.43753247303448,18.145756718560573,-0.7986877258838838,-1.1603981262581562,2.8,9.236100170605994,323.895154946661,2532.3246025992858,-4273.947000689045,-0.0,-0.0,378.33462958686084,0.0,2.334,0.21370917685686092,0.0,0,3.0001596821649015,154.04309959466667,-92.28697961755365,0.21660143680183708,8.376085724793102,0.00273674362235506,-137.2641903145194,1.2298091404333586,0,0,60.38792826483676
2025-01-01 00:07:00,3.9231704368408673,2.392720904065564,0.0,0.06538617394734779,0.03987868173442607,0.0,0.0850434960802,0.27030925032964115,3.5178176904310265,0.05,0.0,0.0,0.10585181863900787,2.2722857520932225,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5390.404700953057,19.444444444444457,2.0538616861304777,1394.159154235003,3.0997864404310262,0.41803125000000013,1,6366.532605188059,6366.532605188059,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.37288622502765,51.666666666666686,46.10666666666668,0.0,50.22572552164157,0.0,0.0,0.0,72.4576347266057,48.83835642306236,50.22572552164157,48.14467187377275,12.43753247303448,18.118349419242975,-0.8260950252014823,-0.920575418886808,2.8,9.236100170605994,336.20332094989135,2530.461817935856,-4262.498232263478,-0.0,-0.0,378.33462958686084,0.0,2.334,0.2135180468950261,0.0,0,2.9974765011523488,154.04309959466667,-91.95683713593804,0.216918847360861,8.362259449355129,0.002736034169293581,-136.55098766877398,1.2299253876668246,0,0,58.22172351024184
2025-01-01 00:08:00,3.9215041481066146,2.391644587871005,0.0,0.06535840246844357,0.039860743131183415,0.0,0.0850434960802,0.27030925032964115,3.5161514016967734,0.05,0.0,0.0,0.10585181863900787,2.2712094358986636,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5391.051694936461,19.444444444444457,2.0552291790212047,1394.3264909443485,3.098120151696773,0.41803125000000013,1,6367.34693588081,6367.34693588081,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.40236512353856,51.666666666666686,46.10666666666668,0.0,50.21759154313194,0.0,0.0,0.0,72.503695505529,48.831131207437174,50.21759154313194,48.1379010395898,12.43753247303448,18.091534334240546,-0.8529101102039114,-0.6848163258148605,2.8,9.236100170605994,348.19895194754827,2528.6802838680483,-4251.308739879349,-0.0,-0.0,378.33462958686084,0.0,2.334,0.21333098051473115,0.0,0,2.9948503667939477,154.04309959466667,-91.66829370913341,0.2172289971286589,8.348760854451484,0.0027353284691420854,-135.84609886394895,1.230039152811666,0,0,56.1434539364073
2025-01-01 00:09:00,3.919874651072333,2.390592036766908,0.0,0.06533124418453888,0.0398432006127818,0.0,0.0850434960802,0.27030925032964115,3.5145219046624923,0.05,0.0,0.0,0.10585181863900787,2.2701568847945666,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.02043355263157895,0.0,On,0.03875343372253297,0,On,0.025856509726088075,0.0,On,0.005355559588738769,0,On,0.10347548374412095,0.0776066128080907,On,0.06451532997484435,0,On,0.05930260258071417,0,On,0,0,Off,HP On,5391.684639739073,19.444444444444457,2.0565679971174196,1394.4901940129753,3.096490654662492,0.41803125000000013,1,6368.1435837520485,6368.1435837520485,0.0,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,8400.8834,Off,0.0,0,46.430976225655336,51.666666666666686,46.10666666666668,0.0,50.20945292745328,0.0,0.0,0.0,72.54840035258646,48.823901398796224,50.20945292745328,48.13112563446769,12.43753247303448,18.06529042188439,-0.8791540225600656,-0.4529958817867604,2.8,9.236100170605994,359.8946887678303,2526.976045695034,-4240.368983187517,-0.0,-0.0,378.33462958686084,0.0,2.334,0.2131478351465443,0.0,0,2.99227927762646,154.04309959466667,-91.41866942277251,0.2175321330759143,8.33557845845585,0.0027346264768125274,-135.14928747584304,1.2301505234057633,0,0,54.148923734243695
