Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W)
2025-01-01 00:00:00,0.954164467531363,0.1830623454353349,0.5670323452764285,0.015902741125522715,0.003051039090588915,0.009450539087940475,0.01244462565205523,0.23049692521264098,0.6612229166666667,0.05,0.0,0.00026984527642853236,0.5667625000000001,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,On,10871.853329837095,20.000000000000057,0.7999999999999999,3077.50683571846,16.610171561111112,0.6612229166666667,1,13288.137248888888,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,75.23668818601169,51.666666666666686,46.10666666666668,0.0,49.73899741563387,0.0,0.0,0.0,117.55732529064326,48.69855119742316,49.73899741563387,48.178328088317805,12.43753247303448,20.086082544594188,0.0,8.719990417169281,2.8,9.236100170605994,9394.244476849162,135.17294079639305,-1833.5798431932367,-0.0,-0.0,363.47144906498505,0.0,2.0,0.08139272553676709,0.0,0.0,1.053306709403938,131.99922844444444,-7.500458859680833,0.19802824537479635,9.361782977695427,0.00283263730422784,-17.558076815099085,1.218042810661336,0.38815204111417423,-2994.6117886346537,52.27789371258674
2025-01-01 00:01:00,0.2929415508646962,0.1830623454353349,0.00026984527642853236,0.00488235918107827,0.003051039090588915,4.497421273808872e-06,0.01244462565205523,0.23049692521264098,0.0,0.05,0.0,0.00026984527642853236,0.0,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,74.78568073593661,51.666666666666686,46.10666666666668,0.0,49.728501810551506,0.0,0.0,0.0,116.85262614990094,48.68917328132916,49.728501810551506,48.169509016717996,12.43753247303448,20.24841558018198,0.0,8.807542505672366,2.8,9.236100170605994,-1516.709364174236,-2990.2180952577282,-1858.7079130597067,-0.0,-0.0,363.47144906498505,0.0,2.0,0.08174053942071655,0.0,0.0,1.0578077836113904,131.99922844444444,-21.47290017951437,0.19661632642758783,9.45954386813425,0.002832552841212238,-18.063692959125547,1.2209250398493596,0.38844437500640405,-3041.18851069832,50.97041544059239
2025-01-01 00:02:00,0.2929415508646962,0.1830623454353349,0.00026984527642853236,0.00488235918107827,0.003051039090588915,4.497421273808872e-06,0.01244462565205523,0.23049692521264098,0.0,0.05,0.0,0.00026984527642853236,0.0,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,75.06414348695337,51.666666666666686,46.10666666666668,0.0,49.71806710281714,0.0,0.0,0.0,117.28772419836463,48.67985158129314,49.71806710281714,48.160743820531145,12.43753247303448,20.13300743878881,0.0,8.736141164979188,2.8,9.236100170605994,-1499.3027950465878,-2950.9709492403963,-1840.8295605710198,-0.0,-0.0,363.47144906498505,0.0,2.0,0.08149331874233298,0.0,0.0,1.0546084903388342,131.99922844444444,-21.94468354055276,0.1980188301212826,9.406273813897045,0.0028324661510665027,-17.666316092863184,1.2214055430622257,0.3882059845530893,-3003.198914141812,52.22796490141583
2025-01-01 00:03:00,0.2929415508646962,0.1830623454353349,0.00026984527642853236,0.00488235918107827,0.003051039090588915,4.497421273808872e-06,0.01244462565205523,0.23049692521264098,0.0,0.05,0.0,0.00026984527642853236,0.0,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,75.33265740899516,51.666666666666686,46.10666666666668,0.0,49.7075955066326,0.0,0.0,0.0,117.70727720155494,48.67049517212282,49.7075955066326,48.15194500486793,12.43753247303448,20.021353229040027,0.0,8.669698681950212,2.8,9.236100170605994,-1483.8603833299178,-2914.630466284415,-1823.5980385663531,-0.0,-0.0,363.47144906498505,0.0,2.0,0.08125389523130341,0.0,0.0,1.0515101005393357,131.99922844444444,-23.733793828549707,0.19938638066577144,9.355657530597245,0.0028323814013407975,-17.281397073508472,1.2218707774294524,0.38798401886291745,-2967.886557468201,53.25609118378573
2025-01-01 00:04:00,0.2929415508646962,0.1830623454353349,0.00026984527642853236,0.00488235918107827,0.003051039090588915,4.497421273808872e-06,0.01244462565205523,0.23049692521264098,0.0,0.05,0.0,0.00026984527642853236,0.0,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,75.59204936690737,51.666666666666686,46.10666666666668,0.0,49.697088356476954,0.0,0.0,0.0,118.11257713579276,48.661105293895154,49.697088356476954,48.143113762604266,12.43753247303448,19.913139307075607,0.0,8.60773791677352,2.8,9.236100170605994,-1466.3613860931869,-2880.8051560503623,-1806.9588302540537,-0.0,-0.0,363.47144906498505,0.0,2.0,0.08102161955318368,0.0,0.0,1.048504211148344,131.99922844444444,-22.874004904118195,0.20072189663495968,9.30610707085168,0.002832298529733521,-16.907924909408635,1.2223220158268981,0.38777691084618365,-2934.989882139901,54.18472608953889
2025-01-01 00:05:00,0.2929415508646962,0.1830623454353349,0.00026984527642853236,0.00488235918107827,0.003051039090588915,4.497421273808872e-06,0.01244462565205523,0.23049692521264098,0.0,0.05,0.0,0.00026984527642853236,0.0,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,75.84272751049977,51.666666666666686,46.10666666666668,0.0,49.68654687595254,0.0,0.0,0.0,118.5042617351559,48.65168308362212,49.68654687595254,48.13425118745691,12.43753247303448,19.808211381147075,0.0,8.549867683818098,2.8,9.236100170605994,-1446.4029271506033,-2849.215499203767,-1790.8826670007495,-0.0,-0.0,363.47144906498505,0.0,2.0,0.08079618158091124,0.0,0.0,1.0455868087984042,131.99922844444444,-18.991709214838963,0.2020264327287615,9.257552654694473,0.0028322174790153436,-16.545405104173582,1.2227598708784135,0.3875833757564374,-2904.29444197969,55.07894277592289
2025-01-01 00:06:00,0.2929415508646962,0.1830623454353349,0.00026984527642853236,0.00488235918107827,0.003051039090588915,4.497421273808872e-06,0.01244462565205523,0.23049692521264098,0.0,0.05,0.0,0.00026984527642853236,0.0,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,76.08498243253565,51.666666666666686,46.10666666666668,0.0,49.67597223391591,0.0,0.0,0.0,118.88278505083696,48.64222962744161,49.67597223391591,48.12535832420446,12.43753247303448,19.706459876712852,0.0,8.495757487011288,2.8,9.236100170605994,-1426.225356223343,-2819.66729336334,-1775.3475864988716,-0.0,-0.0,363.47144906498505,0.0,2.0,0.08057736551952775,0.0,0.0,1.0427551008778178,131.99922844444444,-14.34921878945623,0.20330054997993904,9.211347879961384,0.0028321381944921412,-16.193487471512782,1.2231847711641128,0.3874023278683859,-2875.619153659441,55.951860296101316
2025-01-01 00:07:00,0.2929415508646962,0.1830623454353349,0.00026984527642853236,0.00488235918107827,0.003051039090588915,4.497421273808872e-06,0.01244462565205523,0.23049692521264098,0.0,0.05,0.0,0.00026984527642853236,0.0,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,76.3191921063516,51.666666666666686,46.10666666666668,0.0,49.66536556023766,0.0,0.0,0.0,119.24873766617436,48.63274597527046,49.66536556023766,48.11643618278686,12.43753247303448,19.607741906512956,0.0,8.445120240095976,2.8,9.236100170605994,-1406.6375122315987,-2792.0736483109267,-1760.3269422224432,-0.0,-0.0,363.47144906498505,0.0,2.0,0.08036488239485859,0.0,0.0,1.0400053477595488,131.99922844444444,-9.782019074140479,0.20454528564614854,9.166015615158019,0.0028320606232911656,-15.851712023975864,1.223597286589752,0.38723282348806887,-2848.8068931176244,56.73324480669746
2025-01-01 00:08:00,0.2929415508646962,0.1830623454353349,0.00026984527642853236,0.00488235918107827,0.003051039090588915,4.497421273808872e-06,0.01244462565205523,0.23049692521264098,0.0,0.05,0.0,0.00026984527642853236,0.0,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,76.54574169666452,51.666666666666686,46.10666666666668,0.0,49.65472793409033,0.0,0.0,0.0,119.60272140103831,48.62323312991281,49.65472793409033,48.10748572782406,12.43753247303448,19.511911797389807,0.0,8.397698207729638,2.8,9.236100170605994,-1387.798887736608,-2766.252673974324,-1745.7940923431815,-0.0,-0.0,363.47144906498505,0.0,2.0,0.08015843560062301,0.0,0.0,1.037333711049152,131.99922844444444,-5.476244458411614,0.20576177544896043,9.121488977122862,0.0028319847148872476,-15.519608452027242,1.2239980010800529,0.3870740144889668,-2823.716873442094,57.46419946776986
2025-01-01 00:09:00,0.2929415508646962,0.1830623454353349,0.00026984527642853236,0.00488235918107827,0.003051039090588915,4.497421273808872e-06,0.01244462565205523,0.23049692521264098,0.0,0.05,0.0,0.00026984527642853236,0.0,0.0,0.16847901210200156,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0,0,Off,0.0035099780701754383,0.0,On,0.008934647581879791,0,On,0.00585824240997218,0,On,0.16384757491650856,0.12288568118738138,On,0.00026984527642853236,On,0,0,Off,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,13288.137248888888,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,7866.585225869494,Off,0.0,0,76.76499198012763,51.666666666666686,46.10666666666668,0.0,49.644060382985806,0.0,0.0,0.0,119.94529996894941,48.61369204616377,49.644060382985806,48.09850787775275,12.43753247303448,19.418833115587795,-0.08116688441226216,8.353261759679137,2.8,9.236100170605994,-1369.6771889029076,-2742.0814801614792,-1731.724201338482,-0.0,-0.0,363.47144906498505,0.0,2.0,0.07995774689106602,0.0,0.0,1.0347365899565244,131.99922844444444,-1.424436629410593,0.20695109782784987,9.078396605334543,0.0028319104211436343,-15.196735475629211,1.224387462177382,0.38692514459164506,-2800.2238511652413,58.14237100376188
