Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.6894326968366977,2.362771696189038,0.0,3.6894326968366977,2.3627716961890384,0.0,0.02348381113579689,0.0,0.1535598095047072,3.4623890761961937,0.05,0.0,0.0,0.11170595859562428,2.2364824042600806,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03026737992042858,0.02270053494032143,0.0,0.0,0.005086641081871345,0.0,0.0004395306345965144,0.0,0.01795763941932903,0.0,0.004618531377208126,0.0,0.1186738982070705,0.08900542365530285,4797.593070594871,21.111111111111143,2.161972090143131,2183.82572991591,3.0285203261961935,0.43386875,1.0,6547.550050510781,6547.550050510781,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,0.0,0.0,34.90466371153132,51.66666666666668,46.10666666666668,0.0,51.40787369934723,0.0,0.0,0.0,34.90466371153132,49.94463618282894,51.40787369934723,49.21301742456979,12.43753247303448,19.999147888452274,-0.6119632226588678,1.4289617397902177,2.5326242085504216,-0.9249859771346707,2.8,9.236100170605994,3205.992274898538,445.54270642930743,123.32290481230378,995.9421588140605,-1885.9369238238019,0.0,0.0,366.73529043267575,0.0,3.0,0.0841388819097207,0.0,0.0,0.4992910596834253,197.99884266666666,-72.3991623052073,0.2008790160463903,9.364724873061652,0.0028498392658682014,23.954939381269494,1.2218912112356848,0.0,0.0,177.69154283777388,0.3624556363775999,117.38473279994622,5.938172012357559,0.24677903253731362,1204.0794173464562,-208.13725853239583
2025-01-01 01:00:00,3.678415176012378,2.3558227607208977,0.0,3.6784151760123778,2.3558227607208977,0.0,0.02310231305465654,0.0,0.1528031250066965,3.4525097379510252,0.05,0.0,0.0,0.11113844522211624,2.230100982165448,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02951069542241786,0.02213302156681339,0.0,0.0,0.0047051430007309936,0.0,0.0004395306345965144,0.0,0.01795763941932903,0.0,0.004618531377208126,0.0,0.1186738982070705,0.08900542365530285,4739.6687969059085,21.111111111111143,2.1410333715514382,2157.4590670065513,3.018640987951025,0.43386875,1.0,6463.25911391246,6463.25911391246,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,0.0,0.0,34.547897060025164,51.66666666666668,46.10666666666668,0.0,51.2059623744718,0.0,0.0,0.0,34.547897060025164,49.76930686520779,51.2059623744718,49.05097911057578,12.43753247303448,20.129468053663082,-0.48164305744805935,2.5694119714990333,3.5622262164833223,0.799792900517662,2.5,9.236100170605994,3150.5487225140937,-2491.395094082484,-501.56229564079075,262.99624687899797,-1868.4444073036866,0.0,0.0,365.5971078535248,0.0,3.0,0.08129503494424131,0.0,0.0,0.48241530221263745,197.99884266666666,-86.27277494165267,0.19950421766628548,9.428330559811062,0.002853182870560598,31.40504432378538,1.2214050167708441,0.0,0.0,139.69631713640908,0.3624556363775999,-502.4382867504904,0.8759911096996766,0.18140685260099873,435.05851827812324,-172.06227139912525
2025-01-01 02:00:00,3.623197272545999,2.3200767751257976,0.0,3.623197272545999,2.320076775125797,0.0,0.02310231305465654,0.0,0.15204644050868577,3.3980485189826566,0.05,0.0,0.0,0.11057093184860821,2.194922509943856,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02875401092440715,0.02156550819330536,0.0,0.0,0.0047051430007309936,0.0,0.0004395306345965144,0.0,0.01795763941932903,0.0,0.004618531377208126,0.0,0.1186738982070705,0.08900542365530285,4582.026292561285,21.111111111111143,2.1027633624269737,2085.701468550315,2.9641797689826563,0.43386875,1.0,6233.859011111601,6233.859011111601,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,0.0,0.0,34.373871098005566,51.66666666666668,46.10666666666668,0.0,51.00567924767884,0.0,0.0,0.0,34.373871098005566,49.595262347409545,51.00567924767884,48.890053897274896,12.43753247303448,20.104025973289957,-0.5070851378211857,1.7251200378340363,3.370139537490975,0.9783610805050522,1.6500000000000001,9.236100170605994,2952.0253239087633,-3294.205473722678,-811.8558165426829,-72.88850305627918,-1913.372513966294,0.0,0.0,364.8404233555141,0.0,3.0,0.07920132459051353,0.0,0.0,0.4699909528814381,197.99884266666666,-81.46887804174067,0.20018755262091226,9.422710494384,0.00285846299825329,49.93976412572875,1.2215071093213483,0.0,0.0,158.1234689784015,0.3624556363775999,-816.1991136607788,4.3432971180958395,0.1090991265510123,107.78965705078336,-180.67816010706252
2025-01-01 03:00:00,2.5940579662398724,1.00451698398541,0.0,2.5940579662398724,1.00451698398541,0.0,0.022847981000562973,1.0083453494074075,0.15624818275436028,1.3566164530775418,0.05,0.0,0.0,0.11364598919408943,0.8762876614579872,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02799732642639643,0.020997994819797316,0.0,0.0,0.004450810946637427,0.0,0.0004395306345965144,0.0,0.01795763941932903,0.0,0.004720197162241009,0.0,0.12353065916572284,0.09264799437429211,1912.7461086931448,19.444444444444457,0.8824132910239108,870.6666250130068,1.1830689530775418,0.17354750000000002,0.4,2609.8652337061517,6261.535028975004,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,1008.3453494074075,0.18333333333333332,35.312541286741705,51.66666666666668,46.10666666666668,0.0,50.817974816007194,0.22810368120087382,608.9018473694867,1008.3453494074075,35.312541286741705,49.3943336746589,50.817974816007194,48.68251310398476,12.43753247303448,19.11288426452496,-0.0722891471596079,1.558214130823902,3.0897780480383585,0.7209908605867877,1.6500000000000001,9.236100170605994,447.76169970081463,-2103.3381625938337,-677.052480112728,7.926430227232248,-1791.5239585742459,0.0,0.0,368.4478602799893,0.0,3.0,0.07837149264779854,0.0,0.0,0.4650666222909521,197.99884266666666,-41.90831069807382,0.21344620321236144,8.974565850983437,0.0028648988784122998,22.16804658165956,1.2256468017169122,0.0,0.0,158.19200311202357,0.3624556363775999,-683.3415151278056,6.28903501507761,0.1409898567200706,203.96179938170502,-196.03536915447276
2025-01-01 04:00:00,3.5141368364590306,2.249637488015737,0.0,3.5141368364590306,2.249637488015737,0.0,0.022847981000562973,0.0,0.15053307151266435,3.2907557839458037,0.05,0.0,0.0,0.10943590510159214,2.125618249580812,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027240641928385715,0.02043048144628928,0.0,0.0,0.004450810946637427,0.0,0.0004395306345965144,0.0,0.01795763941932903,0.0,0.004618531377208126,0.0,0.1186738982070705,0.08900542365530285,4432.568713169965,19.444444444444457,2.102324896769014,2017.6695820182538,2.8568870339458035,0.43386875,1.0,6016.3695451882195,6016.3695451882195,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,0.0,0.0,37.26391388553917,51.66666666666668,46.10666666666668,0.0,51.53152901338259,0.0,0.0,0.0,37.26391388553917,51.25403196737485,51.53152901338259,51.11528344437098,12.43753247303448,19.23713429328456,0.0,0.6592349873128982,3.0438646955159543,0.825761116083445,0.55,9.236100170605994,2718.239810621196,-5135.173241618721,-1183.2257046865955,-138.3362112446229,-1997.6554484710296,0.0,0.0,363.072722305399,0.0,3.0,0.08120262301606793,0.0,0.0,0.48186691782128577,197.99884266666666,-79.74617638313906,0.2117339339079441,9.030177633707222,0.0028662363359351728,56.267697453898556,1.224548133442233,0.0,0.0,181.5503127455962,0.3624556363775999,-1189.9667424552983,6.7410377687028005,0.13325279235630585,55.06961382528751,-193.4058250699104
2025-01-01 05:00:00,3.4589341484413563,2.213651509546815,0.0,3.458934148441356,2.213651509546815,0.0,0.02335664510875011,0.0,0.15053307151266435,3.235044431819942,0.05,0.0,0.0,0.10943590510159214,2.0896322711118893,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027240641928385715,0.02043048144628928,0.0,0.0,0.004959475054824562,0.0,0.0004395306345965144,0.0,0.01795763941932903,0.0,0.004618531377208126,0.0,0.1186738982070705,0.08900542365530285,4289.355840900546,19.444444444444457,2.072168329045407,1952.4802358784116,2.8011756818199416,0.43386875,1.0,5807.9673267789585,5807.9673267789585,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,0.0,0.0,37.21685169405735,51.66666666666668,46.10666666666668,0.0,51.32701078263239,0.0,0.0,0.0,37.21685169405735,51.06591964804037,51.32701078263239,50.935374080744374,12.43753247303448,19.088865627875585,0.0,-0.3484558330703388,1.9769756936740182,-0.0763634834895375,-0.25000000000000006,9.236100170605994,2500.8329088229125,-2764.968456146042,-1049.0339780816178,-200.97207651571838,-2078.136893151126,0.0,0.0,363.5813864135862,0.0,3.0,0.08158695735977156,0.0,0.0,0.48414760776373617,197.99884266666666,-73.96742534009375,0.2145296241072688,8.972124790388087,0.0028788825438414915,66.18805754971463,1.2245451598820942,0.0,0.0,208.3030648932275,0.3624556363775999,-1063.3513923283701,14.317414246752344,0.10407537558172465,26.77142714374243,-227.7435036594608
2025-01-01 06:00:00,3.55734582898547,2.2590027161451096,0.0,3.55734582898547,2.2590027161451096,0.0,0.04927459027752268,0.0,0.16744605932771908,3.2906251793802284,0.05,0.0,0.0,0.11888549544630106,2.125533887365475,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02875401092440715,0.02156550819330536,0.0,0.0,0.0055953051900584794,0.0,0.00104355092859071,0.0,0.042635734158873485,0.0,0.008932065399317601,0.0,0.12975998300399433,0.09731998725299572,4425.272927887177,19.444444444444457,2.1021918404883975,2014.3485993117072,2.8567564293802286,0.43386875,1.0,6005.752777198884,6005.752777198884,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,0.0,0.0,36.47782208845508,51.66666666666668,46.10666666666668,0.0,51.05787535644297,0.036742146867528164,99.20025930061225,0.0,36.47782208845508,50.445209954226826,51.05787535644297,50.13887725311876,12.43753247303448,19.112242347737205,0.0,0.3638185110286594,2.3156814127299756,-0.3445355684601621,0.3,9.236100170605994,2744.848133240224,-3603.488047911003,-950.2327977168316,-87.15737094015861,-2001.2978129499484,0.0,0.0,405.63629346162884,0.0,3.0,0.08095962685042547,0.0,0.0,0.4804249469953266,197.99884266666666,-84.76327515863395,0.21442520888832803,8.986129290337301,0.0028817011306702983,13.046160250243217,1.224445122074057,0.0,0.0,186.77801655160098,0.3624556363775999,-960.0633321975992,9.830534480767684,0.1284008983396099,113.68238492564022,-200.83975586579885
2025-01-01 07:00:00,4.220139657451581,2.22845297539383,0.0,4.220139657451581,2.22845297539383,0.0,0.11100686411272934,0.6416743132592593,0.1967263376162214,3.220732142463371,0.05,0.0,0.0,0.13348219658958183,2.080387445470915,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03026737992042858,0.02270053494032143,0.0,0.0,0.005213807108918129,0.0,0.002527524034647299,0.0,0.10326553296916391,0.0,0.018750075496778904,0.0,0.1477088821990139,0.11078166164926039,4250.265639731821,19.444444444444457,2.0631961402605095,1934.6866911063312,2.786863392463371,0.43386875,1.0,5751.083580838152,5751.083580838152,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,641.6743132592594,0.11666666666666667,35.005553662178876,51.66666666666668,46.10666666666668,0.0,50.648559691387845,0.31551025459269705,837.2400401330444,641.6743132592594,35.005553662178876,49.05826153959276,50.648559691387845,48.26311246369523,12.43753247303448,19.02262014725109,-0.0021702392157984343,-0.4808216782605243,1.9603078044317332,-0.5941981741697624,-0.55,9.236100170605994,2527.0716544005286,-4328.394324663856,-1186.582872902621,-201.725255548981,-2140.6865098989933,0.0,0.0,495.3924226416864,7.226163582253733,3.0,0.08295278732044055,0.0,0.0,0.49225262024942024,197.99884266666666,-77.89989807398504,0.21591352976701045,8.949072186658977,0.002885516524383367,56.82235487654007,1.2248179315898693,0.0,0.0,209.27611751160785,0.3624556363775999,-1199.2158548793234,12.63298197670274,0.12588017209810368,1.743536174834126,-203.46879172381514
2025-01-01 08:00:00,4.061849792076523,2.173901421604914,0.0,4.061849792076523,2.1739014216049135,0.0,0.12484849769994882,0.5500065542222222,0.20796942078289604,3.1290253193714563,0.05,0.0,0.0,0.13816739860194727,2.021150689669633,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031024064418439294,0.023268048313829465,0.0,0.0,0.003942146838450292,0.0,0.00288859889673977,0.0,0.11801775196475875,0.0,0.023746222646966304,0.0,0.15319913371749044,0.1148993502881178,4052.234965653073,19.444444444444457,2.0267071452257333,1844.5447230398029,2.695156569371456,0.43386875,1.0,5462.910938692876,5462.910938692876,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,550.0065542222222,0.1,37.4004740520731,51.66666666666668,46.10666666666668,0.0,51.554873400652845,0.11649803608293906,318.6586334566981,550.0065542222222,37.4004740520731,50.927511261349885,51.555141393553,50.613562198798256,12.43753247303448,18.81544893453066,-0.12899550991379716,-1.342529659375317,1.3593927457783737,-1.0991614911725867,-1.4,9.236100170605994,2331.286915191207,-4465.624283184451,-1305.4583665948653,-238.4824358219342,-2273.557716521195,0.0,0.0,520.0928217892872,466.9666513183405,3.0,0.08507661396957679,0.0,0.0,0.5048556835913948,197.99884266666666,32.516844270041794,0.21973373502358634,8.87059520979018,0.0028974964657051743,131.23146168066395,1.2262539711031204,0.0,0.0,233.09018172282015,0.3624556363775999,-1322.0896059385666,16.631239343701395,0.1337789220019821,-41.39830686793212,-197.08412895400207
2025-01-01 09:00:00,3.4976426212506264,2.1592021103418104,0.0,3.4976426212506264,2.1592021103418104,0.0,0.12912326615689723,0.0,0.21384432557111432,3.1046750295226153,0.05,0.0,0.0,0.13919682076166165,2.005421956246815,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.031024064418439294,0.023268048313829465,0.0,0.0,0.0031791506761695907,0.0,0.003008957184103927,0.0,0.1229351582966237,0.0,0.02824856455556542,0.0,0.1545716965971096,0.11592877244783216,4042.6803752153332,19.444444444444457,2.0400452925647996,1840.1955504172574,2.670806279522615,0.43386875,1.0,5449.007175632591,5449.007175632591,0.0,0.0,23.888888888888914,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,8719.158626666667,0.0,0.0,35.55065890903576,51.66666666666668,46.10666666666668,0.0,51.23284271929087,0.08945805670176597,242.29219343244165,0.0,35.55065890903576,49.255738135980444,51.23284271929087,48.26718584432523,12.43753247303448,18.764099090283644,-0.18034535416081438,-0.9528431305965092,1.2147269227400055,-0.8449111186429384,-0.85,9.236100170605994,2612.924419741884,-2863.711648703556,-971.2676587280538,-109.11593590380389,-2163.168374851877,0.0,0.0,530.1464156328806,1215.0077340487585,3.0,0.08350283626109595,0.0,0.0,0.4955166821459434,197.99884266666666,203.26600374554775,0.22225508659786122,8.876594635657433,0.0029200317652083936,212.7482123763233,1.2270684416724895,0.0,0.0,223.2535582894482,0.3624556363775999,-988.2271024864534,16.959443758399672,0.1377656659542233,-0.8177464617421282,-108.29818944206177
