Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,3.6768045672875354,2.3546147303155074,0.0,0.06128007612145892,0.03924357883859179,0.0,0.02348381113579689,0.0,0.1535598095047072,3.4497609466470314,0.05,0.0,0.0,0.11170595859562428,2.2283254383865496,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4802.168804358397,21.111111111111143,2.1732237739535476,2185.908567075918,3.0158921966470316,0.43386875,1,6554.208621434316,6554.208621434316,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.245281884745076,51.666666666666686,46.10666666666668,0.0,51.50801551661969,0.0,0.0,0.0,35.245281884745076,50.03157280232587,51.50801551661969,49.293351445178956,12.43753247303448,19.793821006346008,-0.8172901047651351,-2.7562998098412543,0.5109214317140446,-2.4748458141439813,2.8,9.236100170605994,3304.693440568414,2486.1737982949644,1105.6816984318352,1527.554661596441,-1852.0656820513602,-0.0,-0.0,366.7352904326758,0.0,3.0,0.08362722638506434,0.0,0,0.49625482930693104,197.99884266666666,-12.144972171299031,0.20275499394927907,9.245507148473921,0.002848263549365951,25.178526364943636,1.2192465207713654,0,0,300.26523121904614,0.3624556363775999,1081.2676478340488,24.41405059778649,0.25810330423238526,1774.275214953522,-246.72055335708095
2025-01-01 00:01:00,3.6775906917987693,2.3551225165862704,0.0,0.061293178196646154,0.039252041943104506,0.0,0.02348381113579689,0.0,0.1535598095047072,3.4505470711582653,0.05,0.0,0.0,0.11170595859562428,2.2288332246573126,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4801.883581042527,21.111111111111143,2.172519860932888,2185.778735719485,3.0166783211582655,0.43386875,1,6553.793566762012,6553.793566762012,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.22689122447415,51.666666666666686,46.10666666666668,0.0,51.50459715917157,0.0,0.0,0.0,35.22689122447415,50.028604974307235,51.50459715917157,49.29060888187508,12.43753247303448,19.806642747238865,-0.804468363872278,-2.5293146182365183,0.6529460251377648,-2.4016419780461074,2.8,9.236100170605994,3290.5554617363755,2478.255670970932,1036.9852079970767,1495.8564462935344,-1854.1721823204778,-0.0,-0.0,366.7352904326758,0.0,3.0,0.08365922181557923,0.0,0,0.49644469434963445,197.99884266666666,-23.89122741835004,0.20318951738339355,9.275433113964194,0.0028483190347720075,25.113649645520567,1.2227545385636152,0,0,292.47693525144666,0.3624556363775999,1014.1810042415386,22.804203755537998,0.2575828094091726,1746.1236097247556,-250.26716343122115
2025-01-01 00:02:00,3.678340921088099,2.3556071168341983,0.0,0.06130568201813499,0.03926011861390331,0.0,0.02348381113579689,0.0,0.1535598095047072,3.451297300447595,0.05,0.0,0.0,0.11170595859562428,2.2293178249052406,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4801.611420585636,21.111111111111143,2.1718484502590094,2185.654850471262,3.0174285504475953,0.43386875,1,6553.397521056898,6553.397521056898,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.209188378537526,51.666666666666686,46.10666666666668,0.0,51.50118053518909,0.0,0.0,0.0,35.209188378537526,50.02563869487367,51.50118053518909,49.28786777471596,12.43753247303448,19.818874889337597,-0.7922362217735461,-2.306948812235233,0.7881854168110601,-2.3311355162819187,2.8,9.236100170605994,3276.5652812928147,2471.387140705103,971.6812278652953,1467.4481414902937,-1856.18270994485,-0.0,-0.0,366.7352904326758,0.0,3.0,0.08368974129941888,0.0,0,0.4966258009329574,197.99884266666666,-35.598719780647144,0.203039309802324,9.280759236891301,0.002848374218436043,25.051154474846513,1.2227034449640162,0,0,285.73229023384107,0.3624556363775999,950.2994140877381,21.3818137775571,0.257080497209069,1719.0965465967972,-251.6484051065036
2025-01-01 00:03:00,3.679056923026676,2.3560696083976254,0.0,0.06131761538377793,0.03926782680662709,0.0,0.02348381113579689,0.0,0.1535598095047072,3.452013302386172,0.05,0.0,0.0,0.11170595859562428,2.2297803164686676,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4801.3517124814225,21.111111111111143,2.1712079995420512,2185.536633433697,3.018144552386172,0.43386875,1,6553.01959591512,6553.01959591512,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.19214097200845,51.666666666666686,46.10666666666668,0.0,51.497765582455806,0.0,0.0,0.0,35.19214097200845,50.02267390610777,51.497765582455806,49.285128067933755,12.43753247303448,19.8305451998786,-0.7805659112325429,-2.0889648102388843,0.9169831641227097,-2.262927291880151,2.8,9.236100170605994,3262.6644696836665,2464.7623815408674,909.5000238370912,1440.3564421988733,-1858.101705442495,-0.0,-0.0,366.7352904326758,0.0,3.0,0.08371885476091295,0.0,0,0.4967985639969595,197.99884266666666,-47.320827787936906,0.20289628852228406,9.286481159976713,0.002848429267076096,24.99088777478984,1.2226547003389152,0,0,279.2257481071707,0.3624556363775999,889.4605948303146,20.039429006776643,0.25659362266313035,1693.0321325432928,-252.67569034441954
2025-01-01 00:04:00,3.679740132403514,2.3565109180587,0.0,0.061329002206725235,0.039275181967645,0.0,0.02348381113579689,0.0,0.1535598095047072,3.45269651176301,0.05,0.0,0.0,0.11170595859562428,2.230221626129742,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4801.103931342557,21.111111111111143,2.170597180069154,2185.423845454708,3.01882776176301,0.43386875,1,6552.659026797265,6552.659026797265,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.17572112318844,51.666666666666686,46.10666666666668,0.0,51.49435224168306,0.0,0.0,0.0,35.17572112318844,50.01971055281828,51.49435224168306,49.28238970838589,12.43753247303448,19.84167758686776,-0.7694335242433823,-1.8751925100455784,1.0396601102689547,-2.1967471090003623,2.8,9.236100170605994,3253.763807576283,2458.3728636914966,850.2867259996103,1414.8841287469581,-1859.9329876697366,-0.0,-0.0,366.7352904326758,0.0,3.0,0.08374662242931996,0.0,0,0.49696334094988776,197.99884266666666,-54.142426529213665,0.20276013628710743,9.29191090499586,0.002848484185472527,24.932754658333764,1.222608204359325,0,0,272.9490182367887,0.3624556363775999,831.5129931879911,18.773732811619155,0.2561203397452465,1667.8196680915867,-252.93553934462858
2025-01-01 00:05:00,3.6803952885605447,2.356934107129886,0.0,0.06133992147600908,0.039282235118831436,0.0,0.02348381113579689,0.0,0.1535598095047072,3.4533516679200407,0.05,0.0,0.0,0.11170595859562428,2.2306448152009284,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4800.866354043736,21.111111111111143,2.170011715363108,2185.315702181534,3.019482917920041,0.43386875,1,6552.31330622527,6552.31330622527,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.15983839306452,51.666666666666686,46.10666666666668,0.0,51.49094045610371,0.0,0.0,0.0,35.15983839306452,50.016748582161725,51.49094045610371,49.27965264519073,12.43753247303448,19.852349726714994,-0.7587613843961485,-1.6654912128095156,1.1565210713014784,-2.132343187472694,2.8,9.236100170605994,3249.0331135232736,2452.1742108266903,793.8937473643276,1390.7519392663135,-1861.689236943126,-0.0,-0.0,366.7352904326758,0.0,3.0,0.08377323856280089,0.0,0,0.4971212845449147,197.99884266666666,-56.87929401001236,0.2026298618880799,9.29638823179615,0.0028485389782029902,24.876450174729612,1.2225636324015654,0,0,266.8585086451564,0.3624556363775999,776.3126264509598,17.581120913367872,0.2556589184403093,1643.3568748471075,-252.60493558079406
2025-01-01 00:06:00,3.6810263145630624,2.35734170966103,0.0,0.06135043857605104,0.039289028494350495,0.0,0.02348381113579689,0.0,0.1535598095047072,3.4539826939225584,0.05,0.0,0.0,0.11170595859562428,2.231052417732072,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4800.6375544456105,21.111111111111143,2.169448067374191,2185.211554447029,3.020113943922558,0.43386875,1,6551.98035889264,6551.98035889264,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.144417942615995,51.666666666666686,46.10666666666668,0.0,51.487530177128086,0.0,0.0,0.0,35.144417942615995,50.01378794891003,51.487530177128086,49.276916834801,12.43753247303448,19.86262589573708,-0.748485215374064,-1.459741570219053,1.2678555891007615,-2.0695043434230995,2.8,9.236100170605994,3246.0101221504483,2446.1379401972245,740.1802884100883,1367.77696652129,-1863.3809506943173,-0.0,-0.0,366.7352904326758,0.0,3.0,0.08379886388359369,0.0,0,0.49727334852868726,197.99884266666666,-57.98177203352114,0.20250464581717995,9.301352377295974,0.002848593649190681,24.82172197616252,1.2225207158658233,0,0,260.9263857501954,0.3624556363775999,723.7227268068815,16.457561603206795,0.2552079060240066,1619.5581042097208,-251.78113768843093
2025-01-01 00:07:00,3.681635243734394,2.357735039049251,0.0,0.061360587395573235,0.039295583984154184,0.0,0.02348381113579689,0.0,0.1535598095047072,3.45459162309389,0.05,0.0,0.0,0.11170595859562428,2.231445747120293,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4800.416792292763,21.111111111111143,2.16890439236993,2185.1110652928874,3.02072287309389,0.43386875,1,6551.65910758565,6551.65910758565,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.129420831675276,51.666666666666686,46.10666666666668,0.0,51.4841213629335,0.0,0.0,0.0,35.129420831675276,50.01082861413695,51.4841213629335,49.27418223973868,12.43753247303448,19.872539522933206,-0.7385715881779369,-1.2578390472213175,1.3739386504331652,-2.0080517923683447,2.8,9.236100170605994,3242.9356165818936,2440.2440674396885,689.0127133540232,1345.7999416874184,-1865.0135638872878,-0.0,-0.0,366.7352904326758,0.0,3.0,0.08382358210875723,0.0,0,0.4974200296891125,197.99884266666666,-59.20290225625722,0.20238405835596104,9.3061194477029,0.0028486482018171815,24.76843846467476,1.2224793149368791,0,0,255.13300214680118,0.3624556363775999,673.613401687555,15.399311666468195,0.254766071231129,1596.3509645599477,-250.5510228725293
2025-01-01 00:08:00,3.682222791266178,2.3581145572627107,0.0,0.061370379854436295,0.03930190928771184,0.0,0.02348381113579689,0.0,0.1535598095047072,3.455179170625674,0.05,0.0,0.0,0.11170595859562428,2.231825265333753,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4800.203805576996,21.111111111111143,2.1683800268611213,2185.014115455088,3.021310420625674,0.43386875,1,6551.349171032084,6551.349171032084,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.11483313709936,51.666666666666686,46.10666666666668,0.0,51.48071397521841,0.0,0.0,0.0,35.11483313709936,50.00787054219519,51.48071397521841,49.2714488256836,12.43753247303448,19.882102538726137,-0.7290085723850055,-1.0596896314671695,1.4750314130898736,-1.9478348109888874,2.8,9.236100170605994,3239.9408333495085,2434.4783980827633,640.2641053264359,1324.6847296949045,-1866.5889793878505,-0.0,-0.0,366.7352904326758,0.0,3.0,0.0838474233079941,0.0,0,0.4975615064637133,197.99884266666666,-60.40928327231347,0.2022679408830053,9.31069593934451,0.002848702639181903,24.71655216848079,1.2224393795349187,0,0,249.46428262767523,0.3624556363775999,625.8612907704037,14.402814556032268,0.25433237542713144,1573.6744720630502,-248.9897423681458
2025-01-01 00:09:00,3.68278973220989,2.358480764935206,0.0,0.06137982887016483,0.039308012748920096,0.0,0.02348381113579689,0.0,0.1535598095047072,3.455746111569386,0.05,0.0,0.0,0.11170595859562428,2.232191473006248,0.01458333333333334,1,0,0,Off,0,0,Off,0.0,0.0,Off,0.03026737992042858,0.02270053494032143,On,0.0,0,Off,0.005086641081871345,0.0,On,0.0004395306345965144,0.0,On,0.01795763941932903,0,On,0.004618531377208126,0,On,0.1186738982070705,0.08900542365530285,On,HP On,4799.998310810473,21.111111111111143,2.167874255922978,2184.920575892251,3.0218773615693864,0.43386875,1,6551.050136702725,6551.050136702725,0.0,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,8719.158626666667,Off,0.0,0.0,35.10063983086876,51.666666666666686,46.10666666666668,0.0,51.47730797694051,0.0,0.0,0.0,35.10063983086876,50.004913698609876,51.47730797694051,49.26871655944457,12.43753247303448,19.891327824827897,-0.7197832862832456,-0.8652069517740933,1.5713818929397483,-1.8887268221842297,2.8,9.236100170605994,3237.069762576317,2428.83050412139,593.8139391893855,1304.3153899852584,-1868.1092617294944,-0.0,-0.0,366.7352904326758,0.0,3.0,0.08387041989674657,0.0,0,0.49769797120993653,197.99884266666666,-61.55457693733818,0.20215612357661975,9.314385350329596,0.0028487569642828866,24.666011940873645,1.2224008556357708,0,0,243.90992822913927,0.3624556363775999,580.3492414426405,13.464697746744962,0.25390594637456765,1551.477401878623,-247.16201189336456
