occupants,plug_loads_other,plug_loads_tv,lighting_interior,hot_water_clothes_washer,clothes_washer,clothes_dryer,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
0.75,0.601,0.0403,0.072,0.0,0.0,0.0,0.0,0.134,0,0,0,0
0.75,0.601,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.601,0.0357,0.0678,0.0,0.0,0.0,0.0,0.0671,0,0,0,0
0.75,0.57,0.0185,0.0518,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.967,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.566,0.0159,0.0493,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.596,0.0186,0.0505,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.601,0.019,0.0507,0.585,0.867,0.0,0.0,0.213,0,0,0,0
1.0,0.601,0.0229,0.0715,0.509,0.0667,0.933,0.0,0.0,0,0,0,0
1.0,0.601,0.0235,0.0746,0.0453,0.0,1.0,0.0,0.0,0,0,0,0
1.0,0.601,0.0235,0.0746,0.0868,0.0,0.2,0.0,0.142,0,0,0,0
1.0,0.601,0.0235,0.0746,0.185,0.0,0.0,0.0,0.0711,0,0,0,0
1.0,0.609,0.0296,0.119,0.887,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.61,0.0306,0.125,0.0,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.61,0.0306,0.125,0.728,0.0,0.0,0.0,0.0711,0,0,0,0
1.0,0.61,0.0306,0.125,0.238,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.623,0.0367,0.146,0.317,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.625,0.0377,0.149,0.608,0.0,0.0,0.0,0.0,0,0,0,0
1.0,0.728,0.0755,0.321,0.74,0.0,0.0,0.0,0.402,0,0,0,0
1.0,0.744,0.0813,0.348,0.219,0.0,0.0,0.0,0.356,0,0,0,0
1.0,0.813,0.12,0.458,0.804,0.0,0.0,0.0,0.0711,0,0,0,0
1.0,0.824,0.126,0.475,0.0,0.0,0.0,0.0,0.52,0,0,0,0
1.0,0.824,0.126,0.475,0.0,0.0,0.0,0.867,0.0,0,0,0,0
0.783,0.768,0.102,0.383,0.0,0.0,0.0,0.133,0.052,0,0,0,0
0.75,0.759,0.114,0.377,0.0,0.0,0.0,0.0,0.177,0,0,0,0
0.75,0.759,0.116,0.379,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.75,0.759,0.116,0.379,0.0,0.0,0.0,0.0,0.119,0,0,0,0
0.75,0.759,0.116,0.379,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.533,0.703,0.0949,0.278,0.0,0.0,0.0,0.0,0.179,0,0,0,0
0.5,0.695,0.0917,0.262,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.695,0.0917,0.262,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.695,0.0917,0.262,0.0,0.0,0.0,0.0,0.162,0,0,0,0
0.5,0.695,0.0995,0.254,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.5,0.695,0.101,0.253,0.0,0.0,0.0,0.0,0.284,0,0,0,0
0.5,0.695,0.101,0.253,0.0,0.0,0.0,0.0,0.281,0,0,0,0
0.717,0.75,0.137,0.341,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.317,0.647,0.0718,0.176,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.63,0.0609,0.148,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.467,0.686,0.0999,0.233,0.0,0.0,0.0,0.0,0.0711,0,0,0,0
0.283,0.639,0.0669,0.161,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.63,0.0665,0.147,0.0,0.0,0.0,0.0,0.142,0,0,0,0
0.25,0.63,0.0673,0.147,0.0,0.0,0.0,0.0,0.142,0,0,0,0
0.25,0.63,0.0673,0.147,0.0,0.0,0.0,0.0,0.0711,0,0,0,0
0.25,0.63,0.0673,0.147,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.63,0.0701,0.149,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.63,0.0705,0.149,0.0,0.0,0.0,0.0,0.0711,0,0,0,0
0.25,0.63,0.0705,0.149,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.63,0.0705,0.149,0.0,0.0,0.0,0.0,0.0711,0,0,0,0
0.25,0.639,0.0767,0.159,0.0,0.0,0.0,0.0,0.0,0,0,0,0
0.25,0.64,0.0776,0.161,0.0,0.0,0.0,0.0,0.0711,0,0,0,0
0.25,0.64,0.0776,0.161,0.0,0.0,0.0,0.0,0.0711,0,0,0,0
0.25,0.64,0.0776,0.161,0.0,0.0,0.0,0.0,0.0,0,0,0,0
