Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.2998039074438409,0.19157307375076651,0.4645728511809253,0.004996731790730681,0.003192884562512775,0.007742880853015421,0.01546513466097386,0.274338772782867,0.0,0.010000000000000002,0.4645728511809253,0.0,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,On,10550.56,0,85.32427250916531,51.666666666666686,46.10666666666668,0.0,50.653368866016564,0.30412366370735433,810.2708159001679,10550.56,133.3191757955708,50.653368866016564,50.653368866016564,50.653368866016564,12.43753247303448,19.48114015601223,-0.018859843987826252,11.787193641436602,-2.1102357556510163,2.8,9.236100170605994,-2431.129270747835,-1665.15903662744,348.4693251995192,-2765.3674667917085,-0.0,-0.0,472.6493513164352,0.0,3.0,0.12720654760861258,0.0,0,2.2945693247618575,197.99884266666666,-138.41115527256204,0.21200120745410467,9.185370500264124,0.0029212067074114844,-70.53131174624923,1.2204955922806446,0.14286313463304737,-1673.254209108134,8.09517248069417,0.06354998145073612,406.66371569988155,-58.1943905003624
2025-01-01 00:01:00,0.2998039074438409,0.19157307375076651,0.0,0.004996731790730681,0.003192884562512775,0.0,0.01546513466097386,0.274338772782867,0.0,0.010000000000000002,0.0,0.0,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,Off,0.0,0,87.44369944008926,51.666666666666686,46.10666666666668,0.0,51.930665685995635,0.2942876198959127,810.2708159001679,0.0,136.63078037513947,51.930665685995635,51.930665685995635,51.930665685995635,12.43753247303448,19.288308758756436,-0.2116912412436207,11.560718291427028,-1.996071725559941,2.8,9.236100170605994,-2382.4246352463024,-1618.6127137166297,337.1762518886819,-2717.7758943515278,-0.0,-0.0,472.6493513164352,0.0,3.0,0.12647942395729803,0.0,0,2.2814533676277278,197.99884266666666,-137.29809221120973,0.21515307923296864,9.119307009126961,0.0029207347308900008,-69.03390487689109,1.2248683022699993,0.14259842091746194,-1628.0662884893386,9.453574772708773,0.06341134999199823,396.34220433966476,-59.16595245098284
2025-01-01 00:02:00,1.0365684907771742,0.19157307375076651,0.6315125,0.017276141512952904,0.003192884562512775,0.010525208333333334,0.01546513466097386,0.274338772782867,0.7367645833333334,0.010000000000000002,0.0,0.6315125,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,On,12527.058456532475,20.000000000000057,0.8,3015.951731245302,18.507807005555556,0.7367645833333334,1,14806.245604444444,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,Off,0.0,0,87.61387083231509,51.666666666666686,46.10666666666668,0.0,51.89521298261342,0.29455203715416217,810.2708159001679,0.0,136.8966731754923,51.80477017505825,51.89521298261342,51.75954877128067,12.43753247303448,19.1017261460572,-0.3982738539428574,11.350434978746986,-1.8889450224766406,2.8,9.236100170605994,10191.17612399724,1440.4153012651454,326.9883740272013,-2672.041354661814,-0.0,-0.0,472.6493513164352,0.0,3.0,0.12577430619198018,0.0,0,2.268734355713176,197.99884266666666,-136.49032918985773,0.2176357509615509,9.032930584872208,0.002920274423769125,-67.58285447256088,1.2256506367203905,0.14235219240215713,-1586.2441041959073,10.70767421575057,0.06328098788868351,386.69276185985706,-59.704387832655726
2025-01-01 00:03:00,1.0365684907771742,0.19157307375076651,0.6315125,0.017276141512952904,0.003192884562512775,0.010525208333333334,0.01546513466097386,0.274338772782867,0.7367645833333334,0.010000000000000002,0.0,0.6315125,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,On,12527.058456532475,20.000000000000057,0.8,3015.951731245302,18.507807005555556,0.7367645833333334,1,14806.245604444444,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,Off,0.0,0,86.59137515412483,51.666666666666686,46.10666666666668,0.0,51.85966591493527,0.29481763569704383,810.2708159001678,0.0,135.29902367832005,51.67883931228485,51.85966591493527,51.58842601095965,12.43753247303448,19.359608027806164,-0.14039197219389266,11.573382960415433,-1.7881211102751409,2.8,9.236100170605994,10111.3763507205,1394.629894950713,317.3711390699439,-2735.3343661687427,-0.0,-0.0,472.6493513164352,0.0,3.0,0.1267484675826796,0.0,0,2.2863064138067872,197.99884266666666,-152.99709095966747,0.21413350241030715,9.151437589660661,0.002919824079660889,-69.15040497261242,1.2245704131273571,0.14261323687425323,-1630.5892539719453,9.267417677356013,0.06315804983504446,377.6428241197446,-60.2716850498007
2025-01-01 00:04:00,1.0365684907771742,0.19157307375076651,0.6315125,0.017276141512952904,0.003192884562512775,0.010525208333333334,0.01546513466097386,0.274338772782867,0.7367645833333334,0.010000000000000002,0.0,0.6315125,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,On,12527.058456532475,20.000000000000057,0.8,3015.951731245302,18.507807005555556,0.7367645833333334,1,14806.245604444444,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,Off,0.0,0,85.59505504783323,51.666666666666686,46.10666666666668,0.0,51.82428727283144,0.2950824518179007,810.2708159001678,0.0,133.74227351223942,51.553120865353335,51.82428727283144,51.41753766161428,12.43753247303448,19.607945477688983,0.0,11.780268280357507,-1.6930600626875885,2.8,9.236100170605994,10037.441654357852,1352.195815539343,308.4207732316502,-2796.8432661487573,-0.0,-0.0,472.6493513164352,0.0,3.0,0.12768381399446643,0.0,0,2.303178321934626,197.99884266666666,-165.42288734230183,0.21081855706592048,9.26498196942887,0.0029193628835725354,-70.64118388599422,1.2235319885844527,0.14285504725627418,-1671.8701824320435,8.114266726084251,0.06304191906171924,369.1384643728223,-60.71769114117209
2025-01-01 00:05:00,1.0365684907771742,0.19157307375076651,0.6315125,0.017276141512952904,0.003192884562512775,0.010525208333333334,0.01546513466097386,0.274338772782867,0.7367645833333334,0.010000000000000002,0.0,0.6315125,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,On,12527.058456532475,20.000000000000057,0.8,3015.951731245302,18.507807005555556,0.7367645833333334,1,14806.245604444444,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,Off,0.0,0,84.62313117347425,51.666666666666686,46.10666666666668,0.0,51.789071317306366,0.2953465230792705,810.2708159001679,0.0,132.2236424585535,51.42760939648408,51.789071317306366,51.24687843607295,12.43753247303448,19.847396200800635,0.0,11.972633524106044,-1.603228802665623,2.8,9.236100170605994,9967.968609735097,1312.5831796636428,300.05725203206134,-2856.6677530323864,-0.0,-0.0,472.6493513164352,0.0,3.0,0.1285831395999367,0.0,0,2.3194004817689935,197.99884266666666,-175.0714450814267,0.20767476419742664,9.373967331673164,0.0029188913449284563,-72.0604777425535,1.2225324106690847,0.14307951972281188,-1710.366446214185,6.9978946325256235,0.06293198028791842,361.1272851004172,-61.07003306835588
2025-01-01 00:06:00,1.0365684907771742,0.19157307375076651,0.6315125,0.017276141512952904,0.003192884562512775,0.010525208333333334,0.01546513466097386,0.274338772782867,0.7367645833333334,0.010000000000000002,0.0,0.6315125,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,On,12527.058456532475,20.000000000000057,0.8,3015.951731245302,18.507807005555556,0.7367645833333334,1,14806.245604444444,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,Off,0.0,0,83.67413958464101,51.666666666666686,46.10666666666668,0.0,51.75401270155472,0.29560988440271646,810.2708159001678,0.0,130.7408431010016,51.302299837542094,51.75401270155472,51.07644340553579,12.43753247303448,20.07850072677951,0.0,12.151731278158538,-1.518149907495121,2.8,9.236100170605994,9901.390886686566,1275.5952792838161,292.22511244361425,-2914.8861625723102,-0.0,-0.0,472.6493513164352,0.0,3.0,0.12944875892652877,0.0,0,2.3350146430764003,197.99884266666666,-183.43075859003554,0.20468851000243363,9.478730253296462,0.0029184099390324094,-73.41269720509783,1.221569241170508,0.14328819414502483,-1746.3049302473266,5.948478285840675,0.06282768025269951,353.5626593622348,-61.33754691862055
2025-01-01 00:07:00,0.2998039074438409,0.19157307375076651,0.0,0.004996731790730681,0.003192884562512775,0.0,0.01546513466097386,0.274338772782867,0.0,0.010000000000000002,0.0,0.0,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,Off,0.0,0,82.74689027650325,51.666666666666686,46.10666666666668,0.0,51.7191064014639,0.29587256856485256,810.270815900168,0.0,129.29201605703634,51.1771874245163,51.7191064014639,50.906227936042505,12.43753247303448,20.301697793174323,0.0,12.318638675780786,-1.4373915779589406,2.8,9.236100170605994,-2690.1188360664914,-1774.914931380899,284.873702624386,-2971.5576409566283,-0.0,-0.0,472.6493513164352,0.0,3.0,0.13028257284977202,0.0,0,2.3500550941129297,197.99884266666666,-191.21054642629838,0.20184830722790745,9.57954922328724,0.002917919112827651,-74.7014992774078,1.2206404865847835,0.14348239185954123,-1779.8815496672137,4.966618286314877,0.0627285164562374,346.40269925395097,-61.52899662956497
2025-01-01 00:08:00,0.2998039074438409,0.19157307375076651,0.0,0.004996731790730681,0.003192884562512775,0.0,0.01546513466097386,0.274338772782867,0.0,0.010000000000000002,0.0,0.0,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,Off,0.0,0,83.01698151440942,51.666666666666686,46.10666666666668,0.0,51.68434765525108,0.2961346066302174,810.2708159001679,0.0,129.71403361626471,51.052267640610225,51.68434765525108,50.73622763328981,12.43753247303448,20.07884271149968,0.0,12.056061998000708,-1.3605636177714582,2.8,9.236100170605994,-2623.8931042737163,-1720.4325865083342,277.9573749607306,-2914.9726610666416,-0.0,-0.0,472.6493513164352,0.0,3.0,0.1294500381451908,0.0,0,2.3350377177998065,197.99884266666666,-181.5697945235098,0.2046150212728905,9.477760086968132,0.002917419289873359,-73.00730926146286,1.221568546519404,0.14317676363076806,-1727.0958802113064,6.663293702972201,0.06263403306849251,339.60978607598116,-61.65241111525059
2025-01-01 00:09:00,0.2998039074438409,0.19157307375076651,0.0,0.004996731790730681,0.003192884562512775,0.0,0.01546513466097386,0.274338772782867,0.0,0.010000000000000002,0.0,0.0,0.0,0.18865640708409984,0,0.0029166666666666685,1,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0.0,0,Off,0.0031326663011695902,0.0,On,0.012332468359804269,0,On,0.022796896670733802,0,On,0.216477125629604,0.16235784422220295,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,14806.245604444444,Off,0.0,24.444444444444457,0,0.0,0.010000000000000002,0.0,0.0,0,0,0,1116.0147911111112,Off,0.0,0,83.26498404132806,51.666666666666686,46.10666666666668,0.0,51.649472708902046,0.29639798759163366,810.2708159001678,0.0,130.1015375645751,50.92729174726634,51.649472708902046,50.56620126644848,12.43753247303448,19.864162066054565,0.0,11.813144760341737,-1.2873135531755702,2.8,9.236100170605994,-2562.0075780647744,-1670.394789694421,271.43504587127455,-2860.87549421141,-0.0,-0.0,472.6493513164352,0.0,3.0,0.12864601521650196,0.0,0,2.3205346408493113,197.99884266666666,-173.78143516979952,0.20732028763298999,9.379341280733184,0.0029169311737535894,-71.37143868302078,1.222463904606898,0.14289343605399543,-1678.4417656071073,8.046975912686277,0.06254381687598956,333.1501313080737,-61.71508543679913
