Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.5010391895274661,0.1932750873115702,0.0,0.008350653158791101,0.0032212514551928366,0.0,0.047566104471646865,0.4334730850558193,0.0,0.020000000000000004,0.0,0.0,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,42.37676397267696,51.666666666666686,46.10666666666668,0.0,50.59862158730417,0.1665645396375719,443.1389496256252,0.0,66.21369370730775,48.50596880038636,50.59862158730417,47.459642406927465,12.43753247303448,20.5358453269169,-0.07526578419424368,-2.8,2.309866878502203,2.8,9.236100170605994,-666.2920644756966,80.85480015138941,61.70029758709179,-1028.786441564423,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.04450980457121484,0.0,0,1.1520065332605356,132.0652280586667,-118.91006303188902,0.20536273585372225,9.775993693963407,0.0030212529457315025,12.819687157362043,1.2160390784011856,0,0,80.85480015138941,0.07406112910478975,47.306632311809636,14.393665275282153
2025-01-01 00:01:00,0.5010391895274661,0.1932750873115702,0.0,0.008350653158791101,0.0032212514551928366,0.0,0.047566104471646865,0.4334730850558193,0.0,0.020000000000000004,0.0,0.0,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,42.51183072759599,51.666666666666686,46.10666666666668,0.0,50.579645580552004,0.1666474068300613,443.1389496256252,0.0,66.42473551186873,48.43824770715773,50.579645580552004,47.367548770460594,12.43753247303448,20.38033953026495,-0.23077158084619143,-2.6695047034057393,2.374214668282063,2.8,9.236100170605994,-657.7956094440356,79.35347900723987,55.39455615897261,-1015.558325820206,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.04432614478435582,0.0,0,1.147253035095422,132.0652280586667,-123.64172374444485,0.20795757728068134,9.730507601348652,0.0030213764870074115,13.19097876079724,1.2202373072492383,0,0,79.35347900723987,0.07390743502186246,41.01063351035497,14.383922648617641
2025-01-01 00:02:00,0.9220345020274661,0.1932750873115702,0.4161189189189189,0.015367241700457767,0.0032212514551928366,0.006935315315315315,0.047566104471646865,0.4334730850558193,0.4209953125,0.020000000000000004,0.0,0.4161189189189189,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,On,9922.589416946526,21.111111111111143,0.925,1779.006033331251,12.195243392192191,0.4209953125,1,11280.600137777777,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,42.641204018625395,51.666666666666686,46.10666666666668,0.0,50.56062134776341,0.16673056743311657,443.13894962562523,0.0,66.62688127910218,48.370498554819335,50.56062134776341,47.27543715834731,12.43753247303448,20.228567593714835,-0.3825435173963072,-2.5415510219771162,2.4351883340624547,2.8,9.236100170605994,7288.176037570601,3841.533411435126,49.434885616566525,-1002.7136027106203,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.04414663029507829,0.0,0,1.1426068258735467,132.0652280586667,-128.58633339661645,0.209926012683415,9.662184970847662,0.003021503169006766,13.55319742068733,1.2208684726934023,0,0,78.00949471456951,0.07376150450424873,35.06841489382362,14.366470722742903
2025-01-01 00:03:00,0.9220345020274661,0.1932750873115702,0.4161189189189189,0.015367241700457767,0.0032212514551928366,0.006935315315315315,0.047566104471646865,0.4334730850558193,0.4209953125,0.020000000000000004,0.0,0.4161189189189189,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,On,9922.589416946526,21.111111111111143,0.925,1779.006033331251,12.195243392192191,0.4209953125,1,11280.600137777777,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,42.16107442216835,51.666666666666686,46.10666666666668,0.0,50.54155015089792,0.16681401667728535,443.13894962562523,0.0,65.87667878463805,48.30272252614581,50.54155015089792,47.183308713769755,12.43753247303448,20.479558532763605,-0.13155257834753797,-2.2263476241526794,2.4932091106078507,2.8,9.236100170605994,7252.241928030654,3838.035961648022,43.79154192768878,-1023.9905335359416,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.044443358831689185,0.0,0,1.1502867790001363,132.0652280586667,-143.2435121112416,0.20670507066019486,9.775541470500272,0.003021633262349344,12.906580249548586,1.2198247936166542,0,0,74.51204492746555,0.07362237266286646,29.435398513835576,14.356143413853204
2025-01-01 00:04:00,0.9220345020274661,0.1932750873115702,0.4161189189189189,0.015367241700457767,0.0032212514551928366,0.006935315315315315,0.047566104471646865,0.4334730850558193,0.4209953125,0.020000000000000004,0.0,0.4161189189189189,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,On,9922.589416946526,21.111111111111143,0.925,1779.006033331251,12.195243392192191,0.4209953125,1,11280.600137777777,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,41.69283165329369,51.666666666666686,46.10666666666668,0.0,50.52256627620372,0.1668971668303403,443.1389496256252,0.0,65.14504945827139,48.235046240810675,50.52256627620372,47.09128622311415,12.43753247303448,20.722793422168714,0.0,-1.9170248395662475,2.548710251128003,2.8,9.236100170605994,7222.007521479941,3834.8239040707053,38.43129928175304,-1044.7792687239155,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.04473023659836837,0.0,0,1.1577117736646902,132.0652280586667,-152.689183473981,0.20363650855324603,9.885005247614082,0.003021757254992075,12.281449453118345,1.2188150685257466,0,0,71.29998735014875,0.0734890363241214,24.066613125431036,14.364686156322009
2025-01-01 00:05:00,0.9220345020274661,0.1932750873115702,0.4161189189189189,0.015367241700457767,0.0032212514551928366,0.006935315315315315,0.047566104471646865,0.4334730850558193,0.4209953125,0.020000000000000004,0.0,0.4161189189189189,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,On,9922.589416946526,21.111111111111143,0.925,1779.006033331251,12.195243392192191,0.4209953125,1,11280.600137777777,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,41.235541000608755,51.666666666666686,46.10666666666668,0.0,50.503667109618675,0.16698002833935907,443.1389496256252,0.0,64.43053281345118,48.16746722941427,50.503667109618675,46.99936728931207,12.43753247303448,20.958887492707472,0.0,-1.613281656018324,2.60214176508707,2.8,9.236100170605994,7195.541720018951,3831.7040321868853,33.29764648338161,-1065.1164964092939,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.04500805248326276,0.0,0,1.1649022279370707,132.0652280586667,-158.81775724959203,0.20070684795923524,9.990946543568842,0.00302187533979172,11.676134602275386,1.2178365856199542,0,0,68.18011546632879,0.07336044311290628,18.916192643982686,14.38145383939893
2025-01-01 00:06:00,0.9220345020274661,0.1932750873115702,0.4161189189189189,0.015367241700457767,0.0032212514551928366,0.006935315315315315,0.047566104471646865,0.4334730850558193,0.4209953125,0.020000000000000004,0.0,0.4161189189189189,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,On,9922.589416946526,21.111111111111143,0.925,1779.006033331251,12.195243392192191,0.4209953125,1,11280.600137777777,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,40.78847623491252,51.666666666666686,46.10666666666668,0.0,50.48485024306027,0.1670626107944528,443.13894962562523,0.0,63.73199411705082,48.099983216736234,50.48485024306027,46.907549703574226,12.43753247303448,21.18831839417042,0.0,-1.314876311690475,2.653907953027538,2.8,9.236100170605994,7170.751348959757,3828.7007142378934,28.35639992495825,-1085.0291136669744,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.045277425485434446,0.0,0,1.1718741628034497,132.0652280586667,-163.6955110511063,0.19790510517863558,10.093659089647495,0.003021987694755203,11.08932442921277,1.2168872236152066,0,0,65.17679751733682,0.07323564248113888,13.94333693555183,14.41306298940642
2025-01-01 00:07:00,0.5010391895274661,0.1932750873115702,0.0,0.008350653158791101,0.0032212514551928366,0.0,0.047566104471646865,0.4334730850558193,0.0,0.020000000000000004,0.0,0.0,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,40.35110872767924,51.666666666666686,46.10666666666668,0.0,50.466113428490765,0.16714492312589688,443.1389496256252,0.0,63.04860738699881,48.03259207842492,50.466113428490765,46.815831403392,12.43753247303448,21.411433342954748,0.0,-1.0216013820117822,2.704357085984556,2.8,9.236100170605994,-791.2796302476868,62.290002961179624,23.570408008260515,-1104.5342854799533,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.04553881528769198,0.0,0,1.1786394758132288,132.0652280586667,-168.14978488834902,0.195222503735053,10.192636070895038,0.0030220944863186758,10.520044497060216,1.2159654165882057,0,0,62.290002961179624,0.07311381210882138,9.113178561907688,14.457229446352827
2025-01-01 00:08:00,0.5010391895274661,0.1932750873115702,0.0,0.008350653158791101,0.0032212514551928366,0.0,0.047566104471646865,0.4334730850558193,0.0,0.020000000000000004,0.0,0.0,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,40.52705845540335,51.666666666666686,46.10666666666668,0.0,50.44745453438061,0.16722697379194726,443.13894962562523,0.0,63.32352883656773,47.96529179994728,50.44745453438061,46.72421043273062,12.43753247303448,21.229327686872665,0.0,-0.9229143449379698,2.75377518144968,2.8,9.236100170605994,-769.911737837866,61.71145879566208,5.4496115086881485,-1088.6038363418586,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.04532551176644367,0.0,0,1.1731187360029165,132.0652280586667,-162.71234161662292,0.1974211929296062,10.112199354724014,0.0030221958724473506,10.95744505248415,1.2167175491540232,0,0,61.71145879566208,0.07299427445605516,-9.059719548117455,14.509331056805603
2025-01-01 00:09:00,0.5010391895274661,0.1932750873115702,0.0,0.008350653158791101,0.0032212514551928366,0.0,0.047566104471646865,0.4334730850558193,0.0,0.020000000000000004,0.0,0.0,0.0,0.18744175397823687,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.00284234283625731,0.0,On,0.022361880817694777,0,On,0.022361880817694777,0.0,On,0.06689080012351094,0,On,0.21485758815512004,0.16114319111633998,On,0.06078566145231338,0,On,0.055874284842345696,0,On,0,0,Off,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0,0.0,11280.600137777777,Off,0.0,25.5555555555556,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,3646.9769066666668,Off,0.0,0,40.69466121099871,51.666666666666686,46.10666666666668,0.0,50.428738446662734,0.1673093569285199,443.1389496256252,0.0,63.585408142185486,47.89795496922758,50.428738446662734,46.63256323051,12.43753247303448,21.052700955971698,0.0,-0.8254047709179094,2.8000003479906588,2.8,9.236100170605994,-750.2686384096758,61.002651814968004,14.558051529086931,-1073.2409304540754,-0.0,-0.0,481.4044401206154,0.0,2.0010000000000003,0.04511826976803571,0.0,0,1.167754881040355,132.0652280586667,-158.43214807621575,0.19958084387693645,10.033001621790927,0.0030223014087113996,11.381539023638698,1.2174479368936713,0,0,61.002651814968004,0.07288228441378025,-3.3052720792051453e-05,14.558084581807723
