Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.803740965766234,51.666666666666686,46.10666666666668,0.0,51.1539069864769,0.0,0.0,0.0,31.803740965766234,50.40852430191144,51.1539069864769,50.03583295962873,12.43753247303448,23.101716206005506,0,2.8,-144.81468150956096,-1043.206003553412,-0.0,-6.186627950872896,854.934959809985,0.0,5.999,0.039429355041637706,0.0,0.0002338318118900641,0.5538765388225023,395.9316857191111,49.64299018473903,0.22682216206102046,11.842210266791076,0.00390872776588564,119.03237089986717,1.2048625083023439
2025-01-01 00:01:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.80122664077478,51.666666666666686,46.10666666666668,0.0,51.150914526404044,0.0,0.0,0.0,31.80122664077478,50.405846268753876,51.150914526404044,50.033312139928796,12.43753247303448,23.101187562941046,0,2.8,-146.77237803104504,-1043.1659541535716,-0.0,-6.1765020107234365,854.934959809985,0.0,5.999,0.039428868022693284,0.0,0.00023345516756278454,0.5538644781974849,395.9316857191111,47.635118323265075,0.2275281409590923,11.868781388165644,0.003909352414655786,118.95787496410247,1.2083837698310995
2025-01-01 00:02:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.798938825397773,51.666666666666686,46.10666666666668,0.0,51.14792234300719,0.0,0.0,0.0,31.798938825397773,50.40316844731497,51.14792234300719,50.03079149946887,12.43753247303448,23.100464456297164,0,2.8,-148.7000256508611,-1043.1111734051972,-0.0,-6.162651358506618,854.934959809985,0.0,5.999,0.03942820184819684,0.0,0.00023293994722543043,0.5538479806103408,395.9316857191111,45.63883930285759,0.2275740943562462,11.868836494749775,0.003909974853388519,118.88523124023916,1.2083862667568912
2025-01-01 00:03:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.796865340903825,51.666666666666686,46.10666666666668,0.0,51.14493041579669,0.0,0.0,0.0,31.796865340903825,50.400490818521504,51.14493041579669,50.02827101988391,12.43753247303448,23.09955733419991,0,2.8,-150.6062461637157,-1043.0424537276558,-0.0,-6.145276263851375,854.934959809985,0.0,5.999,0.03942736614043285,0.0,0.00023229357196638442,0.5538272840632358,395.9316857191111,43.646524017806556,0.227622562738667,11.868799248011774,0.003910596910732685,118.81412677844972,1.2083895145639252
2025-01-01 00:04:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.794995016088766,51.666666666666686,46.10666666666668,0.0,51.14193872538427,0.0,0.0,0.0,31.794995016088766,50.397813364325735,51.14193872538427,50.025750683796474,12.43753247303448,23.098475779780575,0,2.8,-151.8443905766278,-1042.9605221631919,-0.0,-6.124560452233521,854.934959809985,0.0,5.999,0.03942636972424318,0.0,0.00023152284257836383,0.5538026067603307,395.9316857191111,42.30573222881257,0.22767341624853157,11.869357552567267,0.003911218594357601,118.7444851115525,1.2083934741701114
2025-01-01 00:05:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.793297117940806,51.666666666666686,46.10666666666668,0.0,51.13894725339185,0.0,0.0,0.0,31.793297117940806,50.39513606762062,51.13894725339185,50.023230474735016,12.43753247303448,23.097246190022513,0,2.8,-152.1915488583286,-1042.8673795138927,-0.0,-6.101009705412062,854.934959809985,0.0,5.999,0.03942523691457752,0.0,0.00023064654027832985,0.5537745505180076,395.9316857191111,41.84188055099114,0.2277262933717572,11.869158288751503,0.003911839911553205,118.6760937811394,1.208398037911142
2025-01-01 00:06:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.791735424056228,51.666666666666686,46.10666666666668,0.0,51.13595598422024,0.0,0.0,0.0,31.791735424056228,50.392458913886976,51.13595598422024,50.02071037872035,12.43753247303448,23.09589968231105,0,2.8,-152.37395107599605,-1042.7653840148935,-0.0,-6.075220194005267,854.934959809985,0.0,5.999,0.03942399637576111,0.0,0.0002296868141021773,0.5537438249194048,395.9316857191111,41.53169332291767,0.22778076721408239,11.869583071548043,0.0039124608685536764,118.60870192284071,1.2084030788673314
2025-01-01 00:07:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.790298065106178,51.666666666666686,46.10666666666668,0.0,51.1329649055454,0.0,0.0,0.0,31.790298065106178,50.38978189165573,51.1329649055454,50.01819038471089,12.43753247303448,23.094446446414548,0,2.8,-152.4623000462418,-1042.655308510272,-0.0,-6.047387238525538,854.934959809985,0.0,5.999,0.03942265749207197,0.0,0.00022865090109879828,0.5537106620730274,395.9316857191111,41.30543589257088,0.22783669883705326,11.869271113195813,0.003913081470346238,118.54222773094762,1.2084085554825164
2025-01-01 00:08:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.788975953543922,51.666666666666686,46.10666666666668,0.0,51.129974006116555,0.0,0.0,0.0,31.788975953543922,50.38710499045724,51.129974006116555,50.01567048262759,12.43753247303448,23.09289428230398,0,2.8,-152.5222285577904,-1042.537744790684,-0.0,-6.017660383093515,854.934959809985,0.0,5.999,0.039421227446176134,0.0,0.00022754433577213225,0.5536752395677849,395.9316857191111,41.09821680600204,0.22789398211166442,11.869591974365328,0.003913701721511768,118.47660865809684,1.2084144359485687
2025-01-01 00:09:00,0.4841912175551365,0.30108920822345137,0.0,0.008069853625918942,0.005018153470390856,0.0,0.061955081161487485,0.0,0.422236136393649,0.0,0.0,0.0,0.30108920822345137,0,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.020472697368421052,0.0,On,0.04148238379306644,0,On,0.020783858762380328,0,On,0.35982776377518016,0.269870822831385,On,Off,0.0,20.000000000000057,0,0.0,0.0,0.0,0,0,509.3575911111111,Off,0.0,0.0,31.7877625329606,51.666666666666686,46.10666666666668,0.0,51.1269832755047,0.0,0.0,0.0,31.7877625329606,50.38442820058713,51.1269832755047,50.01315066312835,12.43753247303448,23.09124881519025,0,2.8,-152.57837044596397,-1042.4131198998152,-0.0,-5.9861475168488445,854.934959809985,0.0,5.999,0.03941971141717759,0.0,0.00022637110288626698,0.5536376853725048,395.9316857191111,40.88593716071513,0.22795254079352836,11.869183033929676,0.00391432162632051,118.41179970320877,1.2084206973283858
