Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.5173311251724079,0.32849486509534676,0.0,0.5173311251724079,0.32849486509534676,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.002498739035087719,0.0,0.003927235020594526,0.0,0.008668489171290697,0.0,0.3769241951599296,0.2826931463699471,0.033687952929416835,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,0.0,0.0,35.357664071455716,51.66666666666668,46.10666666666668,0.0,49.83396887055766,0.0,0.0,0.0,35.357664071455716,47.76399791482587,49.83396887055766,46.72901243695999,12.43753247303448,17.435374449320136,0.0,2.8,410.35906161377085,-113.48543473901347,0.0,-7.659392655724094,539.2577070262404,0.0,2.0,0.005949727727031945,0.0,0.0004001956356198287,0.33862564518982785,131.99922844444444,-7.753818017731977,0.3719186857332631,10.04919872151252,0.004505905326497378,66.97493592261598,1.231443614941311
2025-01-01 01:00:00,0.5000247657275161,0.3277144054605451,0.0,0.5000247657275161,0.3277144054605451,0.0,0.006238568628050667,0.0,0.4437861970994654,0.0,0.05,0.0,0.0,0.31313107212721175,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.00231133360745614,0.0,0.003927235020594526,0.0,0.008668489171290697,0.0,0.3769241951599296,0.2826931463699471,0.0176096117585588,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,0.0,0.0,35.43868265204165,51.66666666666668,46.10666666666668,0.0,49.49057763072328,0.0,0.0,0.0,35.43868265204165,47.46568188011107,49.49057763072328,46.45323400480496,12.43753247303448,17.06609200098537,0.0,2.5,424.7610987914142,-103.44410032849424,0.0,-1.7443256327232937,538.0296887522065,0.0,2.0,0.005451282657987115,0.0,9.274575819565694e-05,0.295649268843559,131.99922844444444,-8.0801639995748,0.38744736940668434,9.972784452970423,0.004586330523597191,71.30786618173097,1.2330104739507959
2025-01-01 02:00:00,1.079230813187194,0.3269339458257435,0.0,1.079230813187194,0.3269339458257435,0.0,0.006238568628050667,0.5833092014814816,0.4396830430776616,0.0,0.05,0.0,0.0,0.31235061249241014,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.00231133360745614,0.0,0.003927235020594526,0.0,0.008668489171290697,0.0,0.3769241951599296,0.2826931463699471,0.01454707058315727,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,583.3092014814815,0.23333333333333334,36.07185425643254,51.66666666666668,46.10666666666668,0.0,49.379709865991224,0.0,0.0,583.3092014814815,36.07185425643254,47.78120228140116,49.379709865991224,46.981948489106124,12.43753247303448,16.864534210439754,0.0,1.6500000000000001,428.3391832593895,-100.43641554558174,0.0,-0.006381446627089231,536.9890759058044,0.0,2.0,0.005042658401522242,0.0,3.311763839090709e-07,0.26893011174719217,131.99922844444444,-8.207095654206105,0.39978160401260254,9.977733278914789,0.004672907124344355,74.39526701456147,1.2338032272309545
2025-01-01 03:00:00,0.49169352073215417,0.3261534861909418,0.0,0.49169352073215417,0.3261534861909418,0.0,0.006113631676296281,0.0,0.43557988905585787,0.0,0.05,0.0,0.0,0.3115701528576084,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.0021863966557017544,0.0,0.003927235020594526,0.0,0.008668489171290697,0.0,0.3769241951599296,0.2826931463699471,0.01148452940775574,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,0.0,0.0,40.806770884436204,51.66666666666668,46.10666666666668,0.0,51.742673117812465,0.0,0.0,0.0,40.806770884436204,51.752955301661906,51.758096393586634,51.742673117812465,12.43753247303448,16.67940789467358,0.0,1.6500000000000001,424.49658145103734,-102.89378985523875,0.0,0.0,535.8235261076478,0.0,2.0,0.005237230820525922,0.0,0.0,0.27928851488815953,131.99922844444444,-8.433154801371682,0.4118791061489402,9.989124176805356,0.0047587181164575046,69.65916058924599,1.234527683741391
2025-01-01 04:00:00,0.4914185431796023,0.32537302655614014,0.0,0.4914185431796023,0.32537302655614014,0.0,0.006113631676296281,0.0,0.435304911503306,0.0,0.05,0.0,0.0,0.3107896932228068,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.0021863966557017544,0.0,0.003927235020594526,0.0,0.008668489171290697,0.0,0.3769241951599296,0.2826931463699471,0.012250164701606123,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,0.0,0.0,40.59631065217179,51.66666666666668,46.10666666666668,0.0,51.379991459492835,0.0,0.0,0.0,40.59631065217179,51.410247417010275,51.42537539576901,51.379991459492835,12.43753247303448,16.516999748820858,0.0,0.55,414.2038522138518,-112.54865644659453,0.0,0.0,534.7829132612455,0.0,2.0,0.005366944905752439,0.0,0.0,0.2862058449552258,131.99922844444444,-8.030404600799269,0.4228277924963369,9.9994565595625,0.004837881554647006,69.74474745584841,1.2345814612821768
2025-01-01 05:00:00,0.49319968767081185,0.32537302655614014,0.0,0.49319968767081185,0.32537302655614014,0.0,0.006363505579805053,0.0,0.43683618209100683,0.0,0.05,0.0,0.0,0.3107896932228068,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.0024362705592105263,0.0,0.003927235020594526,0.0,0.008668489171290697,0.0,0.3769241951599296,0.2826931463699471,0.013781435289306887,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,0.0,0.0,40.42740374646607,51.66666666666668,46.10666666666668,0.0,51.01919109586927,0.0,0.0,0.0,40.42740374646607,51.06906529699036,51.0940023975509,51.01919109586927,12.43753247303448,16.32041296303877,0.0,-0.25000000000000006,411.83748150087246,-115.92717023193154,0.0,0.0,535.0327871647544,0.0,2.0,0.005313813977474048,0.0,0.0,0.2833725044816029,131.99922844444444,-7.2681354319503795,0.43534898860068444,9.999954585561069,0.004922321430537388,69.61054241187183,1.2347373954172869
2025-01-01 06:00:00,0.5017183380938053,0.3269339458257435,0.0,0.5017183380938053,0.3269339458257435,0.0,0.006675847959191017,0.0,0.4450424901346143,0.0,0.05,0.0,0.0,0.31235061249241014,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.002748612938596491,0.0,0.003927235020594526,0.0,0.008668489171290697,0.0,0.3769241951599296,0.2826931463699471,0.019906517640109946,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,0.0,0.0,40.18768525931405,51.66666666666668,46.10666666666668,0.0,50.702614187946864,0.0,0.0,0.0,40.18768525931405,50.729636872535146,50.7431482148293,50.702614187946864,12.43753247303448,16.187696463055566,0.0,0.3,418.8102963764392,-110.19537697259297,0.0,0.0,537.4263552369448,0.0,2.0,0.005278819785621478,0.0,0.0,0.2815063511255371,131.99922844444444,-8.420681887912595,0.44592434283153876,10.025816627085854,0.005000029634215527,65.1811704065496,1.2352461537672352
2025-01-01 07:00:00,1.3158670500584537,0.4194144135052541,0.0,1.3158670500584537,0.4194144135052541,0.0,0.030778749603664633,0.6249741444444445,0.6101141560103446,0.0,0.05,0.0,0.0,0.40483108017192077,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.002561207510964912,0.0,0.02821754209269972,0.0,0.045073417750720636,0.0,0.4981502597064728,0.3736126947798545,0.025265964697062628,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,624.9741444444445,0.25,39.387766392801005,51.66666666666668,46.10666666666668,0.0,50.73257550978194,0.18409149309019224,485.97795847565425,624.9741444444445,39.387766392801005,50.13601265418164,50.73366636701417,49.836640369149265,12.43753247303448,16.309331181669407,0.0,-0.55,580.949985810578,-121.57086044225615,0.0,0.0,712.7556511819379,0.930700421586505,2.0,0.005463919893603572,0.0,0.0,0.2913772802549822,131.99922844444444,-10.234804929103635,0.44929820303490065,10.164714755490072,0.0050777225975617716,67.85096555907617,1.2346699187280343
2025-01-01 08:00:00,2.0184014905159744,0.45565726961528935,0.0,2.0184014905159744,0.45565726961528935,0.0,0.03925720443877586,1.249948288888889,0.6791959971883093,0.0,0.05,0.0,0.0,0.441073936281956,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0019365227521929824,0.0,0.03732068168658287,0.0,0.06583145078197178,0.0,0.5454334550067841,0.40907509125508795,0.025265964697062628,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,1249.948288888889,0.5,36.008723541214756,51.66666666666668,46.10666666666668,0.0,50.60127063886988,0.650776963888817,1723.8539338312735,1249.948288888889,36.008723541214756,47.60355360203362,50.60127063886988,46.10469508361551,12.43753247303448,16.709939280509936,0.0,-1.4,647.8203750742117,-137.84035748202598,0.0,0.0,787.0061235239921,57.36059559569397,2.0,0.005756626102036712,0.0,0.0,0.3069865755206101,131.99922844444444,-1.3453909677544553,0.44510320060679776,10.433802315057859,0.005158582691144807,70.21460089455508,1.2334823753837525
2025-01-01 09:00:00,1.3653682111570709,0.45691480140519125,0.0,1.3653682111570706,0.45691480140519125,0.0,0.03995780276765116,0.5833092014814816,0.6921012069079379,0.0,0.05,0.0,0.0,0.4423314680718579,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0015617118969298246,0.0,0.038396090870721336,0.0,0.07782558674224821,0.0,0.5471101640599867,0.4103326230449899,0.024500329403212246,0.0,0.0,0.0,0.0,16.444444444444485,0.0,0.0,0.0,0.0,0.0,0.0,1347.2478977777778,0.0,17.44444444444449,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,2272.2955759847396,583.3092014814815,0.23333333333333334,38.075670080632214,51.66666666666668,46.10666666666668,0.0,51.122166108115714,0.16773245664721279,457.2135346089247,583.3092014814815,38.075670080632214,49.72594430316623,51.1232193625556,49.026780146251596,12.43753247303448,17.04975223880589,0.0,-0.85,682.742719336551,-135.14984417660995,0.0,-1.3867414480177969,800.1712035979556,166.9116402529702,1.9835,0.005716885727577491,0.0,6.091370707741256e-05,0.30811569677281686,130.91023480977776,19.10810136322318,0.44291236297737796,10.6781469393091,0.005243151702369476,73.80589367227738,1.232594068767744
