Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Well Pump Electric Power (kW),Well Pump Reactive Power (kVAR),Well Pump Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.13988827334111,51.666666666666686,46.10666666666668,0.0,50.002479195296374,0.0,0.0,0.0,35.13988827334111,47.91017826361466,50.002479195296374,46.86402779777381,12.43753247303448,17.769391672230167,0.0,2.8,404.8814424554844,-117.16765237791707,-0.0,-12.907555702873077,539.2577070262404,0.0,2.0,0.0060060082521959605,0.0,0.0006616406874577416,0.3555691612546671,131.99922844444444,-4.301056489965854,0.35999402628146643,10.132022648482893,0.0044673485446430974,65.60919433077007,1.2265346513226283
2025-01-01 00:01:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.15420054742393,51.666666666666686,46.10666666666668,0.0,49.99678878407627,0.0,0.0,0.0,35.15420054742393,47.905246674694,49.99678878407627,46.85947562000287,12.43753247303448,17.752136333675956,0.0,2.8,404.125790364778,-116.97602605182647,-0.0,-12.635362188721071,539.2577070262404,0.0,2.0,0.006003105323833584,0.0,0.0006484355178049124,0.35471015638615755,131.99922844444444,-5.52052842091482,0.36154224781915983,10.149662052636986,0.004468640118293882,65.69002664948025,1.2301895296630565
2025-01-01 00:02:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.16800819511912,51.666666666666686,46.10666666666668,0.0,49.99109641515528,0.0,0.0,0.0,35.16800819511912,47.90031307716558,49.99109641515528,46.85492140817073,12.43753247303448,17.73531271218489,0.0,2.8,403.31390560798843,-116.78931231423066,-0.0,-12.370069220423332,539.2577070262404,0.0,2.0,0.006000274640776486,0.0,0.0006355360022007063,0.35387130395181515,131.99922844444444,-6.784419883597941,0.3620295517884432,10.144198909564894,0.004469929441221243,65.76849856083606,1.2302597257665893
2025-01-01 00:03:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.181346131801504,51.666666666666686,46.10666666666668,0.0,49.98540216352543,0.0,0.0,0.0,35.181346131801504,47.895377541849484,49.98540216352543,46.850365231011516,12.43753247303448,17.718890869171247,0.0,2.8,402.4769426546484,-116.6071702458639,-0.0,-12.111198075844351,539.2577070262404,0.0,2.0,0.005997511194067581,0.0,0.0006229209222751266,0.3530512053134126,131.99922844444444,-8.062396049883766,0.362508467632198,10.13801108054167,0.004471220230692393,65.84470324687604,1.2303282294499884
2025-01-01 00:04:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.194242508659194,51.666666666666686,46.10666666666668,0.0,49.97970609898831,0.0,0.0,0.0,35.194242508659194,47.89044013466572,49.97970609898831,46.84580715250443,12.43753247303448,17.702846674757666,0.0,2.8,402.1758371844407,-116.42932431356954,-0.0,-11.8583623340274,539.2577070262404,0.0,2.0,0.005994810949076686,0.0,0.0006105733308791591,0.35224874156476593,131.99922844444444,-8.794183194202741,0.36297950557949804,10.132013629287213,0.004472512443822923,65.91877870154586,1.2303951422510533
2025-01-01 00:05:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.20665621071716,51.666666666666686,46.10666666666668,0.0,49.97400828716047,0.0,0.0,0.0,35.20665621071716,47.88550091758351,49.97400828716047,46.84124723279503,12.43753247303448,17.687215529176626,0.0,2.8,402.4694248704318,-116.25615909847707,-0.0,-11.612113873323187,539.2577070262404,0.0,2.0,0.005992179889306715,0.0,0.0005985220547766937,0.35146576905096527,131.99922844444444,-8.92000918400835,0.3634418153372401,10.127146418382214,0.004473806040342716,65.99048748095564,1.2304603139059809
2025-01-01 00:06:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.21854015138485,51.666666666666686,46.10666666666668,0.0,49.96830879976865,0.0,0.0,0.0,35.21854015138485,47.88055995834221,49.96830879976865,46.836685537628995,12.43753247303448,17.67203797108707,0.0,2.8,402.9588067302122,-116.08811533992902,-0.0,-11.373084934969999,539.2577070262404,0.0,2.0,0.00598962486561239,0.0,0.000586800053784555,0.3507044107762685,131.99922844444444,-8.837700021129185,0.36389442443675213,10.121583975251621,0.004475100975492349,66.05955795160529,1.230523572362611
2025-01-01 00:07:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.22989614814346,51.666666666666686,46.10666666666668,0.0,49.96260771553724,0.0,0.0,0.0,35.22989614814346,47.875617331289405,49.96260771553724,46.83212213916549,12.43753247303448,17.657312512814073,0.0,2.8,403.49101967797753,-115.92516807494017,-0.0,-11.141245593659342,539.2577070262404,0.0,2.0,0.005987145655273623,0.0,0.0005754079226979663,0.3499646865825189,131.99922844444444,-8.700273679663297,0.3643373215820535,10.116248918617085,0.004476397199376433,66.12598382249146,1.2305849233575565
2025-01-01 00:08:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.24074346374898,51.666666666666686,46.10666666666668,0.0,49.956905112919515,0.0,0.0,0.0,35.24074346374898,47.87067311051759,49.956905112919515,46.827557109316636,12.43753247303448,17.643022672277866,0.0,2.8,403.9967465141093,-115.76712683744145,-0.0,-10.916330171878464,539.2577070262404,0.0,2.0,0.00598473950968073,0.0,0.0005643345763612005,0.34924585874935815,131.99922844444444,-8.577503502811144,0.36477084155582806,10.111132933686758,0.004477694661983794,66.18985461944469,1.2306444361045137
2025-01-01 00:09:00,0.5173311251724079,0.32849486509534676,0.0,0.008622185419540131,0.005474914418255779,0.0,0.006425974055682245,0.0,0.4609051511167256,0.0,0.05,0.0,0.0,0.3139115317620134,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.002498739035087719,0.0,On,0.003927235020594526,0,On,0.008668489171290697,0,On,0.3769241951599296,0.2826931463699471,On,0.033687952929416835,0,On,0,0,Off,Off,0.0,16.444444444444485,0,0.0,0.0,0.0,0,0,1347.2478977777778,Off,0.0,17.444444444444485,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,2272.2955759847396,Off,0.0,0.0,35.25110827559811,51.666666666666686,46.10666666666668,0.0,49.95120106750473,0.0,0.0,0.0,35.25110827559811,47.865727367415914,49.95120106750473,46.82299051737151,12.43753247303448,17.62914602162171,0.0,2.8,404.46754236900534,-115.61373608139782,-0.0,-10.697979927392455,539.2577070262404,0.0,2.0,0.0059824026768353356,0.0,0.000553564186432868,0.34854688310588733,131.99922844444444,-8.478448648444758,0.3651954590628595,10.106224737502853,0.004478993314999969,66.2512988360993,1.2307022050250507
