Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Fireplace Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.36671330122377976,0.19338165896450152,0.0852855734066802,0.36671330122377976,0.1933816589645015,0.08528557340668019,0.019693774599257634,0.27650670611170164,0.07051282051282051,0.0,0.005454217035541469,0.07983135637113875,0.0,0.19338165896450152,0.0,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.004654961622807018,0.0,0.015038812976450615,0.0,0.018664494159032874,0.0,0.21621769809658026,0.16216327357243512,0.005454217035541469,0.0,0.0,1943.4326012535614,21.111111111111143,0.533680578423031,0.0,2.339626431319671,0.07051282051282051,0.6666666666666666,1872.9197807407409,2809.3796711111113,0.0,0.0,39.65290492129167,51.66666666666668,46.10666666666668,0.0,47.012880781158046,0.0,0.0,0.0,61.957663939518234,47.03155308039479,47.04088923001316,47.012880781158046,12.43753247303448,20.826341657683354,-0.04535862474452982,2.8,1104.3172972733903,-1315.7556120717056,0.0,0.0,492.9881426310075,0.0,2.0,0.05600104845802019,0.0,0.0,1.042091642923902,131.99922844444444,-16.347834539473173,0.19474195105356007,9.803828517542287,0.0029073187878590734,24.7449946422152,1.2184118720419892
2025-01-01 01:00:00,0.32398670397987933,0.19110034928782185,0.04675831399997753,0.3239867039798793,0.19110034928782182,0.046758313999977534,0.017557197494644575,0.26764745520318345,0.03878205128205128,0.0,0.0028510679958512223,0.04390724600412631,0.0,0.19110034928782185,0.0,1.0,0.04058390100968627,0.030437925757264693,0.0,0.0,0.00430583950109649,0.0,0.013251357993548084,0.0,0.012846989486087564,0.0,0.2142165647074096,0.16066242353055715,0.0028510679958512223,0.0,0.0,1068.887930689459,21.111111111111143,0.2935243181326671,0.0,1.2867945372258192,0.03878205128205128,0.36666666666666664,1030.1058794074074,2809.3796711111113,0.0,0.0,38.933061628389346,51.66666666666668,46.10666666666668,0.0,46.494348395881495,0.0,0.0,0.0,60.83290879435835,46.54188993945377,46.565660711239914,46.494348395881495,12.43753247303448,20.81151428070263,-0.04840620330421667,2.5,239.0797470080638,-1257.2357414236455,0.0,0.0,443.9870048826261,0.0,2.0,0.052690782777256986,0.0,0.0,0.9804927926029647,131.99922844444444,-16.55944714037558,0.195543901193567,9.80771657548328,0.0029165069189869878,23.78745314040513,1.218525853569303
2025-01-01 02:00:00,0.3546768603642463,0.19031988965302019,0.11262779134106875,0.35467686036424634,0.19031988965302019,0.11262779134106876,0.017557197494644575,0.2666068423567812,0.07051282051282051,0.030441204886400744,0.0023552300835292706,0.07983135637113875,0.0,0.19031988965302019,0.0,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.00430583950109649,0.0,0.013251357993548084,0.0,0.012846989486087564,0.0,0.2142165647074096,0.16066242353055715,0.0023552300835292706,0.0,0.0,1943.4326012535614,21.111111111111143,0.533680578423031,0.0,2.339626431319671,0.07051282051282051,0.6666666666666666,1872.9197807407409,2809.3796711111113,703.3706666666666,0.0,42.873323413302906,51.66666666666668,46.10666666666668,0.0,49.06730382412638,0.0,0.0,703.3706666666666,66.98956783328579,49.08444792505841,49.093019975524435,49.06730382412638,12.43753247303448,20.79641370507609,-0.053115531187969425,1.6500000000000001,1111.850902595954,-1250.9286736972824,0.0,0.0,435.6806036414635,0.0,2.0,0.04991111436571936,0.0,0.0,0.9287675249245508,131.99922844444444,-16.33362860178834,0.19655562649360578,9.814826988568836,0.0029289702716122448,35.6311338286413,1.218579228667028
2025-01-01 03:00:00,0.3251983712315756,0.18953943001821852,0.04975820599389056,0.3251983712315756,0.18953943001821852,0.04975820599389056,0.017324449413504226,0.265566229510379,0.0423076923076923,0.0,0.001859392171207319,0.047898813822683246,0.0,0.18953943001821852,0.0,1.0,0.03850267531688185,0.028877006487661377,0.0,0.0,0.00407309141995614,0.0,0.013251357993548084,0.0,0.012846989486087564,0.0,0.2142165647074096,0.16066242353055715,0.001859392171207319,0.0,0.0,1166.0595607521368,21.111111111111143,0.3202083470538186,0.0,1.4037758587918026,0.0423076923076923,0.4,1123.7518684444444,2809.3796711111113,0.0,0.0,45.79132538200033,51.66666666666668,46.10666666666668,0.0,51.05635023632728,0.0,0.0,0.0,71.54894590937552,51.09110327204178,51.10847978989902,51.05635023632728,12.43753247303448,20.828826552799754,-0.04428875120072977,1.6500000000000001,280.17817943470357,-1296.7825600881988,0.0,0.0,427.1414543191605,0.0,2.0,0.05168975402805471,0.0,0.0,0.9618652182522409,131.99922844444444,-16.24027554839512,0.19704949578315845,9.844134817523587,0.0029422189879190343,10.528002604578132,1.2184351929532093
2025-01-01 04:00:00,0.3558885276159426,0.18875897038341688,0.0858062758389835,0.3558885276159426,0.18875897038341688,0.08580627583898348,0.017324449413504226,0.2645256166639768,0.07403846153846154,0.0,0.001983351649287807,0.08382292418969568,0.0,0.18875897038341688,0.0,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.00407309141995614,0.0,0.013251357993548084,0.0,0.012846989486087564,0.0,0.2142165647074096,0.16066242353055715,0.001983351649287807,0.0,0.0,2040.6042313162395,21.111111111111143,0.5603646073441826,0.0,2.4566077528856543,0.07403846153846154,0.7,1966.5657697777779,2809.3796711111113,0.0,0.0,45.00689214326015,51.66666666666668,46.10666666666668,0.0,50.49269901121478,0.0,0.0,0.0,70.323268973844,50.52499469856179,50.54114254223529,50.49269901121478,12.43753247303448,20.781185489406266,-0.05633856456539164,0.55,1034.8817918677846,-1406.8245006601705,0.0,0.0,415.8063593616706,0.0,1.8165,0.05293426745513657,0.0,0.0,0.9850236604167797,119.88829923466666,-14.704298149955019,0.19756308442912246,9.819288138506009,0.0029426441480717553,24.09758051962526,1.2180602377495537
2025-01-01 05:00:00,0.3493027417269412,0.18875897038341688,0.07807105915803057,0.3493027417269412,0.18875897038341688,0.07807105915803059,0.017789945575784928,0.2645256166639768,0.06698717948717949,0.0,0.0022312706054487827,0.0758397885525818,0.0,0.18875897038341688,0.0,1.0,0.03746206247047963,0.028096546852859717,0.0,0.0,0.004538587582236842,0.0,0.013251357993548084,0.0,0.012846989486087564,0.0,0.2142165647074096,0.16066242353055715,0.0022312706054487827,0.0,0.0,1846.2609711908835,21.111111111111143,0.5069965495018794,0.0,2.2226451097536875,0.06698717948717949,0.6333333333333333,1779.2737917037039,2809.3796711111113,0.0,0.0,43.95736164720566,51.66666666666668,46.10666666666668,0.0,49.9363850479609,0.0,0.0,0.0,68.68337757375885,49.970384632741684,49.98738442513208,49.9363850479609,12.43753247303448,20.92010676724304,-0.03764267266644126,-0.25000000000000006,715.6517600666645,-1480.8081572482236,0.0,0.0,366.01606470888703,0.0,1.0,0.05312892398290434,0.0,0.0,0.988645912971202,65.99961422222222,-15.817118584882355,0.19653121316426556,9.889962369258091,0.0029538505814064404,-9.58195579773416,1.21686595748092
2025-01-01 06:00:00,0.34315173505849395,0.19031988965302019,0.06908381543628214,0.34315173505849395,0.19031988965302019,0.06908381543628214,0.0183718157786358,0.2666068423567812,0.058173076923076925,0.0,0.0032229464300926863,0.06586086900618945,0.0,0.19031988965302019,0.0,1.0,0.03954328816328407,0.029657466122463037,0.0,0.0,0.00512045778508772,0.0,0.013251357993548084,0.0,0.012846989486087564,0.0,0.2142165647074096,0.16066242353055715,0.0032229464300926863,0.0,0.0,1603.3318960341883,21.111111111111143,0.4402864771990006,0.0,1.9301918058387284,0.058173076923076925,0.55,1545.1588191111111,2809.3796711111113,0.0,0.0,43.40349154745906,51.66666666666668,46.10666666666668,0.0,49.392122694823776,0.0,0.0,0.0,67.81795554290478,49.425875263397124,49.4427515476838,49.392122694823776,12.43753247303448,20.74163026601681,-0.06648225518232624,0.3,557.1743426132457,-1416.4148527208804,0.0,0.0,383.21073739406324,0.0,1.0,0.05272598127438504,0.0,0.0,0.9811477814060428,65.99961422222222,-12.953438094125245,0.19769697256198257,9.793228497637617,0.0029389263000954595,-37.87329682665877,1.2176157904231877
2025-01-01 07:00:00,0.3642748642706135,0.19188080892262352,0.09190515478490872,0.3642748642706135,0.19188080892262352,0.09190515478490871,0.018022693656925277,0.26868806804958567,0.07756410256410257,0.0,0.004090662776656102,0.08781449200825261,0.0,0.19188080892262352,0.0,1.0,0.041624513856088494,0.03121838539206636,0.0,0.0,0.004771335663377193,0.0,0.013251357993548084,0.0,0.012846989486087564,0.0,0.2142165647074096,0.16066242353055715,0.004090662776656102,0.0,0.0,2137.775861378918,21.111111111111143,0.5870486362653342,0.0,2.5735890744516383,0.07756410256410257,0.7333333333333333,2060.211758814815,2809.3796711111113,0.0,0.0,42.4351782896059,51.66666666666668,46.10666666666668,0.0,48.86011223463945,0.0,0.0,0.0,66.3049660775092,48.891211278999634,48.90676080117973,48.86011223463945,12.43753247303448,20.846956948997388,-0.035350776954710325,-0.55,992.3291476641945,-1528.6112859293087,0.0,0.0,397.6579706559878,1.9478944992061706,1.0,0.054192364352410434,0.0,0.0,1.0084348696483423,65.99961422222222,-14.493398441402451,0.1957156921873792,9.828984276370317,0.002928453919965267,-5.1179252582904855,1.2171870694493292
2025-01-01 08:00:00,0.39469272274768774,0.2017378378583063,0.08392201914779486,0.39469272274768774,0.2017378378583063,0.08392201914779485,0.031198911647892697,0.2929809905869745,0.07051282051282051,0.0,0.004090662776656102,0.07983135637113875,0.0,0.2017378378583063,0.0,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.0036075952576754386,0.0,0.02759131639021726,0.0,0.02399720677589941,0.0,0.22631865710858443,0.16973899283143826,0.004090662776656102,0.0,0.0,1943.4326012535614,21.111111111111143,0.533680578423031,0.0,2.339626431319671,0.07051282051282051,0.6666666666666666,1872.9197807407409,2809.3796711111113,0.0,0.0,40.07454188408249,51.66666666666668,46.10666666666668,0.0,48.159055632863755,0.05630842777024107,141.30523666605404,0.0,62.6164716938789,47.3981139667092,48.160228471922906,47.01647029457277,12.43753247303448,20.928689504554196,-0.029571010864263888,-1.4,694.6136670141775,-1653.9977817363083,0.0,0.0,389.16922839537307,180.65468186803778,0.31650000000000006,0.056023422033165696,0.0,0.0,1.0425079800519281,20.888877901333334,16.00961910155143,0.19499471618663383,9.872291474562797,0.0029309358067465033,10.10790238410492,1.217418473759834
2025-01-01 09:00:00,0.33877400528840573,0.19266126855742513,0.07145052179852986,0.3387740052884057,0.19266126855742516,0.07145052179852984,0.01616070900780247,0.2697286808959879,0.052884615384615384,0.007610301221600186,0.003966703298575614,0.059873517278354056,0.0,0.19266126855742513,0.0,1.0,0.0426651267024907,0.03199884502686802,0.0,0.0,0.002909351014254386,0.0,0.013251357993548084,0.0,0.012846989486087564,0.0,0.2142165647074096,0.16066242353055715,0.003966703298575614,0.0,0.0,1457.5744509401711,21.111111111111143,0.4002604338172733,0.0,1.7547198234897532,0.052884615384615384,0.5,1404.6898355555556,2809.3796711111113,175.84266666666664,0.0,39.41565163119607,51.66666666666668,46.10666666666668,0.0,47.59331873065018,0.0,0.0,175.84266666666664,61.58695567374386,46.75390150208157,47.59331873065018,46.33419288779726,12.43753247303448,20.742767730085045,-0.06536577131214028,-0.85,314.7019248698559,-1565.6162056936487,0.0,0.0,329.02053753235487,583.2441902851134,0.0,0.05490693982223162,0.0,0.0,1.021731997931526,0.0,93.72314209097868,0.19801390653725529,9.8041040634453,0.0029410070307353884,49.210640208108394,1.218792781726142
