Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Fireplace Gas Power (therms/hour),Gas Fireplace Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,40.74745087800872,51.666666666666686,46.10666666666668,0.0,47.27129864848026,0.0,0.0,0.0,63.66789199688862,47.27537548969661,47.27741391030479,47.27129864848026,12.43753247303448,20.347274120353664,-0.26383699075747913,2.8,2176.00700171296,-1265.1635656614546,-0.0,-0.0,521.3861837543371,0.0,2.0,0.05532473775836144,0.0,0,1.0295065619738066,131.99922844444444,4.6354817397352726,0.19961822674113913,9.558457259602605,0.0029021991690683516,26.957981470629232,1.2169077658143734
2025-01-01 00:01:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,40.63256781815486,51.666666666666686,46.10666666666668,0.0,47.262323185434965,0.0,0.0,0.0,63.48838721586697,47.26691051104964,47.26920417385698,47.262323185434965,12.43753247303448,20.414714243657652,-0.1963968674534904,2.8,2164.3544538842416,-1272.2171279219763,-0.0,-0.0,521.3861837543371,0.0,2.0,0.055420186647844726,0.0,0,1.0312827160422695,131.99922844444444,0.03649617153887874,0.19938194433474313,9.613220407558309,0.00290238581666198,26.759213061425466,1.2201819988175497
2025-01-01 00:02:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,40.521406421321174,51.666666666666686,46.10666666666668,0.0,47.253373225522985,0.0,0.0,0.0,63.31469753331433,47.25846939850048,47.26101748498924,47.253373225522985,12.43753247303448,20.47971881924833,-0.13139229186281298,2.8,2153.0092446947283,-1279.030643432125,-0.0,-0.0,521.3861837543371,0.0,2.0,0.0555121367070407,0.0,0,1.0329937623689522,131.99922844444444,-4.49519750782564,0.19859605528897045,9.642792185754555,0.00290257059089623,26.566746889938425,1.219911735498993
2025-01-01 00:03:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,40.41378985810298,51.666666666666686,46.10666666666668,0.0,47.244447948210215,0.0,0.0,0.0,63.14654665328591,47.25005137890145,47.25285309424707,47.244447948210215,12.43753247303448,20.54240393039811,-0.06870718071303372,2.8,2141.9720801818157,-1285.6146842936125,-0.0,-0.0,521.3861837543371,0.0,2.0,0.055600757707870006,0.0,0,1.0346428601429165,131.99922844444444,-8.948321159250671,0.19784187804546524,9.671084511502057,0.002902754076779201,26.380192008240495,1.2196512250038811
2025-01-01 00:04:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,40.309550707202014,51.666666666666686,46.10666666666668,0.0,47.23554657193754,0.0,0.0,0.0,62.98367298000315,47.241655715839826,47.244710287790966,47.23554657193754,12.43753247303448,20.602879479800333,-0.008231631310810172,2.8,2132.6396502442976,-1291.9793303678662,-0.0,-0.0,521.3861837543371,0.0,2.0,0.05568621014365197,0.0,0,1.036232995893011,131.99922844444444,-11.916105022515275,0.19711770015569435,9.698876580039455,0.002902936313118627,26.199269156971578,1.2193999986709803
2025-01-01 00:05:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,40.20845454760065,51.666666666666686,46.10666666666668,0.0,47.22666835204726,0.0,0.0,0.0,62.82571023062602,47.23328170768341,47.236588385501484,47.22666835204726,12.43753247303448,20.66129968176319,0.0,2.8,2124.7221863344216,-1298.1394829274307,-0.0,-0.0,521.3861837543371,0.0,2.0,0.05576871657364737,0.0,0,1.0377683110978706,131.99922844444444,-13.673416372826848,0.19642131079375055,9.725537907687475,0.002903117336917129,26.023590857072687,1.2191574051662275
2025-01-01 00:06:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,40.1102937937744,51.666666666666686,46.10666666666668,0.0,47.21781259554293,0.0,0.0,0.0,62.672334052772506,47.22492870149924,47.228486754477395,47.21781259554293,12.43753247303448,20.717801065203066,0.0,2.8,2117.3546934889846,-1304.1083433380052,-0.0,-0.0,521.3861837543371,0.0,2.0,0.05584847400640952,0.0,0,1.0392524717775553,131.99922844444444,-15.072048807689448,0.19575075608479778,9.751143107002909,0.002903297182646169,25.852813951920478,1.2189228679222588
2025-01-01 00:07:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,40.014917562794714,51.666666666666686,46.10666666666668,0.0,47.20897865517611,0.0,0.0,0.0,62.523308691866745,47.21659608747868,47.22040480362997,47.20897865517611,12.43753247303448,20.77248273018386,0.0,2.8,2110.33717440098,-1309.895294541686,-0.0,-0.0,521.3861837543371,0.0,2.0,0.055925626144035304,0.0,0,1.0406881520026106,131.99922844444444,-16.302616692013025,0.19510456922460764,9.775746601198229,0.0029034758825353824,25.68668799382436,1.2186959667754766
2025-01-01 00:08:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,39.92219317418358,51.666666666666686,46.10666666666668,0.0,47.20016591695333,0.0,0.0,0.0,62.37842683466185,47.20828328715791,47.2123419722602,47.20016591695333,12.43753247303448,20.825431779235238,0.0,2.8,2103.5764544803374,-1315.5085567819358,-0.0,-0.0,521.3861837543371,0.0,2.0,0.0560002993888389,0.0,0,1.042077703921771,131.99922844444444,-17.450074372406135,0.19448145541458406,9.800121430252606,0.002903653467185494,25.524992554327863,1.218476332203953
2025-01-01 00:09:00,0.4307879906152455,0.19788420909013543,0.12520125159224957,0.0071797998435874245,0.003298070151502257,0.0020866875265374927,0.025056139547965223,0.29996262029804943,0.10576923076923077,0.0,0.005454217035541469,0.11974703455670811,0.0,0.19788420909013543,0,1,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.004654961622807018,0.0,On,0.020401177925158206,0,On,0.03611700817786881,0,On,0.22222109826409214,0.16666582369806907,On,0.005454217035541469,On,0,0,Off,On,2915.1489018803422,21.111111111111143,0.8005208676345466,0.0,3.5094396469795064,0.10576923076923077,1,2809.3796711111113,2809.3796711111113,Off,0.0,0,39.83199951115937,51.666666666666686,46.10666666666668,0.0,47.19137379612523,0.0,0.0,0.0,62.23749923618651,47.19998974963647,47.20429772639209,47.19137379612523,12.43753247303448,20.876727700453163,0.0,2.8,2097.0290987913,-1320.955636759429,-0.0,-0.0,521.3861837543371,0.0,2.0,0.056072609078528,0.0,0,1.0434232737888052,131.99922844444444,-18.550350083950704,0.19388023527165404,9.82358929526204,0.002903829965764613,25.36752637869696,1.2182636270285179
