Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.4499378694777043,0.2951117908520154,0.0,0.007498964491295072,0.00491852984753359,0.0,0.013436454463262195,0.38650141501444213,0.0,0.05,0.0,0.0,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,84.0249514589415,51.666666666666686,46.10666666666668,0.0,48.930220845772645,0.0,0.0,0.0,131.2889866545961,48.55885135171508,48.930220845772645,48.37316660468629,12.43753247303448,17.258044537881467,-0.019733239896361,0.3081948342649485,2.8,9.236100170605994,-423.10807626789597,290.5140084870935,-866.2920247047484,-0.0,-0.0,508.668157856998,0.0,2.0,0.045976626917854244,0.0,0.0,0.5949854767605944,131.99922844444444,-65.48420942014548,0.24618086030035344,8.183465941931686,0.0029507472090732653,22.43791133514746,1.2298166634411802,0.1657347907335383,538.2021371974695,-247.68812871037596
2025-01-01 00:01:00,0.4499378694777043,0.2951117908520154,0.0,0.007498964491295072,0.00491852984753359,0.0,0.013436454463262195,0.38650141501444213,0.0,0.05,0.0,0.0,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,84.16102651171512,51.666666666666686,46.10666666666668,0.0,48.91605076297788,0.0,0.0,0.0,131.50160392455487,48.545759684544734,48.91605076297788,48.360614145328164,12.43753247303448,17.194204880980113,-0.0835728967977154,0.2941631676455567,2.8,9.236100170605994,-419.2197310839531,294.5168136243608,-861.1417471699499,-0.0,-0.0,508.668157856998,0.0,2.0,0.04590598516103765,0.0,0.0,0.594071298792867,131.99922844444444,-66.74614177100113,0.24790854739755594,8.176008240579833,0.002950854113144662,22.55598378782055,1.2336802344110613,0.16581945055538563,541.5092906212266,-246.99247699686578
2025-01-01 00:02:00,0.4499378694777043,0.2951117908520154,0.0,0.007498964491295072,0.00491852984753359,0.0,0.013436454463262195,0.38650141501444213,0.0,0.05,0.0,0.0,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,84.2929227197495,51.666666666666686,46.10666666666668,0.0,48.901858550448644,0.0,0.0,0.0,131.70769174960859,48.532646815942314,48.901858550448644,48.34804094868916,12.43753247303448,17.131901318798537,-0.14587645897929136,0.28076514082742354,2.8,9.236100170605994,-415.74639062531935,299.46435142070953,-856.1264626653129,-0.0,-0.0,508.668157856998,0.0,2.0,0.04583702896720745,0.0,0.0,0.5931789337671559,131.99922844444444,-68.28808581700426,0.2488975298175845,8.146324206688394,0.0029509612432071486,22.670880630323325,1.2339449409804073,0.16590024700223627,544.6698574190937,-245.20550599838413
2025-01-01 00:03:00,0.4499378694777043,0.2951117908520154,0.0,0.007498964491295072,0.00491852984753359,0.0,0.013436454463262195,0.38650141501444213,0.0,0.05,0.0,0.0,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,84.42081035614345,51.666666666666686,46.10666666666668,0.0,48.887644904367754,0.0,0.0,0.0,131.90751618147414,48.519513397000665,48.887644904367754,48.33544764331713,12.43753247303448,17.07107104841608,-0.2067067293617484,0.2682193828680191,2.8,9.236100170605994,-412.4022353715774,304.7382571649639,-851.2403303404213,-0.0,-0.0,508.668157856998,0.0,2.0,0.04576969004663748,0.0,0.0,0.5923074979432219,131.99922844444444,-69.830062888154,0.24986765126096844,8.118026594392603,0.0029510688958756482,22.78268642346478,1.2342034954136265,0.16597586820615418,547.631816097114,-242.8935589321501
2025-01-01 00:04:00,0.4499378694777043,0.2951117908520154,0.0,0.007498964491295072,0.00491852984753359,0.0,0.013436454463262195,0.38650141501444213,0.0,0.05,0.0,0.0,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,Off,0.0,17.77777777777783,0.0,0.0,0.0,0.0,0,0.0,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,84.54483490470756,51.666666666666686,46.10666666666668,0.0,48.873410492547514,0.0,0.0,0.0,132.10130453860555,48.5063600522829,48.873410492547514,48.322834832150605,12.43753247303448,17.011660478497635,-0.266117299280193,0.25667293643414657,2.8,9.236100170605994,-407.96336631888084,310.1598461056753,-846.4783078580689,-0.0,-0.0,508.668157856998,0.0,2.0,0.04570391020526302,0.0,0.0,0.5914562382292079,131.99922844444444,-70.15321631780998,0.25081947875088817,8.089875685605396,0.0029511770567904384,22.89151212752084,1.2344561179112628,0.16604543549444112,550.3599291888285,-240.20008308315317
2025-01-01 00:05:00,1.0264024528110378,0.2951117908520154,0.4941125,0.01710670754685063,0.00491852984753359,0.008235208333333334,0.013436454463262195,0.38650141501444213,0.5764645833333334,0.05,0.0,0.4941125,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,On,8639.129869261018,17.77777777777783,0.8000000000000002,3522.1426651834267,14.481009938888889,0.5764645833333334,1,11584.807951111112,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,84.66505514038133,51.666666666666686,46.10666666666668,0.0,48.85915595855775,0.0,0.0,0.0,132.2891486568458,48.49318738368476,48.85915595855775,48.31020309624827,12.43753247303448,16.953648308735136,-0.3241294690426919,0.24623484833423898,2.8,9.236100170605994,8237.019748891758,3837.5416578575546,-841.8379856270674,-0.0,-0.0,508.668157856998,0.0,2.0,0.04563966692079765,0.0,0.0,0.5906248631632512,131.99922844444444,-68.9402925991902,0.2517530824984166,8.062467258673845,0.002951285712115713,22.997401117441925,1.2347028917860774,0.16610829985431988,552.827885549295,-237.4288928751673
2025-01-01 00:06:00,1.0264024528110378,0.2951117908520154,0.4941125,0.01710670754685063,0.00491852984753359,0.008235208333333334,0.013436454463262195,0.38650141501444213,0.5764645833333334,0.05,0.0,0.4941125,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,On,8639.129869261018,17.77777777777783,0.8000000000000002,3522.1426651834267,14.481009938888889,0.5764645833333334,1,11584.807951111112,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,84.1998301049516,51.666666666666686,46.10666666666668,0.0,48.844881936162615,0.0,0.0,0.0,131.56223453898687,48.47999598394444,48.844881936162615,48.297553007835354,12.43753247303448,17.113794981181563,-0.16398279659626525,0.4545097636673705,2.8,9.236100170605994,8216.906604823733,3781.7978239196264,-854.6709982140097,-0.0,-0.0,508.668157856998,0.0,2.0,0.0458169866756003,0.0,0.0,0.5929195656223687,131.99922844444444,-76.22042408027411,0.2492195961267727,8.13840178832223,0.002951394848229759,22.645663734910016,1.2340215903514606,0.16484941171434114,503.89341508412645,-244.23825634792658
2025-01-01 00:07:00,1.0264024528110378,0.2951117908520154,0.4941125,0.01710670754685063,0.00491852984753359,0.008235208333333334,0.013436454463262195,0.38650141501444213,0.5764645833333334,0.05,0.0,0.4941125,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,On,8639.129869261018,17.77777777777783,0.8000000000000002,3522.1426651834267,14.481009938888889,0.5764645833333334,1,11584.807951111112,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,83.74830126598758,51.666666666666686,46.10666666666668,0.0,48.83068589579152,0.0,0.0,0.0,130.85672072810559,48.466877069474464,48.83068589579152,48.28497265631595,12.43753247303448,17.268910172575907,-0.00886760520192098,0.6564138452364043,2.8,9.236100170605994,8198.134186029929,3729.7042191128535,-867.1697546380414,-0.0,-0.0,508.668157856998,0.0,2.0,0.04598864880055778,0.0,0.0,0.5951410524539723,131.99922844444444,-82.49408645004647,0.24679314589970766,8.21199500103345,0.002951502374476596,22.304758076470904,1.233362409006917,0.16361978545307748,457.0823105664778,-249.52075663705122
2025-01-01 00:08:00,1.0264024528110378,0.2951117908520154,0.4941125,0.01710670754685063,0.00491852984753359,0.008235208333333334,0.013436454463262195,0.38650141501444213,0.5764645833333334,0.05,0.0,0.4941125,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,On,8639.129869261018,17.77777777777783,0.8000000000000002,3522.1426651834267,14.481009938888889,0.5764645833333334,1,11584.807951111112,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,83.30961509234947,51.666666666666686,46.10666666666668,0.0,48.81656555450448,0.0,0.0,0.0,130.17127358179604,48.45382850631295,48.81656555450448,48.27245998221719,12.43753247303448,17.419309828841623,0.0,0.8523953322619426,2.8,9.236100170605994,8179.80203620785,3680.134428242169,-879.3532072420954,-0.0,-0.0,508.668157856998,0.0,2.0,0.046155007910880924,0.0,0.0,0.5972939127485287,131.99922844444444,-88.64278366807106,0.2444659290628387,8.283442664807112,0.002951608338636807,21.97401356850534,1.2327239376643193,0.16241732530167385,412.2406487177038,-254.24888565896126
2025-01-01 00:09:00,1.0264024528110378,0.2951117908520154,0.4941125,0.01710670754685063,0.00491852984753359,0.008235208333333334,0.013436454463262195,0.38650141501444213,0.5764645833333334,0.05,0.0,0.4941125,0.0,0.28052845751868205,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0,0,Off,0.0035099780701754383,0.0,On,0.009926476393086756,0,On,0.012463471656199281,0,On,0.33241342950215436,0.24931007212661568,On,On,8639.129869261018,17.77777777777783,0.8000000000000002,3522.1426651834267,14.481009938888889,0.5764645833333334,1,11584.807951111112,11584.807951111112,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,8492.321586666667,Off,0.0,0,82.88309655204161,51.666666666666686,46.10666666666668,0.0,48.80251877153739,0.0,0.0,0.0,129.504838362565,48.44084829348402,48.80251877153739,48.26001305445733,12.43753247303448,17.56524350809517,0.0,1.04280711786269,2.8,9.236100170605994,8162.003906060453,3632.9086363549095,-891.2356404202707,-0.0,-0.0,508.668157856998,0.0,2.0,0.04631634496571144,0.0,0.0,0.5993817824101938,131.99922844444444,-94.55848063729215,0.2422315061654358,8.352282983789927,0.0029517127855838215,21.652898926943934,1.232105055404371,0.1612404499652671,369.2419949907757,-258.4760238192928
