Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.4011188423014486,0.2545211632053081,0.0,0.006685314038357477,0.0042420193867551345,0.0,0.013479044845726077,0.007382,0.3302577974557226,0.0,0.05,0.0,0.0,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.7114855426049566e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.7114855426049566e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.551804245151777,0.0,2.8,9.236100170605994,-694.5721898292857,-1033.4100684837927,-0.0,-0.0,389.91951822941905,0.0,1.0,0.06747617998888733,0.0,0,0.8732121038892755,65.99961422222222,-51.08163957491199,0.26847369830054574,6.57590858136964,0.0027055081136981834,-17.903694490494146,1.2415685299486878
2025-01-01 00:01:00,0.4011188423014486,0.2545211632053081,0.0,0.006685314038357477,0.0042420193867551345,0.0,0.013479044845726077,0.007382,0.3302577974557226,0.0,0.05,0.0,0.0,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.71653828305322e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.71653828305322e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.501568430379793,0.0,2.8,9.236100170605994,-692.2148687603108,-1027.3619609038399,-0.0,-0.0,389.91951822941905,0.0,1.0,0.06736925626023683,0.0,0,0.8718283993869467,65.99961422222222,-54.77242608589,0.27012534485937906,6.571785003250442,0.002705423620032194,-17.766629534310752,1.2454128383299392
2025-01-01 00:02:00,0.4011188423014486,0.2545211632053081,0.0,0.006685314038357477,0.0042420193867551345,0.0,0.013479044845726077,0.007382,0.3302577974557226,0.0,0.05,0.0,0.0,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.7214424134882997e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.7214424134882997e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.452396499511375,-0.047603500488682116,2.8,9.236100170605994,-690.1203485782798,-1021.4550265872124,-0.0,-0.0,389.91951822941905,0.0,1.0,0.0672645659269593,0.0,0,0.8704735973487577,65.99961422222222,-58.58484022048651,0.270977329425381,6.547132931460862,0.0027053400320388547,-17.632299479807543,1.2456258317865152
2025-01-01 00:03:00,0.4011188423014486,0.2545211632053081,0.0,0.006685314038357477,0.0042420193867551345,0.0,0.013479044845726077,0.007382,0.3302577974557226,0.0,0.05,0.0,0.0,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.7262474705812565e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.7262474705812565e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.404249149734627,-0.09575085026543029,2.8,9.236100170605994,-688.281399632089,-1015.6837284005542,-0.0,-0.0,389.91951822941905,0.0,1.0,0.0671620275056012,0.0,0,0.8691466432938848,65.99961422222222,-62.51718946095389,0.2718143789359851,6.523044480916777,0.002705257090223095,-17.500555639635934,1.2458344585678327
2025-01-01 00:04:00,0.4011188423014486,0.2545211632053081,0.0,0.006685314038357477,0.0042420193867551345,0.0,0.013479044845726077,0.007382,0.3302577974557226,0.0,0.05,0.0,0.0,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.73095345433209e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.73095345433209e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.357087469980835,-0.14291253001922222,2.8,9.236100170605994,-684.216743225837,-1010.0426327185949,-0.0,-0.0,389.91951822941905,0.0,1.0,0.06706156018498559,0.0,0,0.8678464914414632,65.99961422222222,-64.09362873666146,0.27263700363359183,6.499498144313685,0.002705174781912082,-17.37130314874146,1.2460388828974662
2025-01-01 00:05:00,0.4011188423014486,0.2545211632053081,0.0,0.006685314038357477,0.0042420193867551345,0.0,0.013479044845726077,0.007382,0.3302577974557226,0.0,0.05,0.0,0.0,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.735560364740801e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.735560364740801e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.310934807531352,-0.18906519246870523,2.8,9.236100170605994,-678.4316738344053,-1004.5337837659364,-0.0,-0.0,389.91951822941905,0.0,1.0,0.06696321568118141,0.0,0,0.8665738110513325,65.99961422222222,-63.817408297888086,0.2734446232156025,6.476507670237542,0.0027050930949028677,-17.244594650443617,1.246238999395096
2025-01-01 00:06:00,0.4011188423014486,0.2545211632053081,0.0,0.006685314038357477,0.0042420193867551345,0.0,0.013479044845726077,0.007382,0.3302577974557226,0.0,0.05,0.0,0.0,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.740117738478451e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.740117738478451e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.265800246326437,-0.23419975367361978,2.8,9.236100170605994,-672.2430822208973,-999.157520442344,-0.0,-0.0,389.91951822941905,0.0,1.0,0.06686701529642101,0.0,0,0.8653288777965836,65.99961422222222,-63.00508000797245,0.2742369077848962,6.453528287198256,0.0027050120167504297,-17.12044893116267,1.246434764492953
2025-01-01 00:07:00,0.4011188423014486,0.2545211632053081,0.0,0.006685314038357477,0.0042420193867551345,0.0,0.013479044845726077,0.007382,0.3302577974557226,0.0,0.05,0.0,0.0,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,Off,0.0,15.000000000000057,0.0,0.0,0.0,0.0,0,0.0,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.744526502202916e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.744526502202916e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.221659495625973,-0.27834050437408386,2.8,9.236100170605994,-666.1108539499392,-993.910224903369,-0.0,-0.0,389.91951822941905,0.0,1.0,0.06677290912812565,0.0,0,0.8641110458858311,65.99961422222222,-62.12014727598917,0.27501412278124315,6.431648992281141,0.0027049315349309253,-16.998805683069946,1.2466262794433978
2025-01-01 00:08:00,0.8182860298014487,0.2545211632053081,0.4123351351351351,0.013638100496690812,0.0042420193867551345,0.006872252252252252,0.013479044845726077,0.007382,0.3302577974557226,0.41716718750000004,0.05,0.0,0.4123351351351351,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,On,11595.192436388888,15.000000000000057,0.9250000000000002,0.0,12.084351620420419,0.41716718750000004,1,11178.02524888889,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.748836192585259e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.748836192585259e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.178478021568765,-0.32152197843129215,2.8,9.236100170605994,10934.933819921514,-988.7871035035696,-0.0,-0.0,389.91951822941905,0.0,1.0,0.06668082531531427,0.0,0,0.8629193853630746,65.99961422222222,-61.39103119322336,0.2757767249403945,6.409751093400397,0.0027048516372226044,-16.8795803663467,1.2468136901634868
2025-01-01 00:09:00,0.8182860298014487,0.2545211632053081,0.4123351351351351,0.013638100496690812,0.0042420193867551345,0.006872252252252252,0.013479044845726077,0.007382,0.3302577974557226,0.41716718750000004,0.05,0.0,0.4123351351351351,0.0,0,0.23993782987197476,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.036817988006655644,0.027613491004991726,On,0,0,Off,0.0035099780701754383,0.0,On,0.009969066775550638,0,On,0.01034069095975614,0,On,0.2830991184893108,0.21232433886698304,On,0,0,Off,On,11595.192436388888,15.000000000000057,0.9250000000000002,0.0,12.084351620420419,0.41716718750000004,1,11178.02524888889,11178.02524888889,Off,0.0,22.222222222222285,0,0.0,0.05,0.0,0.0,0,0,0,6257.654364444445,Off,0.0,0.0,3.7239687837124315e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.7239687837124315e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,14.42715686046843,-0.07284313953162602,2.8,9.236100170605994,10894.777243297694,-1018.4280665885221,-0.0,-0.0,389.91951822941905,0.0,1.0,0.06721081721016915,0.0,0,0.8697780329276923,65.99961422222222,-71.90664473208993,0.2713633948016184,6.533994030723578,0.0027047723118218993,-17.451222557831215,1.2457355828781111
