Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.49845785271811527,0.2545211632053081,0.09621153153153152,0.4984578527181153,0.25452116320530804,0.09621153153153153,0.013479044845726077,0.007382,0.3302577974557226,0.09733901041666668,0.05,0.0,0.09621153153153152,0.0,0.0,0.23993782987197473,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0035099780701754383,0.0,0.009969066775550638,0.0,0.01034069095975614,0.0,0.2830991184893108,0.21232433886698304,0.0,0.0,2705.5449018240743,15.000000000000057,0.21583333333333338,0.0,2.819682044764764,0.09733901041666668,0.23333333333333334,2608.2058914074073,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,0.0,0.0,3.700050827701615e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.700050827701615e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.6662669452738,-0.06578257128459872,2.8,9.236100170605994,1962.6586369036245,-1047.5444523784518,0.0,0.0,389.91951822941905,0.0,1.0,0.06771894195348357,0.0,0.0,0.8763536967578152,65.99961422222222,-85.26133077141655,0.26708804207239273,6.650162705135575,0.0027030297301040857,-17.64039660859141,1.2446432285143247
2025-01-01 01:00:00,0.4764157952876858,0.2538308259301833,0.07559477477477476,0.47641579528768574,0.2538308259301833,0.07559477477477478,0.013215796490462919,0.007382,0.3293373477555562,0.07648065104166667,0.05,0.0,0.07559477477477476,0.0,0.0,0.23924749259684994,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03589753830648924,0.026923153729866926,0.0,0.0,0.0032467297149122803,0.0,0.009969066775550638,0.0,0.01034069095975614,0.0,0.2830991184893108,0.21232433886698304,0.0,0.0,2125.7852800046294,15.000000000000057,0.16958333333333336,0.0,2.2154644637437433,0.07648065104166667,0.18333333333333332,2049.304628962963,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,0.0,0.0,3.692087807828494e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.692087807828494e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.745877059913937,-0.04520879558203772,2.5,9.236100170605994,1426.742279198368,-988.6123451997918,0.0,0.0,388.7358201739895,0.0,1.0,0.06199146355891303,0.0,0.0,0.8022341562069573,65.99961422222222,-99.16647578045925,0.2653124987928537,6.684961835295318,0.0026987881295395333,-7.7100454439077755,1.2443625647482324
2025-01-01 02:00:00,0.5033064914208527,0.2531404886550585,0.10308378378378377,0.5033064914208527,0.2531404886550585,0.10308378378378377,0.013215796490462919,0.007382,0.3284168980553898,0.104291796875,0.05,0.0,0.10308378378378377,0.0,0.0,0.23855715532172514,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0032467297149122803,0.0,0.009969066775550638,0.0,0.01034069095975614,0.0,0.2830991184893108,0.21232433886698304,0.0,0.0,2898.798109097222,15.000000000000057,0.23125000000000004,0.0,3.0210879051051047,0.104291796875,0.25,2794.5063122222223,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,0.0,0.0,3.696223294250937e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.696223294250937e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.704545234987297,-0.06288250942386824,1.6500000000000001,9.236100170605994,2216.8123942349775,-972.2045820144596,0.0,0.0,387.8153704738231,0.0,1.0,0.05683559556980182,0.0,0.0,0.735511850129633,65.99961422222222,-97.59650332160818,0.2660664807104929,6.664753712114163,0.002699150030444947,9.879350076650375,1.2445412032040797
2025-01-01 03:00:00,0.4883049699005109,0.2524501513799337,0.08933927927927927,0.48830496990051087,0.2524501513799337,0.08933927927927927,0.013040297586954148,0.007382,0.3274964483552234,0.09038622395833334,0.05,0.0,0.08933927927927927,0.0,0.0,0.23786681804660034,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03405663890615646,0.025542479179617338,0.0,0.0,0.003071230811403509,0.0,0.009969066775550638,0.0,0.01034069095975614,0.0,0.2830991184893108,0.21232433886698304,0.0,0.0,2512.291694550926,15.000000000000057,0.20041666666666672,0.0,2.618276184424424,0.09038622395833334,0.21666666666666667,2421.905470592593,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,0.0,0.0,3.6996793026686544e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.6996793026686544e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.669998891177762,-0.05948337213459896,1.6500000000000001,9.236100170605994,1783.7063790324203,-1018.5481514554491,0.0,0.0,386.71942187014804,0.0,1.0,0.05985454890149696,0.0,0.0,0.7745802530941636,65.99961422222222,-96.75658593320435,0.26686132355730763,6.650382799604404,0.0027013403941287466,-15.07850861047181,1.2446885935394927
2025-01-01 04:00:00,0.5095121458664561,0.2710276811550155,0.10965855125915193,0.5095121458664561,0.2710276811550155,0.10965855125915193,0.013454832817986173,0.007382,0.35524187554846987,0.08343343750000001,0.05,0.027191524232124908,0.082467027027027,0.0,0.0,0.2564443478216822,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.003071230811403509,0.0,0.010383602006582664,0.0,0.01331607845289352,0.0,0.3087896078895863,0.23159220591718965,0.0,0.0,2319.0384872777777,15.000000000000057,0.18500000000000003,0.0,2.416870324084084,0.08343343750000001,0.2,2235.605049777778,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,601.1851485601021,81.43933196425115,3.695267236807354e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.2198178248325214,601.1851485601021,601.1851485601021,3.695267236807354e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.714092519373198,-0.053546671711069894,0.55,9.236100170605994,1481.877815238737,-1153.2002512325557,0.0,0.0,413.08105003640725,0.0,1.0,0.06200182137612702,0.0,0.0,0.8023681971583364,65.99961422222222,-97.04147084289217,0.26531090694601045,6.66041615937697,0.0026944893121510697,13.778923134411968,1.2439190119675594
2025-01-01 05:00:00,0.5949595613501801,0.29813492548545323,0.11397343497506641,0.5949595613501801,0.2981349254854533,0.11397343497506641,0.02892625594228159,0.007382,0.4043595085328986,0.104291796875,0.05,0.010889651191282637,0.10308378378378377,0.0,0.0,0.28355159215211995,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03313618920599007,0.024852141904492545,0.0,0.0,0.0034222286184210525,0.0,0.025504027323860534,0.0,0.026290718996738485,0.0,0.34493260033017,0.2586994502476274,0.0,0.0,2898.798109097222,15.000000000000057,0.23125000000000004,0.0,3.0210879051051047,0.104291796875,0.25,2794.5063122222223,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,240.7623976247891,32.614792417337995,3.696068904943672e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0880325581463575,240.7623976247891,240.7623976247891,3.696068904943672e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.70607181055291,-0.051909793470551455,-0.25000000000000006,9.236100170605994,2054.134508725004,-1215.6261925862736,0.0,0.0,467.434641713846,0.0,0.88325,0.06171741324432155,0.0,0.0,0.798687659475587,58.29415926177777,-96.4720494997909,0.266577331250719,6.6685902626947415,0.002707389173558701,17.908870324872165,1.2433198234424074
2025-01-01 06:00:00,0.5108735240414668,0.2531404886550585,0.10995603603603603,0.5108735240414668,0.2531404886550585,0.10995603603603603,0.01383004265274362,0.007382,0.3284168980553898,0.11124458333333334,0.05,0.0,0.10995603603603603,0.0,0.0,0.23855715532172514,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034977088606322856,0.026232816454742135,0.0,0.0,0.0038609758771929823,0.0,0.009969066775550638,0.0,0.01034069095975614,0.0,0.2830991184893108,0.21232433886698304,0.0,0.0,3092.0513163703704,15.000000000000057,0.2466666666666667,0.0,3.222493765445445,0.11124458333333334,0.26666666666666666,2980.8067330370372,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,0.0,0.0,3.698141189032198e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.698141189032198e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,14.685364511870302,-0.06114647710356351,0.3,9.236100170605994,2150.149274165857,-1164.3805841626527,0.0,0.0,322.43000241388165,0.0,0.0,0.061587060257000344,0.0,0.0,0.7970007559442112,0.0,-99.95146045574192,0.26580609725525917,6.644125329307558,0.002695890375581962,-66.48861974401113,1.243417957712097
2025-01-01 07:00:00,0.7001764094615364,0.2545211632053081,0.2955068468468468,0.7001764094615365,0.25452116320530804,0.2955068468468468,0.013566794297480462,0.007382,0.3302577974557226,0.29896981770833336,0.05,0.0,0.2955068468468468,0.0,0.0,0.23993782987197473,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03681798800665564,0.027613491004991726,0.0,0.0,0.0035977275219298247,0.0,0.009969066775550638,0.0,0.01034069095975614,0.0,0.2830991184893108,0.21232433886698304,0.0,0.0,8309.887912745371,18.33333333333337,0.6629166666666667,0.0,8.660451994634633,0.29896981770833336,0.7166666666666667,8010.918095037037,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,0.0,0.0,3.420795275093585e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.420795275093585e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,17.458853776148008,-0.5183507704377751,-0.55,9.236100170605994,6796.139195155531,-1673.7911446609114,0.0,0.0,324.00765345895127,3.3680296242366903,0.0,0.07020273400065048,0.0,0.0,0.908496554866962,0.0,-163.9652263878792,0.22197594613351382,7.972513789019564,0.002680609945879534,-31.58979598885764,1.2315783148204738
2025-01-01 08:00:00,0.6167859271441589,0.2552115004804329,0.2130398198198198,0.6167859271441589,0.2552115004804329,0.21303981981981981,0.012689299779936603,0.007382,0.33117824715588895,0.21553638020833335,0.05,0.0,0.2130398198198198,0.0,0.0,0.24062816714709953,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.002720233004385965,0.0,0.009969066775550638,0.0,0.01034069095975614,0.0,0.2830991184893108,0.21232433886698304,0.0,0.0,5990.8494254675925,18.33333333333337,0.4779166666666667,0.0,6.24358167055055,0.21553638020833335,0.5166666666666667,5775.3130452592595,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,0.0,0.0,3.362051388104229e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.362051388104229e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.04623625294995,-0.05694251608522591,-1.4,9.236100170605994,4330.931828270461,-1907.94860514345,0.0,0.0,324.05060864157383,204.0446654122062,0.0,0.0742034332466833,0.0,0.0,0.9602697733009621,0.0,-76.01960069525539,0.21343346367342567,8.258614144033391,0.002680324601605961,35.559822029962255,1.2296558950747534
2025-01-01 09:00:00,0.5814954981419659,0.2552115004804329,0.17867855855855855,0.5814954981419659,0.2552115004804329,0.17867855855855855,0.012162803069410286,0.007382,0.33117824715588895,0.1807724479166667,0.05,0.0,0.17867855855855855,0.0,0.0,0.24062816714709953,0.0,0.01458333333333334,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03773843770682203,0.028303828280116516,0.0,0.0,0.0021937362938596492,0.0,0.009969066775550638,0.0,0.01034069095975614,0.0,0.2830991184893108,0.21232433886698304,0.0,0.0,5024.583389101852,18.33333333333337,0.40083333333333343,0.0,5.236552368848848,0.1807724479166667,0.43333333333333335,4843.810941185186,11178.02524888889,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,6257.654364444445,0.0,0.0,3.365548677081165e-05,51.66666666666668,46.10666666666668,0.0,51.66666666666668,0.0,0.0,0.0,3.365548677081165e-05,51.66666666666668,51.66666666666668,51.66666666666668,12.43753247303448,18.011293554429155,-0.06365201602022251,-0.85,9.236100170605994,3576.6805890175815,-1815.943386819474,0.0,0.0,323.5241119310475,599.2609547503478,0.0,0.07286967048382767,0.0,0.0,0.9430094928814993,0.0,44.516474804156445,0.2156244474076982,8.269776401090304,0.0027006526077608417,106.04305978237981,1.2304054399474926
