Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,71.30788084838902,51.666666666666686,46.10666666666668,0.0,46.996390142476805,0.0,0.0,0.0,111.41856382560785,46.863531269884014,46.996390142476805,46.79710183358762,12.43753247303448,20.291423794010164,0.0,2.8,83.93532650773679,-312.6950695322352,-0.0,-13.528763283610951,398.09484446823745,0.0,2.0,0.013717602666886777,0.0,0.0005934925663412487,0.266307027355292,131.99922844444444,12.064314855345541,0.22248165335117323,9.892327073750812,0.0032251270403886017,67.33279254242576,1.2169023811235893
2025-01-01 00:01:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,71.26259255649806,51.666666666666686,46.10666666666668,0.0,46.98059697832467,0.0,0.0,0.0,111.34780086952823,46.84871759011421,46.98059697832467,46.78277789600899,12.43753247303448,20.2934592363077,0.0,2.8,82.477644168679,-312.74555621781127,-0.0,-13.54541682514267,398.09484446823745,0.0,2.0,0.013718221102313502,0.0,0.0005941539991087552,0.2663308436941995,131.99922844444444,10.673772743395453,0.22313556611836294,9.91811599449357,0.003225593231053662,67.30804289185065,1.2204483020311705
2025-01-01 00:02:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,71.21772160773193,51.666666666666686,46.10666666666668,0.0,46.96481440743714,0.0,0.0,0.0,111.27769001208114,46.833913318648875,46.96481440743714,46.76846277425474,12.43753247303448,20.295348580835828,0.0,2.8,81.0173134870106,-312.7924219326064,-0.0,-13.560875597126367,398.09484446823745,0.0,2.0,0.013718795142721871,0.0,0.0005947678435540754,0.2663529483674667,131.99922844444444,9.275766548505873,0.22314148685653667,9.919253958344203,0.0032260578963759726,67.28361341955788,1.2204401023560834
2025-01-01 00:03:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,71.1732502635474,51.666666666666686,46.10666666666668,0.0,46.949042337125505,0.0,0.0,0.0,111.20820353679282,46.819118368788075,46.949042337125505,46.754156384619364,12.43753247303448,20.297098351814352,0.0,2.8,79.55862989042353,-312.83582789784174,-0.0,-13.575192856578704,398.09484446823745,0.0,2.0,0.013719326771598934,0.0,0.0005953362440560911,0.26637341818820176,131.99922844444444,7.874806176606534,0.22314931698192883,9.92098862332701,0.003226522396168657,67.25943123991951,1.220432483388321
2025-01-01 00:04:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,71.12916145024008,51.666666666666686,46.10666666666668,0.0,46.93328067861274,0.0,0.0,0.0,111.13931476600013,46.80433265751695,46.93328067861274,46.73985864696906,12.43753247303448,20.29871482932154,0.0,2.8,78.742186276663,-312.8759293582147,-0.0,-13.58841987907381,398.09484446823745,0.0,2.0,0.013719817898095033,0.0,0.0005958612624696384,0.2663923270505802,131.99922844444444,7.111691045714008,0.22315897011380847,9.921981737622556,0.0032269867319157726,67.23548567486615,1.2204254189872792
2025-01-01 00:05:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,71.08537762774942,51.666666666666686,46.10666666666668,0.0,46.917529346886894,0.0,0.0,0.0,111.07090254335847,46.789556105367566,46.917529346886894,46.72556948460791,12.43753247303448,20.300226832556074,0.0,2.8,78.50212481604083,-312.91344081917606,-0.0,-13.60079239197823,398.09484446823745,0.0,2.0,0.013720277279087712,0.0,0.0005963522766702843,0.26641001241390305,131.99922844444444,6.921513558957686,0.22317004904665266,9.92291931767076,0.0032274509050378647,67.21172676465628,1.220418789278061
2025-01-01 00:06:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,71.04183122304464,51.666666666666686,46.10666666666668,0.0,46.90178827402212,0.0,0.0,0.0,111.00286128600725,46.77478864898036,46.90178827402212,46.71128883645949,12.43753247303448,20.301659482192235,0.0,2.8,78.35903421623698,-312.9489851849138,-0.0,-13.612515889801383,398.09484446823745,0.0,2.0,0.013720712547446128,0.0,0.0005968174572004056,0.2664267683548624,131.99922844444444,6.825690822714638,0.22318220754383586,9.924485406671222,0.0032279149166563924,67.18811092162088,1.22041248977368
2025-01-01 00:07:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,70.99850375355224,51.666666666666686,46.10666666666668,0.0,46.886057406982225,0.0,0.0,0.0,110.93516211492538,46.760030239033554,46.886057406982225,46.69701665505923,12.43753247303448,20.303019617164797,0.0,2.8,78.26682191264183,-312.9827318834174,-0.0,-13.6236462858669,398.09484446823745,0.0,2.0,0.013721125781475411,0.0,0.0005972590345985608,0.26644267505427854,131.99922844444444,6.778355613688641,0.22319535147890493,9.925342068883662,0.0032283787676318006,67.16462637251298,1.2204064920219329
2025-01-01 00:08:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,70.9553820227453,51.666666666666686,46.10666666666668,0.0,46.87033669680522,0.0,0.0,0.0,110.86778441053953,46.745280830045004,46.87033669680522,46.6827528966649,12.43753247303448,20.30431211017819,0.0,2.8,78.18700566528375,-313.0148015959473,-0.0,-13.634223410953965,398.09484446823745,0.0,2.0,0.013721518462027633,0.0,0.0005976785995261267,0.26645778966819733,131.99922844444444,6.74118620394758,0.22320941384033707,9.926833412708712,0.0032288424587542074,67.14126475697667,1.2204007757492739
2025-01-01 00:09:00,0.33089118881075796,0.20432571287145324,0.0,0.005514853146845966,0.003405428547857554,0.0,0.01608039630390228,0.2648107925068557,0.0,0.05,0.0,0.0,0.0,0.1897423795381199,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.004654961622807018,0.0,On,0.01142543468109526,0,On,0.011820953122695746,0,On,0.21136532552807144,0.15852399414605353,On,0,0,Off,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,389.19843555555553,Off,0.0,20.000000000000057,0.0,0.0,0.05,0.0,0.0,0.0,0,0.0,1551.8848253422857,Off,0.0,0,70.9124571962279,51.666666666666686,46.10666666666668,0.0,46.85462609743856,0.0,0.0,0.0,110.80071436910609,46.730540379274025,46.85462609743856,46.66849752019176,12.43753247303448,20.30554021091905,0.0,2.8,78.10512307711181,-313.04527476066266,-0.0,-13.644273819488852,398.09484446823745,0.0,2.0,0.013721891576799988,0.0,0.000598077214672347,0.2664721503510932,131.99922844444444,6.699827189025857,0.22322435000165972,9.927619649911065,0.003229305990763843,67.11802053518322,1.2203953274329948
