occupants,plug_loads_other,plug_loads_tv,ceiling_fan,lighting_interior,cooking_range,hot_water_fixtures,Vacancy,Power Outage,No Space Heating,No Space Cooling
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.582,0.0162,0.359,0.0493,0.0,0.162,0,0,0,0
1.0,0.589,0.0163,0.337,0.0493,0.0,0.0,0,0,0,0
1.0,0.569,0.016,0.399,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.562,0.0159,0.421,0.0493,0.0,0.0,0,0,0,0
1.0,0.602,0.0248,0.298,0.079,0.0,0.174,0,0,0,0
1.0,0.617,0.0281,0.253,0.0898,0.0,0.324,0,0,0,0
1.0,0.617,0.0281,0.253,0.0898,0.0,0.279,0,0,0,0
1.0,0.617,0.0281,0.253,0.0898,0.0,0.419,0,0,0,0
1.0,0.655,0.045,0.191,0.194,0.733,0.0,0,0,0,0
0.853,0.642,0.0426,0.23,0.187,1.0,0.243,0,0,0,0
0.8,0.633,0.0394,0.253,0.171,1.0,0.325,0,0,0,0
0.8,0.633,0.0394,0.253,0.171,0.333,0.162,0,0,0,0
0.8,0.65,0.0477,0.253,0.198,0.0,0.162,0,0,0,0
0.8,0.656,0.0508,0.253,0.208,0.0,0.146,0,0,0,0
0.8,0.691,0.0636,0.191,0.267,0.0,0.0,0,0,0,0
0.653,0.669,0.0554,0.23,0.23,0.0,0.0603,0,0,0,0
0.6,0.662,0.0576,0.253,0.217,0.0,0.241,0,0,0,0
0.6,0.664,0.06,0.253,0.22,0.0,0.162,0,0,0,0
0.453,0.626,0.0438,0.314,0.157,0.0,0.162,0,0,0,0
0.4,0.613,0.038,0.337,0.135,0.0,0.0,0,0,0,0
0.4,0.613,0.0414,0.337,0.136,0.733,0.0,0,0,0,0
0.4,0.613,0.0426,0.337,0.137,1.0,0.081,0,0,0,0
0.4,0.613,0.0426,0.337,0.137,0.333,0.0,0,0,0,0
0.4,0.613,0.0426,0.337,0.137,0.0,0.0,0,0,0,0
0.4,0.613,0.0452,0.337,0.135,0.0,0.081,0,0,0,0
0.4,0.613,0.0462,0.337,0.135,0.0,0.081,0,0,0,0
0.4,0.613,0.0462,0.337,0.135,0.0,0.081,0,0,0,0
0.4,0.613,0.0462,0.337,0.135,0.0,0.243,0,0,0,0
0.4,0.613,0.0488,0.337,0.132,0.0,0.0,0,0,0,0
0.4,0.613,0.0498,0.337,0.131,0.0,0.162,0,0,0,0
0.4,0.613,0.0498,0.337,0.131,0.0,0.0,0,0,0,0
0.4,0.613,0.0498,0.337,0.131,0.0,0.0,0,0,0,0
0.4,0.613,0.0513,0.337,0.129,0.0,0.0,0,0,0,0
0.4,0.613,0.0519,0.337,0.128,0.0,0.243,0,0,0,0
0.4,0.65,0.0783,0.275,0.186,0.0,0.0,0,0,0,0
0.4,0.664,0.0879,0.253,0.207,0.0,0.0,0,0,0,0
