Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Fireplace Gas Power (therms/hour),Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.264924926700736,0.15240943444510055,0.023580519631168938,0.264924926700736,0.15240943444510058,0.023580519631168938,0.008905561152566062,0.19021285513150324,0.015806510416666666,0.05,0.0,0.007957096207745516,0.015623423423423424,0.0,0.13782610111176724,0.0,0.01458333333333334,1.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.0028521290204678363,0.0,0.006053432132098227,0.0,0.0064447203158135334,0.0,0.14412574066703396,0.10809430550027546,0.007957096207745516,0.0,0.0,439.34311115740746,20.000000000000057,0.1541666666666667,0.0,0.4578774062062062,0.015806510416666666,0.16666666666666666,423.53660074074077,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,0.0,0.0,73.90031959224922,51.66666666666668,46.10666666666668,0.0,48.19891199312027,0.0,0.0,0.0,115.46924936288941,47.16319009447964,48.19891199312027,46.64532914515932,12.43753247303448,19.65219515516516,-0.05998391441605513,2.8,789.8353642171229,-288.91467232771106,0.0,0.0,635.6274368895876,0.0,5.0,0.013153529920775876,0.0,0.0,0.33552269087238806,329.99807111111113,3.7794884978391647,0.34595638565406106,11.352037790872467,0.004817757637043616,179.53124558758108,1.2218922294084316
2025-01-01 01:00:00,0.24791344675381782,0.15166613955481328,0.03513091461156502,0.2479134467538178,0.15166613955481328,0.03513091461156502,0.008691651476030977,0.18922179527778685,0.0,0.05,0.030971523412061684,0.004159391199503338,0.0,0.0,0.13708280622147992,0.0,0.01458333333333334,1.0,0.03865133429493931,0.028988500721204475,0.0,0.0,0.0026382193439327484,0.0,0.006053432132098227,0.0,0.0064447203158135334,0.0,0.14412574066703396,0.10809430550027546,0.004159391199503338,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,703.3706666666666,0.0,85.8647107656854,51.66666666666668,46.10666666666668,0.0,51.013902432392726,0.0,0.0,703.3706666666666,134.16361057138343,50.90440560772312,51.04617323602293,50.81738639175811,12.43753247303448,18.95167538158607,-0.002723286489351532,2.5,298.23036503848414,-252.22005176354924,0.0,-38.12367551527821,578.7725860374475,0.0,5.0,0.01176275499809385,0.0,0.0017808510153243195,0.3454728244894946,329.99807111111113,9.801506279864041,0.36842291568699287,11.151726421116571,0.004912401120646152,161.8995021524278,1.2248117422595606
2025-01-01 02:00:00,0.24692238690010143,0.150922844664526,0.003436018816981018,0.24692238690010143,0.150922844664526,0.003436018816981018,0.008691651476030977,0.18823073542407043,0.0,0.05,0.0,0.003436018816981018,0.0,0.0,0.13633951133119265,0.0,0.01458333333333334,1.0,0.03766027444122292,0.02824520583091718,0.0,0.0,0.0026382193439327484,0.0,0.006053432132098227,0.0,0.0064447203158135334,0.0,0.14412574066703396,0.10809430550027546,0.003436018816981018,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,0.0,0.0,86.54923646781384,51.66666666666668,46.10666666666668,0.0,50.673547926097875,0.0,0.0,0.0,135.2331819809591,50.70591139549628,50.72209313019549,50.673547926097875,12.43753247303448,18.448423158067996,0.0,1.6500000000000001,328.2172944715101,-230.60417040038183,0.0,-17.69015108329073,567.1815487890858,0.0,5.0,0.010489324390687827,0.0,0.0008092828920458472,0.28820697876890145,329.99807111111113,9.330067166096875,0.38765274206935685,11.037617785561705,0.005009657297224991,176.47518863987474,1.226853686417164
2025-01-01 03:00:00,0.24933188145367044,0.1527761211697079,0.01045552728747412,0.24933188145367044,0.1527761211697079,0.01045552728747412,0.008549045025007584,0.19078283642866287,0.0,0.05,0.007742880853015421,0.0027126464344586986,0.0,0.0,0.13819278783637456,0.0,0.01458333333333334,1.0,0.03666921458750652,0.027501910940629884,0.0,0.0,0.002495612892909357,0.0,0.006053432132098227,0.0,0.006525785980163388,0.0,0.14758783586099297,0.11069087689574468,0.0027126464344586986,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,175.84266666666664,0.0,81.29281618314964,51.66666666666668,46.10666666666668,0.0,49.354555819238456,0.10667016222213228,275.9299119159488,175.84266666666664,127.02002528617132,48.29396513597299,49.377783448645594,47.74044216493313,12.43753247303448,18.022035982659848,0.0,1.6500000000000001,323.9458895200019,-234.22966542628365,0.0,-6.774973930533526,558.7487192844324,0.0,5.0,0.01095158986682342,0.0,0.00031248280755767567,0.2873260635474764,329.99807111111113,6.20180959238675,0.4059440054820252,10.9577141449469,0.0051083077345871215,167.01258828837626,1.228577514925971
2025-01-01 04:00:00,0.2491757296659409,0.1513596411028175,0.026122132089135542,0.24917572966594093,0.1513596411028175,0.026122132089135542,0.009460743474922987,0.18971498619101795,0.0,0.05,0.023228642559046265,0.0028934895300892784,0.0,0.0,0.13677630776948418,0.0,0.01458333333333334,1.0,0.03567815473379013,0.02675861605034259,0.0,0.0,0.002495612892909357,0.0,0.00696513058201363,0.0,0.007346575831705679,0.0,0.14669025562552213,0.11001769171914157,0.0028934895300892784,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,527.528,0.0,91.12833727804711,51.66666666666668,46.10666666666668,0.0,51.78542090664425,0.10927436449632559,296.3691646504634,527.528,142.38802699694858,51.57690517704391,51.81146405239758,51.44660416649041,12.43753247303448,17.634905122083115,0.0,0.55,319.9922958071719,-247.56536514266654,0.0,-0.10702309394786319,561.3053924618471,0.0,5.0,0.011061563941594936,0.0,5.247756502595839e-06,0.28229429382745347,329.99807111111113,6.359291581939178,0.42320198480284454,10.883634629802453,0.005200395447874249,170.81904817265632,1.2295677656087356
2025-01-01 05:00:00,0.28840427655532197,0.16184209599563779,0.10391262681055093,0.288404276555322,0.16184209599563779,0.10391262681055091,0.017005777367036862,0.22139849918828516,0.0,0.05,0.10065745108920048,0.003255175721350438,0.0,0.0,0.14725876266230442,0.0,0.01458333333333334,1.0,0.03567815473379013,0.02675861605034259,0.011951244304667064,0.0,0.0027808257949561406,0.0,0.014224951572080724,0.0,0.013102238000545437,0.0,0.16066686214928252,0.12050014661196186,0.003255175721350438,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,2285.9546666666665,0.0,88.90148242605503,51.66666666666668,46.10666666666668,0.0,51.583320127423825,0.6423342094797007,1740.743024556171,2285.9546666666665,138.90856629071095,50.310457522830774,51.586441019724866,49.670905328233204,12.43753247303448,17.250394595819944,0.0,-0.25000000000000006,358.6104083070222,-247.56532492008037,0.0,0.0,600.5310406333884,0.0,5.0,0.010751886411574284,0.0,0.0,0.27426112096857386,329.99807111111113,5.644692593714098,0.44167003714583114,10.818958183511857,0.005300635336552135,175.34802794510162,1.2305040928533735
2025-01-01 06:00:00,0.3301039947015553,0.16582908786073833,0.06664496731051844,0.3301039947015554,0.16582908786073833,0.06664496731051844,0.025454000949063364,0.254649993752492,0.0,0.05,0.06194304682412337,0.004701920486395077,0.0,0.0,0.151245754527405,0.0,0.01458333333333334,1.0,0.03766027444122292,0.02824520583091718,0.03585373291400119,0.0,0.0031373419225146203,0.0,0.02231665902654874,0.0,0.017135254801950762,0.0,0.1640007315953171,0.1230005486964878,0.004701920486395077,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,1406.7413333333332,0.0,89.45491383610397,51.66666666666668,46.10666666666668,0.0,51.77710871303564,0.5542771171780944,1519.3177865989278,1406.7413333333332,139.77330286891245,50.24563468213047,51.77755324728242,49.47945313243111,12.43753247303448,16.94478796761342,0.0,0.3,359.52101094738015,-234.28386453450003,0.0,0.0,592.9211530106917,0.0,4.06625,0.0107136041525369,0.0,0.0,0.2732846099755355,268.3709313311111,0.8837224711884322,0.4574662929632183,10.776565361030283,0.00538568730232804,126.36923779886045,1.231737611315232
2025-01-01 07:00:00,0.315605575896998,0.17308583629791124,0.036939345567870825,0.315605575896998,0.17308583629791124,0.036939345567870825,0.03122599018611425,0.23437958571088377,0.0,0.05,0.030971523412061684,0.005967822155809137,0.0,0.0,0.1585025029645779,0.0,0.01458333333333334,1.0,0.03964239414865571,0.029731795611491772,0.0,0.0,0.002923432245979533,0.0,0.028302557940134716,0.0,0.0230429150914465,0.0,0.17169427647078156,0.12877070735308613,0.005967822155809137,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,703.3706666666666,0.0,87.95555497041838,51.66666666666668,46.10666666666668,0.0,51.37383884943928,0.2810846685531693,761.8731456790363,703.3706666666666,137.4305546412787,49.310299755650256,51.37383884943928,48.278530208755754,12.43753247303448,16.58806183244435,0.0,-0.55,332.2783997353498,-246.08487535360635,0.0,0.0,576.4079142698679,0.9515682154188021,3.5662499999999997,0.0108878873649017,0.0,0.0,0.27773025861424494,235.37112422,1.95536081908835,0.4736655249137985,10.691747552038033,0.005452020424150477,100.87167592988106,1.2332051411212142
2025-01-01 08:00:00,0.30334515393931316,0.16603941700179078,0.05242510727390167,0.30334515393931316,0.16603941700179078,0.05242510727390167,0.02210200253447136,0.2312431514048418,0.0,0.05,0.04645728511809253,0.005967822155809137,0.0,0.0,0.15145608366845745,0.0,0.01458333333333334,1.0,0.040633454002372095,0.030475090501779063,0.010737669377448208,0.0,0.0022103999908625735,0.0,0.01989160254360878,0.0,0.01856403713611697,0.0,0.16130799088890457,0.12098099316667837,0.005967822155809137,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,1055.056,0.0,91.22834343084229,51.66666666666668,46.10666666666668,0.0,51.58253898984519,0.20132326872166476,551.8598238318975,1055.056,142.54428661069107,50.01803829814253,51.58528484058554,49.23304210155085,12.43753247303448,16.097233678382818,0.0,-1.4,230.50222408514776,-258.4841996251219,0.0,0.0,478.4896183241106,38.62634492405558,2.3162499999999997,0.01117570458933873,0.0,0.0,0.2850719539769479,152.87160644222223,10.496805386159075,0.492487643080163,10.523173199714455,0.0054917283939805595,44.40567353405856,1.2358490932614934
2025-01-01 09:00:00,0.30538710722408147,0.162961999051605,0.005786979060178557,0.30538710722408147,0.162961999051605,0.005786979060178557,0.01854309759583313,0.23684400962824834,0.0,0.05,0.0,0.005786979060178557,0.0,0.0,0.14837866571827166,0.0,0.01458333333333334,1.0,0.040633454002372095,0.030475090501779063,0.021475338754896416,0.0,0.0017825806377923979,0.0,0.016760516958040737,0.0,0.017530449915656308,0.0,0.1572047669553235,0.1179035752164926,0.005786979060178557,0.0,0.0,0.0,13.333333333333371,0.0,0.0,0.0,0.0,0.0,0.0,2541.2196044444445,0.0,22.222222222222285,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,3879.0892266666674,0.0,0.0,92.0603016891168,51.66666666666668,46.10666666666668,0.0,50.80122213570985,0.10317959037310985,275.92991191594876,0.0,143.84422138924498,49.94546324443765,50.80164353957678,49.51716239493462,12.43753247303448,15.643009595954023,0.0,-0.85,240.94192525016112,-235.79967895519374,0.0,0.0,453.4110287367644,125.74756508554891,2.0,0.01081646854805037,0.0,0.0,0.2759084941332875,131.99922844444444,23.33057546859047,0.5092455148431769,10.350916831521968,0.0055136599418604436,43.114832749261694,1.2383972864291646
