Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.391923928503054,51.666666666666686,46.10666666666668,0.0,52.453454927860776,0.0,0.0,0.0,83.42488113828603,51.907119092240016,52.453454927860776,51.63395117442964,12.43753247303448,16.63955656571871,0.0,2.8,-792.6622492655011,-1602.0761256639228,-0.0,-0.0,748.5331176321741,0.0,5.0,0.08882665778852829,0.0,0.0,1.2404197865584519,329.99807111111113,60.88075876624757,0.2902370443493678,8.35323386239574,0.003347099407848931,-16.98989844473752,1.2321469505305735
2025-01-01 00:01:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.45898665467742,51.666666666666686,46.10666666666668,0.0,52.44148522720066,0.0,0.0,0.0,83.52966664793347,51.89602731873672,52.44148522720066,51.623298364504755,12.43753247303448,16.58411979621613,0.0,2.8,-798.5315936423593,-1593.0767194935247,-0.0,-0.0,748.5331176321741,0.0,5.0,0.08868292325072122,0.0,0.0,1.2384126057284337,329.99807111111113,46.0120082189914,0.29210533664840976,8.349853109476665,0.0033470122238927497,-16.512226185153935,1.2359827198722906
2025-01-01 00:02:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.524117790177506,51.666666666666686,46.10666666666668,0.0,52.429501084704995,0.0,0.0,0.0,83.63143404715235,51.88492161345283,52.429501084704995,51.612631877826765,12.43753247303448,16.529945572406056,0.0,2.8,-804.9456386875592,-1584.3013046260444,-0.0,-0.0,748.5331176321741,0.0,5.0,0.08854240461681874,0.0,0.0,1.2364503333857348,329.99807111111113,30.82254830631119,0.2931065197050847,8.324356346113474,0.003346927754081084,-16.045533252166678,1.2362139289473137
2025-01-01 00:03:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.58741937281297,51.666666666666686,46.10666666666668,0.0,52.4175029261128,0.0,0.0,0.0,83.73034277002026,51.87380237766191,52.4175029261128,51.60195210343647,12.43753247303448,16.476966864526457,0.0,2.8,-811.8137359850515,-1575.7377570645162,-0.0,-0.0,748.5331176321741,0.0,5.0,0.08840493207969663,0.0,0.0,1.234530598258915,329.99807111111113,15.390903447290569,0.2940893889735388,8.299484419541168,0.0033468456870319086,-15.589190761972047,1.2364401189551573
2025-01-01 00:04:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.64898505683932,51.666666666666686,46.10666666666668,0.0,52.405491154674024,0.0,0.0,0.0,83.82653915131144,51.86266999143987,52.405491154674024,51.59125940982281,12.43753247303448,16.42512216191035,0.0,2.8,-810.0128320533128,-1567.3749598780569,-0.0,-0.0,748.5331176321741,0.0,5.0,0.0882703497806716,0.0,0.0,1.2326512238595244,329.99807111111113,8.829010192570237,0.2950548609818512,8.274665576053764,0.003346765968594176,-15.142686838168713,1.236661547067752
2025-01-01 00:05:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.70853209241508,51.666666666666686,46.10666666666668,0.0,52.39346615299701,0.0,0.0,0.0,83.91958139439856,51.85152481540672,52.39346615299701,51.58055414661158,12.43753247303448,16.374598681216888,0.0,2.8,-802.0339807866181,-1559.2419004316382,-0.0,-0.0,748.5331176321741,0.0,5.0,0.08813914754933645,0.0,0.0,1.2308190504124925,329.99807111111113,8.67480201284603,0.2959991819625171,8.250543715362987,0.003346688547308362,-14.707545295096251,1.2368774083550749
2025-01-01 00:06:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.76588841319474,51.666666666666686,46.10666666666668,0.0,52.38142836597394,0.0,0.0,0.0,84.00920064561677,51.840367268921575,52.38142836597394,51.5698367203954,12.43753247303448,16.325510552773608,0.0,2.8,-791.5170302887108,-1551.3556214585242,-0.0,-0.0,748.5331176321741,0.0,5.0,0.08801162592919946,0.0,0.0,1.2290382748573827,329.99807111111113,11.305473537639273,0.2969199342852424,8.22718099341839,0.003346613363930614,-14.284691122535405,1.237087209249264
2025-01-01 00:07:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.82103569410981,51.666666666666686,46.10666666666668,0.0,52.369378276395004,0.0,0.0,0.0,84.09536827204657,51.82919780708909,52.369378276395004,51.55910757243613,12.43753247303448,16.277870342625278,0.0,2.8,-781.7430739753269,-1543.7167875338055,-0.0,-0.0,748.5331176321741,0.0,5.0,0.08788782177215411,0.0,0.0,1.22730941181243,329.99807111111113,13.44059592630412,0.29781660406428656,8.204584866323387,0.0033465403545215326,-13.874217197496447,1.237290889873739
2025-01-01 00:08:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.87408918439808,51.666666666666686,46.10666666666668,0.0,52.35731637107708,0.0,0.0,0.0,84.178264350622,51.818016888820786,52.35731637107708,51.548367147692645,12.43753247303448,16.23160234800655,0.0,2.8,-772.3209802013761,-1536.311972530639,-0.0,-0.0,748.5331176321741,0.0,5.0,0.08776754232855342,0.0,0.0,1.2256297696253544,329.99807111111113,15.457874697088819,0.2986903620453982,8.182715177391312,0.003346469454728138,-13.475493192443166,1.2374887679257272
2025-01-01 00:09:00,0.49144604192870817,0.2946652702454484,0.0,0.008190767365478469,0.00491108783742414,0.0,0.05308032283203579,0.3883657190966724,0.0,0.05,0.0,0.0,0.0,0.2800819369121151,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.04614264815455537,0.03460698611591652,On,0.0,0,Off,0.020472697368421052,0.0,On,0.03260762546361474,0,On,0.014923136547185493,0,On,0.32729993439493155,0.24547495079619858,On,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,8458.032266666667,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,6616.080333333333,Off,0.0,0,53.92514302005355,51.666666666666686,46.10666666666668,0.0,52.345243111436076,0.0,0.0,0.0,84.25803596883367,51.80682494908605,52.345243111436076,51.537615867911036,12.43753247303448,16.1866447948416,0.0,2.8,-763.3084008315503,-1529.1300996127497,-0.0,-0.0,748.5331176321741,0.0,5.0,0.08765063067681536,0.0,0.0,1.2239971569648582,329.99807111111113,17.288581149025347,0.2995421378985831,8.16153923722582,0.003346400603498778,-13.088002978718775,1.2376811020995626
