Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Other Electric Power (kW),HVAC Heating Electric Power (kW),Lighting Electric Power (kW),HVAC Cooling Electric Power (kW),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Water Heating Gas Power (therms/hour),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C)
2025-01-01 00:00:00,0.1593868230362086,0.09954045922676384,0.03117521208203931,0.12855829375912625,0.0,0.01082852927708233,0.020000000000000004,0.0002036886699776237,0.0,0.030971523412061684,0.0,48.173078770377295,19.534167787979005,0.0
2025-01-01 01:00:00,0.15827745619300498,0.09888299515521641,5.092216749440592e-05,0.127681674997063,0.0,0.010595781195941978,0.020000000000000004,5.092216749440592e-05,0.0,0.0,0.0,51.39304659931186,19.41767904953754,0.0
2025-01-01 02:00:00,0.1574008374309418,0.098225531083669,5.092216749440592e-05,0.1268050562349998,0.0,0.010595781195941978,0.020000000000000004,5.092216749440592e-05,0.0,0.0,0.0,50.34019217720048,19.307782622783137,0.0
2025-01-01 03:00:00,0.15636905328145162,0.09756806701212158,0.00010184433498881185,0.12592843747293656,0.0,0.010440615808515078,0.020000000000000004,0.00010184433498881185,0.0,0.0,0.0,49.31868831627994,19.175794147453356,0.0
2025-01-01 04:00:00,0.15549243451938838,0.09691060294057414,0.00035645517246084155,0.1250518187108733,0.0,0.010440615808515078,0.020000000000000004,0.00035645517246084155,0.0,0.0,0.0,48.32358106415536,19.04543849181721,0.0
2025-01-01 05:00:00,0.16781796693305157,0.10134853324692066,0.03932547027500998,0.13281658152692882,0.0,0.015001385406122725,0.020000000000000004,0.0006110660099328711,0.0,0.03871440426507711,0.0,48.16513915797628,18.881179728288835,0.0
2025-01-01 06:00:00,0.2369862059821837,0.11846609160247912,0.03244826626939946,0.16566209114332683,0.0,0.05132411483885682,0.020000000000000004,0.0014767428573377718,0.0,0.030971523412061684,0.0,51.45950580939292,18.823854067943707,0.0
2025-01-01 07:00:00,0.27226318477277467,0.12622801309600978,0.025571062263788937,0.18244638246412417,0.0,0.06981680230865048,0.020000000000000004,0.0023424197047426723,0.0,0.023228642559046265,0.0,51.577301367576084,18.78751065161707,0.0
2025-01-01 08:00:00,0.39504514301376414,0.1303338689596508,0.018155213594795185,0.1934577394874283,0.10576923076923075,0.07581817275710505,0.020000000000000004,0.0022405753697538606,0.015914638225041324,0.0,0.0,50.1708448156201,19.07864687153363,-0.40896622412272754
2025-01-01 09:00:00,0.40327224620813246,0.1309036032557358,0.04897397050437366,0.19944729480011408,0.10576923076923075,0.07805572063878764,0.020000000000000004,0.002087808867270643,0.015914638225041324,0.030971523412061684,0.0,51.952151250439314,19.489060209463812,-0.05141726779418866
2025-01-01 10:00:00,0.29663162812968424,0.10670711695120179,0.018155213594795185,0.14522537748986242,0.10576923076923075,0.025637019870591096,0.020000000000000004,0.0022405753697538606,0.015914638225041324,0.0,0.0,50.78543670836618,19.759896570575755,0.0
2025-01-01 11:00:00,0.2639147307060241,0.09954045922676384,0.018257057929783996,0.12855829375912625,0.10576923076923075,0.009587206177667125,0.020000000000000004,0.0023424197047426723,0.015914638225041324,0.0,0.0,49.700673313261035,19.92230524344705,0.0
2025-01-01 12:00:00,0.24282888425719737,0.10085538736985868,0.045576721056442435,0.1303115312832527,0.0828525641025641,0.009664788871380576,0.020000000000000004,0.002138731034765049,0.012466466609615704,0.030971523412061684,0.0,49.92043452765734,20.114407310164243,0.0
2025-01-01 13:00:00,0.16020906823577363,0.10085538736985868,0.001935042364787425,0.1303115312832527,0.0,0.009897536952520927,0.020000000000000004,0.001935042364787425,0.0,0.0,0.0,51.57384780499199,19.901289217259073,0.0
2025-01-01 14:00:00,0.16036423362320054,0.10085538736985868,0.0024951862072258905,0.1303115312832527,0.0,0.010052702339947827,0.020000000000000004,0.0024951862072258905,0.0,0.0,0.0,50.52649490974033,19.74244202509995,0.0
2025-01-01 15:00:00,0.15987552832970453,0.10019792329831126,0.0030044078821699492,0.12943491252118947,0.0,0.010440615808515078,0.020000000000000004,0.0030044078821699492,0.0,0.0,0.0,49.50892405048459,19.62321710096168,0.0
2025-01-01 16:00:00,0.30500374381288875,0.12403012087326847,0.03657296183644634,0.22798364920602812,0.0,0.057020094606860604,0.020000000000000004,0.005601438424384652,0.0,0.030971523412061684,0.0,49.50727421612016,19.575778954263452,0.0
2025-01-01 17:00:00,0.42799800626320883,0.15247793657678485,0.008198468966599353,0.2829565826695911,0.0,0.12504142359361775,0.020000000000000004,0.008198468966599353,0.0,0.0,0.0,51.05909331489231,19.726051575290366,0.0
2025-01-01 18:00:00,0.49082383540604746,0.1572712425275567,0.03682757267391837,0.31754369155266265,0.0,0.1532801438533849,0.020000000000000004,0.005856049261856682,0.0,0.030971523412061684,0.0,51.05825470497705,19.8683324978727,0.0
2025-01-01 19:00:00,0.5380436839335992,0.1546669157143747,0.003564551724608415,0.35932134307696645,0.0,0.15872234085663273,0.020000000000000004,0.003564551724608415,0.0,0.0,0.0,51.3980919495776,20.00092511750513,0.0
