Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Grill Gas Power (therms/hour),Gas Grill Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.70096821296612,51.666666666666686,46.10666666666668,0.0,48.20628417752891,0.0,0.0,0.0,116.72026283275954,47.352665963612196,48.20628417752891,46.92585685665384,12.43753247303448,19.537766049393507,0.0,2.8,-53.31453983568929,-275.7331565071063,-0.0,-0.0,199.0949713754877,0.0,1.0,0.012640779255101904,0.0,0.0,0.23522506782461805,65.99961422222222,23.323645295929325,0.2006733484194964,9.043906072412359,0.0027742182218596623,36.29032122125151,1.220367692280418
2025-01-01 00:01:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.65965330421541,51.666666666666686,46.10666666666668,0.0,48.18929024809334,0.0,0.0,0.0,116.65570828783657,47.33714739527956,48.18929024809334,46.91107596887267,12.43753247303448,19.537600745768362,0.0,2.8,-54.90137054359235,-275.72923407557926,-0.0,-0.0,199.0949713754877,0.0,1.0,0.012640724275063787,0.0,0.0,0.23522404473237554,65.99961422222222,21.732892156499204,0.20127970536010023,9.06774047681888,0.002774468770931299,36.28032603854055,1.2239330505403108
2025-01-01 00:02:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.61876495016523,51.666666666666686,46.10666666666668,0.0,48.17230634838758,0.0,0.0,0.0,116.59182023463316,47.32163740981071,48.17230634838758,46.89630294052228,12.43753247303448,19.537285093753667,0.0,2.8,-56.48684409949499,-275.7217441412306,-0.0,-0.0,199.0949713754877,0.0,1.0,0.012640619288891876,0.0,0.0,0.23522209110444567,65.99961422222222,20.13992866624791,0.20130169363353612,9.068050977398203,0.0027747185213391253,36.270429679678585,1.2239341860333828
2025-01-01 00:03:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.57828299038889,51.666666666666686,46.10666666666668,0.0,48.15533238352883,0.0,0.0,0.0,116.52856717248262,47.30613591859209,48.15533238352883,46.88153768612373,12.43753247303448,19.536826518238836,0.0,2.8,-58.069842380650556,-275.71086299625745,-0.0,-0.0,199.0949713754877,0.0,1.0,0.012640466765727368,0.0,0.0,0.2352192528876718,65.99961422222222,18.5460492401192,0.2013254665267396,9.068283413082805,0.0027749682033896927,36.260599623536976,1.223935919246072
2025-01-01 00:04:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.5381884312054,51.666666666666686,46.10666666666668,0.0,48.13836826307973,0.0,0.0,0.0,116.46591942375842,47.29064283719833,48.13836826307973,46.86678012425763,12.43753247303448,19.53623201347577,0.0,2.8,-59.082059647927565,-275.69675675508927,-0.0,-0.0,199.0949713754877,0.0,1.0,0.0126402690313405,0.0,0.0,0.2352155733609889,65.99961422222222,17.519725731674004,0.2013509371668921,9.068441596413164,0.0027752178174176474,36.25083286657779,1.223938220935324
2025-01-01 00:05:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.498408857664,51.666666666666686,46.10666666666668,0.0,48.121413900791126,0.0,0.0,0.0,116.4037638401,47.27515808514983,48.121413900791126,46.85203017732919,12.43753247303448,19.53552848755067,0.0,2.8,-59.378298042090876,-275.680064058617,-0.0,-0.0,199.0949713754877,0.0,1.0,0.012640035034855706,0.0,0.0,0.23521121905356085,65.99961422222222,17.206794641038435,0.20137776938156873,9.06783815807465,0.0027754673637430207,36.24111755586156,1.2239409785843738
2025-01-01 00:06:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.45886136943702,51.666666666666686,46.10666666666668,0.0,48.10446922637103,0.0,0.0,0.0,116.34197088974534,47.2596815970107,48.10446922637103,46.837287782330534,12.43753247303448,19.534746771437632,0.0,2.8,-59.51272673203721,-275.6615165962862,-0.0,-0.0,199.0949713754877,0.0,1.0,0.012639775030276731,0.0,0.0,0.23520638077630837,65.99961422222222,17.05381848876131,0.20140557772612028,9.067894027269528,0.002775716842627277,36.23144006923284,1.223944063270943
2025-01-01 00:07:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.41952006675828,51.666666666666686,46.10666666666668,0.0,48.087534187793985,0.0,0.0,0.0,116.28050010430981,47.24421332456693,48.087534187793985,46.822552892953404,12.43753247303448,19.533896469538977,0.0,2.8,-59.577837687745244,-275.6413423860376,-0.0,-0.0,199.0949713754877,0.0,1.0,0.012639492211620884,0.0,0.0,0.23520111796488183,65.99961422222222,16.968533322804667,0.20143424236394988,9.067912349870983,0.0027759662542644527,36.22179619135176,1.2239474348362285
2025-01-01 00:08:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.38036915045426,51.666666666666686,46.10666666666668,0.0,48.070608738742855,0.0,0.0,0.0,116.21932679758477,47.22875322498501,48.070608738742855,46.8078254681061,12.43753247303448,19.532983427210148,0.0,2.8,-59.633676953964425,-275.6196802491301,-0.0,-0.0,199.0949713754877,0.0,1.0,0.01263918852264386,0.0,0.0,0.23519546678952497,65.99961422222222,16.891031919677992,0.20146369047959448,9.067896311782143,0.0027762155988277997,36.212183369696604,1.2239510688406767
2025-01-01 00:09:00,0.1593868230362086,0.09954045922676384,0.0002036886699776237,0.002656447050603477,0.0016590076537793973,3.3948111662937283e-06,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.0,0.0002036886699776237,0.0,0.0,0.0937071258934305,0,0.005833333333333337,1,0,0,Off,0,0,Off,0,0,Off,0.03506475048252919,0.026298562861896885,On,0,0,Off,0.003103307748538012,0.0,On,0.007725221528544318,0,On,0.0036154592345522107,0,On,0.08987808404204485,0.06740856303153361,On,0.0002036886699776237,On,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,373.37259555555556,Off,0.0,21.111111111111143,0,0.0,0.020000000000000004,0.0,0.0,0,0,0,468.32763555555556,Off,0.0,0,74.34139941275721,51.666666666666686,46.10666666666668,0.0,48.053692836383355,0.0,0.0,0.0,116.15843658243314,47.213301258713614,48.053692836383355,46.79310546987875,12.43753247303448,19.532011036479847,0.0,2.8,-59.69694128879283,-275.5966107968443,-0.0,-0.0,199.0949713754877,0.0,1.0,0.01263886509110976,0.0,0.0,0.2351894482361581,65.99961422222222,16.804698132563765,0.20149387995466847,9.067847761898022,0.0027764648764780227,36.202600138041845,1.2239549511039758
