Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),TV Electric Power (kW),TV Reactive Power (kVAR),MELs Electric Power (kW),MELs Reactive Power (kVAR),Gas Grill Gas Power (therms/hour),HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.1593868230362086,0.09954045922676384,0.023432331229023887,0.1593868230362086,0.09954045922676384,0.023432331229023884,0.01082852927708233,0.12855829375912625,0.0,0.020000000000000004,0.023228642559046265,0.0002036886699776237,0.0,0.0,0.0937071258934305,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.003103307748538012,0.0,0.007725221528544318,0.0,0.0036154592345522107,0.0,0.08987808404204485,0.06740856303153361,0.0002036886699776237,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,527.528,0.0,73.86200138097084,51.66666666666668,46.10666666666668,0.0,47.754762322542646,0.0,0.0,527.528,115.40937715776691,46.96952483299366,47.754762322542646,46.576906088219175,12.43753247303448,19.499247590705647,0.0,2.8,-59.904639717763025,-274.82008885777304,0.0,0.0,199.0949713754877,0.0,1.0,0.012627964809638572,0.0,0.0,0.2349866111011506,65.99961422222222,15.820477764522325,0.20226410174551201,9.057928972683849,0.002781550820585807,36.01314229387181,1.2240288186530388
2025-01-01 01:00:00,0.15827745619300498,0.09888299515521641,0.0077938030205098275,0.15827745619300498,0.09888299515521641,0.007793803020509827,0.010595781195941978,0.127681674997063,0.0,0.020000000000000004,0.007742880853015421,5.092216749440592e-05,0.0,0.0,0.09304966182188307,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.034188131720465954,0.025641098790349457,0.0,0.0,0.0028705596673976605,0.0,0.007725221528544318,0.0,0.0036154592345522107,0.0,0.08987808404204485,0.06740856303153361,5.092216749440592e-05,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,175.84266666666664,0.0,86.16755787555553,51.66666666666668,46.10666666666668,0.0,51.4584065748743,0.0,0.0,175.84266666666664,134.6368091805555,51.48907034445394,51.504402229243766,51.4584065748743,12.43753247303448,19.38522051673921,0.0,2.5,-47.90227987506446,-259.2755345815429,0.0,0.0,197.98560453228407,0.0,1.0,0.01178380093411977,0.0,0.0,0.21927804591962832,65.99961422222222,13.38765017419434,0.20480233976701936,9.022798389078842,0.002796477625654463,37.147333110326414,1.2245543413194917
2025-01-01 02:00:00,0.1574008374309418,0.098225531083669,5.092216749440592e-05,0.1574008374309418,0.098225531083669,5.092216749440592e-05,0.010595781195941978,0.1268050562349998,0.0,0.020000000000000004,0.0,5.092216749440592e-05,0.0,0.0,0.09239219775033565,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.0028705596673976605,0.0,0.007725221528544318,0.0,0.0036154592345522107,0.0,0.08987808404204485,0.06740856303153361,5.092216749440592e-05,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,0.0,0.0,83.64835183474032,51.66666666666668,46.10666666666668,0.0,50.42273201669531,0.0,0.0,0.0,130.7005497417817,50.45378585330707,50.46931277161295,50.42273201669531,12.43753247303448,19.27748382126376,0.0,1.6500000000000001,-45.92958665253654,-255.38720252808844,0.0,0.0,197.10898577022087,0.0,1.0,0.011067831361669101,0.0,0.0,0.20595497557393752,65.99961422222222,12.34863010533101,0.207347992998363,8.991117772504847,0.0028123758290410166,39.8925878242696,1.2249937462753275
2025-01-01 03:00:00,0.15636905328145162,0.09756806701212158,0.00010184433498881185,0.15636905328145162,0.09756806701212158,0.00010184433498881185,0.010440615808515078,0.12592843747293656,0.0,0.020000000000000004,0.0,0.00010184433498881185,0.0,0.0,0.09173473367878823,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03243489419633949,0.024326170647254612,0.0,0.0,0.0027153942799707604,0.0,0.007725221528544318,0.0,0.0036154592345522107,0.0,0.08987808404204485,0.06740856303153361,0.00010184433498881185,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,0.0,0.0,81.23960801572643,51.66666666666668,46.10666666666668,0.0,49.39520860388738,0.0,0.0,0.0,126.93688752457255,49.425987426298754,49.44137683750444,49.39520860388738,12.43753247303448,19.147421653772877,0.0,1.6500000000000001,-54.56783143757108,-261.8486889297405,0.0,0.0,196.07720162073073,0.0,1.0,0.011443951285486564,0.0,0.0,0.21295397720229403,65.99961422222222,11.203655871438697,0.21023513608262895,8.949442180244965,0.0028285904319585125,34.712759544953165,1.2255268343374828
2025-01-01 04:00:00,0.15549243451938838,0.09691060294057414,0.00035645517246084155,0.15549243451938838,0.09691060294057414,0.0003564551724608415,0.010440615808515078,0.1250518187108733,0.0,0.020000000000000004,0.0,0.00035645517246084155,0.0,0.0,0.0910772696072408,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.0027153942799707604,0.0,0.007725221528544318,0.0,0.0036154592345522107,0.0,0.08987808404204485,0.06740856303153361,0.00035645517246084155,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,0.0,0.0,78.90661960374787,51.66666666666668,46.10666666666668,0.0,48.39639884900691,0.0,0.0,0.0,123.29159313085604,48.427861917124595,48.443593451183446,48.39639884900691,12.43753247303448,19.018769697839325,0.0,0.55,-78.00725810988428,-284.094664259491,0.0,0.0,195.2005828586675,0.0,1.0,0.011709353505861077,0.0,0.0,0.21789269609204934,65.99961422222222,10.886823290939287,0.21283307962408965,8.90167101224319,0.002842043251902128,39.363997945711404,1.2254811213938708
2025-01-01 05:00:00,0.16781796693305157,0.10134853324692066,0.03932547027500998,0.16781796693305157,0.10134853324692066,0.03932547027500998,0.015001385406122725,0.13281658152692882,0.0,0.020000000000000004,0.03871440426507711,0.0006110660099328711,0.0,0.0,0.09551519991358731,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03155827543427626,0.023668706575707184,0.0,0.0,0.003025725054824562,0.0,0.011975660351298163,0.0,0.005462981642145715,0.0,0.09579532445050688,0.07184649333788012,0.0006110660099328711,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,879.2133333333333,0.0,78.59374725315078,51.66666666666668,46.10666666666668,0.0,48.23342113556527,0.1722512439832074,449.890065746495,879.2133333333333,122.8027300830481,48.11652941739358,48.270121031092394,48.02138366278061,12.43753247303448,18.85607370278139,0.0,-0.25000000000000006,-74.97754767578606,-292.64376109619275,0.0,0.0,207.1119084437383,0.0,1.0,0.01163406532895798,0.0,0.0,0.2164917012513812,65.99961422222222,10.554304976668389,0.21630359919647096,8.84353399638477,0.0028607097051015573,41.00129948844425,1.2255348293586394
2025-01-01 06:00:00,0.2369862059821837,0.11846609160247912,0.03244826626939946,0.23698620598218367,0.11846609160247912,0.03244826626939946,0.05132411483885682,0.16566209114332683,0.0,0.020000000000000004,0.030971523412061684,0.0014767428573377718,0.0,0.0,0.11263275826914577,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03331151295840273,0.024983634718802036,0.0,0.0,0.003413638523391813,0.0,0.04791047631546501,0.0,0.01548508011779909,0.0,0.11686549806712503,0.08764912355034375,0.0014767428573377718,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,703.3706666666666,0.0,83.35488625642576,51.66666666666668,46.10666666666668,0.0,51.52678966154872,0.12465063150968052,339.3031832146273,703.3706666666666,130.24200977566522,49.790214929273255,51.52678966154872,48.92192756313553,12.43753247303448,18.80010984100313,0.0,0.3,1.1761156426502206,-281.6796639264928,0.0,0.0,274.80523533970717,0.0,1.0,0.011587889009429385,0.0,0.0,0.21563243239826668,65.99961422222222,8.050544229435916,0.21813827765530228,8.833910280324508,0.0028749822316804156,33.406479365197384,1.2257591793610265
2025-01-01 07:00:00,0.27226318477277467,0.12622801309600978,0.025571062263788937,0.2722631847727746,0.12622801309600978,0.025571062263788937,0.06981680230865048,0.18244638246412417,0.0,0.020000000000000004,0.023228642559046265,0.0023424197047426723,0.0,0.0,0.12039467976267645,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03506475048252919,0.02629856286189688,0.0,0.0,0.0031808904422514625,0.0,0.06663591186639901,0.0,0.02192014278055554,0.0,0.12546148920103944,0.09409611690077956,0.0023424197047426723,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0.0,0.0,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,527.528,0.0,86.51934416938909,51.66666666666668,46.10666666666668,0.0,51.64162899497214,0.22644296978918035,625.5867778131736,527.528,135.18647526467046,50.997406161978674,51.65283102760626,50.66409271284782,12.43753247303448,18.765007913336408,0.0,-0.55,14.533521793972957,-302.77881215365375,0.0,0.0,309.4804947509241,0.24535812947645486,1.0,0.011887329239403712,0.0,0.0,0.22120454523907132,65.99961422222222,7.831839196702504,0.21972828741418132,8.834442559977425,0.00288965317793195,39.3984929119877,1.2258957245901996
2025-01-01 08:00:00,0.39504514301376414,0.1303338689596508,0.018155213594795185,0.39504514301376414,0.13033386895965077,0.018155213594795185,0.07581817275710505,0.1934577394874283,0.10576923076923075,0.020000000000000004,0.0,0.0022405753697538606,0.015914638225041324,0.0,0.12450053562631744,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0024050635051169594,0.0,0.07341310925198809,0.0,0.027457025319004996,0.0,0.1300593449238309,0.09754450869287315,0.0022405753697538606,479.14182632478634,20.000000000000057,0.8005208676345466,0.0,0.46641207075442215,0.10576923076923075,1.0,373.37259555555556,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,0.0,0.0,80.227104662059,51.66666666666668,46.10666666666668,0.0,50.2321891960491,0.0999343766519128,262.8795502512804,0.0,125.35485103446719,48.935382282923776,50.2321891960491,48.286978826361114,12.43753247303448,19.05729043452735,-0.4299576130179565,-1.4,475.6636054603334,-335.6063817479797,0.0,0.0,326.1713723220874,9.959651431723696,1.0,0.01240750419815009,0.0,0.0,0.23088418503678393,65.99961422222222,5.956788561439282,0.217214742037975,8.994281822412947,0.0029078641351772284,49.83068610037601,1.2252313794908953
2025-01-01 09:00:00,0.40327224620813246,0.1309036032557358,0.04897397050437366,0.40327224620813246,0.1309036032557358,0.04897397050437365,0.07805572063878764,0.19944729480011408,0.10576923076923075,0.020000000000000004,0.030971523412061684,0.002087808867270643,0.015914638225041324,0.0,0.12507026992240247,0.0,0.005833333333333337,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03594136924459241,0.0269560269334443,0.0,0.0,0.0019395673428362575,0.0,0.07611615329595137,0.0,0.03268693490357737,0.0,0.13081899065194427,0.09811424298895817,0.002087808867270643,479.14182632478634,20.000000000000057,0.8005208676345466,0.0,0.46641207075442215,0.10576923076923075,1.0,373.37259555555556,373.37259555555556,0.0,21.111111111111143,0.0,0.0,0.020000000000000004,0.0,0.0,0.0,0.0,0.0,468.32763555555556,703.3706666666666,0.0,85.09232258691583,51.66666666666668,46.10666666666668,0.0,51.798891053734614,0.10773881520692477,296.15544268815137,703.3706666666666,132.95675404205596,51.13606266836435,51.80533519333279,50.79820433608106,12.43753247303448,19.468747496269014,-0.06316141913881612,-0.85,492.2408456213851,-331.5195716506171,0.0,0.0,334.3453003154878,32.423516102868156,1.0,0.012356599724056927,0.0,0.0,0.22993693264597048,65.99961422222222,10.273290631728038,0.21348571517763404,9.213938799643197,0.0029308569055933385,61.82527490693555,1.2241056922262878
