Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.93186871068201,51.666666666666686,46.10666666666668,0.0,51.01306466576443,0.38246471315752506,1028.5843522238126,0.0,38.93186871068201,49.520369930146884,51.01306466576443,48.774022562338125,12.43753247303448,16.090296932673862,0.0,4.464598477741998,3.1665661681526096,-2.226920044254384,2.8,9.236100170605994,81.44785377266379,-1428.8936325178875,-27.14261517797486,3127.692603088297,-716.6550535713111,-0.0,-0.0,755.5799703956513,0.0,4.0,0.041376888750686326,0.0,0.0,0.11769195745322521,263.9984568888889,42.522936948323476,0.23438291754528465,7.213793003181485,0.00260692133243095,179.74546155563343,1.2350380255188138,0.7185802469517472,-1558.8431531447955,129.94952062690794,0.16310503636991996,-77.91792940502499,50.77531422705013,0.5476643320867964,3587.848422668278,-460.15581957998126
2025-01-01 00:01:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.859488037730216,51.666666666666686,46.10666666666668,0.0,51.000331284224224,0.3825910024640182,1028.5843522238126,0.0,38.859488037730216,49.45227131284553,51.000331284224224,48.67824132715619,12.43753247303448,16.086700928379976,0.0,4.515433973104252,3.2061640394894293,-2.179907313404891,2.8,9.236100170605994,73.05917595387456,-1479.6696017898323,-36.220917505163115,3083.5056580967193,-716.3522934416181,-0.0,-0.0,755.5799703956513,0.0,4.0,0.04137060234805359,0.0,0.0,0.11767407648021046,263.9984568888889,33.8314989998413,0.23513839879043974,7.233934073657945,0.0026071087669131948,179.7258348635517,1.2386609911210373,0.7189193615857703,-1607.2070865757464,127.53748478591405,0.16310503636991996,-86.33492041911951,50.1140029139564,0.5467702609892309,3548.4917244952385,-464.986066398519
2025-01-01 00:02:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.7872270679602,51.666666666666686,46.10666666666668,0.0,50.98759555721374,0.382717398484523,1028.5843522238124,0.0,38.7872270679602,49.384177312826466,50.98759555721374,48.58246819063283,12.43753247303448,16.083006373064503,0.0,4.563614797816513,3.2447213233898173,-2.1341562811843486,2.8,9.236100170605994,64.6303637200337,-1527.3152274336785,-45.72068104382428,3039.877220808725,-716.0412893028426,-0.0,-0.0,755.5799703956513,0.0,4.0,0.04136414319881738,0.0,0.0,0.11765570414869772,263.9984568888889,25.091682627224912,0.2352106679930012,7.232217935651221,0.0026072956327609976,179.7064287096851,1.2386766735708468,0.7192406197967656,-1653.0865513283538,125.77132389467532,0.16310503636991996,-94.53072239435576,48.810041350531485,0.5458987785346938,3510.2874017495133,-470.41018094078856
2025-01-01 00:03:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.715081110767414,51.666666666666686,46.10666666666668,0.0,50.974857477387744,0.38284390142088776,1028.5843522238124,0.0,38.715081110767414,49.31608792245363,50.974857477387744,48.48670314498658,12.43753247303448,16.079217290418352,0.0,4.6093591730474355,3.2822444309882446,-2.0895857547357246,2.8,9.236100170605994,56.18152934475984,-1572.4215860940715,-54.527891072213116,3000.2913052852073,-715.7223841071225,-0.0,-0.0,755.5799703956513,0.0,4.0,0.04135751830063347,0.0,0.0,0.11763686036274054,263.9984568888889,16.32394305623093,0.23528437808535793,7.231067390311704,0.002607482476066106,179.68716596323952,1.2386927612738412,0.7195454996087247,-1696.6829658760596,124.26137978198811,0.16310503636991996,-102.50669809240274,47.97880702018961,0.5450484428359716,3473.1602542280557,-472.8689489428484
2025-01-01 00:04:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.64304600050377,51.666666666666686,46.10666666666668,0.0,50.962117037725015,0.38297051147214234,1028.5843522238126,0.0,38.64304600050377,49.24800313439019,50.962117037725015,48.39094618272278,12.43753247303448,16.07533725325969,0.0,4.652841131338294,3.3187802556229107,-2.0460665553331574,2.8,9.236100170605994,50.8286329966773,-1615.1939394430995,-63.155021544094495,2962.133305100176,-715.3958827379995,-0.0,-0.0,755.5799703956513,0.0,4.0,0.041350733863885526,0.0,0.0,0.11761756278708438,263.9984568888889,10.644545339025399,0.23535947684108793,7.229246414777256,0.002607669296917071,179.66804192812958,1.238709238959805,0.7198351810233354,-1738.156606392493,122.96266694939362,0.16310503636991996,-110.27281524114379,47.117793697049294,0.5442168828047239,3436.996079420721,-474.8627743205447
2025-01-01 00:05:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.57109818713093,51.666666666666686,46.10666666666668,0.0,50.94937423149202,0.3830972288348498,1028.5843522238126,0.0,38.57109818713093,49.179922941565025,50.94937423149202,48.295197296601536,12.43753247303448,16.07138649492259,0.0,4.694209179233065,3.3543570202392337,-2.0035166650820337,2.8,9.236100170605994,49.323648194052,-1655.8199618856618,-71.56630552406159,2925.0890831632123,-715.0634915379217,-0.0,-0.0,755.5799703956513,0.0,4.0,0.04134382523508984,0.0,0.0,0.11759791196096303,263.9984568888889,8.807169336322275,0.23543566147904987,7.227385503265714,0.002607856095399883,179.64902852034652,1.2387260200011814,0.7201106711718772,-1777.6441806371074,121.82421875144563,0.16310503636991996,-117.83507295795462,46.26876743389304,0.5434026139029363,3401.7208884679085,-476.63180530469606
2025-01-01 00:06:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.4992103807499,51.666666666666686,46.10666666666668,0.0,50.936629053582024,0.3832240536897685,1028.5843522238124,0.0,38.4992103807499,49.11184733840933,50.936629053582024,48.199456480823,12.43753247303448,16.06738846436745,0.0,4.733592136320126,3.389004009591583,-1.961864169666615,2.8,9.236100170605994,48.65119047071266,-1694.453573159659,-79.75803609387049,2889.9608986624035,-714.7271861213391,-0.0,-0.0,755.5799703956513,0.0,4.0,0.04133683339490398,0.0,0.0,0.11757802444929843,263.9984568888889,7.7984061964003075,0.23551258043829415,7.225497874948433,0.002608042871584412,179.6300930508507,1.2387430039887322,0.7203728437329133,-1815.2642543425527,120.81068118289369,0.16310503636991996,-125.19969606013106,45.44165996626058,0.5426043347094498,3367.2697896982413,-477.3088910358381
2025-01-01 00:07:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.427375557389496,51.666666666666686,46.10666666666668,0.0,50.923881500773376,0.38335098619922614,1028.5843522238124,0.0,38.427375557389496,49.04377632109517,50.923881500773376,48.10372373125608,12.43753247303448,16.063349194465978,0.0,4.771103760962999,3.4227502703451846,-1.9210295421710588,2.8,9.236100170605994,48.33225626902396,-1731.2255129869393,-87.73948701364344,2855.93443834928,-714.3874760683545,-0.0,-0.0,755.5799703956513,0.0,4.0,0.04132976887532239,0.0,0.0,0.11755793020917724,263.9984568888889,7.139761941727073,0.23559014371878287,7.224205290665931,0.0026082296255216957,179.61122719824303,1.2387601650991367,0.7206224701321967,-1851.1215575557928,119.89604456885331,0.16310503636991996,-132.37285875633495,44.63337174269151,0.5418205884222241,3333.5722604303446,-477.6378220810647
2025-01-01 00:08:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.35558995851511,51.666666666666686,46.10666666666668,0.0,50.91113157032956,0.38347802652101276,1028.5843522238124,0.0,38.35558995851511,48.97570988624266,50.91113157032956,48.007999044199224,12.43753247303448,16.059271912182798,0.0,4.806846001725479,3.455624047830227,-1.8809506676152523,2.8,9.236100170605994,48.06486887584077,-1766.2489573685557,-95.5171130151493,2823.165174550273,-714.0446346813432,-0.0,-0.0,755.5799703956513,0.0,4.0,0.041322637303486544,0.0,0.0,0.11753764524637744,263.9984568888889,6.529533161532555,0.23566830343092646,7.222272700076794,0.002608416357258021,179.59242656019234,1.2387774895249803,0.7208602414937344,-1885.3100058860289,119.06104851747313,0.16310503636991996,-139.36056492208684,43.84345190693754,0.5410502434532144,3300.572773541855,-477.4075989915816
2025-01-01 00:09:00,0.7712363188680403,0.345026316211222,0.0,0.012853938647800671,0.005750438603520367,0.0,0.05346581351651769,0.0,0.6677705053515227,0.0,0.05,0.0,0.0,0.0,0.33044298287788865,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06438364263533634,0.04828773197650224,On,0.0,0,Off,0.008249753289473685,0.0,On,0.0005762751253723507,0.0,On,0.04463978510167166,0,On,0.023859546237189187,0,On,0.3762070012018487,0.28215525090138643,On,0.10594004406275113,0,On,0.09738027121439731,0,On,0,0,Off,Off,0.0,12.777777777777828,0.0,0.0,0.0,0.0,0,0.0,14991.173475555555,Off,0.0,20.000000000000057,0,0.0,0.05,0.0,0.0,0,0,0,9387.36076,Off,0.0,0.0,38.28385183813043,51.666666666666686,46.10666666666668,0.0,50.898379259773606,0.3836051748106148,1028.5843522238126,0.0,38.28385183813043,48.9076480307117,50.898379259773606,47.912282416180744,12.43753247303448,16.05515811511806,0.0,4.840911358391977,3.4876528219459297,-1.8415672114511619,2.8,9.236100170605994,47.75750094918811,-1799.6236171458365,-103.09706114632812,2791.5133803254625,-713.6987896998927,-0.0,-0.0,755.5799703956513,0.0,4.0,0.04131544128298756,0.0,0.0,0.11751717696652436,263.9984568888889,5.8763202534294265,0.2357470376601238,7.220319456238293,0.0026086030668371874,179.573689154025,1.2387949708650798,0.7210867845950105,-1917.9148901240703,118.2912729782337,0.16310503636991996,-146.1686557315961,43.07159458526797,0.5402921949986185,3268.21778719583,-476.70440687036773
