Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,Basement Lighting Electric Power (kW),Basement Lighting Reactive Power (kVAR),Basement Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Spa Pump Electric Power (kW),Spa Pump Reactive Power (kVAR),Spa Pump Mode,Spa Heater Electric Power (kW),Spa Heater Reactive Power (kVAR),Spa Heater Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,0.6094460309683054,0.32839898827107133,0.0,0.010157433849471757,0.005473316471184523,0.0,0.017936592839825502,0.007382,0.5341274381284798,0.0,0.05,0.0,0.0,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.302808006348338e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.302808006348338e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.638790048163074,0.0,-2.4699948531331875,-0.282529242149026,2.8,9.236100170605994,-2149.7517292783177,67.16549596776309,1482.5239363592796,-2577.287704837744,-0.0,-0.0,555.4850971338478,0.0,2.0,0.12485997624444474,0.0,0,1.6158182423179945,131.99922844444444,-127.94912157442185,0.21460543123831688,8.662829266314208,0.00280515984962943,-68.51308822647663,1.2241046827435798,0,0,67.16549596776309,0.3624556363775999,1456.0614865805612,26.4624497787185
2025-01-01 00:01:00,0.6094460309683054,0.32839898827107133,0.0,0.010157433849471757,0.005473316471184523,0.0,0.017936592839825502,0.007382,0.5341274381284798,0.0,0.05,0.0,0.0,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.318857887772234e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.318857887772234e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.47844486865736,0.0,-2.3220833486802537,0.0020008454461409586,2.8,9.236100170605994,-2119.9317935935865,65.7724430264172,1347.6372556485237,-2540.073317339497,-0.0,-0.0,555.4850971338478,0.0,2.0,0.1243155962430299,0.0,0,1.6087733976568268,131.99922844444444,-135.3435733879374,0.2173796878331252,8.610812884951823,0.002804831899976512,-67.6053181820423,1.2283557059378463,0,0,65.7724430264172,0.3624556363775999,1321.6610414344557,25.976214214068055
2025-01-01 00:02:00,0.6094460309683054,0.32839898827107133,0.0,0.010157433849471757,0.005473316471184523,0.0,0.017936592839825502,0.007382,0.5341274381284798,0.0,0.05,0.0,0.0,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.334412402485517e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.334412402485517e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.322656372406385,0.0,-2.177478312829213,0.26405695766062975,2.8,9.236100170605994,-2093.035157501983,64.51821006036796,1223.447662353168,-2504.1205271658955,-0.0,-0.0,555.4850971338478,0.0,2.0,0.12378600096674372,0.0,0,1.6019198827499095,131.99922844444444,-144.39972746993564,0.21948887402730263,8.537417461369277,0.0028045094154324733,-66.72193704386227,1.229012485893168,0,0,64.51821006036796,0.3624556363775999,1197.8763885263343,25.57127382683381
2025-01-01 00:03:00,0.6094460309683054,0.32839898827107133,0.0,0.010157433849471757,0.005473316471184523,0.0,0.017936592839825502,0.007382,0.5341274381284798,0.0,0.05,0.0,0.0,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.349570623830308e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.349570623830308e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.171168255441824,0.0,-2.0359906324782386,0.5054592589775658,2.8,9.236100170605994,-2067.695550147701,63.290380497987215,1109.046754395765,-2469.3534674639795,-0.0,-0.0,555.4850971338478,0.0,2.0,0.12327037911903904,0.0,0,1.595247198574255,131.99922844444444,-153.82717981756926,0.22156161643068356,8.466212087984378,0.002804191314792991,-65.86129082337591,1.2296518131026957,0,0,63.290380497987215,0.3624556363775999,1083.8477561573984,25.198998238366585
2025-01-01 00:04:00,0.6094460309683054,0.32839898827107133,0.0,0.010157433849471757,0.005473316471184523,0.0,0.017936592839825502,0.007382,0.5341274381284798,0.0,0.05,0.0,0.0,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.364283015135546e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.364283015135546e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,18.023774889800194,0.0,-1.897469174569667,0.7278748186283228,2.8,9.236100170605994,-2035.9253791714632,62.1051093117541,1003.6471014947356,-2435.709504743611,-0.0,-0.0,555.4850971338478,0.0,2.0,0.12276808609257502,0.0,0,1.5887470032389557,131.99922844444444,-155.70097156170021,0.22359917515564903,8.396438748944112,0.002803877480588695,-65.02235091866699,1.230274500910158,0,0,62.1051093117541,0.3624556363775999,978.7876886013314,24.859412893404112
2025-01-01 00:05:00,0.6094460309683054,0.32839898827107133,0.0,0.010157433849471757,0.005473316471184523,0.0,0.017936592839825502,0.007382,0.5341274381284798,0.0,0.05,0.0,0.0,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.378648649743354e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.378648649743354e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.880482792836034,0.0,-1.7617838238878183,0.9328352768828301,2.8,9.236100170605994,-1999.6322875547576,60.96446431380588,906.5220004166105,-2403.1754220921543,-0.0,-0.0,555.4850971338478,0.0,2.0,0.12227919651099946,0.0,0,1.5824202624518002,131.99922844444444,-151.94196259645133,0.2255999271883849,8.328768815035556,0.0028035678008185437,-64.20511975277815,1.23088047026973,0,0,60.96446431380588,0.3624556363775999,881.9727012670238,24.54929914958666
2025-01-01 00:06:00,0.6094460309683054,0.32839898827107133,0.0,0.010157433849471757,0.005473316471184523,0.0,0.017936592839825502,0.007382,0.5341274381284798,0.0,0.05,0.0,0.0,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.39256845431161e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.39256845431161e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.74125483696823,-0.09207849636513998,-1.6288206842483994,1.1217475307953328,2.8,9.236100170605994,-1962.9508727829157,59.86916387151123,817.0041758048503,-2371.7284971009226,-0.0,-0.0,555.4850971338478,0.0,2.0,0.12180363432381962,0.0,0,1.5762659920401396,131.99922844444444,-146.70747281584096,0.22756288476987116,8.262544669936851,0.0028032621637887963,-63.40938686778803,1.2314698281046665,0,0,59.86916387151123,0.3624556363775999,792.7382331867287,24.265942618121535
2025-01-01 00:07:00,0.6094460309683054,0.32839898827107133,0.0,0.010157433849471757,0.005473316471184523,0.0,0.017936592839825502,0.007382,0.5341274381284798,0.0,0.05,0.0,0.0,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,Off,0.0,18.33333333333337,0.0,0.0,0.0,0.0,0,0.0,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.406091965511374e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.406091965511374e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.605955534719023,-0.2273777986143486,-1.4984782639702097,1.295903962607564,2.8,9.236100170605994,-1927.3988545595962,58.81855236182408,734.4806653865061,-2341.3244908919387,-0.0,-0.0,555.4850971338478,0.0,2.0,0.12134098478588606,0.0,0,1.5702788247694244,131.99922844444444,-141.55946080150545,0.2294885198438042,8.197710368335668,0.0028029604591628112,-62.63446256083684,1.2320431000314527,0,0,58.81855236182408,0.3624556363775999,710.473815534264,24.006849852242134
2025-01-01 00:08:00,1.4038147809683053,0.32839898827107133,0.6808875000000001,0.023396913016138422,0.005473316471184523,0.011348125,0.017936592839825502,0.007382,0.5341274381284798,0.79436875,0.05,0.0,0.6808875000000001,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,On,14586.411513448991,18.33333333333337,0.8,2171.833729884344,19.954845616666667,0.79436875,1,15963.876493333333,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.419219183342648e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.419219183342648e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.474419279841825,-0.3589140534915458,-1.370664869280763,1.4564918056875558,2.8,9.236100170605994,9775.92579278634,5146.927228298773,658.3883943226722,-2311.9134039737146,-0.0,-0.0,555.4850971338478,0.0,2.0,0.12089072645970729,0.0,0,1.564452012694986,131.99922844444444,-136.7751111329865,0.23137783379277907,8.135463626034847,0.002802662580328542,-61.8795101247927,1.2326009427862097,0,0,57.81119572463074,0.3624556363775999,634.6186475363104,23.76974678636182
2025-01-01 00:09:00,1.4038147809683053,0.32839898827107133,0.6808875000000001,0.023396913016138422,0.005473316471184523,0.011348125,0.017936592839825502,0.007382,0.5341274381284798,0.79436875,0.05,0.0,0.6808875000000001,0.0,0,0.313815654937738,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.06079110788616025,0.04559333091462018,On,0.0,0,Off,0.0035099780701754383,0.0,On,0.0003932959663075072,0.0,On,0.008892387783426464,0,On,0.005140931019916092,0.0,On,0.012162486174751403,0,On,0.3576297653641572,0.2682223240231178,On,0.05395163904464596,0,On,0.04959243965876499,0,On,0,0,Off,On,14586.411513448991,18.33333333333337,0.8,2171.833729884344,19.954845616666667,0.79436875,1,15963.876493333333,15963.876493333333,Off,0.0,23.888888888888914,0,0.0,0.05,0.0,0.0,0,0,0,10045.012333333334,Off,0.0,0.0,3.402673935208137e-05,51.666666666666686,46.10666666666668,0.0,51.666666666666686,0.0,0.0,0.0,3.402673935208137e-05,51.666666666666686,51.666666666666686,51.666666666666686,12.43753247303448,17.639865150452678,-0.193468182880693,-0.910880894298596,1.6046017464185633,2.8,9.236100170605994,9730.351658964559,5142.688815032063,588.210093992014,-2348.930129271019,-0.0,-0.0,555.4850971338478,0.0,2.0,0.12145698385993432,0.0,0,1.5717799737010263,131.99922844444444,-145.33251965746308,0.22894988519937173,8.213357737476084,0.0028023684251066447,-62.57087301506071,1.231899869007643,0,0,53.57278245792094,0.3624556363775999,564.6575332898154,23.552560702198555
