Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,38.622789774415374,51.666666666666686,46.10666666666668,0.0,50.44703006990851,0.0,0.0,0.0,38.622789774415374,49.73213505592586,50.44703006990851,49.37468754893454,12.43753247303448,16.56345148193822,0.0,8.017357409947452,2.8,9.236100170605994,-1589.0950822075747,-1416.3745123102044,-2200.9214349298627,-0.0,-0.0,788.0557160266068,0.0,3.0,0.12270422926732624,0.0,0.0,0.8948905611985953,197.99884266666666,-176.22936330431878,0.24286746978856957,7.656388307143748,0.0027847887666247505,-4.414792612858026,1.2328886120854883,0.16937747026054478,-1151.6589386731457,-264.7155736370588
2025-01-01 00:01:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,38.712851208942844,51.666666666666686,46.10666666666668,0.0,50.44342586331906,0.0,0.0,0.0,38.712851208942844,49.7288828249457,50.44342586331906,49.371611305759025,12.43753247303448,16.482781389786087,0.0,7.792903009244105,2.8,9.236100170605994,-1575.5918016942173,-1357.227122654611,-2181.936250732936,-0.0,-0.0,788.0557160266068,0.0,3.0,0.1223629722172911,0.0,0.0,0.8924017495672244,197.99884266666666,-181.7112669878881,0.24482957637293695,7.639689971797468,0.0027847769422062094,-3.944483289929753,1.2368344421181365,0.16839173131014343,-1095.6997024471734,-261.5274202074376
2025-01-01 00:02:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,38.800727977419385,51.666666666666686,46.10666666666668,0.0,50.439813569236065,0.0,0.0,0.0,38.800727977419385,49.72562301034485,50.439813569236065,49.36852773089925,12.43753247303448,16.403981345239806,0.0,7.578277423782791,2.8,9.236100170605994,-1562.8753556824104,-1300.8524964913943,-2163.454477196505,-0.0,-0.0,788.0557160266068,0.0,3.0,0.12202928922658055,0.0,0.0,0.8899681760824112,197.99884266666666,-187.476594512512,0.24606027494816304,7.601313173122406,0.0027847664111512868,-3.4850370277279588,1.237171045625625,0.16744373034260834,-1042.6964709690446,-258.1560255223496
2025-01-01 00:03:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,38.886514089644706,51.666666666666686,46.10666666666668,0.0,50.43619338526107,0.0,0.0,0.0,38.886514089644706,49.722355796083065,50.43619338526107,49.36543700149407,12.43753247303448,16.32697073421044,0.0,7.37317742999623,2.8,9.236100170605994,-1550.9376384135398,-1247.1858937123548,-2145.4529397759725,-0.0,-0.0,788.0557160266068,0.0,3.0,0.1217028617448343,0.0,0.0,0.8875875175340077,197.99884266666666,-193.54041466417414,0.24726982877218756,7.564494052272199,0.002784757109266049,-3.035989423054861,1.2375001816836748,0.16653276136207162,-992.5111325215299,-254.67476119082474
2025-01-01 00:04:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,38.97029721879799,51.666666666666686,46.10666666666668,0.0,50.432565500493745,0.0,0.0,0.0,38.97029721879799,49.719081358203994,50.432565500493745,49.36233928705913,12.43753247303448,16.25167438111392,0.0,7.177285364783292,2.8,9.236100170605994,-1534.408924227323,-1196.1354380256964,-2127.9100670885578,-0.0,-0.0,788.0557160266068,0.0,3.0,0.12138339251006276,0.0,0.0,0.8852576059694475,197.99884266666666,-194.55457316537218,0.24845900403626564,7.527984046107196,0.002784749008085514,-2.596919388978012,1.2378221597860524,0.16565801304036148,-945.0068575707817,-251.1285804549149
2025-01-01 00:05:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,39.05207206731685,51.666666666666686,46.10666666666668,0.0,50.42893009610492,0.0,0.0,0.0,39.05207206731685,49.71579986536878,50.42893009610492,49.35923475000071,12.43753247303448,16.178097008119316,0.0,6.990276301278707,2.8,9.236100170605994,-1514.8217182913663,-1147.5984703920224,-2110.8231218940145,-0.0,-0.0,788.0557160266068,0.0,3.0,0.12107092208598129,0.0,0.0,0.8829787372227555,197.99884266666666,-192.05431242395866,0.2496273249414696,7.4923924069140995,0.0027847420803141978,-2.167867574714922,1.2381369484337228,0.16481859989779507,-900.0497864707546,-247.54868392126764
2025-01-01 00:06:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,39.131857126560455,51.666666666666686,46.10666666666668,0.0,50.42528735374244,0.0,0.0,0.0,39.131857126560455,49.71251148668462,50.42528735374244,49.35612355315572,12.43753247303448,16.106222892009253,-0.06044377465743267,6.81182234263353,2.8,9.236100170605994,-1494.597391943022,-1101.4717874889407,-2094.18470597257,-0.0,-0.0,788.0557160266068,0.0,3.0,0.12076540374233906,0.0,0.0,0.8807505704869307,197.99884266666666,-188.46840199705906,0.25077464652851994,7.457115551457861,0.0027847362985897023,-1.748755751687856,1.238444603867337,0.16401358167244623,-857.509928876907,-243.9618586120335
2025-01-01 00:07:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,39.209708375691875,51.666666666666686,46.10666666666668,0.0,50.42163745338029,0.0,0.0,0.0,39.209708375691875,49.70921638970169,50.42163745338029,49.35300585786239,12.43753247303448,16.03600408851277,-0.1306625781539168,6.641595359028058,2.8,9.236100170605994,-1474.872636080148,-1057.6521049578564,-2077.9801210190253,-0.0,-0.0,788.0557160266068,0.0,3.0,0.12046665293645574,0.0,0.0,0.8785717598792459,197.99884266666666,-184.94823108772965,0.2519013527628688,7.423322601962845,0.0027847316357992513,-1.33931800413227,1.238745320724474,0.16324197635394017,-817.2616385814397,-240.3904663764166
2025-01-01 00:08:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,39.285697049388936,51.666666666666686,46.10666666666668,0.0,50.417980569929284,0.0,0.0,0.0,39.285697049388936,49.7059147372564,50.417980569929284,49.34988182091997,12.43753247303448,15.967379537098616,-0.19928712956807004,6.479269258831387,2.8,9.236100170605994,-1455.8008846187322,-1016.0369894719211,-2062.191867732903,-0.0,-0.0,788.0557160266068,0.0,3.0,0.1201744281160035,0.0,0.0,0.8764405437416103,197.99884266666666,-181.66473291243588,0.2530080604101087,7.389790488461468,0.0027847280655790116,-0.9392111738720708,1.2390393504846149,0.16250277156292423,-779.1839465463494,-236.85304292557169
2025-01-01 00:09:00,0.6712295617936415,0.3955169551399793,0.0,0.011187159363227358,0.006591949252332988,0.0,0.09473219263384935,0.0,0.5264973691597921,0.0,0.05,0.0,0.0,0.0,0.380933621806646,0,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.0625873752607483,0.04694053144556121,On,0,0,Off,0.027264309210526312,0.0,On,0.06746788342332305,0,On,0.018585873417597303,0,On,0.4453241204814465,0.33399309036108477,On,0,0,Off,Off,0.0,16.666666666666686,0.0,0.0,0.0,0.0,0,0.0,25235.767235555555,Off,0.0,18.33333333333337,0,0.0,0.05,0.0,0.0,0,0,0,19545.205471111112,Off,0.0,0.0,39.35989323540234,51.666666666666686,46.10666666666668,0.0,50.41431687185777,0.0,0.0,0.0,39.35989323540234,49.70260668618688,50.41431687185777,49.34675159335144,12.43753247303448,15.900289156796537,-0.2663775098701482,6.324521858070833,2.8,9.236100170605994,-1437.3396600336482,-976.5255830561616,-2046.8029120771937,-0.0,-0.0,788.0557160266068,0.0,3.0,0.1198884906196086,0.0,0.0,0.8743551814998648,197.99884266666666,-178.5924639830615,0.2540953946530979,7.357082982566155,0.0027847255625177486,-0.54809665821195,1.239326941140847,0.16179493445492626,-743.1607778339132,-233.36480522224835
