Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Water Heating Gas Power (therms/hour),Other Gas Power (therms/hour),HVAC Heating Gas Power (therms/hour),Lighting Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Garage Lighting Electric Power (kW),Garage Lighting Reactive Power (kVAR),Garage Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Gas Lighting Gas Power (therms/hour),Gas Lighting Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Foundation (C),Temperature - Garage (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Foundation (W),Net Sensible Heat Gain - Garage (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Foundation (m^3/s),Infiltration Heat Gain - Foundation (W),Radiation Heat Gain - Foundation (W),Infiltration Flow Rate - Garage (m^3/s),Infiltration Heat Gain - Garage (W),Radiation Heat Gain - Garage (W)
2025-01-01 00:00:00,1.406991230410386,0.11608225917022016,0.9721219592675893,0.0234498538401731,0.0019347043195036694,0.01620203265445982,0.08660275733396704,0.13867805640975223,1.1317104166666667,0.05,0.0,0.002084459267588995,0.9700375000000002,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,On,13926.048660459714,20.000000000000057,0.8,9948.859191762513,28.428996794444448,1.1317104166666667,1,22743.197435555558,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,46.11069676372656,51.666666666666686,46.10666666666668,0.0,49.546893999675056,0.0,0.0,0.0,72.04796369332274,49.60532340032723,49.63453810065332,49.546893999675056,12.43753247303448,19.131273839022388,-0.3687261609776691,7.381925707631366,-1.8763739417164702,2.8,9.236100170605994,12086.852052480299,5909.6626672609855,5508.667416524611,-2122.9850708407353,-0.0,-0.0,350.44302832093985,0.0,2.0,0.09974915542575816,0.0,0,0.7274775956056801,131.99922844444444,-66.65456545961982,0.2038768122920972,8.826350629714982,0.0027479485673962798,-19.93557133207839,1.2220843017304681,0.6807717089835856,-4065.062193149821,25.865668648293493,0.9061390909439998,5522.322302963162,-13.654886438550166
2025-01-01 00:01:00,1.406991230410386,0.11608225917022016,0.9721219592675893,0.0234498538401731,0.0019347043195036694,0.01620203265445982,0.08660275733396704,0.13867805640975223,1.1317104166666667,0.05,0.0,0.002084459267588995,0.9700375000000002,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,On,13926.048660459714,20.000000000000057,0.8,9948.859191762513,28.428996794444448,1.1317104166666667,1,22743.197435555558,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,45.8805793490162,51.666666666666686,46.10666666666668,0.0,49.53675756261827,0.0,0.0,0.0,71.68840523283781,49.595744247396404,49.62523758978547,49.53675756261827,12.43753247303448,19.2737510671873,-0.2262489328127586,7.60258727444004,-1.51892085344167,2.8,9.236100170605994,12040.192891012737,5693.35185428752,5082.191054645104,-2151.617889734543,-0.0,-0.0,350.44302832093985,0.0,2.0,0.10022013779758429,0.0,0,0.7309125031190952,131.99922844444444,-84.68090803337293,0.20266068056008793,8.91562495850687,0.002747894700636941,-20.505994055686394,1.225057034246147,0.682093611789185,-4269.10562193601,13.598284461017428,0.9061390909439998,5100.206538431628,-18.015483786525003
2025-01-01 00:02:00,1.406991230410386,0.11608225917022016,0.9721219592675893,0.0234498538401731,0.0019347043195036694,0.01620203265445982,0.08660275733396704,0.13867805640975223,1.1317104166666667,0.05,0.0,0.002084459267588995,0.9700375000000002,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,On,13926.048660459714,20.000000000000057,0.8,9948.859191762513,28.428996794444448,1.1317104166666667,1,22743.197435555558,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,45.657317558975926,51.666666666666686,46.10666666666668,0.0,49.52667203352958,0.0,0.0,0.0,71.33955868589989,49.586212899640124,49.6159833326954,49.52667203352958,12.43753247303448,19.411745650560793,-0.08825434943926425,7.811017330172609,-1.1909573908888706,2.8,9.236100170605994,11995.522573555987,5490.817965414593,4691.494075194809,-2179.496201831313,-0.0,-0.0,350.44302832093985,0.0,2.0,0.1006753601202754,0.0,0,0.7342324714873871,131.99922844444444,-101.47291339335287,0.20092295098311588,8.97975591170159,0.0027478394270248323,-21.05614879933953,1.2244792441312142,0.6833398915930244,-4462.521598223076,4.48037187515628,0.9061390909439998,4712.915024454119,-21.420949259309648
2025-01-01 00:03:00,1.406991230410386,0.11608225917022016,0.9721219592675893,0.0234498538401731,0.0019347043195036694,0.01620203265445982,0.08660275733396704,0.13867805640975223,1.1317104166666667,0.05,0.0,0.002084459267588995,0.9700375000000002,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,On,13926.048660459714,20.000000000000057,0.8,9948.859191762513,28.428996794444448,1.1317104166666667,1,22743.197435555558,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,45.440461073534514,51.666666666666686,46.10666666666668,0.0,49.51663590088126,0.0,0.0,0.0,71.00072042739768,49.576727932853565,49.606773948839724,49.51663590088126,12.43753247303448,19.545553756615295,0.0,8.00824344266681,-0.889991208655811,2.8,9.236100170605994,11951.699939705259,5299.1657044454205,4332.86427197029,-2206.665905831493,-0.0,-0.0,350.44302832093985,0.0,2.0,0.10111589245378047,0.0,0,0.7374453047329113,131.99922844444444,-118.12584324390147,0.19925368574635377,9.041463479032828,0.002747782643697039,-21.5873391114257,1.2239195056259904,0.6845170895254467,-4646.149957017909,-3.5435302991827946,0.9061390909439998,4357.5045544408395,-24.640282470549117
2025-01-01 00:04:00,1.406991230410386,0.11608225917022016,0.9721219592675893,0.0234498538401731,0.0019347043195036694,0.01620203265445982,0.08660275733396704,0.13867805640975223,1.1317104166666667,0.05,0.0,0.002084459267588995,0.9700375000000002,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,On,13926.048660459714,20.000000000000057,0.8,9948.859191762513,28.428996794444448,1.1317104166666667,1,22743.197435555558,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,45.229662871291474,51.666666666666686,46.10666666666668,0.0,49.50664775238802,0.0,0.0,0.0,70.67134823639293,49.56728801638253,49.59760814837979,49.50664775238802,12.43753247303448,19.675403381534586,0.0,8.19507006346331,-0.6137775492709561,2.8,9.236100170605994,11911.661947685738,5117.56644307518,4003.7544672952517,-2233.1606376471414,-0.0,-0.0,350.44302832093985,0.0,2.0,0.10154256965110557,0.0,0,0.7405570914972699,131.99922844444444,-131.6691034477736,0.19764846494234964,9.100878236845977,0.0027477244012537707,-22.100623883289835,1.2233768174076278,0.6856303511079604,-4820.640836440139,-10.651912247193724,0.9061390909439998,4031.3242979825254,-27.56983068727389
2025-01-01 00:05:00,1.406991230410386,0.11608225917022016,0.9721219592675893,0.0234498538401731,0.0019347043195036694,0.01620203265445982,0.08660275733396704,0.13867805640975223,1.1317104166666667,0.05,0.0,0.002084459267588995,0.9700375000000002,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,On,13926.048660459714,20.000000000000057,0.8,9948.859191762513,28.428996794444448,1.1317104166666667,1,22743.197435555558,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,45.02456561560675,51.666666666666686,46.10666666666668,0.0,49.49670625224722,0.0,0.0,0.0,70.35088377438554,49.557891891663914,49.588484711372274,49.49670625224722,12.43753247303448,19.80152941055125,0.0,8.372183185269265,-0.3602314748764478,2.8,9.236100170605994,11875.629142075893,4945.246864714671,3701.700432492968,-2259.016767842273,-0.0,-0.0,350.44302832093985,0.0,2.0,0.1019562401449529,0.0,0,0.7435740194597433,131.99922844444444,-141.8457788624863,0.19610295886664875,9.158847836238046,0.00274766474752231,-22.597078091231445,1.2228501543010477,0.6866840654220794,-4986.548035702011,-17.064291345831776,0.9061390909439998,3731.912155389066,-30.211722896098514
2025-01-01 00:06:00,1.406991230410386,0.11608225917022016,0.9721219592675893,0.0234498538401731,0.0019347043195036694,0.01620203265445982,0.08660275733396704,0.13867805640975223,1.1317104166666667,0.05,0.0,0.002084459267588995,0.9700375000000002,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,On,13926.048660459714,20.000000000000057,0.8,9948.859191762513,28.428996794444448,1.1317104166666667,1,22743.197435555558,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,44.82484547052652,51.666666666666686,46.10666666666668,0.0,49.4868101434098,0.0,0.0,0.0,70.03882104769768,49.548538374368654,49.57940248984809,49.4868101434098,12.43753247303448,19.924144664308216,0.0,8.54017991804273,-0.12743628008186916,2.8,9.236100170605994,11841.600258238877,4781.580615327586,3424.417517771198,-2284.2673813892343,-0.0,-0.0,350.44302832093985,0.0,2.0,0.10235767161842581,0.0,0,0.7465016873871161,131.99922844444444,-150.62404915254209,0.1946132683421445,9.21550493014082,0.0027476037274986836,-23.077675107731956,1.2223385878872557,0.6876820507663424,-5144.353995903913,-22.924580531013678,0.9061390909439998,3457.004692414691,-32.58717464349257
2025-01-01 00:07:00,1.406991230410386,0.11608225917022016,0.9721219592675893,0.0234498538401731,0.0019347043195036694,0.01620203265445982,0.08660275733396704,0.13867805640975223,1.1317104166666667,0.05,0.0,0.002084459267588995,0.9700375000000002,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,On,13926.048660459714,20.000000000000057,0.8,9948.859191762513,28.428996794444448,1.1317104166666667,1,22743.197435555558,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,44.63024849423765,51.666666666666686,46.10666666666668,0.0,49.476958240198,0.0,0.0,0.0,69.73476327224633,49.53922634744217,49.57036040106426,49.476958240198,12.43753247303448,20.043415841309738,0.0,8.6995915768177,0.08636179949541803,2.8,9.236100170605994,11808.71493467435,4626.035664274611,3169.8091683838475,-2308.937119954675,-0.0,-0.0,350.44302832093985,0.0,2.0,0.10274747361593475,0.0,0,0.7493445407295803,131.99922844444444,-158.8396341516289,0.19317618976460685,9.269513713571694,0.002747541383613919,-23.543190345978225,1.2218413861250315,0.6886276991006303,-5294.489439907111,-28.334087580791152,0.9061390909439998,3204.530891581949,-34.721723198101856
2025-01-01 00:08:00,1.406991230410386,0.11608225917022016,0.9721219592675893,0.0234498538401731,0.0019347043195036694,0.01620203265445982,0.08660275733396704,0.13867805640975223,1.1317104166666667,0.05,0.0,0.002084459267588995,0.9700375000000002,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,On,13926.048660459714,20.000000000000057,0.8,9948.859191762513,28.428996794444448,1.1317104166666667,1,22743.197435555558,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,44.440557783257084,51.666666666666686,46.10666666666668,0.0,49.467149412905655,0.0,0.0,0.0,69.43837153633919,49.529954746584394,49.561357413423764,49.467149412905655,12.43753247303448,20.15948521603004,0.0,8.850899053562815,0.28276567481281933,2.8,9.236100170605994,11776.761329900968,4478.147863054259,2935.959195572321,-2333.046436735591,-0.0,-0.0,350.44302832093985,0.0,2.0,0.10312616999967136,0.0,0,0.7521064000508887,131.99922844444444,-166.68392214409408,0.19178892546570192,9.323119403506233,0.0027474777562676747,-23.994291815811074,1.2213579220152553,0.689524072806572,-5437.346285646428,-33.365043061825276,0.9061390909439998,2972.5978779753477,-36.638682403027055
2025-01-01 00:09:00,0.27528081374371927,0.11608225917022016,0.002084459267588995,0.0045880135623953214,0.0019347043195036694,3.474098779314992e-05,0.08660275733396704,0.13867805640975223,0.0,0.05,0.0,0.002084459267588995,0.0,0.0,0.10149892583688683,0,0.01458333333333334,1,0,0,Off,0,0,Off,0.03766027444122292,0.02824520583091718,On,0.0,0,Off,0.027264309210526312,0.0,On,0.002413496556685758,0.0,On,0.056924951566754964,0,On,0.0033461552939030837,0,On,0.09767162667462623,0.07325372000596965,On,0.002084459267588995,On,Off,0.0,20.000000000000057,0.0,0.0,0.0,0.0,0,0.0,22743.197435555558,Off,0.0,21.111111111111143,0,0.0,0.05,0.0,0.0,0,0,0,11136.995293333333,Off,0.0,0,44.255574952462986,51.666666666666686,46.10666666666668,0.0,49.45738257963699,0.0,0.0,0.0,69.14933586322341,49.52072255255534,49.55239253901453,49.45738257963699,12.43753247303448,20.272482870333086,0.0,8.994543347514426,0.4632405929477989,2.8,9.236100170605994,-2180.339658764715,-5611.356440804226,2721.1166301841126,-2356.6140031860423,-0.0,-0.0,350.44302832093985,0.0,2.0,0.10349423975759524,0.0,0,0.7547907586438687,131.99922844444444,-174.16868389961274,0.19044892075461503,9.374233333780893,0.002747412884114868,-24.431591095409523,1.2208876221485576,0.6903739714720943,-5573.286352982335,-38.070087821890496,0.9061390909439998,2759.475343728989,-38.35871354487634
