Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Clothes Washer Electric Power (kW),Clothes Washer Reactive Power (kVAR),Clothes Washer Mode,Clothes Dryer Electric Power (kW),Clothes Dryer Reactive Power (kVAR),Clothes Dryer Mode,Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,Ceiling Fan Electric Power (kW),Ceiling Fan Reactive Power (kVAR),Ceiling Fan Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),HVAC Heating ER Power (kW),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Attic (C),Temperature - Outdoor (C),Temperature - Ground (C),Net Sensible Heat Gain - Indoor (W),Net Sensible Heat Gain - Attic (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3),Infiltration Flow Rate - Attic (m^3/s),Infiltration Heat Gain - Attic (W),Radiation Heat Gain - Attic (W)
2025-01-01 00:00:00,4.474237100353093,2.874826436828842,0.0,0.07457061833921823,0.04791377394714737,0.0,0.015821827878856477,0.0,0.15130296351397338,4.257112308960264,0.05,0.0,0.0,0.1104202030580952,2.7498229004374135,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6799.265713090385,18.33333333333337,2.2731554460013483,2174.258659580132,3.704506058960263,0.5526062500000001,1,8420.918122670517,8420.918122670517,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,37.5654274058119,51.666666666666686,46.10666666666668,0.0,50.83966225041314,0.0,0.0,0.0,37.5654274058119,50.268264588401664,50.83966225041314,49.982565757395925,12.43753247303448,17.997817803061405,0.0,2.228238501321354,2.8,9.236100170605994,5858.439578713107,1794.0463179612348,-1364.2798507975372,-0.0,-0.0,423.14916857005136,0.0,4.0,0.0688818145809423,0.0,0,0.644665633859722,263.9984568888889,0.3045478502076122,0.24043992089213462,8.611939584851896,0.0030199742623911972,61.805051808229514,1.2266406212385081,0.005127338408735637,3.8205381577057422,-384.0328797766033
2025-01-01 00:01:00,4.47884364506444,2.8778019707635445,0.0,0.07464739408440733,0.04796336617939241,0.0,0.015821827878856477,0.0,0.15130296351397338,4.261718853671611,0.05,0.0,0.0,0.1104202030580952,2.752798434372116,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6797.3805021488,18.33333333333337,2.2696614962728225,2173.6558097448938,3.7091126036716107,0.5526062500000001,1,8418.430061893692,8418.430061893692,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,37.48708201157432,51.666666666666686,46.10666666666668,0.0,50.83395116564556,0.0,0.0,0.0,37.48708201157432,50.26299259538468,50.83395116564556,49.97751331025425,12.43753247303448,18.05987037020963,0.0,2.2542037303508513,2.8,9.236100170605994,5839.68591719791,1792.092728456737,-1372.2109993942145,-0.0,-0.0,423.14916857005136,0.0,4.0,0.06900052576051745,0.0,0,0.6457766530495129,263.9984568888889,-8.63275412672644,0.2402198437438741,8.663767918800344,0.0030201877730222874,61.50745773541366,1.2299614962568197,0.005127338408735637,3.6470372337890047,-385.2101185219459
2025-01-01 00:02:00,4.4833187189229475,2.880692582916616,0.0,0.0747219786487158,0.048011543048610265,0.0,0.015821827878856477,0.0,0.15130296351397338,4.266193927530118,0.05,0.0,0.0,0.1104202030580952,2.7556890465251875,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6795.550676742361,18.33333333333337,2.266276126635067,2173.070671010308,3.713587677530118,0.5526062500000001,1,8416.015097752668,8416.015097752668,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,37.41093881273553,51.666666666666686,46.10666666666668,0.0,50.82825182359057,0.0,0.0,0.0,37.41093881273553,50.25773159748742,50.82825182359057,49.97247148443585,12.43753247303448,18.120041177124058,0.0,2.2796693228565275,2.8,9.236100170605994,5821.440068583895,1790.4211136653753,-1379.9188376186257,-0.0,-0.0,423.14916857005136,0.0,4.0,0.06911558031477168,0.0,0,0.6468534498441094,263.9984568888889,-17.340939109892588,0.23932956643273204,8.692382079871733,0.0030203996818908927,61.2177834864489,1.2297072526307777,0.005127338408735637,3.4768749054381702,-386.1264322503711
2025-01-01 00:03:00,4.487668220028273,2.883502083084072,0.0,0.07479447033380456,0.0480583680514012,0.0,0.015821827878856477,0.0,0.15130296351397338,4.270543428635444,0.05,0.0,0.0,0.1104202030580952,2.7584985466926435,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6793.773676818435,18.33333333333337,2.2629940871225602,2172.502424726709,3.7179371786354443,0.5526062500000001,1,8413.669851545143,8413.669851545143,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,37.33689334613933,51.666666666666686,46.10666666666668,0.0,50.822563896765345,0.0,0.0,0.0,37.33689334613933,50.25248128565019,50.822563896765345,49.96743998009262,12.43753247303448,18.178419699815535,0.0,2.304723033173004,2.8,9.236100170605994,5803.56765883532,1789.2949479877793,-1387.413260700462,-0.0,-0.0,423.14916857005136,0.0,4.0,0.06922715435655094,0.0,0,0.6478976724855063,263.9984568888889,-25.941925852704763,0.2384697838523774,8.719997934247024,0.0030206106363639845,60.93552337177733,1.2294606784642312,0.005127338408735637,3.3094647939189223,-386.51694153284853
2025-01-01 00:04:00,4.4918973037787895,2.8862338013242885,0.0,0.07486495506297983,0.04810389668873814,0.0,0.015821827878856477,0.0,0.15130296351397338,4.27477251238596,0.05,0.0,0.0,0.1104202030580952,2.76123026493286,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6792.047259600536,18.33333333333337,2.2598107581339533,2171.950353702504,3.7221662623859597,0.5526062500000001,1,8411.391363303039,8411.391363303039,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,37.264853847775996,51.666666666666686,46.10666666666668,0.0,50.8168870732177,0.0,0.0,0.0,37.264853847775996,50.247241365473855,50.8168870732177,49.96241851160194,12.43753247303448,18.235084514111374,0.0,2.329454552581345,2.8,9.236100170605994,5788.31956139808,1788.6030984612094,-1394.7029070616695,-0.0,-0.0,423.14916857005136,0.0,4.0,0.06933540272317766,0.0,0,0.6489107700978477,263.9984568888889,-32.17395971083815,0.23763898330997596,8.746659233684127,0.0030208206602908316,60.66035266532314,1.2292214331039912,0.005127338408735637,3.1442075777265592,-386.49146281902097
2025-01-01 00:05:00,4.496013729874734,2.888892749908464,0.0,0.07493356216457889,0.048148212498474396,0.0,0.015821827878856477,0.0,0.15130296351397338,4.278888938481904,0.05,0.0,0.0,0.1104202030580952,2.7638892135170354,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6790.368132747207,18.33333333333337,2.2567196294200014,2171.413405117842,3.726282688481904,0.5526062500000001,1,8409.175287865048,8409.175287865048,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,37.19468903902579,51.666666666666686,46.10666666666668,0.0,50.8112210546384,0.0,0.0,0.0,37.19468903902579,50.24201155543757,50.8112210546384,49.95740680583717,12.43753247303448,18.290148171478705,0.0,2.353941953366639,2.8,9.236100170605994,5775.836077956992,1788.1057677466843,-1401.8009271227304,-0.0,-0.0,423.14916857005136,0.0,4.0,0.0694405447134125,0.0,0,0.6498947951005626,263.9984568888889,-35.88029623753593,0.23683517777532082,8.772428057398592,0.0030210297764909867,60.39180998008806,1.228989033413639,0.005127338408735637,2.9805815740529,-386.28821894521064
2025-01-01 00:06:00,4.5000250081846485,2.8914837797324635,0.0,0.07500041680307748,0.04819139632887439,0.0,0.015821827878856477,0.0,0.15130296351397338,4.282900216791819,0.05,0.0,0.0,0.1104202030580952,2.766480243341035,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6788.733120396309,18.33333333333337,2.2537144548495407,2170.8905634004464,3.7302939667918187,0.5526062500000001,1,8407.017433796755,8407.017433796755,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,37.126272708287054,51.666666666666686,46.10666666666668,0.0,50.80556556223411,0.0,0.0,0.0,37.126272708287054,50.23679159244437,50.80556556223411,49.952404607549504,12.43753247303448,18.34371888657215,0.0,2.3782476141072304,2.8,9.236100170605994,5764.403037763831,1787.8741266688075,-1408.720066025175,-0.0,-0.0,423.14916857005136,0.0,4.0,0.069542790855946,0.0,0,0.6508517178339005,263.9984568888889,-38.75918517735441,0.23605648084477926,8.797364038555324,0.0030212380063045744,60.12945214764466,1.228763015499838,0.005127338408735637,2.818169966201927,-385.83460669784085
2025-01-01 00:07:00,4.50393597087747,2.894010012069074,0.0,0.0750655995146245,0.04823350020115123,0.0,0.015821827878856477,0.0,0.15130296351397338,4.286811179484641,0.05,0.0,0.0,0.1104202030580952,2.7690064756776454,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6787.140150352479,18.33333333333337,2.2507910585987414,2170.381165906894,3.734204929484641,0.5526062500000001,1,8404.915066259373,8404.915066259373,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,37.05952124283345,51.666666666666686,46.10666666666668,0.0,50.79992033597402,0.0,0.0,0.0,37.05952124283345,50.23158123111,50.79992033597402,49.94741167867799,12.43753247303448,18.39586827843096,0.0,2.4024307512353538,2.8,9.236100170605994,5753.50704419459,1787.8786076465476,-1415.4684714959594,-0.0,-0.0,423.14916857005136,0.0,4.0,0.06964228142095466,0.0,0,0.6517828510879323,263.9984568888889,-41.313803231981694,0.23530157939067892,8.822143530328272,0.003021445369648611,59.87298441800829,1.2285430705627283,0.005127338408735637,2.6565770670918134,-385.1591353274381
2025-01-01 00:08:00,4.507750539748102,2.8964739801475483,0.0,0.07512917566246836,0.04827456633579247,0.0,0.015821827878856477,0.0,0.15130296351397338,4.290625748355272,0.05,0.0,0.0,0.1104202030580952,2.7714704437561197,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6785.58753035034,18.33333333333337,2.247945992666646,2169.8846714871815,3.7380194983552726,0.5526062500000001,1,8402.86595183752,8402.86595183752,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,36.99436588841677,51.666666666666686,46.10666666666668,0.0,50.79428512825812,0.0,0.0,0.0,36.99436588841677,50.22638023778456,50.79428512825812,49.94242779254779,12.43753247303448,18.446655206975333,0.0,2.4265439671409883,2.8,9.236100170605994,5743.130025035118,1788.0906366438198,-1422.0527360638152,-0.0,-0.0,423.14916857005136,0.0,4.0,0.06973913203340239,0.0,0,0.6526892769979227,263.9984568888889,-43.553937821458405,0.2345693715703624,8.845527604827964,0.0030216518854998564,59.62216399865046,1.2283289441707117,0.005127338408735637,2.4954513849929354,-384.28948622835463
2025-01-01 00:09:00,4.511472460145935,2.898878103224599,0.0,0.07519120766909891,0.04831463505374332,0.0,0.015821827878856477,0.0,0.15130296351397338,4.2943476687531055,0.05,0.0,0.0,0.1104202030580952,2.7738745668331704,0.01458333333333334,1,0,0,Off,0,0,Off,0,0,Off,0.03331151295840272,0.024983634718802033,On,0.0,0,Off,0.004021034356725146,0.0,On,0.011800793522131333,0,On,0.004076026103179717,0,On,0.11391542445239093,0.08543656833929317,On,0,0,Off,HP On,6784.073647818324,18.33333333333337,2.245175981480167,2169.4005644756726,3.741741418753106,0.5526062500000001,1,8400.867962293996,8400.867962293996,0.0,Off,0.0,22.77777777777783,0,0.0,0.05,0.0,0.0,0,0,0,11105.343613333334,Off,0.0,0.0,36.930741257583655,51.666666666666686,46.10666666666668,0.0,50.788659701708525,0.0,0.0,0.0,36.930741257583655,50.221188388467255,50.788659701708525,49.937452731846626,12.43753247303448,18.49613564799652,0.0,2.4506337573960795,2.8,9.236100170605994,5732.78843871529,1788.3230367012472,-1428.4791611937815,-0.0,-0.0,423.14916857005136,0.0,4.0,0.06983345255599381,0.0,0,0.6535720237700903,263.9984568888889,-45.9552164793045,0.23385881759677102,8.868822101179553,0.003021857572062845,59.37676010424344,1.228120394555821,0.005127338408735637,2.334482234230946,-383.4120100086563
