Time,Total Electric Power (kW),Total Reactive Power (kVAR),Total Gas Power (therms/hour),Total Electric Energy (kWh),Total Reactive Energy (kVARh),Total Gas Energy (therms),Lighting Electric Power (kW),Water Heating Electric Power (kW),Other Electric Power (kW),HVAC Heating Electric Power (kW),HVAC Cooling Electric Power (kW),Lighting Reactive Power (kVAR),Water Heating Reactive Power (kVAR),Other Reactive Power (kVAR),HVAC Heating Reactive Power (kVAR),HVAC Cooling Reactive Power (kVAR),Grid Voltage (-),Dishwasher Electric Power (kW),Dishwasher Reactive Power (kVAR),Dishwasher Mode,Refrigerator Electric Power (kW),Refrigerator Reactive Power (kVAR),Refrigerator Mode,Cooking Range Electric Power (kW),Cooking Range Reactive Power (kVAR),Cooking Range Mode,Exterior Lighting Electric Power (kW),Exterior Lighting Reactive Power (kVAR),Exterior Lighting Mode,Indoor Lighting Electric Power (kW),Indoor Lighting Reactive Power (kVAR),Indoor Lighting Mode,TV Electric Power (kW),TV Reactive Power (kVAR),TV Mode,MELs Electric Power (kW),MELs Reactive Power (kVAR),MELs Mode,HVAC Heating Mode,HVAC Heating Delivered (W),HVAC Heating Setpoint (C),HVAC Heating COP (-),HVAC Heating Duct Losses (W),HVAC Heating Main Power (kW),HVAC Heating Fan Power (kW),HVAC Heating Speed (-),HVAC Heating Capacity (W),HVAC Heating Max Capacity (W),Water Heating Mode,Water Heating Delivered (W),Water Heating COP (-),Water Heating Total Sensible Heat Gain (W),Water Heating Deadband Upper Limit (C),Water Heating Deadband Lower Limit (C),Hot Water Unmet Demand (kW),Hot Water Outlet Temperature (C),Hot Water Delivered (L/min),Hot Water Delivered (W),Hot Water Heat Injected (W),Hot Water Heat Loss (W),Hot Water Average Temperature (C),Hot Water Maximum Temperature (C),Hot Water Minimum Temperature (C),Hot Water Mains Temperature (C),HVAC Cooling Mode,HVAC Cooling Delivered (W),HVAC Cooling Setpoint (C),HVAC Cooling COP (-),HVAC Cooling Duct Losses (W),HVAC Cooling Main Power (kW),HVAC Cooling Fan Power (kW),HVAC Cooling Latent Gains (W),HVAC Cooling SHR (-),HVAC Cooling Speed (-),HVAC Cooling Capacity (W),HVAC Cooling Max Capacity (W),Temperature - Indoor (C),Unmet HVAC Load (C),Temperature - Outdoor (C),Net Sensible Heat Gain - Indoor (W),Infiltration Heat Gain - Indoor (W),Forced Ventilation Heat Gain - Indoor (W),Natural Ventilation Heat Gain - Indoor (W),Internal Heat Gain - Indoor (W),Window Transmitted Solar Gain (W),Occupancy (Persons),Infiltration Flow Rate - Indoor (m^3/s),Forced Ventilation Flow Rate - Indoor (m^3/s),Natural Ventilation Flow Rate - Indoor (m^3/s),Air Changes per Hour - Indoor (1/hour),Occupancy Heat Gain - Indoor (W),Radiation Heat Gain - Indoor (W),Relative Humidity - Indoor (-),Wet Bulb - Indoor (C),Humidity Ratio - Indoor (-),Net Latent Heat Gain - Indoor (W),Air Density - Indoor (kg/m^3)
2025-01-01 00:00:00,0.8097891467116194,0.3335915751617077,0.0,0.01349648577852699,0.005559859586028461,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.5164943590044269,0.0,0.0,0.18294738711874978,0.0,0.1506441880429579,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,31.72026704651437,51.666666666666686,46.10666666666668,0.0,49.534264168916835,0.0,0.0,0.0,31.72026704651437,48.677397641045616,49.534264168916835,48.248964377110006,12.43753247303448,On,3067.069045839887,21.111111111111143,6.0529347469718076,0.0,0.5080953579476862,0.008399001056740657,-0.0,1.0,4.0,3075.468046896628,3075.468046896628,21.439272296743507,-0.06072770325652144,2.8,-2962.0568129459384,-335.88400286509847,-0.0,-0.0,411.1326426571465,0.0,2.0,0.01382746969757539,0.0,0.0,0.35271367221045097,131.99922844444444,29.763593101900685,0.21469509793940408,10.527871985470886,0.003340635644975238,63.40201723174027,1.2120764154227641
2025-01-01 00:01:00,0.7488474096635795,0.3158169018560294,0.0,0.012480790161059659,0.005263615030933823,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.45555262195638707,0.0,0.0,0.18294738711874978,0.0,0.13286951473727962,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,31.908047794112083,51.666666666666686,46.10666666666668,0.0,49.52935807299205,0.0,0.0,0.0,31.908047794112083,48.67294596731489,49.52935807299205,48.24473991447631,12.43753247303448,On,2784.109717622157,21.111111111111143,6.21776973534183,0.0,0.44884534397315673,0.006707277983230367,-0.0,1.0,3.6889539312654556,2790.816995605387,3074.1386861395818,21.27341045832038,0.0,2.8,-2703.5770888923885,-331.5322559508769,-0.0,-29.323475873599634,411.1326426571465,0.0,2.0,0.013770859808178822,0.0,0.0012180096147377194,0.38233887269822464,131.99922844444444,30.255717897098595,0.2175617930480623,10.480094816984886,0.0033412397821862222,59.73602681853315,1.2163014161036731
2025-01-01 00:02:00,0.29329478770719253,0.18294738711874978,0.0,0.004888246461786542,0.0030491231186458296,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.0,0.0,0.0,0.18294738711874978,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,32.07559996430222,51.666666666666686,46.10666666666668,0.0,49.52442416845634,0.0,0.0,0.0,32.07559996430222,48.668467940129446,49.52442416845634,48.24048982596601,12.43753247303448,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3074.1386861395818,21.12490859860153,0.0,2.8,86.26914525962269,-327.65512047781027,-0.0,-27.218215437315646,411.1326426571465,0.0,2.0,0.013720106745407952,0.0,0.0011397252717275067,0.37904736252022464,131.99922844444444,30.009838517602077,0.21959082390550644,10.415293509864657,0.0033418070101489685,60.11359065136744,1.2169147902395538
2025-01-01 00:03:00,0.29329478770719253,0.18294738711874978,0.0,0.004888246461786542,0.0030491231186458296,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.0,0.0,0.0,0.18294738711874978,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,32.078034129055396,51.666666666666686,46.10666666666668,0.0,49.519465462240284,0.0,0.0,0.0,32.078034129055396,48.66396639840066,49.519465462240284,48.23621686648085,12.43753247303448,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.9461022570113,21.11830140044299,0.0,2.8,83.74123767932923,-327.4830382469614,-0.0,-27.124681103261576,411.1326426571465,0.0,2.0,0.013717847122914123,0.0,0.0011362183233188945,0.3789002677557054,131.99922844444444,27.216314372405705,0.21971724565028686,10.4135069906533,0.0033423775355848092,60.10473047859213,1.2169416952146215
2025-01-01 00:04:00,0.29329478770719253,0.18294738711874978,0.0,0.004888246461786542,0.0030491231186458296,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.0,0.0,0.0,0.18294738711874978,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,32.0806430351443,51.666666666666686,46.10666666666668,0.0,49.51450649638157,0.0,0.0,0.0,32.0806430351443,48.65946451505724,49.51450649638157,48.23194352439508,12.43753247303448,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.900642280315,21.11154367367733,0.0,2.8,82.66528008757086,-327.30707265039894,-0.0,-27.029027610642835,411.1326426571465,0.0,2.0,0.013715535888417403,0.0,0.001132629353899618,0.37874976425538914,131.99922844444444,25.868737691466162,0.21984576440140777,10.41095837402063,0.00334294796431891,60.09631527461296,1.2169692240062147
2025-01-01 00:05:00,0.29329478770719253,0.18294738711874978,0.0,0.004888246461786542,0.0030491231186458296,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.0,0.0,0.0,0.18294738711874978,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,32.083330917798584,51.666666666666686,46.10666666666668,0.0,49.509547244889816,0.0,0.0,0.0,32.083330917798584,48.654962265575705,49.509547244889816,48.227669775918656,12.43753247303448,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.866347602056,21.104717703115764,0.0,2.8,82.57957511389117,-327.12936813437636,-0.0,-26.932420252756458,411.1326426571465,0.0,2.0,0.01371320117797984,0.0,0.001129001957978401,0.37859768173603403,131.99922844444444,25.50872084387744,0.21997527261360822,10.408373844223377,0.0033435183002861113,60.08812027640357,1.2169970363779168
2025-01-01 00:06:00,0.29329478770719253,0.18294738711874978,0.0,0.004888246461786542,0.0030491231186458296,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.0,0.0,0.0,0.18294738711874978,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,32.086033072759435,51.666666666666686,46.10666666666668,0.0,49.504587696008606,0.0,0.0,0.0,32.086033072759435,48.65045963887236,49.504587696008606,48.223395610304244,12.43753247303448,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.818769373343,21.097879090706314,0.0,2.8,82.65777316851094,-326.9513728994185,-0.0,-26.835646175866753,411.1326426571465,0.0,2.0,0.013710862006911146,0.0,0.0011253656417487892,0.3784452578931814,131.99922844444444,25.31214958664973,0.22010502052662206,10.405782411319064,0.003344088545447519,60.07999323350248,1.2170249023947144
2025-01-01 00:07:00,0.29329478770719253,0.18294738711874978,0.0,0.004888246461786542,0.0030491231186458296,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.0,0.0,0.0,0.18294738711874978,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,32.08873493349533,51.666666666666686,46.10666666666668,0.0,49.49962784759879,0.0,0.0,0.0,32.08873493349533,48.645956632944205,49.49962784759879,48.21912102561692,12.43753247303448,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.771064013782,21.091040354308944,0.0,2.8,82.82753645241598,-326.77341287123755,-0.0,-26.738882557155353,411.1326426571465,0.0,2.0,0.013708522656604384,0.0,0.0011217270527804056,0.37829277150484697,131.99922844444444,25.207189223662382,0.22023483920681391,10.403872512598209,0.003344658700427043,60.07189981763539,1.217052770286556
2025-01-01 00:08:00,0.29329478770719253,0.18294738711874978,0.0,0.004888246461786542,0.0030491231186458296,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.0,0.0,0.0,0.18294738711874978,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,32.0914268609073,51.666666666666686,46.10666666666668,0.0,49.49466769968628,0.0,0.0,0.0,32.0914268609073,48.64145324783253,49.49466769968628,48.214846021905664,12.43753247303448,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.735954067616,21.084209778709656,0.0,2.8,83.01371471069706,-326.59570357537115,-0.0,-26.642246600545807,411.1326426571465,0.0,2.0,0.013706185961304773,0.0,0.0011180906005083101,0.37814040734417614,131.99922844444444,25.119022229467475,0.2203646165678496,10.401284388573433,0.0033452287655470463,60.06381723070083,1.2170806057838914
2025-01-01 00:09:00,0.29329478770719253,0.18294738711874978,0.0,0.004888246461786542,0.0030491231186458296,0.0,0.041256461858213245,0.0,0.2520383258489793,0.0,0.0,0.0,0.0,0.18294738711874978,0.0,0.0,1,0,0,Off,0.041624513856088494,0.03121838539206636,On,0.0,0,Off,0.017112774122807015,0.0,On,0.02414368773540623,0,On,0.008108476357312846,0,On,0.20230533563557793,0.1517290017266834,On,Off,0.0,17.222222222222285,0.0,0.0,0.0,0.0,0,0.0,820.30604,Off,0.0,0.0,32.0941042034261,51.666666666666686,46.10666666666668,0.0,49.4897072537297,0.0,0.0,0.0,32.0941042034261,48.6369494849314,49.4897072537297,48.21057060053226,12.43753247303448,Off,0.0,21.111111111111143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3072.6883096298807,21.077391363359606,0.0,2.8,83.18765012782706,-326.4183488970079,-0.0,-26.545794835305923,411.1326426571465,0.0,2.0,0.013703853289806122,0.0,0.0011144584215733101,0.3779882548284481,131.99922844444444,25.019151202994365,0.2204942982687506,10.398702302853167,0.003345798740929575,60.05573440012858,1.2171083923378294
